year,bula_h,pli0165,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Schleswig-Holstein,Daily,0.20583,289,885,0.17918,0.23249
2013,Schleswig-Holstein,At least once per week,0.05799,96,885,0.04259,0.07340
2013,Schleswig-Holstein,Seldom,0.06300,76,885,0.04698,0.07902
2013,Schleswig-Holstein,Never,0.43042,424,885,0.39778,0.46307
2013,Hamburg,Daily,0.20883,119,357,0.16661,0.25106
2013,Hamburg,At least once per week,0.05806,42,357,0.03377,0.08235
2013,Hamburg,Never,0.40739,196,357,0.35635,0.45843
2013,Lower Saxony,Daily,0.19884,733,2434,0.18298,0.21470
2013,Lower Saxony,At least once per week,0.08700,292,2434,0.07580,0.09819
2013,Lower Saxony,At least once per month,0.01792,64,2434,0.01265,0.02319
2013,Lower Saxony,Seldom,0.05546,180,2434,0.04637,0.06455
2013,Lower Saxony,Never,0.39945,1165,2434,0.37999,0.41891
2013,Bremen,Daily,0.27325,68,131,0.19664,0.34985
2013,Bremen,Never,0.29126,63,131,0.21315,0.36936
2013,North Rhine-Westphalia,Daily,0.19609,1489,5083,0.18517,0.20700
2013,North Rhine-Westphalia,At least once per week,0.07988,572,5083,0.07242,0.08733
2013,North Rhine-Westphalia,At least once per month,0.02188,144,5083,0.01785,0.02590
2013,North Rhine-Westphalia,Seldom,0.05198,400,5083,0.04588,0.05808
2013,North Rhine-Westphalia,Never,0.38474,2478,5083,0.37136,0.39811
2013,Hesse,Daily,0.18174,515,1751,0.16367,0.19981
2013,Hesse,At least once per week,0.08768,230,1751,0.07443,0.10094
2013,Hesse,At least once per month,0.02517,59,1751,0.01783,0.03250
2013,Hesse,Seldom,0.05844,143,1751,0.04745,0.06943
2013,Hesse,Never,0.38243,804,1751,0.35966,0.40520
2013,"Rhineland-Palatinate, Saarland",Daily,0.19492,387,1405,0.17420,0.21564
2013,"Rhineland-Palatinate, Saarland",At least once per week,0.10856,189,1405,0.09228,0.12483
2013,"Rhineland-Palatinate, Saarland",At least once per month,0.02077,44,1405,0.01331,0.02823
2013,"Rhineland-Palatinate, Saarland",Seldom,0.05992,130,1405,0.04751,0.07234
2013,"Rhineland-Palatinate, Saarland",Never,0.36871,655,1405,0.34347,0.39394
2013,Baden-Wuerttemberg,Daily,0.16569,760,2995,0.15237,0.17901
2013,Baden-Wuerttemberg,At least once per week,0.07226,338,2995,0.06298,0.08153
2013,Baden-Wuerttemberg,At least once per month,0.02120,92,2995,0.01604,0.02636
2013,Baden-Wuerttemberg,Seldom,0.05247,214,2995,0.04448,0.06045
2013,Baden-Wuerttemberg,Never,0.41192,1591,2995,0.39429,0.42955
2013,Bavaria,Daily,0.17061,1028,3993,0.15894,0.18228
2013,Bavaria,At least once per week,0.08001,470,3993,0.07159,0.08843
2013,Bavaria,At least once per month,0.02598,123,3993,0.02105,0.03092
2013,Bavaria,Seldom,0.06044,322,3993,0.05305,0.06783
2013,Bavaria,Never,0.41149,2050,3993,0.39623,0.42676
2013,Berlin,Daily,0.21171,288,960,0.18585,0.23757
2013,Berlin,At least once per week,0.08769,106,960,0.06979,0.10559
2013,Berlin,Seldom,0.04438,73,960,0.03135,0.05742
2013,Berlin,Never,0.41655,493,960,0.38535,0.44775
2013,Brandenburg,Daily,0.14964,211,977,0.12726,0.17202
2013,Brandenburg,At least once per week,0.07855,103,977,0.06167,0.09543
2013,Brandenburg,Seldom,0.05810,74,977,0.04342,0.07278
2013,Brandenburg,Never,0.49848,589,977,0.46711,0.52985
2013,Mecklenburg-Western Pomerania,Daily,0.14992,141,569,0.12056,0.17928
2013,Mecklenburg-Western Pomerania,At least once per week,0.10578,82,569,0.08048,0.13107
2013,Mecklenburg-Western Pomerania,Seldom,0.10147,50,569,0.07664,0.12630
2013,Mecklenburg-Western Pomerania,Never,0.46653,296,569,0.42550,0.50756
2013,Saxony,Daily,0.18580,370,1696,0.16729,0.20432
2013,Saxony,At least once per week,0.09707,200,1696,0.08297,0.11116
2013,Saxony,At least once per month,0.02321,49,1696,0.01604,0.03038
2013,Saxony,Seldom,0.06126,132,1696,0.04984,0.07268
2013,Saxony,Never,0.46627,945,1696,0.44252,0.49001
2013,Saxony-Anhalt,Daily,0.19231,245,938,0.16708,0.21755
2013,Saxony-Anhalt,At least once per week,0.05883,86,938,0.04376,0.07389
2013,Saxony-Anhalt,Seldom,0.06178,76,938,0.04636,0.07720
2013,Saxony-Anhalt,Never,0.49937,531,938,0.46735,0.53138
2013,Thuringa,Daily,0.15875,218,960,0.13562,0.18187
2013,Thuringa,At least once per week,0.05616,85,960,0.04159,0.07073
2013,Thuringa,Seldom,0.06204,74,960,0.04678,0.07731
2013,Thuringa,Never,0.53654,583,960,0.50498,0.56810
2017,Schleswig-Holstein,Daily,0.00619,185,185,-0.00514,0.01752
2017,Lower Saxony,Daily,0.00472,336,503,-0.00127,0.01072
2017,Lower Saxony,At least once per week,0.00062,54,503,-0.00155,0.00279
2017,Lower Saxony,Seldom,0.00040,32,503,-0.00135,0.00216
2017,Lower Saxony,Never,0.00100,81,503,-0.00177,0.00377
2017,Bremen,Daily,0.00719,33,33,-0.02209,0.03647
2017,North Rhine-Westphalia,Daily,0.00441,584,938,0.00017,0.00866
