year,quintil_oecd,pli0165,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,1st Quintile,Daily,0.21925,1753,5111,0.20791,0.23059
2013,1st Quintile,At least once per week,0.07133,575,5111,0.06428,0.07839
2013,1st Quintile,At least once per month,0.01562,116,5111,0.01222,0.01902
2013,1st Quintile,Seldom,0.04546,340,5111,0.03975,0.05117
2013,1st Quintile,Never,0.44266,2327,5111,0.42904,0.45628
2013,2nd Quintile,Daily,0.18843,1419,5119,0.17772,0.19915
2013,2nd Quintile,At least once per week,0.07242,556,5119,0.06532,0.07952
2013,2nd Quintile,At least once per month,0.01737,137,5119,0.01379,0.02095
2013,2nd Quintile,Seldom,0.05098,350,5119,0.04495,0.05700
2013,2nd Quintile,Never,0.48625,2657,5119,0.47256,0.49995
2013,3rd Quintile,Daily,0.20491,1269,4867,0.19357,0.21625
2013,3rd Quintile,At least once per week,0.10345,575,4867,0.09490,0.11201
2013,3rd Quintile,At least once per month,0.02150,131,4867,0.01742,0.02557
2013,3rd Quintile,Seldom,0.05908,379,4867,0.05246,0.06571
2013,3rd Quintile,Never,0.43844,2513,4867,0.42450,0.45238
2013,4th Quintile,Daily,0.21095,1220,4833,0.19945,0.22245
2013,4th Quintile,At least once per week,0.09492,570,4833,0.08666,0.10319
2013,4th Quintile,At least once per month,0.02993,147,4833,0.02512,0.03473
2013,4th Quintile,Seldom,0.06725,397,4833,0.06019,0.07431
2013,4th Quintile,Never,0.44959,2499,4833,0.43557,0.46362
2013,5th Quintile,Daily,0.20217,1198,5420,0.19148,0.21286
2013,5th Quintile,At least once per week,0.10433,642,5420,0.09619,0.11246
2013,5th Quintile,At least once per month,0.03338,192,5420,0.02860,0.03817
2013,5th Quintile,Seldom,0.08607,524,5420,0.07861,0.09354
2013,5th Quintile,Never,0.46169,2864,5420,0.44842,0.47496
2017,1st Quintile,Daily,0.00986,953,1515,0.00488,0.01484
2017,1st Quintile,At least once per week,0.00226,242,1515,-0.00013,0.00466
2017,1st Quintile,At least once per month,0.00048,36,1515,-0.00062,0.00158
2017,1st Quintile,Seldom,0.00081,86,1515,-0.00062,0.00224
2017,1st Quintile,Never,0.00171,198,1515,-0.00037,0.00378
2017,2nd Quintile,Daily,0.00052,67,67,-0.00498,0.00602
2018,1st Quintile,Daily,0.01544,1572,2412,0.01052,0.02037
2018,1st Quintile,At least once per week,0.00325,386,2412,0.00098,0.00552
2018,1st Quintile,At least once per month,0.00067,78,2412,-0.00036,0.00171
2018,1st Quintile,Seldom,0.00104,125,2412,-0.00025,0.00233
2018,1st Quintile,Never,0.00224,251,2412,0.00035,0.00413
2018,2nd Quintile,Daily,0.00131,132,170,-0.00414,0.00676
2018,2nd Quintile,At least once per week,0.00033,38,170,-0.00241,0.00308
2018,3rd Quintile,Daily,0.00050,52,52,-0.00565,0.00666
2019,1st Quintile,Daily,0.01968,1844,2643,0.01438,0.02498
2019,1st Quintile,At least once per week,0.00417,399,2643,0.00171,0.00663
2019,1st Quintile,At least once per month,0.00042,49,2643,-0.00036,0.00121
2019,1st Quintile,Seldom,0.00132,133,2643,-0.00006,0.00271
2019,1st Quintile,Never,0.00231,218,2643,0.00048,0.00414
2019,2nd Quintile,Daily,0.00128,105,136,-0.00475,0.00731
2019,2nd Quintile,At least once per week,0.00036,31,136,-0.00284,0.00356
