year,age_gr,pgisced97,pli0165,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,17-29 y.,Pre-primary Level,Daily,0.37512,367,414,0.32842,0.42181
2013,17-29 y.,Pre-primary Level,At least once per week,0.03904,47,414,0.02036,0.05772
2013,17-29 y.,Primary Level,Daily,0.32942,44,44,0.18894,0.46990
2013,17-29 y.,Lower Secondary Level,Daily,0.44389,472,657,0.40587,0.48191
2013,17-29 y.,Lower Secondary Level,At least once per week,0.09658,100,657,0.07397,0.11918
2013,17-29 y.,Lower Secondary Level,Never,0.10491,85,657,0.08146,0.12836
2013,17-29 y.,Upper Secondary Level,Daily,0.55442,965,1428,0.52863,0.58021
2013,17-29 y.,Upper Secondary Level,At least once per week,0.12342,181,1428,0.10636,0.14049
2013,17-29 y.,Upper Secondary Level,At least once per month,0.02075,31,1428,0.01336,0.02815
2013,17-29 y.,Upper Secondary Level,Seldom,0.03684,70,1428,0.02707,0.04662
2013,17-29 y.,Upper Secondary Level,Never,0.08407,181,1428,0.06967,0.09847
2013,17-29 y.,Post-secondary Non-tertiary Level,Daily,0.61279,134,134,0.53000,0.69558
2013,17-29 y.,First Stage of Tertiary Education,Daily,0.71697,33,33,0.56088,0.87305
2013,17-29 y.,Second Stage of Tertiary Education,Daily,0.51822,184,286,0.46021,0.57623
2013,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.11519,47,286,0.07813,0.15226
2013,17-29 y.,Second Stage of Tertiary Education,Never,0.12973,55,286,0.09072,0.16875
2013,30-45 y.,Primary Level,Daily,0.17738,48,105,0.10396,0.25079
2013,30-45 y.,Primary Level,Never,0.22871,57,105,0.14799,0.30943
2013,30-45 y.,Lower Secondary Level,Daily,0.29989,246,576,0.26244,0.33734
2013,30-45 y.,Lower Secondary Level,At least once per week,0.07534,89,576,0.05376,0.09691
2013,30-45 y.,Lower Secondary Level,Seldom,0.05271,47,576,0.03444,0.07097
2013,30-45 y.,Lower Secondary Level,Never,0.22771,194,576,0.19343,0.26198
2013,30-45 y.,Upper Secondary Level,Daily,0.29112,1340,3822,0.27672,0.30552
2013,30-45 y.,Upper Secondary Level,At least once per week,0.12330,558,3822,0.11287,0.13372
2013,30-45 y.,Upper Secondary Level,At least once per month,0.04213,146,3822,0.03576,0.04850
2013,30-45 y.,Upper Secondary Level,Seldom,0.08493,340,3822,0.07609,0.09377
2013,30-45 y.,Upper Secondary Level,Never,0.32209,1438,3822,0.30727,0.33691
2013,30-45 y.,Post-secondary Non-tertiary Level,Daily,0.28240,306,844,0.25202,0.31279
2013,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.16063,145,844,0.13584,0.18541
2013,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.06248,70,844,0.04614,0.07882
2013,30-45 y.,Post-secondary Non-tertiary Level,Never,0.26370,323,844,0.23395,0.29344
2013,30-45 y.,First Stage of Tertiary Education,Daily,0.27546,125,477,0.23532,0.31559
2013,30-45 y.,First Stage of Tertiary Education,At least once per week,0.11026,73,477,0.08213,0.13840
2013,30-45 y.,First Stage of Tertiary Education,Seldom,0.10432,45,477,0.07686,0.13178
2013,30-45 y.,First Stage of Tertiary Education,Never,0.41224,234,477,0.36802,0.45646
2013,30-45 y.,Second Stage of Tertiary Education,Daily,0.24351,532,2022,0.22480,0.26222
2013,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.13842,336,2022,0.12337,0.15348
2013,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.04872,98,2022,0.03934,0.05811
2013,30-45 y.,Second Stage of Tertiary Education,Seldom,0.07667,215,2022,0.06507,0.08827
2013,30-45 y.,Second Stage of Tertiary Education,Never,0.33624,841,2022,0.31565,0.35684
2013,46-65 y.,Primary Level,Never,0.46860,51,51,0.33028,0.60692
2013,46-65 y.,Lower Secondary Level,Daily,0.13044,107,557,0.10245,0.15843
2013,46-65 y.,Lower Secondary Level,At least once per week,0.04298,39,557,0.02612,0.05984
2013,46-65 y.,Lower Secondary Level,Seldom,0.06138,49,557,0.04143,0.08133
2013,46-65 y.,Lower Secondary Level,Never,0.55343,362,557,0.51210,0.59475
2013,46-65 y.,Upper Secondary Level,Daily,0.16541,781,4577,0.15465,0.17618
2013,46-65 y.,Upper Secondary Level,At least once per week,0.12460,554,4577,0.11503,0.13417
2013,46-65 y.,Upper Secondary Level,At least once per month,0.02882,143,4577,0.02397,0.03367
2013,46-65 y.,Upper Secondary Level,Seldom,0.08553,397,4577,0.07743,0.09363
2013,46-65 y.,Upper Secondary Level,Never,0.55781,2702,4577,0.54342,0.57220
2013,46-65 y.,Post-secondary Non-tertiary Level,Daily,0.13106,103,577,0.10350,0.15862
2013,46-65 y.,Post-secondary Non-tertiary Level,At least once per week,0.09011,68,577,0.06673,0.11350
2013,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.09603,57,577,0.07197,0.12009
2013,46-65 y.,Post-secondary Non-tertiary Level,Never,0.51354,349,577,0.47272,0.55436
2013,46-65 y.,First Stage of Tertiary Education,Daily,0.12729,115,747,0.10338,0.15121
2013,46-65 y.,First Stage of Tertiary Education,At least once per week,0.13908,99,747,0.11425,0.16391
2013,46-65 y.,First Stage of Tertiary Education,Seldom,0.12934,91,747,0.10525,0.15342
2013,46-65 y.,First Stage of Tertiary Education,Never,0.55251,442,747,0.51683,0.58819
2013,46-65 y.,Second Stage of Tertiary Education,Daily,0.13208,354,2327,0.11832,0.14584
2013,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.10077,261,2327,0.08854,0.11300
2013,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.03843,80,2327,0.03062,0.04625
2013,46-65 y.,Second Stage of Tertiary Education,Seldom,0.09434,245,2327,0.08246,0.10622
2013,46-65 y.,Second Stage of Tertiary Education,Never,0.58642,1387,2327,0.56641,0.60644
