year,age_gr,bula_h,pli0165,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.29922,134,392,0.25383,0.34461
2013,30-45 y.,Baden-Wuerttemberg,Daily,0.21219,295,1028,0.18719,0.23720
2013,30-45 y.,Baden-Wuerttemberg,At least once per week,0.11971,147,1028,0.09985,0.13956
2013,30-45 y.,Baden-Wuerttemberg,At least once per month,0.03962,45,1028,0.02769,0.05155
2013,30-45 y.,Baden-Wuerttemberg,Seldom,0.04838,79,1028,0.03525,0.06150
2013,30-45 y.,Baden-Wuerttemberg,Never,0.36692,462,1028,0.33744,0.39640
2013,30-45 y.,Bavaria,Daily,0.22417,349,1264,0.20117,0.24717
2013,30-45 y.,Bavaria,At least once per week,0.12864,198,1264,0.11017,0.14710
2013,30-45 y.,Bavaria,At least once per month,0.06659,66,1264,0.05284,0.08034
2013,30-45 y.,Bavaria,Seldom,0.10485,124,1264,0.08796,0.12175
2013,30-45 y.,Bavaria,Never,0.28545,527,1264,0.26054,0.31036
2013,30-45 y.,Berlin,Daily,0.32135,111,256,0.26403,0.37867
2013,30-45 y.,Berlin,At least once per week,0.10233,34,256,0.06513,0.13953
2013,30-45 y.,Berlin,Never,0.33085,111,256,0.27310,0.38860
2013,30-45 y.,Brandenburg,Daily,0.26644,82,236,0.20991,0.32296
2013,30-45 y.,Brandenburg,At least once per week,0.09235,31,236,0.05533,0.12937
2013,30-45 y.,Brandenburg,Never,0.44720,123,236,0.38363,0.51077
2013,30-45 y.,Mecklenburg-Western Pomerania,Daily,0.30295,62,124,0.22174,0.38416
2013,30-45 y.,Mecklenburg-Western Pomerania,Never,0.37372,62,124,0.28822,0.45922
2013,30-45 y.,Saxony,Daily,0.26248,143,516,0.22448,0.30048
2013,30-45 y.,Saxony,At least once per week,0.14870,87,516,0.11797,0.17943
2013,30-45 y.,Saxony,Seldom,0.11305,54,516,0.08570,0.14040
2013,30-45 y.,Saxony,Never,0.38265,232,516,0.34067,0.42463
2013,30-45 y.,Saxony-Anhalt,Daily,0.37641,103,263,0.31774,0.43507
2013,30-45 y.,Saxony-Anhalt,At least once per week,0.11108,41,263,0.07303,0.14913
2013,30-45 y.,Saxony-Anhalt,Never,0.30622,119,263,0.25041,0.36203
2013,30-45 y.,Thuringa,Daily,0.30176,89,244,0.24405,0.35948
2013,30-45 y.,Thuringa,At least once per week,0.10855,39,244,0.06944,0.14766
2013,30-45 y.,Thuringa,Never,0.37337,116,244,0.31255,0.43419
2013,46-65 y.,Schleswig-Holstein,Daily,0.18399,53,241,0.13496,0.23301
2013,46-65 y.,Schleswig-Holstein,At least once per week,0.09570,33,241,0.05848,0.13292
2013,46-65 y.,Schleswig-Holstein,Never,0.56031,155,241,0.49751,0.62311
2013,46-65 y.,Hamburg,Never,0.52420,68,68,0.40462,0.64379
2013,46-65 y.,Lower Saxony,Daily,0.16227,155,825,0.13709,0.18744
2013,46-65 y.,Lower Saxony,At least once per week,0.12313,97,825,0.10069,0.14557
2013,46-65 y.,Lower Saxony,Seldom,0.09187,85,825,0.07214,0.11159
2013,46-65 y.,Lower Saxony,Never,0.54150,488,825,0.50748,0.57552
2013,46-65 y.,North Rhine-Westphalia,Daily,0.16648,327,1773,0.14913,0.18382
2013,46-65 y.,North Rhine-Westphalia,At least once per week,0.11750,204,1773,0.10251,0.13250
2013,46-65 y.,North Rhine-Westphalia,At least once per month,0.03602,69,1773,0.02734,0.04469
2013,46-65 y.,North Rhine-Westphalia,Seldom,0.09084,158,1773,0.07746,0.10422
2013,46-65 y.,North Rhine-Westphalia,Never,0.51875,1015,1773,0.49548,0.54201
2013,46-65 y.,Hesse,Daily,0.19037,152,658,0.16035,0.22039
2013,46-65 y.,Hesse,At least once per week,0.12976,96,658,0.10407,0.15546
2013,46-65 y.,Hesse,Seldom,0.09778,72,658,0.07507,0.12049
2013,46-65 y.,Hesse,Never,0.47528,338,658,0.43709,0.51347
2013,46-65 y.,"Rhineland-Palatinate, Saarland",Daily,0.15557,93,499,0.12373,0.18740
2013,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.13677,70,499,0.10659,0.16695
2013,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.11087,65,499,0.08329,0.13844
2013,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.49683,271,499,0.45292,0.54075
2013,46-65 y.,Baden-Wuerttemberg,Daily,0.13188,143,979,0.11067,0.15309
2013,46-65 y.,Baden-Wuerttemberg,At least once per week,0.09015,109,979,0.07220,0.10810
2013,46-65 y.,Baden-Wuerttemberg,Seldom,0.08463,82,979,0.06719,0.10208
2013,46-65 y.,Baden-Wuerttemberg,Never,0.58447,645,979,0.55358,0.61535
2013,46-65 y.,Bavaria,Daily,0.13522,221,1396,0.11728,0.15317
2013,46-65 y.,Bavaria,At least once per week,0.10345,162,1396,0.08747,0.11943
2013,46-65 y.,Bavaria,At least once per month,0.02711,40,1396,0.01859,0.03564
2013,46-65 y.,Bavaria,Seldom,0.09077,134,1396,0.07570,0.10585
2013,46-65 y.,Bavaria,Never,0.57608,839,1396,0.55014,0.60201
2013,46-65 y.,Berlin,Daily,0.18212,63,338,0.14091,0.22332
2013,46-65 y.,Berlin,At least once per week,0.11547,39,338,0.08135,0.14959
2013,46-65 y.,Berlin,Seldom,0.06849,35,338,0.04153,0.09546
2013,46-65 y.,Berlin,Never,0.57086,201,338,0.51802,0.62371
2013,46-65 y.,Brandenburg,Daily,0.14176,57,380,0.10664,0.17687
2013,46-65 y.,Brandenburg,At least once per week,0.11565,45,380,0.08345,0.14784
2013,46-65 y.,Brandenburg,Seldom,0.08122,36,380,0.05372,0.10873
2013,46-65 y.,Brandenburg,Never,0.56907,242,380,0.51921,0.61893
2013,46-65 y.,Mecklenburg-Western Pomerania,At least once per week,0.14323,32,166,0.08978,0.19668
2013,46-65 y.,Mecklenburg-Western Pomerania,Never,0.58371,134,166,0.50849,0.65892
2013,46-65 y.,Saxony,Daily,0.08914,54,566,0.06564,0.11263
2013,46-65 y.,Saxony,At least once per week,0.11922,63,566,0.09250,0.14594
2013,46-65 y.,Saxony,Seldom,0.08084,54,566,0.05836,0.10332
2013,46-65 y.,Saxony,Never,0.64350,395,566,0.60401,0.68300
2013,46-65 y.,Saxony-Anhalt,Daily,0.12194,51,312,0.08557,0.15830
2013,46-65 y.,Saxony-Anhalt,Seldom,0.07223,33,312,0.04346,0.10100
2013,46-65 y.,Saxony-Anhalt,Never,0.69466,228,312,0.64348,0.74585
2013,46-65 y.,Thuringa,Daily,0.08290,39,301,0.05170,0.11410
2013,46-65 y.,Thuringa,Never,0.72037,262,301,0.66958,0.77116
2013,66 and older,Schleswig-Holstein,Never,0.84883,146,146,0.79053,0.90714
2013,66 and older,Hamburg,Never,0.72161,75,75,0.61949,0.82373
2013,66 and older,Lower Saxony,Daily,0.06178,41,449,0.03949,0.08408
2013,66 and older,Lower Saxony,Seldom,0.06912,34,449,0.04563,0.09260
2013,66 and older,Lower Saxony,Never,0.78108,374,449,0.74278,0.81937
2013,66 and older,North Rhine-Westphalia,Daily,0.05436,57,919,0.03969,0.06902
2013,66 and older,North Rhine-Westphalia,At least once per week,0.03899,42,919,0.02647,0.05151
2013,66 and older,North Rhine-Westphalia,Seldom,0.04312,53,919,0.02998,0.05626
2013,66 and older,North Rhine-Westphalia,Never,0.83166,767,919,0.80746,0.85587
2013,66 and older,Hesse,Never,0.90355,249,249,0.86681,0.94029
2013,66 and older,"Rhineland-Palatinate, Saarland",Never,0.80774,232,232,0.75692,0.85856
2013,66 and older,Baden-Wuerttemberg,Seldom,0.08142,40,486,0.05708,0.10576
2013,66 and older,Baden-Wuerttemberg,Never,0.80673,446,486,0.77159,0.84188
2013,66 and older,Bavaria,Daily,0.04313,43,747,0.02855,0.05770
2013,66 and older,Bavaria,At least once per week,0.03591,33,747,0.02256,0.04926
2013,66 and older,Bavaria,Seldom,0.03744,43,747,0.02381,0.05106
2013,66 and older,Bavaria,Never,0.84802,628,747,0.82226,0.87378
2013,66 and older,Berlin,Never,0.75455,157,157,0.68702,0.82209
2013,66 and older,Brandenburg,Never,0.84822,203,203,0.79873,0.89770
2013,66 and older,Mecklenburg-Western Pomerania,Never,0.82946,92,92,0.75219,0.90674
2013,66 and older,Saxony,Never,0.81043,284,284,0.76477,0.85610
2013,66 and older,Saxony-Anhalt,Never,0.88645,166,166,0.83804,0.93486
2013,66 and older,Thuringa,Never,0.89942,187,187,0.85620,0.94265
2017,17-29 y.,Schleswig-Holstein,Daily,0.02676,76,76,-0.00977,0.06328
2017,17-29 y.,Lower Saxony,Daily,0.01525,135,135,-0.00550,0.03601
2017,17-29 y.,North Rhine-Westphalia,Daily,0.01372,233,337,0.00128,0.02616
2017,17-29 y.,North Rhine-Westphalia,At least once per week,0.00298,51,337,-0.00285,0.00880
2017,17-29 y.,North Rhine-Westphalia,Never,0.00349,53,337,-0.00282,0.00979
2017,17-29 y.,Hesse,Daily,0.00900,77,77,-0.01223,0.03023
2017,17-29 y.,"Rhineland-Palatinate, Saarland",Daily,0.01830,77,77,-0.01183,0.04844
2017,17-29 y.,Baden-Wuerttemberg,Daily,0.00932,105,105,-0.00915,0.02779
2017,17-29 y.,Bavaria,Daily,0.00812,95,128,-0.00749,0.02373
2017,17-29 y.,Bavaria,At least once per week,0.00307,33,128,-0.00655,0.01269
2017,17-29 y.,Brandenburg,Daily,0.02325,33,33,-0.02896,0.07546
2017,17-29 y.,Thuringa,Daily,0.01965,38,38,-0.02507,0.06436
2017,30-45 y.,Schleswig-Holstein,Daily,0.00968,84,84,-0.01138,0.03074
2017,30-45 y.,Lower Saxony,Daily,0.00935,147,147,-0.00626,0.02497
2017,30-45 y.,North Rhine-Westphalia,Daily,0.00915,271,402,-0.00017,0.01847
2017,30-45 y.,North Rhine-Westphalia,At least once per week,0.00269,88,402,-0.00238,0.00777
2017,30-45 y.,North Rhine-Westphalia,Never,0.00113,43,402,-0.00216,0.00441
2017,30-45 y.,Hesse,Daily,0.00610,106,176,-0.00544,0.01764
2017,30-45 y.,Hesse,At least once per week,0.00260,33,176,-0.00495,0.01015
2017,30-45 y.,Hesse,Never,0.00180,37,176,-0.00448,0.00809
2017,30-45 y.,"Rhineland-Palatinate, Saarland",Daily,0.00769,61,61,-0.01441,0.02979
2017,30-45 y.,Baden-Wuerttemberg,Daily,0.00551,156,203,-0.00470,0.01573
2017,30-45 y.,Baden-Wuerttemberg,At least once per week,0.00162,47,203,-0.00393,0.00717
2017,30-45 y.,Bavaria,Daily,0.00259,86,160,-0.00531,0.01048
2017,30-45 y.,Bavaria,At least once per week,0.00146,42,160,-0.00448,0.00740
2017,30-45 y.,Bavaria,Never,0.00069,32,160,-0.00339,0.00477
2017,30-45 y.,Brandenburg,Daily,0.00864,43,43,-0.01935,0.03664
2017,30-45 y.,Saxony,Daily,0.00396,46,46,-0.01438,0.02230
2017,46-65 y.,Lower Saxony,Daily,0.00218,53,53,-0.01049,0.01485
2017,46-65 y.,North Rhine-Westphalia,Daily,0.00139,78,109,-0.00563,0.00840
2017,46-65 y.,North Rhine-Westphalia,Never,0.00063,31,109,-0.00410,0.00535
2017,46-65 y.,Bavaria,Daily,0.00071,33,33,-0.00854,0.00996
2018,17-29 y.,Schleswig-Holstein,Daily,0.01962,42,42,-0.02283,0.06207
2018,17-29 y.,Lower Saxony,Daily,0.01640,112,112,-0.00723,0.04003
2018,17-29 y.,North Rhine-Westphalia,Daily,0.01601,204,204,-0.00125,0.03328
2018,17-29 y.,Hesse,Daily,0.00895,75,75,-0.01251,0.03042
2018,17-29 y.,"Rhineland-Palatinate, Saarland",Daily,0.02005,50,50,-0.01920,0.05929
2018,17-29 y.,Baden-Wuerttemberg,Daily,0.00789,63,63,-0.01413,0.02991
2018,17-29 y.,Bavaria,Daily,0.01340,71,71,-0.01354,0.04033
2018,17-29 y.,Thuringa,Daily,0.02359,32,32,-0.02984,0.07702
2018,30-45 y.,Schleswig-Holstein,Daily,0.01034,51,51,-0.01770,0.03837
2018,30-45 y.,Lower Saxony,Daily,0.01307,144,144,-0.00554,0.03169
2018,30-45 y.,North Rhine-Westphalia,Daily,0.00789,235,290,-0.00231,0.01808
2018,30-45 y.,North Rhine-Westphalia,At least once per week,0.00202,55,290,-0.00316,0.00721
2018,30-45 y.,Hesse,Daily,0.00841,93,129,-0.00741,0.02424
2018,30-45 y.,Hesse,At least once per week,0.00265,36,129,-0.00626,0.01156
2018,30-45 y.,"Rhineland-Palatinate, Saarland",Daily,0.01353,66,66,-0.01456,0.04161
2018,30-45 y.,Baden-Wuerttemberg,Daily,0.00599,125,163,-0.00589,0.01788
2018,30-45 y.,Baden-Wuerttemberg,At least once per week,0.00172,38,163,-0.00466,0.00809
2018,30-45 y.,Bavaria,Daily,0.00358,95,129,-0.00677,0.01392
2018,30-45 y.,Bavaria,At least once per week,0.00114,34,129,-0.00471,0.00699
2018,30-45 y.,Berlin,Daily,0.00713,49,49,-0.01667,0.03094
2018,30-45 y.,Brandenburg,Daily,0.00826,35,35,-0.02216,0.03869
2018,30-45 y.,Saxony,Daily,0.00394,32,32,-0.01811,0.02598
2018,30-45 y.,Thuringa,Daily,0.00855,36,36,-0.02195,0.03906
2018,46-65 y.,Lower Saxony,Daily,0.00171,63,63,-0.00858,0.01200
2018,46-65 y.,North Rhine-Westphalia,Daily,0.00151,84,84,-0.00685,0.00988
2019,17-29 y.,Schleswig-Holstein,Daily,0.02329,54,54,-0.01732,0.06390
2019,17-29 y.,Lower Saxony,Daily,0.01323,77,77,-0.01246,0.03891
2019,17-29 y.,North Rhine-Westphalia,Daily,0.01670,197,197,-0.00124,0.03464
2019,17-29 y.,Hesse,Daily,0.01265,57,57,-0.01662,0.04193
2019,17-29 y.,"Rhineland-Palatinate, Saarland",Daily,0.02353,39,39,-0.02467,0.07172
2019,17-29 y.,Baden-Wuerttemberg,Daily,0.01185,77,77,-0.01248,0.03617
2019,17-29 y.,Bavaria,Daily,0.01808,97,97,-0.00857,0.04473
2019,30-45 y.,Schleswig-Holstein,Daily,0.00890,55,55,-0.01615,0.03394
2019,30-45 y.,Lower Saxony,Daily,0.01197,119,119,-0.00765,0.03159
2019,30-45 y.,North Rhine-Westphalia,Daily,0.01056,246,353,-0.00012,0.02124
2019,30-45 y.,North Rhine-Westphalia,At least once per week,0.00359,76,353,-0.00266,0.00983
2019,30-45 y.,North Rhine-Westphalia,Seldom,0.00116,31,353,-0.00239,0.00470
2019,30-45 y.,Hesse,Daily,0.01070,91,91,-0.01056,0.03195
2019,30-45 y.,"Rhineland-Palatinate, Saarland",Daily,0.01543,72,72,-0.01324,0.04410
2019,30-45 y.,Baden-Wuerttemberg,Daily,0.00731,140,140,-0.00685,0.02148
2019,30-45 y.,Bavaria,Daily,0.00623,131,131,-0.00730,0.01976
2019,30-45 y.,Berlin,Daily,0.00598,37,37,-0.01920,0.03116
2019,30-45 y.,Brandenburg,Daily,0.00733,36,36,-0.02093,0.03560
2019,30-45 y.,Saxony,Daily,0.00324,31,31,-0.01710,0.02359
2019,46-65 y.,Lower Saxony,Daily,0.00195,50,50,-0.01040,0.01430
2019,46-65 y.,North Rhine-Westphalia,Daily,0.00172,88,88,-0.00699,0.01044
2019,46-65 y.,"Rhineland-Palatinate, Saarland",Daily,0.00331,36,36,-0.01571,0.02232
2019,46-65 y.,Baden-Wuerttemberg,Daily,0.00106,36,36,-0.00970,0.01181
2019,46-65 y.,Bavaria,Daily,0.00101,47,47,-0.00818,0.01020
