year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,,,,,,,,,,,,
1985,West,,,,,,,,,,,,
1986,West,,,,,,,,,,,,
1987,West,,,,,,,,,,,,
1988,West,,,,,,,,,,,,
1989,West,,,,,,,,,,,,
1990,West,,,,,,,,,,,,
1990,East,4381,7.42162,7.36042,7.48283,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1991,West,9197,7.20498,7.16698,7.24297,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,8.00000,8.00000
1991,East,4075,7.20931,7.14858,7.27005,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1992,West,9122,7.01054,6.96964,7.05145,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
1992,East,3925,6.89070,6.83007,6.95133,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
1993,West,9097,6.85377,6.81170,6.89584,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
1993,East,3797,6.64017,6.57488,6.70546,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1994,West,8928,6.93429,6.89324,6.97533,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
1994,East,3741,6.41531,6.34947,6.48115,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1995,West,9417,6.95891,6.91817,6.99965,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
1995,East,3664,6.52043,6.45559,6.58528,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1996,West,9246,6.85516,6.81367,6.89665,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
1996,East,3667,6.32043,6.25467,6.38619,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
