year,bula_h,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Schleswig-Holstein,Yes,0.14754,128,651,0.12027,0.17480
2011,Schleswig-Holstein,No,0.60900,523,651,0.57149,0.64652
2011,Hamburg,Yes,0.16591,61,311,0.12450,0.20732
2011,Hamburg,No,0.64240,250,311,0.58904,0.69575
2011,Lower Saxony,Yes,0.14476,345,1908,0.12897,0.16055
2011,Lower Saxony,No,0.61469,1563,1908,0.59284,0.63653
2011,Bremen,No,0.59573,104,104,0.50095,0.69051
2011,North Rhine-Westphalia,Yes,0.16126,803,4131,0.15004,0.17247
2011,North Rhine-Westphalia,No,0.60279,3328,4131,0.58787,0.61771
2011,Hesse,Yes,0.14492,273,1409,0.12653,0.16330
2011,Hesse,No,0.58886,1136,1409,0.56316,0.61456
2011,"Rhineland-Palatinate, Saarland",Yes,0.15700,244,1206,0.13646,0.17754
2011,"Rhineland-Palatinate, Saarland",No,0.60028,962,1206,0.57262,0.62794
2011,Baden-Wuerttemberg,Yes,0.16627,513,2486,0.15163,0.18091
2011,Baden-Wuerttemberg,No,0.58250,1973,2486,0.56311,0.60189
2011,Bavaria,Yes,0.15538,622,3184,0.14279,0.16796
2011,Bavaria,No,0.61441,2562,3184,0.59750,0.63132
2011,Berlin,Yes,0.17322,165,781,0.14666,0.19978
2011,Berlin,No,0.62786,616,781,0.59394,0.66179
2011,Brandenburg,Yes,0.16154,182,882,0.13724,0.18584
2011,Brandenburg,No,0.63103,700,882,0.59916,0.66289
2011,Mecklenburg-Western Pomerania,Yes,0.17960,102,515,0.14642,0.21279
2011,Mecklenburg-Western Pomerania,No,0.61886,413,515,0.57688,0.66085
2011,Saxony,Yes,0.17144,285,1404,0.15172,0.19116
2011,Saxony,No,0.62127,1119,1404,0.59589,0.64666
2011,Saxony-Anhalt,Yes,0.16708,180,867,0.14223,0.19192
2011,Saxony-Anhalt,No,0.63364,687,867,0.60155,0.66573
2011,Thuringa,Yes,0.14215,169,884,0.11912,0.16518
2011,Thuringa,No,0.65546,715,884,0.62411,0.68680
2013,Schleswig-Holstein,Yes,0.16819,118,593,0.13806,0.19832
2013,Schleswig-Holstein,No,0.54906,475,593,0.50897,0.58914
2013,Hamburg,Yes,0.14308,55,309,0.10397,0.18218
2013,Hamburg,No,0.57977,254,309,0.52465,0.63490
2013,Lower Saxony,Yes,0.15743,353,1775,0.14048,0.17438
2013,Lower Saxony,No,0.56096,1422,1775,0.53787,0.58405
2013,Bremen,No,0.51384,99,99,0.41488,0.61279
2013,North Rhine-Westphalia,Yes,0.16001,765,3718,0.14823,0.17180
2013,North Rhine-Westphalia,No,0.53086,2953,3718,0.51481,0.54690
2013,Hesse,Yes,0.15167,283,1290,0.13208,0.17125
2013,Hesse,No,0.53484,1007,1290,0.50761,0.56207
2013,"Rhineland-Palatinate, Saarland",Yes,0.16124,250,1098,0.13948,0.18301
2013,"Rhineland-Palatinate, Saarland",No,0.54829,848,1098,0.51884,0.57774
2013,Baden-Wuerttemberg,Yes,0.16323,455,2123,0.14751,0.17896
2013,Baden-Wuerttemberg,No,0.51148,1668,2123,0.49021,0.53275
2013,Bavaria,Yes,0.15083,588,2947,0.13791,0.16376
2013,Bavaria,No,0.55407,2359,2947,0.53612,0.57201
