year,quintil_oecd,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,1st Quintile,Yes,0.17044,547,2462,0.15558,0.18529
2011,1st Quintile,No,0.50237,1915,2462,0.48261,0.52212
2011,2nd Quintile,Yes,0.18091,628,2762,0.16655,0.19527
2011,2nd Quintile,No,0.53693,2134,2762,0.51833,0.55553
2011,3rd Quintile,Yes,0.17547,629,3070,0.16202,0.18893
2011,3rd Quintile,No,0.60466,2441,3070,0.58736,0.62196
2011,4th Quintile,Yes,0.14457,548,3218,0.13242,0.15672
2011,4th Quintile,No,0.65981,2670,3218,0.64344,0.67618
2011,5th Quintile,Yes,0.15087,732,4150,0.13998,0.16176
2011,5th Quintile,No,0.69885,3418,4150,0.68489,0.71281
2013,1st Quintile,Yes,0.17529,674,3103,0.16191,0.18867
2013,1st Quintile,No,0.53401,2429,3103,0.51645,0.55156
2013,2nd Quintile,Yes,0.19181,790,3436,0.17864,0.20497
2013,2nd Quintile,No,0.55560,2646,3436,0.53898,0.57221
2013,3rd Quintile,Yes,0.19071,829,3592,0.17786,0.20356
2013,3rd Quintile,No,0.58877,2763,3592,0.57267,0.60486
2013,4th Quintile,Yes,0.16249,747,3938,0.15097,0.17402
2013,4th Quintile,No,0.65759,3191,3938,0.64277,0.67241
2013,5th Quintile,Yes,0.15488,863,4793,0.14463,0.16512
2013,5th Quintile,No,0.70984,3930,4793,0.69699,0.72269
2015,1st Quintile,Yes,0.17089,869,5007,0.16047,0.18132
2015,1st Quintile,No,0.62516,4138,5007,0.61175,0.63857
2015,2nd Quintile,Yes,0.20168,1025,5281,0.19086,0.21250
2015,2nd Quintile,No,0.62523,4256,5281,0.61218,0.63829
2015,3rd Quintile,Yes,0.18561,885,4880,0.17470,0.19652
2015,3rd Quintile,No,0.65283,3995,4880,0.63948,0.66619
2015,4th Quintile,Yes,0.15413,777,4767,0.14388,0.16438
2015,4th Quintile,No,0.70870,3990,4767,0.69580,0.72160
2015,5th Quintile,Yes,0.15325,851,5101,0.14337,0.16314
2015,5th Quintile,No,0.74315,4250,5101,0.73116,0.75514
2017,1st Quintile,Yes,0.17785,811,4676,0.16689,0.18881
2017,1st Quintile,No,0.59001,3865,4676,0.57591,0.60411
2017,2nd Quintile,Yes,0.19616,941,4851,0.18498,0.20733
2017,2nd Quintile,No,0.63337,3910,4851,0.61981,0.64693
2017,3rd Quintile,Yes,0.20603,853,4415,0.19409,0.21796
2017,3rd Quintile,No,0.63090,3562,4415,0.61666,0.64514
2017,4th Quintile,Yes,0.18071,780,4340,0.16926,0.19216
2017,4th Quintile,No,0.69569,3560,4340,0.68200,0.70939
2017,5th Quintile,Yes,0.16552,789,4554,0.15472,0.17631
2017,5th Quintile,No,0.72705,3765,4554,0.71411,0.73999
2019,1st Quintile,Yes,0.17373,826,4398,0.16253,0.18492
2019,1st Quintile,No,0.58572,3572,4398,0.57116,0.60028
2019,2nd Quintile,Yes,0.19712,1035,4763,0.18582,0.20842
2019,2nd Quintile,No,0.62043,3728,4763,0.60665,0.63421
2019,3rd Quintile,Yes,0.18178,882,4509,0.17053,0.19304
2019,3rd Quintile,No,0.65636,3627,4509,0.64250,0.67023
2019,4th Quintile,Yes,0.18571,858,4270,0.17405,0.19738
2019,4th Quintile,No,0.67102,3412,4270,0.65693,0.68512
2019,5th Quintile,Yes,0.16757,907,4786,0.15698,0.17815
2019,5th Quintile,No,0.73051,3879,4786,0.71794,0.74308
2021,1st Quintile,Yes,0.19087,823,4717,0.17966,0.20209
2021,1st Quintile,No,0.59765,3894,4717,0.58365,0.61164
2021,2nd Quintile,Yes,0.20556,780,3582,0.19233,0.21880
2021,2nd Quintile,No,0.59714,2802,3582,0.58108,0.61321
2021,3rd Quintile,Yes,0.18762,636,3035,0.17373,0.20151
2021,3rd Quintile,No,0.62722,2399,3035,0.61001,0.64443
2021,4th Quintile,Yes,0.20030,661,3246,0.18653,0.21408
2021,4th Quintile,No,0.65453,2585,3246,0.63817,0.67089
2021,5th Quintile,Yes,0.17427,814,4281,0.16290,0.18563
2021,5th Quintile,No,0.69426,3467,4281,0.68046,0.70807
