year,age_gr,bula_h,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,17-29 y.,Schleswig-Holstein,No,0.81047,119,119,0.73975,0.88119
2011,17-29 y.,Hamburg,No,0.76510,47,47,0.64259,0.88761
2011,17-29 y.,Lower Saxony,No,0.79490,245,245,0.74423,0.84556
2011,17-29 y.,North Rhine-Westphalia,No,0.80066,598,598,0.76861,0.83271
2011,17-29 y.,Hesse,No,0.82637,187,187,0.77194,0.88081
2011,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.84167,173,173,0.78711,0.89623
2011,17-29 y.,Baden-Wuerttemberg,No,0.83186,395,395,0.79493,0.86879
2011,17-29 y.,Bavaria,No,0.81636,430,430,0.77972,0.85300
2011,17-29 y.,Berlin,No,0.82774,104,104,0.75481,0.90066
2011,17-29 y.,Brandenburg,No,0.81280,98,98,0.73517,0.89043
2011,17-29 y.,Mecklenburg-Western Pomerania,No,0.72864,66,66,0.62053,0.83674
2011,17-29 y.,Saxony,No,0.79293,186,186,0.73454,0.85132
2011,17-29 y.,Saxony-Anhalt,No,0.83758,115,115,0.76987,0.90528
2011,17-29 y.,Thuringa,No,0.87940,134,134,0.82405,0.93475
2011,30-45 y.,Schleswig-Holstein,No,0.66761,122,122,0.58367,0.75154
2011,30-45 y.,Hamburg,No,0.79290,74,74,0.69995,0.88586
2011,30-45 y.,Lower Saxony,No,0.74680,441,441,0.70617,0.78743
2011,30-45 y.,North Rhine-Westphalia,Yes,0.07598,74,992,0.05948,0.09248
2011,30-45 y.,North Rhine-Westphalia,No,0.72472,918,992,0.69691,0.75253
2011,30-45 y.,Hesse,No,0.74120,339,339,0.69451,0.78789
2011,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.70323,239,239,0.64519,0.76127
2011,30-45 y.,Baden-Wuerttemberg,Yes,0.06034,38,618,0.04155,0.07913
2011,30-45 y.,Baden-Wuerttemberg,No,0.72207,580,618,0.68672,0.75741
2011,30-45 y.,Bavaria,Yes,0.04250,52,747,0.02802,0.05697
2011,30-45 y.,Bavaria,No,0.73987,695,747,0.70839,0.77135
2011,30-45 y.,Berlin,No,0.72868,146,146,0.65631,0.80106
2011,30-45 y.,Brandenburg,No,0.68215,153,153,0.60812,0.75617
2011,30-45 y.,Mecklenburg-Western Pomerania,No,0.72036,99,99,0.63150,0.80922
2011,30-45 y.,Saxony,No,0.78420,325,325,0.73940,0.82899
2011,30-45 y.,Saxony-Anhalt,No,0.75040,188,188,0.68837,0.81243
2011,30-45 y.,Thuringa,No,0.67628,173,173,0.60635,0.74621
2011,46-65 y.,Schleswig-Holstein,Yes,0.15851,46,225,0.11068,0.20634
2011,46-65 y.,Schleswig-Holstein,No,0.80259,179,225,0.75046,0.85472
2011,46-65 y.,Hamburg,No,0.74410,72,72,0.64260,0.84560
2011,46-65 y.,Lower Saxony,Yes,0.20587,143,683,0.17552,0.23622
2011,46-65 y.,Lower Saxony,No,0.74265,540,683,0.70984,0.77546
2011,46-65 y.,Bremen,No,0.57294,31,31,0.39593,0.74995
2011,46-65 y.,North Rhine-Westphalia,Yes,0.21622,334,1527,0.19556,0.23687
2011,46-65 y.,North Rhine-Westphalia,No,0.74232,1193,1527,0.72038,0.76426
2011,46-65 y.,Hesse,Yes,0.23659,128,574,0.20179,0.27139
2011,46-65 y.,Hesse,No,0.71613,446,574,0.67921,0.75304
2011,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.22550,111,476,0.18792,0.26308
2011,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.73966,365,476,0.70020,0.77913
2011,46-65 y.,Baden-Wuerttemberg,Yes,0.22130,210,892,0.19404,0.24856
2011,46-65 y.,Baden-Wuerttemberg,No,0.73109,682,892,0.70197,0.76020
2011,46-65 y.,Bavaria,Yes,0.23335,272,1206,0.20946,0.25723
2011,46-65 y.,Bavaria,No,0.72157,934,1206,0.69626,0.74688
2011,46-65 y.,Berlin,Yes,0.22677,68,300,0.17931,0.27424
2011,46-65 y.,Berlin,No,0.73869,232,300,0.68889,0.78849
2011,46-65 y.,Brandenburg,Yes,0.19883,74,368,0.15800,0.23967
2011,46-65 y.,Brandenburg,No,0.76782,294,368,0.72462,0.81102
2011,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.21281,45,217,0.15822,0.26739
2011,46-65 y.,Mecklenburg-Western Pomerania,No,0.76109,172,217,0.70422,0.81796
2011,46-65 y.,Saxony,Yes,0.21624,97,509,0.18044,0.25204
2011,46-65 y.,Saxony,No,0.74731,412,509,0.70952,0.78510
2011,46-65 y.,Saxony-Anhalt,Yes,0.24295,85,328,0.19647,0.28944
2011,46-65 y.,Saxony-Anhalt,No,0.72841,243,328,0.68021,0.77662
2011,46-65 y.,Thuringa,Yes,0.16781,70,337,0.12786,0.20777
2011,46-65 y.,Thuringa,No,0.80075,267,337,0.75804,0.84346
2011,66 and older,Schleswig-Holstein,Yes,0.42700,63,166,0.35153,0.50248
2011,66 and older,Schleswig-Holstein,No,0.57200,103,166,0.49651,0.64750
2011,66 and older,Hamburg,Yes,0.37630,34,91,0.27621,0.47639
