year,quintil_oecd,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,2nd Quintile,Western Asia,0.02523,233,4920,0.02085,0.02961
2019,2nd Quintile,Eastern Europe,0.05317,451,4920,0.04690,0.05944
2019,3rd Quintile,Germany,0.72083,3928,4526,0.70776,0.73390
2019,3rd Quintile,Southern Europe,0.02763,105,4526,0.02285,0.03240
2019,3rd Quintile,Central Asia,0.01716,97,4526,0.01337,0.02094
2019,3rd Quintile,Western Asia,0.01958,116,4526,0.01554,0.02361
2019,3rd Quintile,Eastern Europe,0.03354,248,4526,0.02830,0.03879
2019,3rd Quintile,Western Europe,0.01121,32,4526,0.00814,0.01428
2019,4th Quintile,Germany,0.78127,3906,4249,0.76884,0.79370
2019,4th Quintile,Southern Europe,0.01672,70,4249,0.01286,0.02057
2019,4th Quintile,Central Asia,0.00825,47,4249,0.00553,0.01097
2019,4th Quintile,Eastern Europe,0.02692,189,4249,0.02205,0.03178
2019,4th Quintile,Western Europe,0.01307,37,4249,0.00965,0.01648
2019,5th Quintile,Germany,0.81581,4415,4726,0.80475,0.82686
2019,5th Quintile,Southern Europe,0.01113,77,4726,0.00814,0.01412
2019,5th Quintile,Eastern Europe,0.02797,169,4726,0.02327,0.03267
2019,5th Quintile,Western Europe,0.01694,65,4726,0.01326,0.02061
2020,1st Quintile,Germany,0.59683,3198,6785,0.58516,0.60850
2020,1st Quintile,Northern Africa,0.00540,52,6785,0.00366,0.00714
2020,1st Quintile,Southern Asia,0.01815,359,6785,0.01498,0.02133
2020,1st Quintile,Southern Europe,0.04258,190,6785,0.03778,0.04739
2020,1st Quintile,Central Asia,0.01381,114,6785,0.01103,0.01659
2020,1st Quintile,Western Asia,0.06369,2240,6785,0.05788,0.06950
2020,1st Quintile,Eastern Europe,0.03524,423,6785,0.03085,0.03962
2020,1st Quintile,Western Europe,0.00956,33,6785,0.00724,0.01187
2020,1st Quintile,Sub-Saharan Africa,0.00854,176,6785,0.00635,0.01073
2020,2nd Quintile,Germany,0.69637,3815,4726,0.68326,0.70949
2020,2nd Quintile,Southern Asia,0.00837,52,4726,0.00577,0.01096
2020,2nd Quintile,Southern Europe,0.02808,144,4726,0.02337,0.03279
2020,2nd Quintile,Central Asia,0.01396,114,4726,0.01061,0.01730
2020,2nd Quintile,Western Asia,0.02034,227,4726,0.01632,0.02437
2020,2nd Quintile,Eastern Europe,0.03827,374,4726,0.03280,0.04374
2020,3rd Quintile,Germany,0.74393,3855,4389,0.73101,0.75684
2020,3rd Quintile,Southern Europe,0.02520,121,4389,0.02056,0.02984
2020,3rd Quintile,Central Asia,0.01043,69,4389,0.00742,0.01343
2020,3rd Quintile,Western Asia,0.01270,71,4389,0.00938,0.01601
2020,3rd Quintile,Eastern Europe,0.02483,237,4389,0.02023,0.02943
2020,3rd Quintile,Western Europe,0.00940,36,4389,0.00654,0.01225
2020,4th Quintile,Germany,0.77696,4031,4427,0.76470,0.78923
2020,4th Quintile,Southern Europe,0.01217,64,4427,0.00894,0.01540
2020,4th Quintile,Central Asia,0.01027,52,4427,0.00730,0.01325
2020,4th Quintile,Western Asia,0.00576,32,4427,0.00353,0.00799
2020,4th Quintile,Eastern Europe,0.02700,213,4427,0.02223,0.03178
2020,4th Quintile,Western Europe,0.01190,35,4427,0.00870,0.01509
2020,5th Quintile,Germany,0.81911,5599,5929,0.80931,0.82891
2020,5th Quintile,Southern Europe,0.01108,78,5929,0.00842,0.01375
2020,5th Quintile,Eastern Europe,0.01886,162,5929,0.01540,0.02232
2020,5th Quintile,Western Europe,0.01609,90,5929,0.01289,0.01930
2021,1st Quintile,Germany,0.59058,2227,4780,0.57664,0.60452
2021,1st Quintile,Northern Africa,0.00553,42,4780,0.00343,0.00764
2021,1st Quintile,Southern Asia,0.01387,231,4780,0.01055,0.01718
2021,1st Quintile,Southern Europe,0.04045,154,4780,0.03486,0.04603
2021,1st Quintile,Central Asia,0.01441,68,4780,0.01104,0.01779
2021,1st Quintile,Western Asia,0.06505,1557,4780,0.05806,0.07204
2021,1st Quintile,Eastern Europe,0.04543,329,4780,0.03953,0.05134
2021,1st Quintile,Sub-Saharan Africa,0.00882,172,4780,0.00617,0.01147
2021,2nd Quintile,Germany,0.69444,2750,3619,0.67943,0.70945
2021,2nd Quintile,Southern Asia,0.00562,39,3619,0.00318,0.00805
2021,2nd Quintile,Southern Europe,0.03821,135,3619,0.03196,0.04445
2021,2nd Quintile,Central Asia,0.01129,60,3619,0.00785,0.01473
2021,2nd Quintile,Western Asia,0.02390,264,3619,0.01892,0.02888
2021,2nd Quintile,Eastern Europe,0.03324,336,3619,0.02740,0.03908
2021,2nd Quintile,Sub-Saharan Africa,0.00508,35,3619,0.00276,0.00739
2021,3rd Quintile,Germany,0.72036,2618,3047,0.70442,0.73630
2021,3rd Quintile,Southern Asia,0.00609,36,3047,0.00333,0.00886
2021,3rd Quintile,Southern Europe,0.02614,85,3047,0.02047,0.03181
2021,3rd Quintile,Central Asia,0.01209,34,3047,0.00821,0.01598
2021,3rd Quintile,Western Asia,0.01158,84,3047,0.00778,0.01538
2021,3rd Quintile,Eastern Europe,0.03853,190,3047,0.03170,0.04537
2021,4th Quintile,Germany,0.77274,2895,3199,0.75822,0.78727
2021,4th Quintile,Southern Europe,0.01624,55,3199,0.01186,0.02062
2021,4th Quintile,Western Asia,0.00513,39,3199,0.00265,0.00761
2021,4th Quintile,Eastern Europe,0.03095,174,3199,0.02494,0.03695
2021,4th Quintile,Western Europe,0.01378,36,3199,0.00974,0.01782
2021,5th Quintile,Germany,0.79773,3925,4218,0.78561,0.80985
2021,5th Quintile,Southern Europe,0.00655,61,4218,0.00411,0.00898
2021,5th Quintile,Eastern Europe,0.02650,136,4218,0.02165,0.03135
2021,5th Quintile,Western Europe,0.01614,64,4218,0.01234,0.01995
2021,5th Quintile,Latin America and the Caribbean,0.00614,32,4218,0.00378,0.00850
