year,quintil_oecd,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,2nd Quintile,Eastern Europe,0.03985,190,3736,0.03357,0.04612
2004,3rd Quintile,Germany,0.73475,3497,3869,0.72083,0.74866
2004,3rd Quintile,Southern Europe,0.02613,134,3869,0.02110,0.03116
2004,3rd Quintile,Central Asia,0.00606,37,3869,0.00362,0.00851
2004,3rd Quintile,Western Asia,0.00978,67,3869,0.00668,0.01288
2004,3rd Quintile,Eastern Europe,0.03076,134,3869,0.02532,0.03620
2004,4th Quintile,Germany,0.77763,3980,4262,0.76515,0.79012
2004,4th Quintile,Southern Europe,0.01628,98,4262,0.01248,0.02008
2004,4th Quintile,Western Asia,0.00955,44,4262,0.00663,0.01247
2004,4th Quintile,Eastern Europe,0.02930,140,4262,0.02423,0.03436
2004,5th Quintile,Germany,0.84844,5856,6090,0.83943,0.85745
2004,5th Quintile,Southern Europe,0.00916,77,6090,0.00677,0.01155
2004,5th Quintile,Eastern Europe,0.01452,93,6090,0.01151,0.01752
2004,5th Quintile,Western Europe,0.01282,64,6090,0.00999,0.01564
2005,1st Quintile,Germany,0.61265,2514,3071,0.59542,0.62989
2005,1st Quintile,Southern Europe,0.02980,130,3071,0.02378,0.03581
2005,1st Quintile,Central Asia,0.02048,53,3071,0.01547,0.02549
2005,1st Quintile,Western Asia,0.05527,213,3071,0.04719,0.06336
2005,1st Quintile,Eastern Europe,0.04485,161,3071,0.03752,0.05217
2005,2nd Quintile,Germany,0.68237,3086,3624,0.66721,0.69753
2005,2nd Quintile,Southern Europe,0.03535,154,3624,0.02934,0.04137
2005,2nd Quintile,Central Asia,0.01566,66,3624,0.01162,0.01970
2005,2nd Quintile,Western Asia,0.02718,155,3624,0.02188,0.03247
2005,2nd Quintile,Eastern Europe,0.03769,163,3624,0.03149,0.04389
2005,3rd Quintile,Germany,0.73705,3323,3647,0.72276,0.75134
2005,3rd Quintile,Southern Europe,0.01983,98,3647,0.01530,0.02436
2005,3rd Quintile,Western Asia,0.01389,81,3647,0.01009,0.01769
2005,3rd Quintile,Eastern Europe,0.03422,145,3647,0.02831,0.04012
2005,4th Quintile,Germany,0.78326,3832,4097,0.77065,0.79588
2005,4th Quintile,Southern Europe,0.01750,93,4097,0.01348,0.02151
2005,4th Quintile,Western Asia,0.00687,44,4097,0.00434,0.00940
2005,4th Quintile,Eastern Europe,0.02496,128,4097,0.02018,0.02974
2005,5th Quintile,Germany,0.84275,5574,5803,0.83338,0.85212
2005,5th Quintile,Southern Europe,0.01074,75,5803,0.00809,0.01340
2005,5th Quintile,Eastern Europe,0.01693,95,5803,0.01361,0.02025
2005,5th Quintile,Western Europe,0.01424,59,5803,0.01119,0.01729
2006,1st Quintile,Germany,0.61850,2410,2961,0.60100,0.63600
2006,1st Quintile,Southern Europe,0.03720,126,2961,0.03038,0.04402
2006,1st Quintile,Central Asia,0.01817,50,2961,0.01336,0.02298
2006,1st Quintile,Western Asia,0.06663,220,2961,0.05764,0.07561
2006,1st Quintile,Eastern Europe,0.04387,155,2961,0.03649,0.05125
2006,2nd Quintile,Germany,0.69085,2854,3296,0.67507,0.70663
2006,2nd Quintile,Southern Europe,0.02725,110,3296,0.02169,0.03281
2006,2nd Quintile,Central Asia,0.01391,50,3296,0.00991,0.01791
2006,2nd Quintile,Western Asia,0.02638,132,3296,0.02091,0.03186
2006,2nd Quintile,Eastern Europe,0.03712,150,3296,0.03066,0.04357
2006,3rd Quintile,Germany,0.72580,3298,3631,0.71129,0.74031
2006,3rd Quintile,Southern Europe,0.02352,97,3631,0.01859,0.02845
2006,3rd Quintile,Central Asia,0.01194,44,3631,0.00841,0.01548
2006,3rd Quintile,Western Asia,0.01398,63,3631,0.01016,0.01780
2006,3rd Quintile,Eastern Europe,0.03002,129,3631,0.02447,0.03557
2006,4th Quintile,Germany,0.77735,3679,3915,0.76432,0.79039
2006,4th Quintile,Southern Europe,0.01800,79,3915,0.01383,0.02216
2006,4th Quintile,Western Asia,0.00697,37,3915,0.00436,0.00958
2006,4th Quintile,Eastern Europe,0.02617,120,3915,0.02117,0.03117
2006,5th Quintile,Germany,0.84430,5245,5474,0.83469,0.85390
2006,5th Quintile,Southern Europe,0.01354,69,5474,0.01048,0.01660
2006,5th Quintile,Eastern Europe,0.01916,98,5474,0.01553,0.02279
2006,5th Quintile,Western Europe,0.01530,62,5474,0.01205,0.01855
2007,1st Quintile,Germany,0.64700,2647,3179,0.63039,0.66362
2007,1st Quintile,Southern Europe,0.03607,127,3179,0.02959,0.04256
2007,1st Quintile,Central Asia,0.01899,54,3179,0.01425,0.02374
2007,1st Quintile,Western Asia,0.04665,179,3179,0.03932,0.05398
2007,1st Quintile,Eastern Europe,0.04724,172,3179,0.03987,0.05462
2007,2nd Quintile,Germany,0.67301,3115,3573,0.65762,0.68839
2007,2nd Quintile,Southern Europe,0.03132,111,3573,0.02561,0.03703
2007,2nd Quintile,Central Asia,0.01519,67,3573,0.01118,0.01920
2007,2nd Quintile,Western Asia,0.02807,123,3573,0.02266,0.03349
2007,2nd Quintile,Eastern Europe,0.04078,157,3573,0.03429,0.04726
2007,3rd Quintile,Germany,0.74161,3515,3842,0.72777,0.75545
2007,3rd Quintile,Southern Europe,0.02212,79,3842,0.01747,0.02677
2007,3rd Quintile,Central Asia,0.00895,34,3842,0.00597,0.01193
2007,3rd Quintile,Western Asia,0.01779,76,3842,0.01361,0.02197
2007,3rd Quintile,Eastern Europe,0.03002,138,3842,0.02462,0.03541
2007,4th Quintile,Germany,0.79005,4065,4266,0.77783,0.80228
2007,4th Quintile,Southern Europe,0.02020,85,4266,0.01597,0.02442
2007,4th Quintile,Eastern Europe,0.02121,116,4266,0.01689,0.02553
2007,5th Quintile,Germany,0.84600,5371,5583,0.83653,0.85547
2007,5th Quintile,Southern Europe,0.01021,55,5583,0.00757,0.01285
2007,5th Quintile,Eastern Europe,0.01750,94,5583,0.01406,0.02094
2007,5th Quintile,Western Europe,0.01610,63,5583,0.01280,0.01940
2008,1st Quintile,Germany,0.62932,2505,3004,0.61204,0.64659
2008,1st Quintile,Southern Europe,0.04482,123,3004,0.03742,0.05222
2008,1st Quintile,Central Asia,0.01566,43,3004,0.01122,0.02010
2008,1st Quintile,Western Asia,0.05010,181,3004,0.04230,0.05791
2008,1st Quintile,Eastern Europe,0.04672,152,3004,0.03917,0.05427
2008,2nd Quintile,Germany,0.70221,2983,3355,0.68673,0.71768
2008,2nd Quintile,Southern Europe,0.02781,93,3355,0.02224,0.03337
2008,2nd Quintile,Central Asia,0.01421,58,3355,0.01020,0.01821
2008,2nd Quintile,Western Asia,0.02554,92,3355,0.02020,0.03088
2008,2nd Quintile,Eastern Europe,0.03173,129,3355,0.02580,0.03767
2008,3rd Quintile,Germany,0.74066,3449,3760,0.72665,0.75468
2008,3rd Quintile,Southern Europe,0.02223,87,3760,0.01752,0.02694
2008,3rd Quintile,Central Asia,0.01312,37,3760,0.00948,0.01675
2008,3rd Quintile,Western Asia,0.01149,50,3760,0.00808,0.01489
2008,3rd Quintile,Eastern Europe,0.03632,137,3760,0.03034,0.04230
2008,4th Quintile,Germany,0.79530,3687,3878,0.78260,0.80800
2008,4th Quintile,Southern Europe,0.02143,75,3878,0.01688,0.02599
2008,4th Quintile,Eastern Europe,0.02270,116,3878,0.01801,0.02739
2008,5th Quintile,Germany,0.85206,5035,5203,0.84241,0.86171
2008,5th Quintile,Southern Europe,0.00884,46,5203,0.00630,0.01138
2008,5th Quintile,Eastern Europe,0.01253,66,5203,0.00950,0.01555
2008,5th Quintile,Western Europe,0.01481,56,5203,0.01153,0.01810
2009,1st Quintile,Germany,0.65268,2417,2867,0.63525,0.67011
2009,1st Quintile,Southern Europe,0.04192,114,2867,0.03459,0.04926
2009,1st Quintile,Central Asia,0.01430,38,2867,0.00995,0.01864
2009,1st Quintile,Western Asia,0.05476,159,2867,0.04643,0.06309
2009,1st Quintile,Eastern Europe,0.04250,139,2867,0.03511,0.04988
2009,2nd Quintile,Germany,0.68967,2838,3174,0.67357,0.70577
2009,2nd Quintile,Southern Europe,0.03379,96,3174,0.02750,0.04008
2009,2nd Quintile,Central Asia,0.01710,53,3174,0.01259,0.02161
2009,2nd Quintile,Western Asia,0.02208,80,3174,0.01697,0.02720
2009,2nd Quintile,Eastern Europe,0.03034,107,3174,0.02437,0.03631
2009,3rd Quintile,Germany,0.76477,3194,3388,0.75048,0.77905
2009,3rd Quintile,Southern Europe,0.02173,78,3388,0.01682,0.02664
2009,3rd Quintile,Eastern Europe,0.03677,116,3388,0.03043,0.04311
2009,4th Quintile,Germany,0.79881,3514,3679,0.78585,0.81176
2009,4th Quintile,Southern Europe,0.01591,54,3679,0.01186,0.01995
2009,4th Quintile,Eastern Europe,0.02049,111,3679,0.01591,0.02507
2009,5th Quintile,Germany,0.84578,4620,4776,0.83553,0.85602
2009,5th Quintile,Southern Europe,0.00915,33,4776,0.00645,0.01185
2009,5th Quintile,Eastern Europe,0.01452,67,4776,0.01113,0.01792
2009,5th Quintile,Western Europe,0.01725,56,4776,0.01356,0.02095
2010,1st Quintile,Germany,0.72882,2243,2647,0.71188,0.74575
2010,1st Quintile,Southern Europe,0.06131,116,2647,0.05217,0.07045
2010,1st Quintile,Central Asia,0.02058,42,2647,0.01517,0.02599
2010,1st Quintile,Western Asia,0.04149,121,2647,0.03389,0.04909
2010,1st Quintile,Eastern Europe,0.05114,125,2647,0.04275,0.05953
2010,2nd Quintile,Germany,0.77627,2696,2991,0.76133,0.79120
2010,2nd Quintile,Southern Europe,0.03340,86,2991,0.02696,0.03984
2010,2nd Quintile,Central Asia,0.01172,35,2991,0.00786,0.01558
2010,2nd Quintile,Western Asia,0.02577,64,2991,0.02009,0.03145
2010,2nd Quintile,Eastern Europe,0.03431,110,2991,0.02778,0.04083
2010,3rd Quintile,Germany,0.78748,2961,3148,0.77319,0.80178
2010,3rd Quintile,Southern Europe,0.02632,74,3148,0.02073,0.03192
2010,3rd Quintile,Western Asia,0.01338,33,3148,0.00937,0.01740
2010,3rd Quintile,Eastern Europe,0.03099,80,3148,0.02494,0.03705
2010,4th Quintile,Germany,0.81923,3230,3375,0.80625,0.83222
2010,4th Quintile,Southern Europe,0.02177,48,3375,0.01684,0.02669
2010,4th Quintile,Eastern Europe,0.02482,97,3375,0.01957,0.03007
2010,5th Quintile,Germany,0.86988,4225,4361,0.85990,0.87987
2010,5th Quintile,Southern Europe,0.00847,31,4361,0.00575,0.01120
2010,5th Quintile,Eastern Europe,0.01587,61,4361,0.01216,0.01958
2010,5th Quintile,Western Europe,0.01446,44,4361,0.01092,0.01801
2011,1st Quintile,Germany,0.64450,3670,4544,0.63058,0.65842
2011,1st Quintile,Southern Asia,0.00371,42,4544,0.00194,0.00547
2011,1st Quintile,Southern Europe,0.04410,196,4544,0.03813,0.05008
2011,1st Quintile,Central Asia,0.01688,139,4544,0.01314,0.02063
2011,1st Quintile,Western Asia,0.04680,243,4544,0.04066,0.05294
2011,1st Quintile,Eastern Europe,0.04810,254,4544,0.04187,0.05432
2011,2nd Quintile,Germany,0.70372,3913,4448,0.69030,0.71714
2011,2nd Quintile,Southern Europe,0.03510,114,4448,0.02970,0.04051
2011,2nd Quintile,Central Asia,0.01918,101,4448,0.01515,0.02321
2011,2nd Quintile,Western Asia,0.02308,110,4448,0.01866,0.02749
2011,2nd Quintile,Eastern Europe,0.03531,210,4448,0.02988,0.04073
2011,3rd Quintile,Germany,0.75809,3815,4094,0.74497,0.77121
2011,3rd Quintile,Southern Europe,0.02122,76,4094,0.01680,0.02563
2011,3rd Quintile,Central Asia,0.00551,36,4094,0.00324,0.00778
2011,3rd Quintile,Western Asia,0.00934,35,4094,0.00640,0.01229
2011,3rd Quintile,Eastern Europe,0.03140,132,4094,0.02606,0.03674
2011,4th Quintile,Germany,0.79273,3806,3965,0.78012,0.80535
2011,4th Quintile,Southern Europe,0.01634,55,3965,0.01239,0.02029
2011,4th Quintile,Eastern Europe,0.02427,104,3965,0.01948,0.02906
2011,5th Quintile,Germany,0.83317,4578,4755,0.82258,0.84377
2011,5th Quintile,Southern Europe,0.01022,43,4755,0.00737,0.01308
2011,5th Quintile,Eastern Europe,0.01762,77,4755,0.01388,0.02136
2011,5th Quintile,Western Europe,0.01537,57,4755,0.01187,0.01886
2012,1st Quintile,Germany,0.63473,4497,5422,0.62191,0.64755
2012,1st Quintile,Southern Asia,0.00430,38,5422,0.00256,0.00604
2012,1st Quintile,Southern Europe,0.03635,203,5422,0.03137,0.04134
2012,1st Quintile,Central Asia,0.01889,152,5422,0.01526,0.02251
2012,1st Quintile,Western Asia,0.03663,213,5422,0.03163,0.04163
2012,1st Quintile,Eastern Europe,0.06013,319,5422,0.05380,0.06645
2012,2nd Quintile,Germany,0.68623,4362,4958,0.67331,0.69915
2012,2nd Quintile,Southern Europe,0.03850,125,4958,0.03314,0.04385
2012,2nd Quintile,Central Asia,0.01936,123,4958,0.01553,0.02320
2012,2nd Quintile,Western Asia,0.02164,98,4958,0.01759,0.02569
2012,2nd Quintile,Eastern Europe,0.04355,250,4958,0.03787,0.04924
2012,3rd Quintile,Germany,0.74363,4488,4831,0.73131,0.75594
2012,3rd Quintile,Southern Europe,0.01970,88,4831,0.01578,0.02362
2012,3rd Quintile,Central Asia,0.01328,48,4831,0.01005,0.01651
2012,3rd Quintile,Western Asia,0.00636,32,4831,0.00411,0.00860
2012,3rd Quintile,Eastern Europe,0.03396,175,4831,0.02885,0.03906
2012,4th Quintile,Germany,0.78745,4512,4800,0.77588,0.79903
2012,4th Quintile,Southern Europe,0.01457,62,4800,0.01118,0.01796
2012,4th Quintile,Central Asia,0.00805,34,4800,0.00552,0.01058
2012,4th Quintile,Western Asia,0.00857,34,4800,0.00596,0.01117
2012,4th Quintile,Eastern Europe,0.02543,127,4800,0.02098,0.02989
2012,4th Quintile,Western Europe,0.00989,31,4800,0.00709,0.01269
2012,5th Quintile,Germany,0.82722,5009,5197,0.81694,0.83749
2012,5th Quintile,Southern Europe,0.01115,41,5197,0.00830,0.01401
2012,5th Quintile,Eastern Europe,0.02016,81,5197,0.01634,0.02398
2012,5th Quintile,Western Europe,0.01782,66,5197,0.01422,0.02141
2013,1st Quintile,Germany,0.70697,4383,5303,0.69472,0.71923
2013,1st Quintile,Southern Asia,0.00352,33,5303,0.00193,0.00512
2013,1st Quintile,Southern Europe,0.02638,181,5303,0.02206,0.03069
2013,1st Quintile,Central Asia,0.01055,147,5303,0.00780,0.01330
2013,1st Quintile,Western Asia,0.02346,171,5303,0.01938,0.02753
2013,1st Quintile,Eastern Europe,0.03870,324,5303,0.03350,0.04389
2013,1st Quintile,Western Europe,0.00675,33,5303,0.00455,0.00895
2013,1st Quintile,Sub-Saharan Africa,0.00373,31,5303,0.00209,0.00537
2013,2nd Quintile,Germany,0.74973,4640,5233,0.73800,0.76147
2013,2nd Quintile,Southern Europe,0.02428,124,5233,0.02011,0.02845
2013,2nd Quintile,Central Asia,0.00856,103,5233,0.00606,0.01105
2013,2nd Quintile,Western Asia,0.01854,102,5233,0.01489,0.02220
2013,2nd Quintile,Eastern Europe,0.02607,264,5233,0.02175,0.03039
2013,3rd Quintile,Germany,0.78756,4561,4928,0.77614,0.79898
2013,3rd Quintile,Southern Europe,0.01267,77,4928,0.00955,0.01580
2013,3rd Quintile,Central Asia,0.00831,71,4928,0.00577,0.01084
2013,3rd Quintile,Western Asia,0.00678,43,4928,0.00449,0.00907
2013,3rd Quintile,Eastern Europe,0.02261,176,4928,0.01846,0.02677
2013,4th Quintile,Germany,0.82267,4635,4892,0.81197,0.83338
2013,4th Quintile,Southern Europe,0.00875,56,4892,0.00614,0.01136
2013,4th Quintile,Central Asia,0.00702,35,4892,0.00468,0.00936
2013,4th Quintile,Eastern Europe,0.01595,122,4892,0.01244,0.01947
2013,4th Quintile,Western Europe,0.01182,44,4892,0.00879,0.01485
2013,5th Quintile,Germany,0.85373,5201,5422,0.84432,0.86314
2013,5th Quintile,Southern Europe,0.00957,57,5422,0.00697,0.01216
2013,5th Quintile,Eastern Europe,0.01803,104,5422,0.01449,0.02157
2013,5th Quintile,Western Europe,0.01068,60,5422,0.00795,0.01342
2014,1st Quintile,Germany,0.60429,4028,5916,0.59183,0.61676
2014,1st Quintile,Northern Africa,0.00406,42,5916,0.00244,0.00568
2014,1st Quintile,Southern Asia,0.01472,89,5916,0.01165,0.01779
2014,1st Quintile,Southern Europe,0.03158,345,5916,0.02712,0.03603
2014,1st Quintile,Central Asia,0.01898,261,5916,0.01551,0.02246
2014,1st Quintile,Western Asia,0.05150,442,5916,0.04587,0.05714
2014,1st Quintile,Eastern Europe,0.05453,655,5916,0.04875,0.06032
2014,1st Quintile,Sub-Saharan Africa,0.00922,54,5916,0.00679,0.01166
2014,2nd Quintile,Germany,0.68355,4360,5559,0.67132,0.69578
2014,2nd Quintile,Southern Europe,0.02834,251,5559,0.02398,0.03270
2014,2nd Quintile,Central Asia,0.01649,210,5559,0.01314,0.01984
2014,2nd Quintile,Western Asia,0.02578,179,5559,0.02162,0.02995
2014,2nd Quintile,Eastern Europe,0.04637,524,5559,0.04084,0.05190
2014,2nd Quintile,Western Europe,0.00883,35,5559,0.00637,0.01129
2014,3rd Quintile,Germany,0.74199,4384,5197,0.73009,0.75388
2014,3rd Quintile,Southern Europe,0.02013,182,5197,0.01631,0.02395
2014,3rd Quintile,Central Asia,0.01745,139,5197,0.01389,0.02101
2014,3rd Quintile,Western Asia,0.01168,90,5197,0.00876,0.01461
2014,3rd Quintile,Eastern Europe,0.03340,362,5197,0.02851,0.03828
2014,3rd Quintile,Western Europe,0.00937,40,5197,0.00675,0.01199
2014,4th Quintile,Germany,0.79782,4636,5102,0.78679,0.80884
2014,4th Quintile,Southern Europe,0.01514,130,5102,0.01179,0.01849
2014,4th Quintile,Central Asia,0.00776,71,5102,0.00535,0.01016
2014,4th Quintile,Eastern Europe,0.02731,265,5102,0.02283,0.03178
2014,5th Quintile,Germany,0.83306,4969,5313,0.82303,0.84309
2014,5th Quintile,Southern Europe,0.01290,109,5313,0.00986,0.01593
2014,5th Quintile,Eastern Europe,0.01918,161,5313,0.01549,0.02287
2014,5th Quintile,Western Europe,0.01307,74,5313,0.01002,0.01613
2015,1st Quintile,Germany,0.62103,3637,5151,0.60778,0.63428
2015,1st Quintile,Northern Africa,0.00466,37,5151,0.00280,0.00652
2015,1st Quintile,Southern Asia,0.01504,75,5151,0.01172,0.01837
2015,1st Quintile,Southern Europe,0.03341,311,5151,0.02850,0.03832
2015,1st Quintile,Central Asia,0.01999,216,5151,0.01617,0.02382
2015,1st Quintile,Western Asia,0.05299,340,5151,0.04687,0.05911
2015,1st Quintile,Eastern Europe,0.04673,500,5151,0.04097,0.05250
2015,1st Quintile,Sub-Saharan Africa,0.00551,35,5151,0.00349,0.00753
2015,2nd Quintile,Germany,0.69880,4273,5327,0.68647,0.71112
2015,2nd Quintile,Southern Europe,0.02935,222,5327,0.02482,0.03389
2015,2nd Quintile,Central Asia,0.01800,196,5327,0.01443,0.02157
2015,2nd Quintile,Western Asia,0.02083,147,5327,0.01700,0.02467
2015,2nd Quintile,Eastern Europe,0.04987,457,5327,0.04402,0.05571
2015,2nd Quintile,Western Europe,0.00738,32,5327,0.00508,0.00968
2015,3rd Quintile,Germany,0.75347,4183,4891,0.74139,0.76555
2015,3rd Quintile,Southern Europe,0.02109,156,4891,0.01706,0.02512
2015,3rd Quintile,Central Asia,0.01912,135,4891,0.01528,0.02296
2015,3rd Quintile,Western Asia,0.01033,75,4891,0.00750,0.01316
2015,3rd Quintile,Eastern Europe,0.03128,342,4891,0.02640,0.03616
2015,4th Quintile,Germany,0.80432,4350,4766,0.79306,0.81559
2015,4th Quintile,Southern Europe,0.01501,107,4766,0.01156,0.01847
2015,4th Quintile,Central Asia,0.00597,53,4766,0.00379,0.00816
2015,4th Quintile,Western Asia,0.00624,40,4766,0.00400,0.00847
2015,4th Quintile,Eastern Europe,0.02159,216,4766,0.01746,0.02571
2015,5th Quintile,Germany,0.83119,4714,5021,0.82082,0.84155
2015,5th Quintile,Southern Europe,0.00856,84,5021,0.00602,0.01111
2015,5th Quintile,Eastern Europe,0.02242,163,5021,0.01832,0.02651
2015,5th Quintile,Western Europe,0.01329,60,5021,0.01012,0.01645
2016,1st Quintile,Germany,0.60261,3386,5129,0.58922,0.61600
2016,1st Quintile,Northern Africa,0.00641,45,5129,0.00423,0.00860
2016,1st Quintile,Southern Asia,0.01110,83,5129,0.00823,0.01397
2016,1st Quintile,Southern Europe,0.04095,345,5129,0.03552,0.04637
2016,1st Quintile,Central Asia,0.01529,202,5129,0.01193,0.01865
2016,1st Quintile,Western Asia,0.04665,361,5129,0.04088,0.05242
2016,1st Quintile,Eastern Europe,0.05397,636,5129,0.04779,0.06016
2016,1st Quintile,Western Europe,0.00948,32,5129,0.00682,0.01213
2016,1st Quintile,Sub-Saharan Africa,0.00602,39,5129,0.00390,0.00813
2016,2nd Quintile,Germany,0.67522,4006,5165,0.66245,0.68799
2016,2nd Quintile,Southern Europe,0.03307,240,5165,0.02820,0.03795
2016,2nd Quintile,Central Asia,0.02182,193,5165,0.01784,0.02581
2016,2nd Quintile,Western Asia,0.03017,175,5165,0.02551,0.03484
2016,2nd Quintile,Eastern Europe,0.05136,551,5165,0.04533,0.05738
2016,3rd Quintile,Germany,0.73832,3947,4613,0.72564,0.75101
2016,3rd Quintile,Southern Europe,0.02314,136,4613,0.01880,0.02747
2016,3rd Quintile,Central Asia,0.01246,101,4613,0.00926,0.01566
2016,3rd Quintile,Western Asia,0.01220,74,4613,0.00904,0.01537
2016,3rd Quintile,Eastern Europe,0.03397,355,4613,0.02874,0.03920
2016,4th Quintile,Germany,0.78948,4060,4571,0.77766,0.80130
2016,4th Quintile,Southern Europe,0.01442,106,4571,0.01097,0.01788
2016,4th Quintile,Central Asia,0.01064,67,4571,0.00766,0.01361
2016,4th Quintile,Western Asia,0.00705,47,4571,0.00462,0.00947
2016,4th Quintile,Eastern Europe,0.02503,255,4571,0.02050,0.02956
2016,4th Quintile,Western Europe,0.01053,36,4571,0.00757,0.01349
2016,5th Quintile,Germany,0.82240,4405,4752,0.81154,0.83327
2016,5th Quintile,Southern Europe,0.01365,108,4752,0.01035,0.01695
2016,5th Quintile,Eastern Europe,0.02426,165,4752,0.01988,0.02863
2016,5th Quintile,Western Europe,0.01358,74,4752,0.01029,0.01687
2017,1st Quintile,Germany,0.57826,3214,6350,0.56611,0.59040
2017,1st Quintile,Northern Africa,0.00654,63,6350,0.00456,0.00852
2017,1st Quintile,Southern Asia,0.01244,290,6350,0.00972,0.01517
2017,1st Quintile,Southern Europe,0.04390,339,6350,0.03886,0.04894
2017,1st Quintile,Central Asia,0.01379,174,6350,0.01092,0.01666
2017,1st Quintile,Western Asia,0.06465,1538,6350,0.05860,0.07070
2017,1st Quintile,Eastern Europe,0.04917,567,6350,0.04385,0.05448
2017,1st Quintile,Sub-Saharan Africa,0.00849,165,6350,0.00623,0.01074
2017,2nd Quintile,Germany,0.67891,3800,4961,0.66592,0.69191
2017,2nd Quintile,Southern Asia,0.01275,46,4961,0.00962,0.01587
2017,2nd Quintile,Southern Europe,0.03602,213,4961,0.03083,0.04120
2017,2nd Quintile,Central Asia,0.01597,169,4961,0.01249,0.01946
2017,2nd Quintile,Western Asia,0.02675,215,4961,0.02226,0.03124
2017,2nd Quintile,Eastern Europe,0.05122,518,4961,0.04508,0.05735
2017,3rd Quintile,Germany,0.73316,3773,4405,0.72010,0.74623
2017,3rd Quintile,Southern Europe,0.02916,131,4405,0.02419,0.03413
2017,3rd Quintile,Central Asia,0.01425,90,4405,0.01075,0.01775
2017,3rd Quintile,Western Asia,0.01242,94,4405,0.00915,0.01569
2017,3rd Quintile,Eastern Europe,0.03430,317,4405,0.02892,0.03967
2017,4th Quintile,Germany,0.79524,3892,4310,0.78320,0.80729
2017,4th Quintile,Southern Europe,0.01957,90,4310,0.01544,0.02371
2017,4th Quintile,Central Asia,0.00818,48,4310,0.00549,0.01087
2017,4th Quintile,Western Asia,0.00810,43,4310,0.00543,0.01078
2017,4th Quintile,Eastern Europe,0.02370,203,4310,0.01916,0.02824
2017,4th Quintile,Western Europe,0.01183,34,4310,0.00860,0.01506
2017,5th Quintile,Germany,0.82337,4170,4475,0.81219,0.83454
2017,5th Quintile,Southern Europe,0.01172,84,4475,0.00856,0.01487
2017,5th Quintile,Eastern Europe,0.02363,154,4475,0.01918,0.02808
2017,5th Quintile,Western Europe,0.01469,67,4475,0.01117,0.01822
2018,1st Quintile,Germany,0.58753,3368,7293,0.57623,0.59883
2018,1st Quintile,Northern Africa,0.00680,70,7293,0.00491,0.00869
2018,1st Quintile,Southern Asia,0.01783,408,7293,0.01479,0.02087
2018,1st Quintile,Southern Europe,0.03509,289,7293,0.03087,0.03931
2018,1st Quintile,Central Asia,0.01489,143,7293,0.01211,0.01766
2018,1st Quintile,Western Asia,0.06733,2269,7293,0.06158,0.07308
2018,1st Quintile,Eastern Europe,0.04693,545,7293,0.04207,0.05178
2018,1st Quintile,Sub-Saharan Africa,0.00864,201,7293,0.00651,0.01076
2018,2nd Quintile,Germany,0.68241,4254,5489,0.67010,0.69473
2018,2nd Quintile,Southern Asia,0.00597,51,5489,0.00393,0.00801
2018,2nd Quintile,Southern Europe,0.03576,214,5489,0.03084,0.04067
2018,2nd Quintile,Central Asia,0.01224,166,5489,0.00933,0.01515
2018,2nd Quintile,Western Asia,0.02935,312,5489,0.02488,0.03381
2018,2nd Quintile,Eastern Europe,0.04425,460,5489,0.03881,0.04969
2018,2nd Quintile,Western Europe,0.00751,32,5489,0.00523,0.00980
2018,3rd Quintile,Germany,0.73697,4126,4797,0.72451,0.74943
2018,3rd Quintile,Southern Europe,0.02388,110,4797,0.01956,0.02820
2018,3rd Quintile,Central Asia,0.01449,88,4797,0.01111,0.01787
2018,3rd Quintile,Western Asia,0.00924,113,4797,0.00653,0.01195
2018,3rd Quintile,Eastern Europe,0.03919,326,4797,0.03370,0.04468
2018,3rd Quintile,Western Europe,0.00865,34,4797,0.00603,0.01127
2018,4th Quintile,Germany,0.78025,4159,4631,0.76832,0.79218
2018,4th Quintile,Southern Europe,0.01762,91,4631,0.01383,0.02141
2018,4th Quintile,Central Asia,0.01114,59,4631,0.00812,0.01417
2018,4th Quintile,Western Asia,0.00817,80,4631,0.00558,0.01076
2018,4th Quintile,Eastern Europe,0.02894,209,4631,0.02411,0.03376
2018,4th Quintile,Western Europe,0.01279,33,4631,0.00956,0.01603
2018,5th Quintile,Germany,0.82610,4738,5027,0.81563,0.83658
2018,5th Quintile,Southern Europe,0.00712,62,5027,0.00480,0.00945
2018,5th Quintile,Eastern Europe,0.02248,157,5027,0.01838,0.02658
2018,5th Quintile,Western Europe,0.01791,70,5027,0.01424,0.02158
2019,1st Quintile,Germany,0.57628,3245,7254,0.56490,0.58765
2019,1st Quintile,Northern Africa,0.00578,65,7254,0.00403,0.00752
2019,1st Quintile,Southern Asia,0.01961,400,7254,0.01641,0.02280
2019,1st Quintile,Southern Europe,0.04405,235,7254,0.03933,0.04877
2019,1st Quintile,Central Asia,0.01365,127,7254,0.01098,0.01632
2019,1st Quintile,Western Asia,0.07089,2531,7254,0.06498,0.07680
2019,1st Quintile,Eastern Europe,0.04594,460,7254,0.04112,0.05076
2019,1st Quintile,Sub-Saharan Africa,0.00729,191,7254,0.00533,0.00924
2019,2nd Quintile,Germany,0.67750,3916,4920,0.66444,0.69056
2019,2nd Quintile,Southern Asia,0.00375,45,4920,0.00204,0.00546
2019,2nd Quintile,Southern Europe,0.02756,157,4920,0.02298,0.03213
2019,2nd Quintile,Central Asia,0.01305,118,4920,0.00988,0.01622
