year,bula_h,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Bavaria,Germany,0.69387,1274,1555,0.67096,0.71679
1997,Bavaria,Southern Europe,0.02850,141,1555,0.02023,0.03677
1997,Bavaria,Western Asia,0.01814,70,1555,0.01151,0.02478
1997,Bavaria,Eastern Europe,0.04029,70,1555,0.03051,0.05006
1997,Berlin,Germany,0.72036,440,440,0.67837,0.76234
1997,Brandenburg,Germany,0.82081,581,581,0.78960,0.85202
1997,Mecklenburg-Western Pomerania,Germany,0.81299,378,378,0.77363,0.85235
1997,Saxony,Germany,0.79897,1049,1049,0.77471,0.82324
1997,Saxony-Anhalt,Germany,0.80589,634,634,0.77507,0.83670
1997,Thuringa,Germany,0.74632,635,635,0.71245,0.78019
1998,Schleswig-Holstein,Germany,0.75871,321,321,0.71183,0.80559
1998,Hamburg,Germany,0.82748,133,133,0.76302,0.89194
1998,Lower Saxony,Germany,0.72010,1013,1174,0.69441,0.74580
1998,Lower Saxony,Southern Europe,0.01029,37,1174,0.00451,0.01606
1998,Lower Saxony,Central Asia,0.01128,32,1174,0.00523,0.01732
1998,Lower Saxony,Western Asia,0.01827,47,1174,0.01061,0.02593
1998,Lower Saxony,Eastern Europe,0.02818,45,1174,0.01871,0.03765
1998,Bremen,Germany,0.72801,84,84,0.63227,0.82374
1998,North Rhine-Westphalia,Germany,0.69621,2235,2764,0.67906,0.71336
1998,North Rhine-Westphalia,Southern Europe,0.02516,171,2764,0.01932,0.03100
1998,North Rhine-Westphalia,Central Asia,0.01094,45,2764,0.00706,0.01482
1998,North Rhine-Westphalia,Western Asia,0.02558,188,2764,0.01969,0.03146
1998,North Rhine-Westphalia,Eastern Europe,0.03156,125,2764,0.02504,0.03808
1998,Hesse,Germany,0.65358,679,889,0.62229,0.68488
1998,Hesse,Southern Europe,0.04329,96,889,0.02991,0.05668
1998,Hesse,Western Asia,0.03355,69,889,0.02170,0.04539
1998,Hesse,Eastern Europe,0.04064,45,889,0.02766,0.05363
1998,"Rhineland-Palatinate, Saarland",Germany,0.70592,634,744,0.67316,0.73868
1998,"Rhineland-Palatinate, Saarland",Southern Europe,0.02320,50,744,0.01237,0.03402
1998,"Rhineland-Palatinate, Saarland",Eastern Europe,0.04191,60,744,0.02750,0.05632
1998,Baden-Wuerttemberg,Germany,0.64317,1228,1737,0.62064,0.66571
1998,Baden-Wuerttemberg,Southern Europe,0.06029,273,1737,0.04910,0.07149
1998,Baden-Wuerttemberg,Western Asia,0.02680,152,1737,0.01920,0.03439
1998,Baden-Wuerttemberg,Eastern Europe,0.03275,84,1737,0.02438,0.04113
1998,Bavaria,Germany,0.70251,1523,1802,0.68139,0.72362
1998,Bavaria,Southern Europe,0.03158,131,1802,0.02350,0.03965
1998,Bavaria,Western Asia,0.01789,67,1802,0.01177,0.02402
1998,Bavaria,Eastern Europe,0.03668,81,1802,0.02800,0.04536
1998,Berlin,Germany,0.74661,474,474,0.70741,0.78581
1998,Brandenburg,Germany,0.81644,604,604,0.78554,0.84734
1998,Mecklenburg-Western Pomerania,Germany,0.80158,399,399,0.76240,0.84076
1998,Saxony,Germany,0.80473,1146,1146,0.78177,0.82769
1998,Saxony-Anhalt,Germany,0.81403,660,660,0.78432,0.84374
1998,Thuringa,Germany,0.76821,708,708,0.73711,0.79932
1999,Schleswig-Holstein,Germany,0.75919,300,300,0.71073,0.80766
1999,Hamburg,Germany,0.80081,117,117,0.72812,0.87349
1999,Lower Saxony,Germany,0.72926,989,1119,0.70322,0.75531
1999,Lower Saxony,Southern Europe,0.01182,38,1119,0.00549,0.01816
1999,Lower Saxony,Western Asia,0.01542,46,1119,0.00820,0.02264
1999,Lower Saxony,Eastern Europe,0.03059,46,1119,0.02049,0.04068
1999,Bremen,Germany,0.74351,75,75,0.64401,0.84301
1999,North Rhine-Westphalia,Germany,0.70235,2133,2635,0.68489,0.71981
1999,North Rhine-Westphalia,Southern Europe,0.02299,151,2635,0.01726,0.02871
1999,North Rhine-Westphalia,Central Asia,0.01114,44,2635,0.00713,0.01515
1999,North Rhine-Westphalia,Western Asia,0.02751,184,2635,0.02126,0.03375
1999,North Rhine-Westphalia,Eastern Europe,0.03310,123,2635,0.02626,0.03993
1999,Hesse,Germany,0.66344,665,854,0.63173,0.69515
1999,Hesse,Southern Europe,0.04278,82,854,0.02920,0.05637
1999,Hesse,Western Asia,0.03111,59,854,0.01946,0.04276
1999,Hesse,Eastern Europe,0.04894,48,854,0.03446,0.06342
1999,"Rhineland-Palatinate, Saarland",Germany,0.71458,620,724,0.68166,0.74750
1999,"Rhineland-Palatinate, Saarland",Southern Europe,0.02405,44,724,0.01288,0.03522
1999,"Rhineland-Palatinate, Saarland",Eastern Europe,0.04601,60,724,0.03073,0.06128
1999,Baden-Wuerttemberg,Germany,0.63171,1179,1659,0.60849,0.65492
1999,Baden-Wuerttemberg,Southern Europe,0.06326,254,1659,0.05154,0.07498
1999,Baden-Wuerttemberg,Western Asia,0.03175,150,1659,0.02331,0.04019
1999,Baden-Wuerttemberg,Eastern Europe,0.03308,76,1659,0.02447,0.04169
1999,Bavaria,Germany,0.70725,1474,1735,0.68583,0.72867
1999,Bavaria,Southern Europe,0.02791,114,1735,0.02016,0.03567
1999,Bavaria,Western Asia,0.01872,66,1735,0.01234,0.02511
1999,Bavaria,Eastern Europe,0.04047,81,1735,0.03120,0.04975
1999,Berlin,Germany,0.74383,467,467,0.70420,0.78347
1999,Brandenburg,Germany,0.81461,581,581,0.78299,0.84624
1999,Mecklenburg-Western Pomerania,Germany,0.81307,391,391,0.77438,0.85176
1999,Saxony,Germany,0.81593,1118,1118,0.79321,0.83866
1999,Saxony-Anhalt,Germany,0.83177,664,664,0.80330,0.86025
1999,Thuringa,Germany,0.77496,697,697,0.74394,0.80599
2000,Schleswig-Holstein,Germany,0.75173,642,642,0.71829,0.78518
2000,Hamburg,Germany,0.78865,268,268,0.73968,0.83762
2000,Lower Saxony,Germany,0.72807,1779,1991,0.70852,0.74762
2000,Lower Saxony,Southern Europe,0.00859,38,1991,0.00454,0.01265
2000,Lower Saxony,Central Asia,0.00973,39,1991,0.00542,0.01404
2000,Lower Saxony,Western Asia,0.01900,62,1991,0.01300,0.02500
2000,Lower Saxony,Eastern Europe,0.02660,73,1991,0.01953,0.03367
2000,Bremen,Germany,0.70423,155,155,0.63215,0.77631
2000,North Rhine-Westphalia,Germany,0.70425,4246,5036,0.69165,0.71686
2000,North Rhine-Westphalia,Southern Europe,0.02195,186,5036,0.01790,0.02600
2000,North Rhine-Westphalia,Central Asia,0.01334,87,5036,0.01017,0.01651
2000,North Rhine-Westphalia,Western Asia,0.02848,247,5036,0.02388,0.03307
2000,North Rhine-Westphalia,Eastern Europe,0.04088,270,5036,0.03541,0.04635
2000,Hesse,Germany,0.65671,1311,1573,0.63323,0.68018
2000,Hesse,Southern Europe,0.04049,100,1573,0.03074,0.05023
2000,Hesse,Western Asia,0.03369,85,1573,0.02477,0.04260
2000,Hesse,Eastern Europe,0.04448,77,1573,0.03429,0.05467
2000,"Rhineland-Palatinate, Saarland",Germany,0.69542,1222,1433,0.67158,0.71926
2000,"Rhineland-Palatinate, Saarland",Southern Europe,0.01995,52,1433,0.01271,0.02720
2000,"Rhineland-Palatinate, Saarland",Central Asia,0.01461,31,1433,0.00839,0.02082
2000,"Rhineland-Palatinate, Saarland",Western Asia,0.01876,32,1433,0.01174,0.02579
2000,"Rhineland-Palatinate, Saarland",Eastern Europe,0.03946,96,1433,0.02938,0.04954
2000,Baden-Wuerttemberg,Germany,0.63308,2193,2865,0.61543,0.65074
2000,Baden-Wuerttemberg,Southern Europe,0.05657,312,2865,0.04810,0.06503
2000,Baden-Wuerttemberg,Western Asia,0.02613,166,2865,0.02029,0.03197
2000,Baden-Wuerttemberg,Eastern Europe,0.04490,160,2865,0.03732,0.05249
2000,Baden-Wuerttemberg,Western Europe,0.01425,34,2865,0.00991,0.01859
2000,Bavaria,Germany,0.72732,2917,3312,0.71215,0.74249
2000,Bavaria,Southern Europe,0.02153,119,3312,0.01659,0.02647
2000,Bavaria,Western Asia,0.01632,88,3312,0.01200,0.02064
2000,Bavaria,Eastern Europe,0.04137,152,3312,0.03459,0.04816
2000,Bavaria,Western Europe,0.01316,36,3312,0.00928,0.01704
2000,Berlin,Germany,0.73103,738,738,0.69902,0.76305
2000,Brandenburg,Germany,0.83987,997,997,0.81709,0.86264
2000,Mecklenburg-Western Pomerania,Germany,0.81704,548,548,0.78464,0.84944
2000,Saxony,Germany,0.81849,1737,1737,0.80036,0.83662
2000,Saxony-Anhalt,Germany,0.83646,1023,1023,0.81378,0.85913
2000,Thuringa,Germany,0.82245,1031,1031,0.79911,0.84578
2001,Schleswig-Holstein,Germany,0.75129,587,587,0.71629,0.78629
2001,Hamburg,Germany,0.80059,248,248,0.75076,0.85042
2001,Lower Saxony,Germany,0.72720,1622,1823,0.70675,0.74765
2001,Lower Saxony,Southern Europe,0.01012,36,1823,0.00553,0.01472
2001,Lower Saxony,Central Asia,0.00802,33,1823,0.00393,0.01212
2001,Lower Saxony,Western Asia,0.02141,64,1823,0.01476,0.02806
2001,Lower Saxony,Eastern Europe,0.02618,68,1823,0.01885,0.03352
2001,Bremen,Germany,0.69646,130,130,0.61711,0.77580
2001,North Rhine-Westphalia,Germany,0.70190,3852,4553,0.68861,0.71519
2001,North Rhine-Westphalia,Southern Europe,0.01963,162,4553,0.01560,0.02366
2001,North Rhine-Westphalia,Central Asia,0.01574,83,4553,0.01213,0.01936
2001,North Rhine-Westphalia,Western Asia,0.02930,223,4553,0.02440,0.03420
2001,North Rhine-Westphalia,Eastern Europe,0.04150,233,4553,0.03571,0.04729
2001,Hesse,Germany,0.66829,1179,1410,0.64371,0.69288
2001,Hesse,Southern Europe,0.03784,91,1410,0.02787,0.04780
2001,Hesse,Western Asia,0.03643,76,1410,0.02665,0.04622
2001,Hesse,Eastern Europe,0.03899,64,1410,0.02888,0.04909
2001,"Rhineland-Palatinate, Saarland",Germany,0.68680,1132,1267,0.66126,0.71235
2001,"Rhineland-Palatinate, Saarland",Southern Europe,0.01941,50,1267,0.01181,0.02701
2001,"Rhineland-Palatinate, Saarland",Eastern Europe,0.03476,85,1267,0.02467,0.04485
2001,Baden-Wuerttemberg,Germany,0.64063,1944,2496,0.62180,0.65946
2001,Baden-Wuerttemberg,Southern Europe,0.05407,270,2496,0.04519,0.06294
2001,Baden-Wuerttemberg,Western Asia,0.02560,151,2496,0.01940,0.03180
2001,Baden-Wuerttemberg,Eastern Europe,0.04056,131,2496,0.03282,0.04830
2001,Bavaria,Germany,0.73210,2624,2979,0.71620,0.74801
2001,Bavaria,Southern Europe,0.02083,105,2979,0.01570,0.02596
2001,Bavaria,Western Asia,0.01509,77,2979,0.01071,0.01947
2001,Bavaria,Eastern Europe,0.04115,140,2979,0.03402,0.04829
2001,Bavaria,Western Europe,0.01384,33,2979,0.00964,0.01803
2001,Berlin,Germany,0.73652,723,723,0.70439,0.76865
2001,Brandenburg,Germany,0.84507,939,939,0.82192,0.86823
2001,Mecklenburg-Western Pomerania,Germany,0.82121,496,496,0.78746,0.85497
2001,Saxony,Germany,0.83129,1610,1610,0.81299,0.84959
2001,Saxony-Anhalt,Germany,0.83924,970,970,0.81611,0.86237
2001,Thuringa,Germany,0.84166,949,949,0.81842,0.86490
2002,Schleswig-Holstein,Germany,0.75314,652,652,0.72002,0.78626
2002,Hamburg,Germany,0.82666,302,302,0.78389,0.86942
2002,Lower Saxony,Germany,0.73374,1766,1920,0.71396,0.75351
2002,Lower Saxony,Southern Europe,0.00890,32,1920,0.00470,0.01310
2002,Lower Saxony,Western Asia,0.02264,59,1920,0.01598,0.02929
2002,Lower Saxony,Eastern Europe,0.02526,63,1920,0.01824,0.03228
2002,Bremen,Germany,0.73778,151,151,0.66739,0.80817
2002,North Rhine-Westphalia,Germany,0.70391,4104,4803,0.69099,0.71682
2002,North Rhine-Westphalia,Southern Europe,0.01935,138,4803,0.01546,0.02325
2002,North Rhine-Westphalia,Central Asia,0.01673,78,4803,0.01310,0.02036
2002,North Rhine-Westphalia,Western Asia,0.03043,206,4803,0.02557,0.03529
2002,North Rhine-Westphalia,Eastern Europe,0.04280,241,4803,0.03707,0.04852
2002,North Rhine-Westphalia,Western Europe,0.00817,36,4803,0.00562,0.01071
2002,Hesse,Germany,0.65591,1347,1566,0.63237,0.67945
2002,Hesse,Southern Europe,0.03605,89,1566,0.02681,0.04528
2002,Hesse,Western Asia,0.03597,70,1566,0.02674,0.04520
2002,Hesse,Eastern Europe,0.04105,60,1566,0.03122,0.05088
2002,"Rhineland-Palatinate, Saarland",Germany,0.68664,1162,1294,0.66136,0.71192
2002,"Rhineland-Palatinate, Saarland",Southern Europe,0.02218,49,1294,0.01415,0.03020
2002,"Rhineland-Palatinate, Saarland",Eastern Europe,0.03404,83,1294,0.02415,0.04392
2002,Baden-Wuerttemberg,Germany,0.63685,2175,2692,0.61868,0.65502
2002,Baden-Wuerttemberg,Southern Europe,0.05693,249,2692,0.04817,0.06568
2002,Baden-Wuerttemberg,Western Asia,0.02767,147,2692,0.02147,0.03387
2002,Baden-Wuerttemberg,Eastern Europe,0.04203,121,2692,0.03445,0.04961
2002,Bavaria,Germany,0.72250,2859,3196,0.70697,0.73802
2002,Bavaria,Southern Europe,0.02355,96,3196,0.01829,0.02881
2002,Bavaria,Western Asia,0.01564,69,3196,0.01134,0.01995
2002,Bavaria,Eastern Europe,0.04061,129,3196,0.03376,0.04745
2002,Bavaria,Western Europe,0.01468,43,3196,0.01051,0.01885
2002,Berlin,Germany,0.74266,757,757,0.71150,0.77383
2002,Brandenburg,Germany,0.86007,949,949,0.83799,0.88216
2002,Mecklenburg-Western Pomerania,Germany,0.82098,500,500,0.78735,0.85462
2002,Saxony,Germany,0.84106,1618,1618,0.82324,0.85888
2002,Saxony-Anhalt,Germany,0.83755,940,940,0.81396,0.86114
2002,Thuringa,Germany,0.83008,948,948,0.80616,0.85400
2003,Schleswig-Holstein,Germany,0.74348,604,604,0.70862,0.77834
2003,Hamburg,Germany,0.81351,271,271,0.76705,0.85997
2003,Lower Saxony,Germany,0.73962,1700,1848,0.71961,0.75964
2003,Lower Saxony,Southern Europe,0.00934,31,1848,0.00495,0.01372
2003,Lower Saxony,Western Asia,0.02304,54,1848,0.01620,0.02988
2003,Lower Saxony,Eastern Europe,0.02625,63,1848,0.01896,0.03354
2003,Bremen,Germany,0.72697,150,150,0.65543,0.79851
2003,North Rhine-Westphalia,Germany,0.70330,3957,4599,0.69010,0.71651
2003,North Rhine-Westphalia,Southern Europe,0.01832,130,4599,0.01444,0.02219
2003,North Rhine-Westphalia,Central Asia,0.01527,71,4599,0.01173,0.01882
2003,North Rhine-Westphalia,Western Asia,0.03059,189,4599,0.02561,0.03556
2003,North Rhine-Westphalia,Eastern Europe,0.04065,220,4599,0.03494,0.04635
2003,North Rhine-Westphalia,Western Europe,0.00652,32,4599,0.00420,0.00885
2003,Hesse,Germany,0.66301,1248,1430,0.63850,0.68752
2003,Hesse,Southern Europe,0.03229,69,1430,0.02312,0.04145
2003,Hesse,Western Asia,0.03280,59,1430,0.02357,0.04204
2003,Hesse,Eastern Europe,0.04092,54,1430,0.03065,0.05119
2003,"Rhineland-Palatinate, Saarland",Germany,0.70678,1158,1301,0.68203,0.73153
2003,"Rhineland-Palatinate, Saarland",Southern Europe,0.01721,36,1301,0.01014,0.02428
2003,"Rhineland-Palatinate, Saarland",Western Asia,0.02335,31,1301,0.01514,0.03156
2003,"Rhineland-Palatinate, Saarland",Eastern Europe,0.03416,76,1301,0.02428,0.04403
2003,Baden-Wuerttemberg,Germany,0.63498,2100,2577,0.61639,0.65357
2003,Baden-Wuerttemberg,Southern Europe,0.05485,233,2577,0.04606,0.06364
2003,Baden-Wuerttemberg,Western Asia,0.02308,123,2577,0.01728,0.02888
2003,Baden-Wuerttemberg,Eastern Europe,0.04424,121,2577,0.03630,0.05219
2003,Bavaria,Germany,0.71573,2733,3068,0.69977,0.73170
2003,Bavaria,Southern Europe,0.02488,93,3068,0.01936,0.03039
2003,Bavaria,Western Asia,0.01777,71,3068,0.01310,0.02245
2003,Bavaria,Eastern Europe,0.04302,131,3068,0.03584,0.05020
2003,Bavaria,Western Europe,0.01474,40,3068,0.01048,0.01901
2003,Berlin,Germany,0.74772,756,756,0.71674,0.77870
2003,Brandenburg,Germany,0.85576,928,928,0.83315,0.87838
2003,Mecklenburg-Western Pomerania,Germany,0.83206,510,510,0.79958,0.86453
2003,Saxony,Germany,0.84373,1583,1583,0.82583,0.86162
2003,Saxony-Anhalt,Germany,0.84250,909,909,0.81880,0.86619
2003,Thuringa,Germany,0.84983,940,940,0.82698,0.87268
2004,Schleswig-Holstein,Germany,0.74957,607,607,0.71507,0.78406
2004,Hamburg,Germany,0.82082,271,271,0.77508,0.86657
2004,Lower Saxony,Germany,0.73098,1677,1857,0.71081,0.75116
2004,Lower Saxony,Southern Europe,0.00943,31,1857,0.00503,0.01382
2004,Lower Saxony,Central Asia,0.00826,31,1857,0.00414,0.01238
2004,Lower Saxony,Western Asia,0.02539,53,1857,0.01823,0.03254
2004,Lower Saxony,Eastern Europe,0.02818,65,1857,0.02065,0.03571
2004,Bremen,Germany,0.74158,144,144,0.66983,0.81333
2004,North Rhine-Westphalia,Germany,0.70903,3855,4483,0.69573,0.72233
2004,North Rhine-Westphalia,Southern Europe,0.01872,121,4483,0.01475,0.02269
2004,North Rhine-Westphalia,Central Asia,0.01655,73,4483,0.01281,0.02028
2004,North Rhine-Westphalia,Western Asia,0.03079,180,4483,0.02573,0.03584
2004,North Rhine-Westphalia,Eastern Europe,0.04239,221,4483,0.03649,0.04829
2004,North Rhine-Westphalia,Western Europe,0.00792,33,4483,0.00532,0.01051
2004,Hesse,Germany,0.64532,1202,1377,0.62004,0.67060
2004,Hesse,Southern Europe,0.03727,70,1377,0.02726,0.04728
2004,Hesse,Western Asia,0.03374,51,1377,0.02420,0.04329
2004,Hesse,Eastern Europe,0.04207,54,1377,0.03146,0.05267
2004,"Rhineland-Palatinate, Saarland",Germany,0.70082,1112,1224,0.67516,0.72648
2004,"Rhineland-Palatinate, Saarland",Southern Europe,0.02115,37,1224,0.01309,0.02922
2004,"Rhineland-Palatinate, Saarland",Eastern Europe,0.03139,75,1224,0.02162,0.04116
2004,Baden-Wuerttemberg,Germany,0.63915,2042,2501,0.62033,0.65798
2004,Baden-Wuerttemberg,Southern Europe,0.05835,222,2501,0.04916,0.06754
2004,Baden-Wuerttemberg,Western Asia,0.02388,127,2501,0.01790,0.02987
2004,Baden-Wuerttemberg,Eastern Europe,0.04038,110,2501,0.03266,0.04809
2004,Bavaria,Germany,0.72567,2667,2990,0.70968,0.74167
2004,Bavaria,Southern Europe,0.02741,92,2990,0.02156,0.03327
2004,Bavaria,Western Asia,0.01755,70,2990,0.01285,0.02226
2004,Bavaria,Eastern Europe,0.04099,125,2990,0.03388,0.04810
2004,Bavaria,Western Europe,0.01453,36,2990,0.01024,0.01882
2004,Berlin,Germany,0.76043,744,744,0.72974,0.79112
2004,Brandenburg,Germany,0.85723,890,890,0.83424,0.88023
2004,Mecklenburg-Western Pomerania,Germany,0.82518,494,494,0.79165,0.85871
2004,Saxony,Germany,0.85346,1542,1542,0.83580,0.87112
2004,Saxony-Anhalt,Germany,0.85030,900,900,0.82698,0.87363
2004,Thuringa,Germany,0.85017,929,929,0.82721,0.87314
2005,Schleswig-Holstein,Germany,0.75033,584,584,0.71520,0.78547
2005,Hamburg,Germany,0.84574,265,265,0.80217,0.88931
2005,Lower Saxony,Germany,0.73304,1584,1754,0.71233,0.75375
2005,Lower Saxony,Southern Europe,0.01178,32,1754,0.00673,0.01683
2005,Lower Saxony,Central Asia,0.00946,31,1754,0.00493,0.01399
2005,Lower Saxony,Western Asia,0.02598,45,1754,0.01853,0.03343
2005,Lower Saxony,Eastern Europe,0.02718,62,1754,0.01957,0.03479
2005,Bremen,Germany,0.82141,130,130,0.75532,0.88751
2005,North Rhine-Westphalia,Germany,0.70732,3710,4275,0.69368,0.72096
2005,North Rhine-Westphalia,Southern Europe,0.01971,118,4275,0.01554,0.02388
2005,North Rhine-Westphalia,Central Asia,0.01751,71,4275,0.01358,0.02144
2005,North Rhine-Westphalia,Western Asia,0.03150,175,4275,0.02626,0.03673
2005,North Rhine-Westphalia,Eastern Europe,0.04035,201,4275,0.03445,0.04625
2005,Hesse,Germany,0.67127,1150,1314,0.64586,0.69668
2005,Hesse,Southern Europe,0.03443,64,1314,0.02456,0.04429
2005,Hesse,Western Asia,0.03564,48,1314,0.02561,0.04567
2005,Hesse,Eastern Europe,0.04388,52,1314,0.03280,0.05496
2005,"Rhineland-Palatinate, Saarland",Germany,0.70476,1060,1170,0.67861,0.73091
2005,"Rhineland-Palatinate, Saarland",Southern Europe,0.02790,36,1170,0.01846,0.03735
2005,"Rhineland-Palatinate, Saarland",Eastern Europe,0.03334,74,1170,0.02305,0.04363
2005,Baden-Wuerttemberg,Germany,0.64443,1984,2415,0.62534,0.66353
2005,Baden-Wuerttemberg,Southern Europe,0.06234,205,2415,0.05269,0.07198
2005,Baden-Wuerttemberg,Western Asia,0.02226,119,2415,0.01638,0.02815
2005,Baden-Wuerttemberg,Eastern Europe,0.04313,107,2415,0.03502,0.05123
2005,Bavaria,Germany,0.72652,2560,2848,0.71015,0.74290
2005,Bavaria,Southern Europe,0.02623,75,2848,0.02036,0.03210
2005,Bavaria,Western Asia,0.01797,68,2848,0.01309,0.02285
2005,Bavaria,Eastern Europe,0.03823,110,2848,0.03119,0.04528
2005,Bavaria,Western Europe,0.01455,35,2848,0.01015,0.01895
2005,Berlin,Germany,0.75658,703,703,0.72483,0.78833
2005,Brandenburg,Germany,0.85033,869,869,0.82660,0.87407
2005,Mecklenburg-Western Pomerania,Germany,0.84025,487,487,0.80768,0.87283
2005,Saxony,Germany,0.85142,1495,1495,0.83338,0.86945
2005,Saxony-Anhalt,Germany,0.85931,874,874,0.83624,0.88237
2005,Thuringa,Germany,0.84202,876,876,0.81785,0.86619
2006,Schleswig-Holstein,Germany,0.74695,623,623,0.71278,0.78112
2006,Hamburg,Germany,0.78768,279,279,0.73961,0.83575
2006,Lower Saxony,Germany,0.73636,1789,1902,0.71655,0.75617
2006,Lower Saxony,Western Asia,0.02327,39,1902,0.01649,0.03004
2006,Lower Saxony,Eastern Europe,0.02930,74,1902,0.02172,0.03688
2006,Bremen,Germany,0.84726,134,134,0.78612,0.90839
2006,North Rhine-Westphalia,Germany,0.70871,3951,4522,0.69547,0.72195
2006,North Rhine-Westphalia,Southern Europe,0.02163,120,4522,0.01739,0.02587
2006,North Rhine-Westphalia,Central Asia,0.01744,76,4522,0.01362,0.02125
2006,North Rhine-Westphalia,Western Asia,0.03292,164,4522,0.02772,0.03812
2006,North Rhine-Westphalia,Eastern Europe,0.04071,211,4522,0.03495,0.04647
2006,Hesse,Germany,0.66459,1285,1444,0.64023,0.68895
2006,Hesse,Southern Europe,0.03862,59,1444,0.02868,0.04856
2006,Hesse,Western Asia,0.03253,42,1444,0.02337,0.04168
2006,Hesse,Eastern Europe,0.04590,58,1444,0.03510,0.05670
2006,"Rhineland-Palatinate, Saarland",Germany,0.70462,1131,1201,0.67881,0.73043
2006,"Rhineland-Palatinate, Saarland",Eastern Europe,0.03340,70,1201,0.02323,0.04356
2006,Baden-Wuerttemberg,Germany,0.65782,2230,2634,0.63969,0.67594
2006,Baden-Wuerttemberg,Southern Europe,0.05783,178,2634,0.04892,0.06675
2006,Baden-Wuerttemberg,Western Asia,0.02453,115,2634,0.01862,0.03043
2006,Baden-Wuerttemberg,Eastern Europe,0.03617,111,2634,0.02904,0.04330
2006,Bavaria,Germany,0.71752,2825,3117,0.70172,0.73333
2006,Bavaria,Southern Europe,0.02583,71,3117,0.02026,0.03140
2006,Bavaria,Western Asia,0.01944,63,3117,0.01459,0.02429
2006,Bavaria,Eastern Europe,0.03868,120,3117,0.03191,0.04545
2006,Bavaria,Western Europe,0.01596,38,3117,0.01156,0.02036
2006,Berlin,Germany,0.78298,731,731,0.75307,0.81288
2006,Brandenburg,Germany,0.85563,933,933,0.83307,0.87820
2006,Mecklenburg-Western Pomerania,Germany,0.86359,549,549,0.83485,0.89233
2006,Saxony,Germany,0.86433,1578,1578,0.84743,0.88124
2006,Saxony-Anhalt,Germany,0.84479,899,899,0.82111,0.86848
2006,Thuringa,Germany,0.85203,949,949,0.82943,0.87463
2007,Schleswig-Holstein,Germany,0.77093,578,578,0.73664,0.80522
2007,Hamburg,Germany,0.80481,271,271,0.75753,0.85209
2007,Lower Saxony,Germany,0.74672,1679,1748,0.72633,0.76712
2007,Lower Saxony,Eastern Europe,0.03204,69,1748,0.02378,0.04030
2007,Bremen,Germany,0.83483,136,136,0.77219,0.89747
2007,North Rhine-Westphalia,Germany,0.71150,3701,4204,0.69781,0.72520
2007,North Rhine-Westphalia,Southern Europe,0.02265,106,4204,0.01815,0.02714
2007,North Rhine-Westphalia,Central Asia,0.01795,74,4204,0.01393,0.02196
2007,North Rhine-Westphalia,Western Asia,0.03092,142,4204,0.02569,0.03616
2007,North Rhine-Westphalia,Eastern Europe,0.03858,181,4204,0.03276,0.04440
2007,Hesse,Germany,0.67873,1216,1367,0.65397,0.70350
2007,Hesse,Southern Europe,0.04272,58,1367,0.03199,0.05344
2007,Hesse,Western Asia,0.03076,37,1367,0.02161,0.03992
2007,Hesse,Eastern Europe,0.04439,56,1367,0.03347,0.05531
2007,"Rhineland-Palatinate, Saarland",Germany,0.71681,1040,1102,0.69019,0.74342
2007,"Rhineland-Palatinate, Saarland",Eastern Europe,0.03181,62,1102,0.02144,0.04218
2007,Baden-Wuerttemberg,Germany,0.65240,2061,2428,0.63345,0.67135
2007,Baden-Wuerttemberg,Southern Europe,0.06326,156,2428,0.05358,0.07295
2007,Baden-Wuerttemberg,Western Asia,0.02360,103,2428,0.01756,0.02964
2007,Baden-Wuerttemberg,Eastern Europe,0.03878,108,2428,0.03110,0.04646
2007,Bavaria,Germany,0.71923,2673,2953,0.70302,0.73545
2007,Bavaria,Southern Europe,0.02954,72,2953,0.02343,0.03565
2007,Bavaria,Western Asia,0.01962,60,2953,0.01461,0.02462
2007,Bavaria,Eastern Europe,0.03774,111,2953,0.03086,0.04461
2007,Bavaria,Western Europe,0.01692,37,2953,0.01227,0.02157
2007,Berlin,Germany,0.78546,704,704,0.75512,0.81581
2007,Brandenburg,Germany,0.86329,862,862,0.84035,0.88624
2007,Mecklenburg-Western Pomerania,Germany,0.88034,509,509,0.85212,0.90857
2007,Saxony,Germany,0.86897,1508,1508,0.85193,0.88601
2007,Saxony-Anhalt,Germany,0.86462,869,869,0.84186,0.88738
2007,Thuringa,Germany,0.86433,910,910,0.84207,0.88659
2008,Schleswig-Holstein,Germany,0.76733,518,518,0.73091,0.80375
2008,Hamburg,Germany,0.80559,262,262,0.75758,0.85360
2008,Lower Saxony,Germany,0.76981,1619,1674,0.74964,0.78998
2008,Lower Saxony,Eastern Europe,0.02718,55,1674,0.01939,0.03497
2008,Bremen,Germany,0.85652,131,131,0.79626,0.91678
2008,North Rhine-Westphalia,Germany,0.71576,3467,3912,0.70162,0.72989
2008,North Rhine-Westphalia,Southern Europe,0.02335,95,3912,0.01862,0.02808
2008,North Rhine-Westphalia,Central Asia,0.01445,62,3912,0.01071,0.01819
2008,North Rhine-Westphalia,Western Asia,0.03179,125,3912,0.02629,0.03728
2008,North Rhine-Westphalia,Eastern Europe,0.04100,163,3912,0.03478,0.04721
2008,Hesse,Germany,0.67620,1153,1288,0.65063,0.70176
2008,Hesse,Southern Europe,0.04475,54,1288,0.03345,0.05604
