year,quintil_oecd,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1985,1. Quintil,Urban regions,6.647504926764768,6.616125574143652,6.678884279385883,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5778.0
1985,1. Quintil,Rural regions,6.566258218359588,6.503077462745234,6.629438973973941,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,1509.0
1985,2. Quintil,Urban regions,7.226514913112564,7.184434520959498,7.26859530526563,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2835.0
1985,2. Quintil,Rural regions,7.080768885022424,7.0044915370870395,7.157046232957809,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,849.0
1986,1. Quintil,Urban regions,6.592157395982594,6.560281385777468,6.624033406187719,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5593.0
1986,1. Quintil,Rural regions,6.592667950368332,6.529236766578132,6.6560991341585325,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1412.0
1986,2. Quintil,Urban regions,7.1498431935183335,7.108607655320646,7.191078731716021,5.0,8.0,9.0,0.0,10.0,8.0,8.0,8.0,2713.0
1986,2. Quintil,Rural regions,7.058839240871265,6.982100084675067,7.135578397067463,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,838.0
1987,1. Quintil,Urban regions,6.57327885628837,6.542240551376223,6.604317161200517,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5590.0
1987,1. Quintil,Rural regions,6.587113195568684,6.524819455530057,6.6494069356073116,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1409.0
1987,2. Quintil,Urban regions,7.017703124741884,6.976511875265282,7.058894374218487,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,2625.0
1987,2. Quintil,Rural regions,6.81406188217377,6.735655773754401,6.892467990593139,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0,810.0
1988,1. Quintil,Urban regions,6.486687431442581,6.454995799952333,6.518379062932829,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5394.0
1988,1. Quintil,Rural regions,6.40260919206907,6.336360689935653,6.468857694202487,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1304.0
1988,2. Quintil,Urban regions,6.976744843955648,6.934039401879931,7.019450286031364,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,2478.0
1988,2. Quintil,Rural regions,6.75699266901844,6.678751673254131,6.835233664782749,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,774.0
1989,1. Quintil,Urban regions,6.487923152967721,6.455692730006663,6.520153575928778,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5256.0
1989,1. Quintil,Rural regions,6.191439075079171,6.123145102584034,6.259733047574309,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,1242.0
1989,2. Quintil,Urban regions,6.96401747250047,6.920347525542555,7.007687419458385,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,2409.0
1989,2. Quintil,Rural regions,6.9025790972989665,6.819152266745764,6.986005927852169,5.0,7.468388143062887,9.0,0.0,10.0,7.0,6.0,7.0,728.0
1990,1. Quintil,Urban regions,6.481239795559917,6.452608842694676,6.509870748425158,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6326.0
1990,1. Quintil,Rural regions,6.448584695854673,6.406764248475475,6.490405143233871,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3389.0
1990,2. Quintil,Urban regions,6.995003976557744,6.95347909574154,7.0365288573739475,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,2602.0
1990,2. Quintil,Rural regions,7.086354069667038,7.028644393499171,7.144063745834906,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,1450.0
1991,1. Quintil,Urban regions,6.455098961210469,6.426064064305982,6.484133858114956,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6287.0
1991,1. Quintil,Rural regions,6.388688375807107,6.349184581124376,6.428192170489838,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3285.0
1991,2. Quintil,Urban regions,7.018575194631501,6.976235482251653,7.06091490701135,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,2461.0
1991,2. Quintil,Rural regions,7.073094354222676,7.019606626117442,7.126582082327911,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1437.0
1992,1. Quintil,Urban regions,6.556538220099672,6.527860079079884,6.585216361119459,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6274.0
1992,1. Quintil,Rural regions,6.428255714005187,6.387669536677025,6.468841891333348,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3180.0
1992,2. Quintil,Urban regions,7.142320762011291,7.099294558137958,7.185346965884625,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2351.0
1992,2. Quintil,Rural regions,7.168463996880051,7.111976049774681,7.224951943985422,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1346.0
1993,1. Quintil,Urban regions,6.397194478347439,6.368709052487806,6.425679904207072,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6278.0
1993,1. Quintil,Rural regions,6.398573865990506,6.359251045777414,6.437896686203597,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3222.0
1993,2. Quintil,Urban regions,7.047248963893358,7.003753209878938,7.090744717907778,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,2289.0
1993,2. Quintil,Rural regions,6.937953008491333,6.882067348138837,6.993838668843829,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,1280.0
1994,1. Quintil,Urban regions,6.285424092895258,6.256874414467349,6.313973771323166,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6273.0
