"year","age_gr","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1984","17-29","(Fach-)Abitur","8.04","7.5","482","5","7","10","10","10","7.86","8.22","0","10","8","9"
"1984","17-29","(noch) kein Abschluss","8.21","8.5","401","5","8","10","10","10","7.98","8.44","0","10","8","9"
"1984","17-29","AkademikerIn","8.17","7.5","128","5","7","10","10","10","7.85","8.49","2","10","8","9"
"1984","17-29","Hauptschule","8","8.5","1582","5","7","10","10","10","7.89","8.11","0","10","9","9"
"1984","17-29","Realschule","8.2","8.5","815","5","7","10","10","10","8.07","8.33","0","10","9","9"
"1984","30-45","(Fach-)Abitur","7.22","7.5","210","4","5","9","10","10","6.91","7.53","0","10","7","8"
"1984","30-45","(noch) kein Abschluss","6.72","6.5","445","3","5","9","10","10","6.47","6.97","0","10","7","8"
"1984","30-45","AkademikerIn","7.89","7.5","378","5","7","9","10","10","7.68","8.1","0","10","8","8"
"1984","30-45","Hauptschule","7.25","7.5","2308","4","5","9","10","10","7.15","7.35","0","10","8","8"
"1984","30-45","Realschule","7.61","7.5","521","5","6","9","10","10","7.42","7.8","0","10","8","8"
"1984","46-65","(Fach-)Abitur","6.47","6.5","125","2","5","9","10","10","5.99","6.95","0","10","6","8"
"1984","46-65","(noch) kein Abschluss","5.5","4.5","417","1","3","8","10","10","5.22","5.78","0","10","5","6"
"1984","46-65","AkademikerIn","6.75","6.5","220","3","5","9","10","10","6.43","7.07","0","10","7","8"
"1984","46-65","Hauptschule","5.99","5.5","2391","2","5","8","10","10","5.88","6.1","0","10","6","6"
"1984","46-65","Realschule","6.69","6.5","369","3","5","9","10","10","6.42","6.96","0","10","7","7"
"1984","66","(Fach-)Abitur","5.65","4.5","48","1","4","8","10","10","4.83","6.47","0","10","5","7"
"1984","66","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1984","66","AkademikerIn","6.66","6.5","63","2","5","9","10","10","5.95","7.37","0","10","7","8"
"1984","66","Hauptschule","5.14","4.5","956","1","3","7","9","10","4.96","5.32","0","10","5","5"
"1984","66","Realschule","6.02","5.5","177","2","5","8","10","10","5.63","6.41","0","10","5","7"
