year,age_gr,sex,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,17-29 J.,male,8.158744046054867,8.112683947608915,8.20480414450082,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0,1730.0
1984,17-29 J.,female,8.022541361961085,7.971961748322588,8.073120975599583,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0,1699.0
1984,30-45 J.,male,7.5060144942966085,7.4560841662917365,7.5559448223014805,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1935.0
1984,30-45 J.,female,7.229719360376541,7.178655332471342,7.2807833882817405,5.0,8.0,9.0,0.0,10.0,8.0,8.0,8.0,1967.0
1984,46-65 J.,male,6.1914996655584105,6.130413265368005,6.252586065748816,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,1773.0
1984,46-65 J.,female,6.08994324504308,6.029159579278135,6.150726910808025,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,1775.0
1984,66 und älter,male,5.570594844965371,5.447682141918248,5.693507548012494,4.0,5.0,8.0,0.0,10.0,5.0,4.0,5.0,503.0
1984,66 und älter,female,5.228771104118449,5.130399216452715,5.327142991784183,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0,761.0
1985,17-29 J.,male,7.987161535649426,7.940671453864411,8.03365161743444,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,1600.0
1985,17-29 J.,female,7.734700010959323,7.683153876531597,7.786246145387049,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1515.0
1985,30-45 J.,male,7.3202344124189,7.269930511420835,7.370538313416965,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1706.0
1985,30-45 J.,female,7.157112652403163,7.105220798295907,7.20900450651042,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,1766.0
1985,46-65 J.,male,6.21597105713311,6.158796454946256,6.273145659319964,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,1640.0
1985,46-65 J.,female,6.154842966856741,6.097041520129629,6.2126444135838526,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0,1644.0
1985,66 und älter,male,5.6007570079813975,5.476581659389292,5.724932356573503,4.0,6.0,8.0,0.0,10.0,6.0,6.0,7.0,440.0
1985,66 und älter,female,5.475705675416197,5.377728957794649,5.573682393037745,4.0,5.0,8.0,0.0,10.0,5.0,5.0,5.0,660.0
1986,17-29 J.,male,7.941613591336491,7.896241582942558,7.986985599730424,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1583.0
1986,17-29 J.,female,7.643917934022603,7.589850475664554,7.6979853923806525,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1465.0
