year,pgisced97,quintil_oecd,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,-5,-6,,,,,,,,,,,,
1984,-5,1. Quintil,,,,,,,,,,,,
1984,-1,-6,,,,,,,,,,,,
1984,-1,1. Quintil,6.672675402104567,6.169176055054841,7.176174749154294,5.0,7.0,10.0,0.0,10.0,7.0,4.0,9.0,42.0
1984,-1,2. Quintil,,,,,,,,,,,,
1984,-1,3. Quintil,,,,,,,,,,,,
1984,-1,4. Quintil,,,,,,,,,,,,
1984,-1,5. Quintil,,,,,,,,,,,,
1984,in school,-6,,,,,,,,,,,,
1984,in school,1. Quintil,8.418216623791839,8.194539055540972,8.641894192042706,8.0,9.0,10.0,5.0,10.0,9.0,9.0,10.0,52.0
1984,in school,2. Quintil,,,,,,,,,,,,
1984,in school,3. Quintil,,,,,,,,,,,,
1984,in school,4. Quintil,,,,,,,,,,,,
1984,in school,5. Quintil,,,,,,,,,,,,
1984,inadequately,-6,,,,,,,,,,,,
1984,inadequately,1. Quintil,6.384768519568009,6.277602539983659,6.49193449915236,5.0,7.0,9.0,0.0,10.0,7.0,7.0,8.0,725.0
1984,inadequately,2. Quintil,6.0052394291327325,5.80454883288326,6.205930025382205,4.0,6.0,8.0,0.0,10.0,6.0,5.0,7.0,195.0
1984,inadequately,3. Quintil,7.342737872606634,6.996868578911609,7.688607166301658,5.0,8.0,9.637550554352835,1.0,10.0,8.0,6.0,10.024999999999999,42.0
1984,inadequately,4. Quintil,,,,,,,,,,,,
1984,inadequately,5. Quintil,,,,,,,,,,,,
1984,general elemantary,-6,,,,,,,,,,,,
1984,general elemantary,1. Quintil,6.137523232679384,6.081744310179683,6.193302155179085,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,2387.0
1984,general elemantary,2. Quintil,6.590967947686645,6.489492377259225,6.6924435181140645,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,656.0
1984,general elemantary,3. Quintil,7.074599513635721,6.8946266774577705,7.254572349813671,5.0,8.0,10.0,0.0,10.0,8.0,8.0,9.0,188.0
1984,general elemantary,4. Quintil,6.067675595412576,5.6447689893859385,6.490582201439213,3.0,7.0,9.0,0.0,10.0,7.0,6.0,9.0,50.0
1984,general elemantary,5. Quintil,,,,,,,,,,,,
1984,middle vocational,-6,,,,,,,,,,,,
1984,middle vocational,1. Quintil,6.73530346163276,6.689504922426241,6.781102000839279,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,3195.0
1984,middle vocational,2. Quintil,7.087555339742334,7.026623008502062,7.148487670982606,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,1549.0
1984,middle vocational,3. Quintil,7.293137751659424,7.199792257916518,7.386483245402331,5.0,8.0,9.0,0.0,10.0,8.0,8.0,8.0,645.0
1984,middle vocational,4. Quintil,7.35768849581272,7.207916949482702,7.507460042142738,6.0,8.0,10.0,0.0,10.0,8.0,8.0,9.0,226.0
1984,middle vocational,5. Quintil,6.897131797843573,6.615122893369652,7.179140702317494,5.0,7.0,9.0,2.0,10.0,7.0,6.0,8.0,64.0
1984,vocational + Abi,1. Quintil,7.44808838288806,7.270178469221618,7.625998296554503,6.0,8.0,9.0,1.5,10.0,8.0,7.0,9.0,166.0
1984,vocational + Abi,2. Quintil,7.66038807462143,7.398469096061903,7.922307053180957,6.173220341295994,8.0,10.0,0.43305085323998416,10.0,8.0,7.0,8.0,73.0
1984,vocational + Abi,3. Quintil,6.793784083867015,6.358614382941696,7.228953784792334,5.0,8.0,9.0,0.0,10.0,8.0,8.0,10.0,42.0
1984,vocational + Abi,4. Quintil,,,,,,,,,,,,
1984,vocational + Abi,5. Quintil,,,,,,,,,,,,
1984,higher vocational,1. Quintil,6.562403390670996,6.402329041113702,6.72247774022829,5.0,7.0,9.0,0.0,10.0,7.0,6.0,8.0,272.0
1984,higher vocational,2. Quintil,6.893257560209517,6.737447334987341,7.049067785431693,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,219.0
1984,higher vocational,3. Quintil,7.300871255058049,7.066097127215814,7.5356453829002845,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,97.0
1984,higher vocational,4. Quintil,6.565145185183469,6.2213814283385585,6.908908942028379,5.0,7.0,8.0,0.5,10.0,7.0,6.0,8.0,50.0
1984,higher vocational,5. Quintil,,,,,,,,,,,,
1984,higher education,1. Quintil,7.285361586393677,7.124298959150201,7.446424213637153,5.0,8.0,9.0,0.0,10.0,8.0,8.0,8.0,226.0
1984,higher education,2. Quintil,7.37213578530511,7.224853467641815,7.519418102968405,6.094610754170126,8.0,9.0,1.736526885425314,10.0,8.0,8.0,8.024999999999999,213.0
1984,higher education,3. Quintil,7.427459462460542,7.26725508225863,7.587663842662454,6.187215305192839,8.0,9.0,1.9680382629820974,10.0,8.0,8.0,8.0,166.0
1984,higher education,4. Quintil,7.519839849342895,7.320650289356693,7.719029409329097,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,126.0
1984,higher education,5. Quintil,8.08827921322513,7.811834696249752,8.364723730200508,7.0,8.762395813802856,10.0,2.5,10.0,9.0,8.0,10.0,58.0
1985,-5,-6,,,,,,,,,,,,
1985,-1,-6,,,,,,,,,,,,
1985,-1,1. Quintil,7.576990999652215,7.30220243915695,7.851779560147479,6.0,8.0,10.0,0.0,10.0,8.0,7.0,9.0,69.0
1985,-1,2. Quintil,,,,,,,,,,,,
1985,-1,3. Quintil,,,,,,,,,,,,
1985,-1,4. Quintil,,,,,,,,,,,,
