year,sampreg,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Westdeutschland,maennlich,5804,6.977652147811409,6.944753852449594,7.010550443173225,2.2101146148282735,8.510229354835012,3.8952638187021673,8.0,3.0,8.0,8.0,8.0
1984,Westdeutschland,weiblich,6058,6.6050005787980295,6.571481586955477,6.638519570640582,4.7203052175458105,5.839487533832314,6.485673199354113,5.0,6.0,7.0,7.0,7.0
1985,Westdeutschland,maennlich,5237,6.891888299384735,6.859686392776497,6.9240902059929725,4.061238619371298,7.219905499693624,7.0076800681001075,7.0,5.0,7.0,6.974999999999994,7.0
1985,Westdeutschland,weiblich,5469,6.596925068294041,6.564419898315204,6.629430238272879,7.832435259023009,4.0,9.45797779882306,10.0,10.0,7.0,7.0,7.0
1986,Westdeutschland,maennlich,5079,6.919645640385521,6.8879290817767185,6.951362198994323,6.154973257791609,6.199586482268446,7.934563100313531,8.0,6.0,7.0,6.0,7.0
1986,Westdeutschland,weiblich,5215,6.5067938998082475,6.473528641665895,6.5400591579506,6.0986435133253085,7.944052869858372,8.0,10.0,10.0,7.0,7.0,7.0
1987,Westdeutschland,maennlich,5051,6.8295719545161555,6.7986176480949805,6.8605262609373305,6.23133566454317,7.0,6.665858271675133,8.0,0.0,7.0,7.0,7.0
1987,Westdeutschland,weiblich,5146,6.479326948949766,6.446457401383863,6.51219649651567,5.1071080755955425,8.14062209784771,5.266553928112316,5.0,5.505722706887476,7.0,7.0,7.0
1988,Westdeutschland,maennlich,4805,6.657879909957394,6.625395023743088,6.690364796171701,7.0,7.584573555670092,5.350694922085605,9.473957616871592,2.8767373052140126,7.0,7.0,7.0
1988,Westdeutschland,weiblich,4933,6.421094556378191,6.387678487563539,6.454510625192842,4.3670488244405625,7.070423054689591,7.827328389505677,7.0,10.0,7.0,7.0,7.0
1989,Westdeutschland,maennlich,4666,6.698511427825933,6.665658464889456,6.731364390762409,7.383681220381729,7.3922428873722374,6.497454743049068,8.71302093638072,5.168115027050076,7.0,7.0,7.0
1989,Westdeutschland,weiblich,4788,6.335133604089163,6.300712088258744,6.369555119919581,9.214880774218354,4.36588178258548,0.7462662119659383,21.917802617596976,-11.956655631412685,7.0,7.0,7.0
1990,Westdeutschland,maennlich,4565,6.7204878056956,6.688512673056098,6.7524629383351025,2.165896901070117,3.2613635380596744,8.683491601557947,9.0,8.0,7.0,7.0,7.0
1990,Westdeutschland,weiblich,4711,6.412806645563793,6.379509408501392,6.446103882626194,1.268926300439702,7.1781240096087675,6.8586820417097165,0.0,8.0,7.0,7.0,7.0
1990,Ostdeutschland,maennlich,2060,6.838911016936047,6.784160673184398,6.8936613606876955,8.48774470032672,7.587005764170796,8.768564617302388,8.06651482486322,4.0,7.0,6.0,7.0
1990,Ostdeutschland,weiblich,2277,6.40016880206718,6.345450171573327,6.454887432561033,6.6829352852739685,5.0,6.0,10.0,4.975597072089047,7.0,7.0,7.0
1991,Westdeutschland,maennlich,4561,6.696613985840894,6.6640384305617335,6.729189541120055,3.633356640219097,9.30135532662007,7.173764980816669,9.0,8.0,7.0,7.0,7.0
1991,Westdeutschland,weiblich,4713,6.40865600426498,6.37569810353991,6.44161390499005,6.780612033202019,5.539573931273502,7.261413050180367,8.0,7.0,7.0,7.0,7.0
1991,Ostdeutschland,maennlich,1950,6.803511655899378,6.752116651401867,6.854906660396889,8.603464058062263,5.873204410263467,7.907947038484526,10.0,6.86467150911792,7.0,6.0,7.0
1991,Ostdeutschland,weiblich,2121,6.272131682054966,6.2204192957279245,6.323844068382008,3.575067511837563,6.066583300885657,5.0,3.0,6.0,6.0,5.0,6.0
1992,Westdeutschland,maennlich,4483,6.819791219477318,6.78688897982274,6.8526934591318955,4.719934960127939,5.483807905899459,10.0,7.0,6.0,7.0,7.0,7.0
1992,Westdeutschland,weiblich,4684,6.5046208020385725,6.470994190658203,6.538247413418942,6.0,8.845147294835936,5.548548854875604,9.0,4.871372137189011,7.0,7.0,7.0
1992,Ostdeutschland,maennlich,1843,6.745144098387324,6.694322004831181,6.795966191943466,6.132462866002224,7.986044972827986,8.68771886898861,5.0,8.0,7.0,7.0,7.0
1992,Ostdeutschland,weiblich,2038,6.2796958786365105,6.230196674659356,6.329195082613665,4.411871938926402,7.682030024011304,4.370920685950718,4.473298818389928,4.309493806487193,7.0,7.0,8.0
1993,Westdeutschland,maennlich,4469,6.648744902674206,6.616175516386473,6.681314288961939,8.0193734123617,9.016794035708827,8.158448757205583,8.0,8.0,7.0,7.0,7.0
1993,Westdeutschland,weiblich,4637,6.391566085989437,6.358201477891327,6.424930694087547,7.531823225141943,2.5992279955389486,8.727143734486326,9.0,8.0,7.0,7.0,7.0
1993,Ostdeutschland,maennlich,1778,6.635255830334787,6.584375256263983,6.68613640440559,6.308009155891662,8.0,5.140742236347424,8.058909535208018,3.0,7.0,7.0,7.0
1993,Ostdeutschland,weiblich,1969,6.19781241123693,6.147411338344714,6.2482134841291455,2.4993126483330745,6.953163916533507,8.0,6.0,7.0,6.0,5.0,6.0
1994,Westdeutschland,maennlich,4365,6.600951138947092,6.567424436734755,6.63447784115943,7.0,9.0,6.9097837163888,10.0,6.774459290972,7.0,7.0,7.0
1994,Westdeutschland,weiblich,4593,6.285347506090198,6.2518801759517455,6.3188148362286505,4.874003802413686,7.895230528002575,7.0,1.6850095060342145,8.0,7.0,7.0,7.0
1994,Ostdeutschland,maennlich,1763,6.447103577652917,6.397173203767601,6.497033951538233,8.0,5.0,6.357832425041168,10.463251362438248,3.8945810626029194,7.0,7.0,7.0
1994,Ostdeutschland,weiblich,1934,6.04720975745899,5.996484907308804,6.097934607609177,4.552232114901458,7.0,6.814856504509767,8.0,5.0,6.0,6.0,6.0
