year,pgisced97,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,in school,Staedtischer Raum,71,8.082647755758998,7.885537115493822,8.279758396024175,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0
1985,in school,Laendlicher Raum,,,,,,,,,,,,
1985,inadequately,Staedtischer Raum,713,6.482545800909294,6.382598546865276,6.5824930549533125,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0
1985,inadequately,Laendlicher Raum,99,5.681290968203765,5.391630917113759,5.9709510192937705,4.0,5.0,8.0,0.0,10.0,5.0,3.0,5.0
1985,general elemantary,Staedtischer Raum,2195,6.415886049256044,6.363517702194081,6.468254396318007,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1985,general elemantary,Laendlicher Raum,713,6.346795305731826,6.2552312924494,6.438359319014252,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1985,middle vocational,Staedtischer Raum,4004,6.805995620631459,6.768915470247493,6.8430757710154255,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0
1985,middle vocational,Laendlicher Raum,1145,6.835334460855436,6.765973156327505,6.904695765383367,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0
1985,vocational + Abi,Staedtischer Raum,226,6.811977697644468,6.650633762739463,6.973321632549474,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0
1985,vocational + Abi,Laendlicher Raum,44,7.1286245207759675,6.798676224696096,7.458572816855839,5.0,8.0,9.0,0.0,10.0,8.0,8.0,10.0
1985,higher vocational,Staedtischer Raum,478,6.672822669053455,6.568147906493545,6.777497431613366,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0
1985,higher vocational,Laendlicher Raum,139,6.705421089467934,6.493711027109373,6.917131151826495,5.0,7.0,9.0,0.0,10.0,7.0,6.0,8.0
1985,higher education,Staedtischer Raum,632,7.391022696105282,7.314540807602637,7.467504584607927,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1985,higher education,Laendlicher Raum,122,7.234509922675584,7.038334450551096,7.430685394800072,5.890414096944086,8.0,9.0,1.2260352423602159,10.0,8.0,8.0,9.0
1986,in school,Staedtischer Raum,81,7.980264719732647,7.799933736749255,8.160595702716039,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0
1986,in school,Laendlicher Raum,,,,,,,,,,,,
1986,inadequately,Staedtischer Raum,650,6.244046883131695,6.138289945506738,6.349803820756652,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1986,inadequately,Laendlicher Raum,104,5.696141581533826,5.399308348726185,5.992974814341467,4.0,6.0,8.0,0.0,10.0,6.0,4.0,8.0
1986,general elemantary,Staedtischer Raum,2086,6.380566959623809,6.327476070540864,6.433657848706754,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1986,general elemantary,Laendlicher Raum,671,6.466456539120596,6.3724244606435345,6.560488617597658,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1986,middle vocational,Staedtischer Raum,3876,6.732277401707007,6.69491257664376,6.769642226770254,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0
1986,middle vocational,Laendlicher Raum,1098,6.820266710273931,6.751301446843748,6.889231973704114,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0
1986,vocational + Abi,Staedtischer Raum,227,6.922837649331762,6.773459350083551,7.072215948579973,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0
1986,vocational + Abi,Laendlicher Raum,47,7.392459313736125,7.144411039646299,7.64050758782595,5.0,8.0,9.0,3.0,10.0,8.0,7.0,9.0
1986,higher vocational,Staedtischer Raum,453,6.684699443981393,6.578687252158572,6.7907116358042146,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0
1986,higher vocational,Laendlicher Raum,128,6.783081136855152,6.590173737340149,6.9759885363701555,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0
1986,higher education,Staedtischer Raum,623,7.264011513490641,7.181817444011802,7.34620558296948,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1986,higher education,Laendlicher Raum,125,6.942551750218399,6.745181745360397,7.139921755076402,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0
1987,in school,Staedtischer Raum,96,7.859914356915578,7.677947899818535,8.04188081401262,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0
1987,in school,Laendlicher Raum,,,,,,,,,,,,
1987,inadequately,Staedtischer Raum,635,6.227799773007821,6.1261412460385385,6.329458299977104,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1987,inadequately,Laendlicher Raum,100,5.860929334950381,5.57640651296692,6.145452156933842,3.0,6.0,8.0,0.0,10.0,6.0,4.0,8.0
1987,general elemantary,Staedtischer Raum,2057,6.370597292343381,6.318551923744876,6.422642660941885,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1987,general elemantary,Laendlicher Raum,638,6.243707601440881,6.148175860479494,6.3392393424022675,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1987,middle vocational,Staedtischer Raum,3845,6.67544506838014,6.638758092529548,6.7121320442307315,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1987,middle vocational,Laendlicher Raum,1110,6.749935658854577,6.682509339667341,6.817361978041813,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1987,vocational + Abi,Staedtischer Raum,231,6.935474817420483,6.790352626735078,7.080597008105889,5.368145489834984,8.0,8.0,1.4203637245874607,10.0,8.0,8.0,9.0
1987,vocational + Abi,Laendlicher Raum,42,6.892421429518633,6.562200365943146,7.22264249309412,5.0,8.0,9.0,0.0,10.0,8.0,8.0,10.0
1987,higher vocational,Staedtischer Raum,445,6.6150157768088205,6.511743120836394,6.718288432781247,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1987,higher vocational,Laendlicher Raum,121,7.11035652095407,6.942694313920846,7.278018727987293,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0
1987,higher education,Staedtischer Raum,617,7.174515279302892,7.093121214179148,7.2559093444266365,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1987,higher education,Laendlicher Raum,124,7.08312494006718,6.877359736710441,7.288890143423919,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0
1988,in school,Staedtischer Raum,70,7.679866190413105,7.496464898736137,7.863267482090074,7.0,7.327074094447732,9.0,4.0,10.0,7.0,6.0,7.0
1988,in school,Laendlicher Raum,,,,,,,,,,,,
1988,inadequately,Staedtischer Raum,585,6.2325506904059464,6.130750170648042,6.334351210163851,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1988,inadequately,Laendlicher Raum,91,5.276055127843238,4.936407995640052,5.615702260046423,2.0,5.703434372356039,8.0,0.0,10.0,6.0,4.0,8.0
1988,general elemantary,Staedtischer Raum,2010,6.191308666705384,6.137239434782878,6.245377898627889,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1988,general elemantary,Laendlicher Raum,599,6.192029326179256,6.095799619438905,6.288259032919607,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1988,middle vocational,Staedtischer Raum,3668,6.582895101692142,6.545045557247337,6.620744646136948,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1988,middle vocational,Laendlicher Raum,1051,6.554504769362983,6.482803994742875,6.62620554398309,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1988,vocational + Abi,Staedtischer Raum,231,6.9164496136006814,6.785773474031805,7.047125753169558,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0
1988,vocational + Abi,Laendlicher Raum,37,6.597987028180075,6.21232562425112,6.98364843210903,5.0,8.0,8.0,0.5,10.0,8.0,8.0,11.0
1988,higher vocational,Staedtischer Raum,425,6.627048108673684,6.5242140843545595,6.729882132992808,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1988,higher vocational,Laendlicher Raum,115,6.696821371341255,6.518310865352663,6.875331877329848,5.0,7.0,8.0,2.0,10.0,7.0,7.0,8.0
1988,higher education,Staedtischer Raum,589,7.068201521793608,6.985377874754705,7.15102516883251,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0
1988,higher education,Laendlicher Raum,112,6.983185151661401,6.7768827056492595,7.189487597673543,5.0,8.0,9.0,1.0,10.0,8.0,8.0,9.0
1989,in school,Staedtischer Raum,73,8.085487557859631,7.841138438456388,8.329836677262874,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0
1989,in school,Laendlicher Raum,,,,,,,,,,,,
1989,inadequately,Staedtischer Raum,554,6.242179486651515,6.127423966343176,6.356935006959853,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1989,inadequately,Laendlicher Raum,83,5.275612116903887,4.979126655858431,5.572097577949344,3.0,5.0,8.0,0.0,10.0,5.0,3.0,6.0
1989,general elemantary,Staedtischer Raum,1939,6.2188990733884415,6.163987554184527,6.273810592592356,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1989,general elemantary,Laendlicher Raum,542,5.966362021334713,5.8645702329730796,6.068153809696346,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0
1989,middle vocational,Staedtischer Raum,3600,6.578607592348455,6.540478966796493,6.616736217900416,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1989,middle vocational,Laendlicher Raum,1006,6.496946068567956,6.421626538056295,6.572265599079617,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1989,vocational + Abi,Staedtischer Raum,246,7.039176217184492,6.921114485323801,7.157237949045183,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0
1989,vocational + Abi,Laendlicher Raum,40,6.897155196233655,6.573013689960862,7.221296702506447,5.887586280894762,7.628980315362556,8.0,2.718965702236906,10.0,7.0,6.0,7.0
1989,higher vocational,Staedtischer Raum,403,6.504543843366264,6.396817547527122,6.612270139205406,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1989,higher vocational,Laendlicher Raum,113,6.478779785195523,6.269830761518915,6.687728808872131,5.0,7.0,8.0,1.0,10.0,7.0,6.0,8.0
1989,higher education,Staedtischer Raum,588,7.0441405263762435,6.957245934047629,7.131035118704858,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0
1989,higher education,Laendlicher Raum,110,6.546578554796993,6.3426813519553065,6.750475757638679,5.0,7.0,8.0,2.0,10.0,7.0,6.0,8.0
1990,in school,Staedtischer Raum,74,7.492161047262663,7.221878097802525,7.762443996722801,6.241386969420295,8.0,9.0,2.103467423550737,10.0,8.0,7.0,9.0
1990,in school,Laendlicher Raum,,,,,,,,,,,,
1990,inadequately,Staedtischer Raum,539,6.320114503515508,6.21793784367785,6.422291163353165,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1990,inadequately,Laendlicher Raum,88,6.286715759340487,6.004509596128105,6.56892192255287,4.0,7.0,9.0,0.0,10.0,7.0,6.0,9.0
