year,pgisced97,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1990,general elemantary,Staedtischer Raum,2004,6.125026033551893,6.071460209859789,6.178591857243997,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1990,general elemantary,Laendlicher Raum,848,5.926510274108316,5.837681493968254,6.015339054248378,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0
1990,middle vocational,Staedtischer Raum,4288,6.630573222084337,6.596592890649053,6.66455355351962,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1990,middle vocational,Laendlicher Raum,2703,6.700643296585155,6.655970044001679,6.745316549168631,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1990,vocational + Abi,Staedtischer Raum,285,6.90784828404548,6.785568341348894,7.030128226742066,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0
1990,vocational + Abi,Laendlicher Raum,84,7.33852861524076,7.110041766466771,7.567015464014749,6.382979515772064,8.0,9.0,2.4574487894301598,10.0,8.0,8.0,9.0
1990,higher vocational,Staedtischer Raum,478,6.587476136648521,6.494511218810367,6.680441054486674,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1990,higher vocational,Laendlicher Raum,288,6.586761571360156,6.451708586469927,6.721814556250385,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0
1990,higher education,Staedtischer Raum,982,6.917684286453373,6.8499567484541535,6.985411824452593,5.0,8.0,8.0,0.5,10.0,8.0,8.0,9.0
1990,higher education,Laendlicher Raum,688,6.979245380591315,6.893455243186205,7.065035517996424,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0
1991,in school,Staedtischer Raum,69,7.786608241691429,7.512586314064265,8.060630169318593,7.0,9.0,9.0,4.0,10.0,9.0,9.0,10.0
1991,in school,Laendlicher Raum,,,,,,,,,,,,
1991,inadequately,Staedtischer Raum,530,6.394135253892689,6.295572030870228,6.492698476915151,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1991,inadequately,Laendlicher Raum,89,6.646803747997739,6.37035778531042,6.923249710685058,5.0,8.0,9.0,0.0,10.0,8.0,8.0,10.0
1991,general elemantary,Staedtischer Raum,1933,6.154003503104305,6.099521850094258,6.208485156114352,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1991,general elemantary,Laendlicher Raum,817,6.0077249197322455,5.925566880691059,6.089882958773432,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1991,middle vocational,Staedtischer Raum,4205,6.563273911413282,6.5285835311979445,6.59796429162862,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1991,middle vocational,Laendlicher Raum,2619,6.60685638229866,6.564182515208655,6.649530249388665,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1991,vocational + Abi,Staedtischer Raum,294,7.0635838914664335,6.944951827528958,7.182215955403909,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0
1991,vocational + Abi,Laendlicher Raum,83,6.921051170889418,6.713180628635956,7.128921713142879,5.65173296715647,7.226716917342711,8.0,2.129332417891176,10.0,7.0,6.0,7.0
1991,higher vocational,Staedtischer Raum,464,6.521019775885181,6.414661585063736,6.627377966706626,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0
1991,higher vocational,Laendlicher Raum,287,6.636160864044536,6.50934280577468,6.7629789223143915,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1991,higher education,Staedtischer Raum,979,6.918933729670905,6.851755581029406,6.986111878312404,5.0,8.0,8.686484761022657,0.0,10.0,8.0,8.0,9.0
1991,higher education,Laendlicher Raum,678,6.861421094817314,6.781167871764868,6.94167431786976,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0
1992,in school,Staedtischer Raum,67,8.27636018686571,8.06862504220477,8.484095331526651,8.0,9.0,9.0,6.5,10.0,9.0,9.0,10.0
1992,in school,Laendlicher Raum,,,,,,,,,,,,
1992,inadequately,Staedtischer Raum,506,6.138612949764273,6.030154270759142,6.247071628769404,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1992,inadequately,Laendlicher Raum,99,5.9200318293865655,5.650043926589656,6.190019732183475,4.0,7.0,8.0,0.0,10.0,7.0,7.0,9.0
1992,general elemantary,Staedtischer Raum,1857,6.2006069752242405,6.145540633616118,6.255673316832363,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1992,general elemantary,Laendlicher Raum,791,6.00371364470879,5.9166134050531936,6.090813884364386,4.0,6.0,8.0,0.0,10.0,6.0,5.0,6.0
1992,middle vocational,Staedtischer Raum,4150,6.68406889472483,6.649574348801549,6.718563440648111,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1992,middle vocational,Laendlicher Raum,2483,6.67364924355881,6.629545246941214,6.717753240176405,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1992,vocational + Abi,Staedtischer Raum,298,7.1530451601640905,7.039180939809408,7.266909380518773,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0
1992,vocational + Abi,Laendlicher Raum,84,7.021290339017208,6.775762716898255,7.2668179611361605,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0
1992,higher vocational,Staedtischer Raum,467,6.594506885288264,6.491541937564095,6.697471833012433,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1992,higher vocational,Laendlicher Raum,293,6.76591803691718,6.646196438286186,6.8856396355481735,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0
1992,higher education,Staedtischer Raum,990,7.0122284257718,6.945363717941243,7.079093133602358,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0
1992,higher education,Laendlicher Raum,630,6.921404001432655,6.841140944851092,7.001667058014218,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0
1993,in school,Staedtischer Raum,57,8.362830928281001,8.167919528287488,8.557742328274514,8.0,9.0,9.0,6.5,10.0,9.0,9.0,10.0
1993,in school,Laendlicher Raum,31,8.50416889644052,8.224561996743113,8.783775796137927,8.0,9.0,10.0,5.0,10.0,9.0,8.0,10.0
1993,inadequately,Staedtischer Raum,489,6.109371081895714,6.0025005937938,6.216241569997627,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1993,inadequately,Laendlicher Raum,100,5.797423255793634,5.542679160668242,6.052167350919025,4.143398625151327,6.0,8.0,0.0,10.0,6.0,5.0,7.0
1993,general elemantary,Staedtischer Raum,1799,6.142862287813549,6.0858550818361845,6.199869493790914,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1993,general elemantary,Laendlicher Raum,777,5.9265782455733085,5.842299091243458,6.010857399903159,5.0,6.0,8.0,0.5,10.0,6.0,6.0,7.0
1993,middle vocational,Staedtischer Raum,4168,6.512321769385835,6.477856232631009,6.546787306140661,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1993,middle vocational,Laendlicher Raum,2476,6.574413712344439,6.531519493193311,6.617307931495567,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1993,vocational + Abi,Staedtischer Raum,290,7.074504771488971,6.95899740067282,7.190012142305121,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0
1993,vocational + Abi,Laendlicher Raum,93,7.3565266592678435,7.1541772338448535,7.558876084690834,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1993,higher vocational,Staedtischer Raum,460,6.543508670485164,6.4446282136884525,6.642389127281876,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1993,higher vocational,Laendlicher Raum,283,6.481423620123011,6.352846057471821,6.610001182774202,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1993,higher education,Staedtischer Raum,1011,6.721445177048016,6.657760878706878,6.785129475389155,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1993,higher education,Laendlicher Raum,620,6.859397144529978,6.779946598398829,6.9388476906611265,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0
1994,in school,Staedtischer Raum,87,8.45927385697776,8.31280001956142,8.605747694394099,8.0,9.0,10.0,5.0,10.0,9.0,9.0,10.0
1994,in school,Laendlicher Raum,35,7.8055763222883545,7.514042577353804,8.097110067222905,7.0,8.0,9.0,4.0,10.0,8.0,7.0,9.0
1994,inadequately,Staedtischer Raum,461,5.945550670715385,5.829244873398957,6.061856468031814,4.0,6.0,8.0,0.0,10.0,6.0,5.0,7.0
1994,inadequately,Laendlicher Raum,88,6.160483919496297,5.834979974800598,6.485987864191996,3.934541878930269,7.0,9.0,0.0,10.0,7.0,6.0,9.0
1994,general elemantary,Staedtischer Raum,1696,5.9635136294014535,5.9063518843110865,6.02067537449182,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0
1994,general elemantary,Laendlicher Raum,731,6.020455957796272,5.9305789229830905,6.110332992609453,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0
1994,middle vocational,Staedtischer Raum,4125,6.435533746995493,6.401382109343433,6.469685384647554,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1994,middle vocational,Laendlicher Raum,2428,6.449286034172218,6.404984760770063,6.493587307574373,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1994,vocational + Abi,Staedtischer Raum,287,6.856214702043302,6.729268573340436,6.983160830746169,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0
1994,vocational + Abi,Laendlicher Raum,102,7.120319706338092,6.922827739335719,7.317811673340466,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0
1994,higher vocational,Staedtischer Raum,460,6.183789935979681,6.078619639641981,6.288960232317382,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1994,higher vocational,Laendlicher Raum,290,6.3684809759041,6.241823238462421,6.495138713345779,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1994,higher education,Staedtischer Raum,1037,6.7251944945594895,6.661505322362731,6.788883666756248,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0
1994,higher education,Laendlicher Raum,615,6.727108923730559,6.649113784905518,6.8051040625556,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1995,in school,Staedtischer Raum,103,7.873465781650276,7.72547223276822,8.021459330532332,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
1995,in school,Laendlicher Raum,39,8.675623321774511,8.445178138710373,8.906068504838649,8.0,9.0,10.0,5.0,10.0,9.0,8.0,10.0
1995,inadequately,Staedtischer Raum,443,5.934699318743491,5.819263298714771,6.050135338772211,5.0,6.0,8.0,0.5,10.0,6.0,5.0,7.0
1995,inadequately,Laendlicher Raum,82,5.720554521738749,5.4668998269568005,5.9742092165206975,4.0,5.0,8.0,0.0,10.0,5.0,3.0,5.0
1995,general elemantary,Staedtischer Raum,1686,6.052351082108453,5.994478247969282,6.110223916247624,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0
1995,general elemantary,Laendlicher Raum,732,5.982612645843482,5.896668927170447,6.0685563645165175,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0
1995,middle vocational,Staedtischer Raum,4210,6.450981958368957,6.41743617348997,6.484527743247944,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1995,middle vocational,Laendlicher Raum,2484,6.474508285398999,6.432918947247807,6.51609762355019,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1995,vocational + Abi,Staedtischer Raum,356,7.118036145948832,7.011446993250549,7.224625298647115,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0
1995,vocational + Abi,Laendlicher Raum,114,6.925971568086378,6.745736827317061,7.106206308855694,5.0,8.0,8.0,1.0,10.0,8.0,8.0,9.0
1995,higher vocational,Staedtischer Raum,449,6.4695448612821815,6.369976882903833,6.56911283966053,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1995,higher vocational,Laendlicher Raum,301,6.5370237031160565,6.422738559270479,6.651308846961634,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1995,higher education,Staedtischer Raum,1102,6.735998205094523,6.674873877333863,6.797122532855183,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1995,higher education,Laendlicher Raum,649,6.756539997102248,6.679932713004731,6.833147281199765,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0
1996,in school,Staedtischer Raum,110,7.972368117172058,7.815567002594686,8.129169231749431,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0
1996,in school,Laendlicher Raum,42,8.318920202521966,8.045910908396687,8.591929496647245,8.0,8.716741119375529,10.0,5.0,10.0,9.0,8.0,10.0
1996,inadequately,Staedtischer Raum,403,5.982567489107309,5.861099392514408,6.10403558570021,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1996,inadequately,Laendlicher Raum,85,5.846088946845491,5.585998255059896,6.106179638631086,4.0,6.0,8.0,0.0,10.0,6.0,5.0,7.0
1996,general elemantary,Staedtischer Raum,1597,5.963942594867478,5.904432226420518,6.023452963314439,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0
1996,general elemantary,Laendlicher Raum,710,5.819120959386409,5.733046483725122,5.9051954350476965,5.0,6.0,8.0,0.5,10.0,6.0,6.0,7.0
1996,middle vocational,Staedtischer Raum,4134,6.424627090233742,6.3910740857027335,6.458180094764751,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1996,middle vocational,Laendlicher Raum,2478,6.495362882322138,6.453599947169132,6.537125817475144,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1996,vocational + Abi,Staedtischer Raum,354,7.133403508908695,7.029287842786036,7.237519175031355,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0
1996,vocational + Abi,Laendlicher Raum,117,7.022824881279013,6.847959457072276,7.19769030548575,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0
1996,higher vocational,Staedtischer Raum,466,6.4390592937858235,6.337761694084762,6.540356893486885,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1996,higher vocational,Laendlicher Raum,295,6.246571936278899,6.126310393701506,6.366833478856292,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1996,higher education,Staedtischer Raum,1116,6.794973501212082,6.736937700914691,6.8530093015094735,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0
1996,higher education,Laendlicher Raum,648,6.618544758009208,6.544275564481487,6.692813951536929,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1997,in school,Staedtischer Raum,105,7.765511849472131,7.580536008526733,7.950487690417529,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
1997,in school,Laendlicher Raum,47,7.695877090756587,7.425547063777895,7.96620711773528,6.163935564710125,8.0,9.0,1.9098389117753127,10.0,8.0,7.0,9.0
1997,inadequately,Staedtischer Raum,385,6.136453297037351,6.018600862831333,6.2543057312433685,4.474552043940242,6.0,8.0,0.0,10.0,6.0,5.0,6.0
1997,inadequately,Laendlicher Raum,76,5.682854395240215,5.391306929193764,5.974401861286665,3.0,5.294861532937353,8.0,1.0,10.0,6.0,5.0,8.0
1997,general elemantary,Staedtischer Raum,1569,6.001589066707744,5.943559016825672,6.059619116589817,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0
1997,general elemantary,Laendlicher Raum,684,5.9465146054602265,5.857450155914692,6.035579055005761,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1997,middle vocational,Staedtischer Raum,4038,6.462175802456761,6.428803525001027,6.495548079912495,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1997,middle vocational,Laendlicher Raum,2417,6.342538816869809,6.299558235243564,6.385519398496054,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1997,vocational + Abi,Staedtischer Raum,332,6.927192867425169,6.820636067778886,7.033749667071452,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0
1997,vocational + Abi,Laendlicher Raum,118,7.424290821595736,7.269152728488376,7.579428914703096,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0
1997,higher vocational,Staedtischer Raum,465,6.401827098888885,6.300311241766038,6.503342956011731,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1997,higher vocational,Laendlicher Raum,288,6.175948210193385,6.05791448669062,6.293981933696151,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1997,higher education,Staedtischer Raum,1104,6.7951505019859475,6.738265456801331,6.852035547170564,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0
1997,higher education,Laendlicher Raum,661,6.452987959404031,6.37835678702385,6.5276191317842125,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0249999999999995
