year,regtyp,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2010,Rural regions,West,6.52341483094588,6.492320251468914,6.554509410422846,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4765.0
2010,Rural regions,East,6.127179634708757,6.09072415813114,6.163635111286373,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,3570.0
2011,Urban regions,West,6.579925599009001,6.561908870390835,6.597942327627167,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,14521.0
2011,Urban regions,East,6.3198587900281735,6.270936937905204,6.368780642151143,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2022.0
2011,Rural regions,West,6.4987107724059365,6.468953192284471,6.528468352527402,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5466.0
2011,Rural regions,East,6.162653148269911,6.127316999788403,6.197989296751419,5.0,6.747501061426635,8.0,0.5,10.0,7.0,7.0,8.0,3763.0
2012,Urban regions,West,6.650669261424989,6.633035610320362,6.668302912529616,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,14727.0
2012,Urban regions,East,6.348458352793486,6.300796630451404,6.396120075135568,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2042.0
2012,Rural regions,West,6.642501482149983,6.614475146729027,6.67052781757094,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5737.0
2012,Rural regions,East,6.176172619112045,6.141480910819119,6.2108643274049715,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,3900.0
2013,Urban regions,West,6.693853316156575,6.677741744270631,6.70996488804252,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,17998.0
2013,Urban regions,East,6.311614283878494,6.262477576940367,6.36075099081662,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2118.0
2013,Rural regions,West,6.618312085642614,6.5913781639181455,6.645246007367083,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6493.0
2013,Rural regions,East,6.241594036821681,6.2068132731685335,6.276374800474828,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3980.0
2014,Urban regions,West,6.651383374789859,6.634328483709743,6.668438265869974,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,15679.0
2014,Urban regions,East,6.342012150931192,6.292826921852503,6.391197380009882,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1936.0
2014,Rural regions,West,6.637669750420754,6.60895354962944,6.666385951212067,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5801.0
2014,Rural regions,East,6.30789297024077,6.272639500300379,6.343146440181162,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3640.0
2015,Urban regions,West,6.656794996084155,6.639049327445009,6.674540664723302,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,14317.0
2015,Urban regions,East,6.45739158570394,6.408225866782198,6.506557304625682,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1836.0
2015,Rural regions,West,6.6733326773996104,6.644761256075253,6.7019040987239675,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5443.0
2015,Rural regions,East,6.153647891263012,6.116586179301461,6.190709603224564,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,3404.0
2016,Urban regions,West,6.678128073438654,6.661530777169633,6.694725369707676,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,15776.0
2016,Urban regions,East,6.485911178399479,6.437450903354417,6.534371453444541,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1956.0
2016,Rural regions,West,6.6613213525642445,6.633972837981621,6.688669867146868,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5792.0
2016,Rural regions,East,6.212914489362205,6.177184427254654,6.248644551469755,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,3566.0
2017,Urban regions,West,6.641182937236397,6.625291489180392,6.657074385292401,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,17589.0
2017,Urban regions,East,6.450509460455959,6.405511327116857,6.495507593795061,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2210.0
2017,Rural regions,West,6.582496624465389,6.556138966310207,6.6088542826205705,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6624.0
2017,Rural regions,East,6.215512150487069,6.181009083990967,6.250015216983172,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3947.0
2018,Urban regions,West,6.592813468019964,6.576510515625196,6.609116420414732,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,16979.0
2018,Urban regions,East,6.490269487134905,6.446052310661383,6.534486663608428,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2174.0
2018,Rural regions,West,6.5750251001202775,6.548300485142052,6.601749715098503,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6145.0
2018,Rural regions,East,6.198951209145579,6.165038891986463,6.232863526304695,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3825.0
2019,Urban regions,West,6.694776661261225,6.678450119843941,6.71110320267851,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,16664.0
2019,Urban regions,East,6.480383178619059,6.433965175583214,6.526801181654903,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2126.0
2019,Rural regions,West,6.626259197119356,6.59905287442368,6.653465519815032,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5927.0
2019,Rural regions,East,6.343600654959285,6.309660182716092,6.377541127202479,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3795.0
2020,Urban regions,West,6.6907499386137195,6.67499624186001,6.7065036353674286,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,17698.0
2020,Urban regions,East,6.601810443598344,6.55632154536437,6.647299341832318,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2198.0
2020,Rural regions,West,6.536123259458581,6.508028595561119,6.5642179233560425,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5853.0
2020,Rural regions,East,6.39416259260683,6.3606913692088245,6.427633816004835,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3619.0
2021,Urban regions,West,6.9224982227157,6.904529946700563,6.940466498730837,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,11769.0
2021,Urban regions,East,7.075028424012254,7.024570591870349,7.12548625615416,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,1527.0
2021,Rural regions,West,6.904469798262711,6.873042874586504,6.935896721938917,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,3887.0
2021,Rural regions,East,6.631634794991614,6.5900734969884445,6.673196092994783,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2372.0
