year,regtyp,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1985,Urban regions,West,6.781252669992934,6.755780162951165,6.8067251770347035,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,8613.0
1985,Rural regions,West,6.719074360374828,6.669686364063553,6.768462356686102,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,2358.0
1986,Urban regions,West,6.7160215961422125,6.690303362101599,6.741739830182826,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,8306.0
1986,Rural regions,West,6.730922570037259,6.681477726118468,6.78036741395605,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2250.0
1987,Urban regions,West,6.665792660160984,6.640583193939065,6.691002126382903,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8215.0
1987,Rural regions,West,6.652230539127739,6.603187939541341,6.7012731387141375,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2219.0
1988,Urban regions,West,6.585223954868669,6.5593457803959,6.611102129341437,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7872.0
1988,Rural regions,West,6.505289091954901,6.454024848911974,6.556553334997828,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2078.0
1989,Urban regions,West,6.581770600062111,6.555421447095821,6.608119753028401,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7665.0
1989,Rural regions,West,6.388226094421051,6.334514803541618,6.441937385300484,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1970.0
1990,Urban regions,West,6.58969465871701,6.563996339077203,6.615392978356818,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7477.0
1990,Urban regions,East,6.504385211257824,6.437698958530217,6.57107146398543,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1451.0
1990,Rural regions,West,6.542607212074612,6.4915374607409415,6.593676963408283,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1969.0
1990,Rural regions,East,6.680557489113505,6.632566917739826,6.728548060487183,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,2870.0
1991,Urban regions,West,6.559846350940054,6.5335238350502145,6.586168866829894,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7424.0
1991,Urban regions,East,6.591251553272257,6.527137751445557,6.655365355098957,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1324.0
1991,Rural regions,West,6.579354638881087,6.531603335665381,6.627105942096793,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2002.0
1991,Rural regions,East,6.510576398670752,6.465483552269848,6.555669245071655,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2720.0
1992,Urban regions,West,6.680495500960574,6.654114632089518,6.70687636983163,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7313.0
1992,Urban regions,East,6.528284984585572,6.468009340279313,6.588560628891832,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1312.0
1992,Rural regions,West,6.646963953696141,6.595982459770734,6.6979454476215485,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1989.0
1992,Rural regions,East,6.517932193680397,6.473474158692108,6.562390228668686,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2537.0
1993,Urban regions,West,6.527899327174331,6.501622055931168,6.554176598417493,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7259.0
1993,Urban regions,East,6.421435096208058,6.359674955382589,6.483195237033527,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1308.0
1993,Rural regions,West,6.5643286588689715,6.514950710574152,6.613706607163791,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1991.0
1993,Rural regions,East,6.427344110255351,6.383758632811062,6.470929587699641,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2511.0
1994,Urban regions,West,6.430713313141969,6.404202152804211,6.4572244734797275,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7134.0
1994,Urban regions,East,6.218766489593344,6.157080164831263,6.280452814355425,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,1306.0
1994,Rural regions,West,6.54181480384218,6.489977479341098,6.593652128343262,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1941.0
1994,Rural regions,East,6.28511059044687,6.241827239552164,6.3283939413415755,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,2458.0
1995,Urban regions,West,6.494967877400025,6.4693689469944715,6.520566807805578,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7473.0
1995,Urban regions,East,6.252434241436678,6.190898618507186,6.31396986436617,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,1212.0
1995,Rural regions,West,6.555336015688044,6.507637929113537,6.603034102262551,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2083.0
1995,Rural regions,East,6.346475134647472,6.305367884762909,6.387582384532035,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,2463.0
1996,Urban regions,West,6.481917749283629,6.4561098683160845,6.507725630251174,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7276.0
1996,Urban regions,East,6.191473946277531,6.131754420815618,6.251193471739445,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,1237.0
1996,Rural regions,West,6.471501384033484,6.423485626319166,6.519517141747802,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2079.0
1996,Rural regions,East,6.350714558065346,6.30996751779866,6.3914615983320315,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,2443.0
1997,Urban regions,West,6.5085426507400825,6.483143760862445,6.53394154061772,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7138.0
1997,Urban regions,East,6.175894050687473,6.114845717441086,6.236942383933861,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,1209.0
1997,Rural regions,West,6.444510790382501,6.3956737547988345,6.493347825966167,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2032.0
1997,Rural regions,East,6.211721188982226,6.170390937225023,6.253051440739429,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,2416.0
1998,Urban regions,West,6.599655622166366,6.5752882088542055,6.624023035478526,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7985.0
1998,Urban regions,East,6.246953230353457,6.188194469058115,6.305711991648798,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,1249.0
1998,Rural regions,West,6.665142270501657,6.6195066085557235,6.7107779324475905,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2346.0
1998,Rural regions,East,6.296680766775837,6.2566928972761024,6.336668636275571,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,2605.0
1999,Urban regions,West,6.5870408168144525,6.561758665266259,6.612322968362646,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7614.0
1999,Urban regions,East,6.207848396690359,6.147212161348877,6.268484632031841,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,1235.0
1999,Rural regions,West,6.501973495455229,6.455973808323903,6.5479731825865555,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2243.0
1999,Rural regions,East,6.235435476602052,6.194415476107187,6.276455477096917,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,2543.0
2000,Urban regions,West,6.7813294999534515,6.762621742210982,6.800037257695921,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,13835.0
2000,Urban regions,East,6.459528717031503,6.409370490473887,6.509686943589119,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1845.0
2000,Rural regions,West,6.744992057135421,6.7122714248630215,6.77771268940782,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4395.0
2000,Rural regions,East,6.340504686982751,6.305817239439182,6.37519213452632,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3990.0
2001,Urban regions,West,6.778333099396925,6.758978009096113,6.7976881896977375,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,12512.0
2001,Urban regions,East,6.424639678060605,6.372434111451976,6.476845244669234,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1742.0
2001,Rural regions,West,6.770542054343461,6.735536355413299,6.805547753273623,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3912.0
2001,Rural regions,East,6.356730113376695,6.3217991812197285,6.391661045533662,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3676.0
2002,Urban regions,West,6.653785800716507,6.635223886226547,6.672347715206468,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,13473.0
2002,Urban regions,East,6.419192871503224,6.370002318042038,6.46838342496441,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1768.0
2002,Rural regions,West,6.679875407313978,6.646276730391245,6.7134740842367115,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4086.0
2002,Rural regions,East,6.252494042235635,6.216476517958483,6.288511566512787,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,3646.0
2003,Urban regions,West,6.6720417195694735,6.65329933604295,6.6907841030959965,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,12946.0
2003,Urban regions,East,6.346685954503709,6.296717931198076,6.396653977809342,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1761.0
2003,Rural regions,West,6.650455394436915,6.615720181057749,6.685190607816081,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3845.0
2003,Rural regions,East,6.254798352652989,6.219375795448004,6.2902209098579736,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,3574.0
2004,Urban regions,West,6.51906792407376,6.499429401425515,6.5387064467220055,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,12549.0
2004,Urban regions,East,6.074782376255377,6.021703608702177,6.127861143808577,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,1757.0
2004,Rural regions,West,6.6093468405447755,6.573859753645221,6.64483392744433,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3783.0
2004,Rural regions,East,6.103739506594287,6.065916046524543,6.141562966664032,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,3444.0
2005,Urban regions,West,6.5360597444599495,6.516153662388707,6.555965826531192,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,12014.0
2005,Urban regions,East,6.327289423751892,6.275230659614192,6.379348187889591,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1698.0
2005,Rural regions,West,6.651835710002188,6.615278931359892,6.688392488644483,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3599.0
2005,Rural regions,East,6.1977222359600965,6.159590946867455,6.235853525052738,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,3323.0
2006,Urban regions,West,6.597584606920272,6.578389096691147,6.616780117149396,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,12668.0
2006,Urban regions,East,6.194933721335737,6.141816028564296,6.248051414107177,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,1743.0
2006,Rural regions,West,6.543935259152658,6.508482582286048,6.579387936019268,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3986.0
2006,Rural regions,East,6.22837407607184,6.190909213506343,6.265838938637337,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,3520.0
2007,Urban regions,West,6.530958292086991,6.511270822703775,6.550645761470207,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,11742.0
2007,Urban regions,East,6.2903299537286586,6.236748031901237,6.34391187555608,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1669.0
2007,Rural regions,West,6.571650662746737,6.536960710132077,6.606340615361396,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3722.0
2007,Rural regions,East,6.233894335118318,6.196905438610355,6.270883231626281,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,3333.0
2008,Urban regions,West,6.508495036659137,6.48835126175386,6.528638811564414,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,11031.0
2008,Urban regions,East,6.375389088731625,6.323336116982535,6.427442060480715,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1613.0
2008,Rural regions,West,6.546269687172591,6.510225551562224,6.582313822782959,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3495.0
2008,Rural regions,East,6.2342764921071545,6.19720994894259,6.271343035271719,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,3149.0
2009,Urban regions,West,6.4707682745430475,6.449535441524742,6.492001107561353,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,10137.0
2009,Urban regions,East,6.253732565554311,6.198706888237589,6.308758242871034,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1528.0
2009,Rural regions,West,6.446115663681238,6.407809830221539,6.484421497140937,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3321.0
2009,Rural regions,East,6.144306552999797,6.105975541894055,6.18263756410554,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,3001.0
2010,Urban regions,West,6.561226818436482,6.5426758433706835,6.57977779350228,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,13697.0
2010,Urban regions,East,6.260968326341849,6.2090811963385235,6.312855456345174,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0249999999999995,1894.0
