year,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,-1,6.779848319366841,6.756275675676529,6.803420963057152,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,11862.0
1985,Staedtischer Raum,6.750954409665718,6.725188098855025,6.776720720476412,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,8411.0
1985,Laendlicher Raum,6.685757390106196,6.635531869600847,6.735982910611545,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,2295.0
1986,Staedtischer Raum,6.6970670517554,6.67100929990127,6.7231248036095295,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,8090.0
1986,Laendlicher Raum,6.716295057023484,6.666307309640676,6.766282804406292,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2204.0
1987,Staedtischer Raum,6.649164238148095,6.623675099954689,6.6746533763415,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8031.0
1987,Laendlicher Raum,6.632587159415596,6.58294796812158,6.6822263507096125,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2166.0
1988,Staedtischer Raum,6.553117437308505,6.526974987308938,6.579259887308073,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7701.0
1988,Laendlicher Raum,6.470701087228947,6.418885872272658,6.5225163021852355,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2037.0
1989,Staedtischer Raum,6.555779284677886,6.529197293024248,6.582361276331524,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7521.0
1989,Laendlicher Raum,6.349746924022061,6.295667918878921,6.403825929165201,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1933.0
1990,-1,7.0189122920348,6.761580145264963,7.276244438804637,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,86.0
1990,Staedtischer Raum,6.564293693799839,6.540244507969232,6.588342879630446,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8783.0
1990,Laendlicher Raum,6.575380113138218,6.540579870278362,6.610180355998073,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4744.0
1991,-1,6.984554675974047,6.749596908333065,7.219512443615028,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,89.0
1991,Staedtischer Raum,6.544167166974289,6.5196761956733615,6.568658138275217,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8617.0
1991,Laendlicher Raum,6.531350982122376,6.498638644424866,6.564063319819886,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4639.0
1992,-1,6.881787394791325,6.6725442356331515,7.091030553949499,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,115.0
1992,Staedtischer Raum,6.64550673972733,6.62108551275176,6.6699279667029,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8481.0
1992,Laendlicher Raum,6.574433635385374,6.540562053152104,6.608305217618644,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4452.0
1993,Staedtischer Raum,6.494959370035207,6.47056485708606,6.519353882984353,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8424.0
