year,age_gr,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,unter 18 J.,,,,,,,,,,,,
1984,18-29 J.,3148,8.047598060500436,8.011627326813477,8.083568794187395,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0
1984,30-45 J.,3902,7.368913113617853,7.3331430727720495,7.404683154463656,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1984,46-65 J.,3548,6.137866050194931,6.094776151638849,6.180955948751013,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1984,66 und älter,1264,5.351672029483999,5.27478157527259,5.428562483695408,3.0,5.0,8.0,0.0,10.0,5.0,5.0,5.0
1985,unter 18 J.,,,,,,,,,,,,
1985,18-29 J.,2850,7.832074947210018,7.795715332019018,7.868434562401019,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
1985,30-45 J.,3472,7.239080734436868,7.202915464718728,7.275246004155008,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1985,46-65 J.,3284,6.183924266642343,6.143258120902433,6.224590412382253,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1985,66 und älter,1100,5.52064895403305,5.443776964239022,5.597520943827079,4.0,5.0,8.0,0.0,10.0,5.0,4.0,5.0
1986,unter 18 J.,,,,,,,,,,,,
1986,18-29 J.,2786,7.778176989141476,7.7413212257601725,7.815032752522779,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
1986,30-45 J.,3263,7.190773302040833,7.155147754136362,7.226398849945305,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1986,46-65 J.,3221,6.1250921497498885,6.083885386621446,6.1662989128783305,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0
1986,66 und älter,1024,5.5526107109616465,5.473522375026143,5.63169904689715,4.0,5.0,8.0,0.0,10.0,5.0,4.0,5.0
1987,unter 18 J.,,,,,,,,,,,,
1987,18-29 J.,2765,7.641050155254634,7.6047308486832215,7.677369461826046,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
1987,30-45 J.,3163,7.057029818188885,7.0199955466308435,7.094064089746926,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0
1987,46-65 J.,3202,6.213961531101674,6.174315603782984,6.2536074584203645,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1987,66 und älter,1067,5.544032504708484,5.467803487919757,5.620261521497212,4.0,6.0,8.0,0.0,10.0,6.0,6.0,7.0
1988,unter 18 J.,,,,,,,,,,,,
1988,18-29 J.,2650,7.59593798607356,7.559066072558358,7.632809899588762,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
1988,30-45 J.,2948,6.980604551391659,6.943870819926872,7.017338282856446,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0
1988,46-65 J.,3107,6.085785150834418,6.044685029003258,6.126885272665579,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0
1988,66 und älter,1033,5.394146316660196,5.315380813132578,5.4729118201878135,4.0,5.0,7.0,0.0,10.0,5.0,4.0,5.0
1989,unter 18 J.,,,,,,,,,,,,
1989,18-29 J.,2637,7.615431575678024,7.577831376189708,7.653031775166341,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
1989,30-45 J.,2836,6.931407213865854,6.892889383797245,6.969925043934463,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0
1989,46-65 J.,2972,6.0151540930420975,5.972933549068888,6.0573746370153065,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0
1989,66 und älter,1009,5.385994329271491,5.30732363490505,5.464665023637933,4.0,5.0,7.0,0.0,10.0,5.0,4.0,5.0
1990,unter 18 J.,,,,,,,,,,,,
1990,18-29 J.,3604,7.678563369135344,7.646420381120886,7.710706357149802,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
1990,30-45 J.,4300,7.0291598011491585,6.997840876384098,7.060478725914219,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0
1990,46-65 J.,4254,6.050442660745684,6.016538004664472,6.0843473168268964,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0
1990,66 und älter,1455,5.356546197883425,5.29099346765439,5.42209892811246,4.0,5.0,7.0,0.0,10.0,5.0,4.0,5.0
1991,unter 18 J.,,,,,,,,,,,,
1991,18-29 J.,3469,7.587997690969554,7.55468210196422,7.621313279974888,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
1991,30-45 J.,4310,7.025840506491928,6.995490651899403,7.056190361084453,5.0,8.0,8.0,0.5,10.0,8.0,8.0,9.0
1991,46-65 J.,4127,6.075201960992405,6.041425583265438,6.108978338719371,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0
1991,66 und älter,1439,5.331453651492019,5.267333848339354,5.395573454644684,4.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
1992,unter 18 J.,,,,,,,,,,,,
1992,18-29 J.,3334,7.7487498477961,7.717343786515594,7.780155909076607,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
1992,30-45 J.,4255,7.1061759650862655,7.0756186270342365,7.1367333031382945,6.0,8.0,8.0,3.0,10.0,8.0,8.0,8.0
1992,46-65 J.,4020,6.172443090075364,6.137685154131209,6.207201026019519,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1992,66 und älter,1439,5.342750806644274,5.279057349440565,5.406444263847982,4.0,5.0,7.0,0.0,10.0,5.0,4.0,5.0
1993,unter 18 J.,,,,,,,,,,,,
1993,18-29 J.,3255,7.5823146727514406,7.549091725137187,7.615537620365694,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
1993,30-45 J.,4193,6.964889016386871,6.934386898593091,6.99539113418065,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0
1993,46-65 J.,3943,6.014139163440671,5.979810365363524,6.048467961517818,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0
