year,pgisced97,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,in school,Westdeutschland,86,8.410388386649071,8.21815189682391,8.602624876474232,8.0,9.0,10.0,5.0,10.0,9.0,9.0,10.0
1984,inadequately,Westdeutschland,977,6.352868825964823,6.261334382505016,6.44440326942463,5.0,7.0,9.0,0.0,10.0,7.0,7.0,8.0
1984,general elemantary,Westdeutschland,3303,6.277084624859221,6.2300833560398905,6.324085893678551,5.0,7.0,9.0,0.0,10.0,7.0,7.0,8.0
1984,middle vocational,Westdeutschland,5679,6.9240936623037745,6.8908532454114635,6.957334079196086,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0
1984,vocational + Abi,Westdeutschland,309,7.3403909741856195,7.207623122930928,7.4731588254403105,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1984,higher vocational,Westdeutschland,658,6.802675055278307,6.706384160207422,6.898965950349192,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0
1984,higher education,Westdeutschland,789,7.436778433136646,7.357413792750745,7.516143073522547,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1985,in school,Westdeutschland,89,8.129902515063701,7.953808519211132,8.305996510916271,7.0,8.0,9.83448099643142,2.7482785053528698,10.0,8.0,7.0,8.0
1985,inadequately,Westdeutschland,812,6.324818892061681,6.229051712190577,6.420586071932785,5.0,7.0,9.0,0.0,10.0,7.0,7.0,8.0
1985,general elemantary,Westdeutschland,2908,6.396037869058159,6.350582391676478,6.441493346439841,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1985,middle vocational,Westdeutschland,5149,6.813051700227832,6.78035045437107,6.845752946084594,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0
1985,vocational + Abi,Westdeutschland,270,6.869144586284903,6.723857616538833,7.0144315560309725,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0
1985,higher vocational,Westdeutschland,617,6.680692451064322,6.586473805491154,6.774911096637491,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0
1985,higher education,Westdeutschland,754,7.3632477411323425,7.291538286541337,7.434957195723348,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1986,in school,Westdeutschland,94,8.113087749198357,7.9407349595884344,8.28544053880828,7.0,8.0,10.0,3.0,10.0,8.0,7.0,8.0
1986,inadequately,Westdeutschland,754,6.114783807745909,6.013299464584939,6.216268150906879,4.0,7.0,8.0,0.0,10.0,7.0,7.0,8.0
1986,general elemantary,Westdeutschland,2757,6.404996784319447,6.358751440733836,6.451242127905059,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1986,middle vocational,Westdeutschland,4974,6.753344650160018,6.720495124146979,6.786194176173057,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0
1986,vocational + Abi,Westdeutschland,274,7.015612553636363,6.885096517401316,7.14612858987141,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0
1986,higher vocational,Westdeutschland,581,6.707862381239591,6.614951168168491,6.800773594310692,5.0,7.0,8.0,0.5,10.0,7.0,6.0,7.0
1986,higher education,Westdeutschland,748,7.205971361311835,7.12978248108711,7.282160241536559,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1987,in school,Westdeutschland,109,7.7750802154008785,7.5963720069891,7.953788423812657,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0
1987,inadequately,Westdeutschland,735,6.150827535446599,6.053908033493465,6.247747037399733,4.0,7.0,8.0,0.0,10.0,7.0,7.0,8.0
1987,general elemantary,Westdeutschland,2695,6.335580369072186,6.289817654543377,6.381343083600996,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1987,middle vocational,Westdeutschland,4955,6.693371096781965,6.661147554989406,6.725594638574523,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1987,vocational + Abi,Westdeutschland,273,6.927867014424253,6.795063487302514,7.060670541545992,5.0,8.0,8.0,0.5,10.0,8.0,8.0,9.0
1987,higher vocational,Westdeutschland,566,6.724876225042296,6.63584903082429,6.813903419260302,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1987,higher education,Westdeutschland,741,7.158132860010245,7.0819812510027305,7.23428446901776,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1988,in school,Westdeutschland,82,7.792626030865821,7.621562495925785,7.963689565805858,7.0,8.0,9.0,4.0,10.0,8.0,8.0,9.0
1988,inadequately,Westdeutschland,676,6.028752013395431,5.925936593875182,6.131567432915681,4.0,6.0,8.0,0.0,10.0,6.0,5.0,6.0
1988,general elemantary,Westdeutschland,2609,6.19150603848305,6.14441351934268,6.23859855762342,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1988,middle vocational,Westdeutschland,4719,6.576064570611049,6.542581380990917,6.60954776023118,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1988,vocational + Abi,Westdeutschland,268,6.864809280361191,6.739477184350897,6.9901413763714855,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0
1988,higher vocational,Westdeutschland,540,6.642376138027881,6.5530081516397,6.731744124416062,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1988,higher education,Westdeutschland,701,7.054317689684682,6.977283553840885,7.131351825528479,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0
1989,in school,Westdeutschland,88,8.037637082072758,7.811560012438732,8.263714151706784,7.0,9.0,10.0,2.5,10.0,9.0,9.0,10.0
1989,inadequately,Westdeutschland,637,6.039831090042477,5.931793136182084,6.14786904390287,4.0,7.0,8.0,0.0,10.0,7.0,7.0,8.0
1989,general elemantary,Westdeutschland,2481,6.153486796843834,6.105144997118048,6.201828596569619,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1989,middle vocational,Westdeutschland,4606,6.559390873718701,6.525321966853388,6.5934597805840145,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1989,vocational + Abi,Westdeutschland,286,7.017169494960092,6.905739205183493,7.12859978473669,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0
1989,higher vocational,Westdeutschland,516,6.498721120880114,6.402928555528144,6.594513686232084,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1989,higher education,Westdeutschland,698,6.959831485251049,6.879593354442462,7.040069616059637,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0
1990,in school,Westdeutschland,88,7.640127722314971,7.411781764236443,7.868473680393499,7.0,8.0,9.0,4.0,10.0,8.0,7.0,8.0
1990,in school,Ostdeutschland,,,,,,,,,,,,
1990,inadequately,Westdeutschland,616,6.302517921755379,6.203900895436022,6.401134948074735,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
1990,inadequately,Ostdeutschland,,,,,,,,,,,,
1990,general elemantary,Westdeutschland,2387,6.117344002245213,6.068622492997238,6.166065511493188,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1990,general elemantary,Ostdeutschland,473,5.6716502428431115,5.535830345246706,5.807470140439517,4.0,5.0,8.0,0.0,10.0,5.0,4.0,5.0
1990,middle vocational,Westdeutschland,4527,6.634078557449123,6.601645744175242,6.666511370723004,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1990,middle vocational,Ostdeutschland,2518,6.732253258573112,6.681878163599669,6.7826283535465555,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0
1990,vocational + Abi,Westdeutschland,290,6.90467289685582,6.7849289407626525,7.024416852948988,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0
1990,vocational + Abi,Ostdeutschland,80,7.563483751669864,7.314724371341316,7.812243131998412,6.5468440243928,8.0,9.0,2.8671100609819997,10.0,8.0,7.0,8.0
1990,higher vocational,Westdeutschland,514,6.61377306628465,6.523549455583384,6.703996676985915,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
