year,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,0.7333775001640593,0.6908696831409891,0.77496716891785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12063.0
1985,0.7352389626444544,0.6950802827602822,0.7823495212655303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10967.0
1986,0.7015704677906016,0.6629962499818959,0.7477839198588582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10528.0
1987,0.6754699059570246,0.6269047840699536,0.7263138008604696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10412.0
1988,0.6656932698673055,0.6188589312430105,0.7069510244084157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9942.0
1989,0.6902463579264355,0.644513765326044,0.7346079226335737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9643.0
1990,0.24714465732185037,0.2242588150863301,0.2681051233944397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13841.0
1991,0.5204121676191349,0.4872885262820146,0.5558584265241638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13550.0
1992,0.5648760756531962,0.520412466122337,0.6085398245287245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13266.0
1993,0.5310175570113654,0.4952126394415759,0.5626968147045688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13036.0
1994,0.5140718371438705,0.48480862505740163,0.5476940614936325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12822.0
1995,0.5252924004568119,0.4989011425983174,0.5543918491025457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13189.0
1996,0.5369520032208647,0.5078859620373478,0.5686644082441478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12994.0
1997,0.5307688143714039,0.4918173348653,0.5708452877078434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12736.0
1998,0.47169294621573904,0.4329462151342688,0.4999510514473328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14182.0
1999,0.5311921847758493,0.49729106459413197,0.5676679803137794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13601.0
2000,0.5298673495083378,0.5084053321347866,0.5538517923209294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23998.0
2001,0.5354257564867202,0.5117915743875389,0.564334584460132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21852.0
2002,0.5401879064856475,0.5095684427760593,0.5661768725674716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22941.0
2003,0.5553658576697893,0.5279804232663773,0.5833080775451455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22085.0
2004,0.5720841975015,0.5420870259121492,0.6024971143039919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21545.0
2005,0.5986772069321917,0.5701481195216026,0.6366515518971926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20631.0
2006,0.5235211936222315,0.49611326807842937,0.5568495560018701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21908.0
2007,0.5174044725784337,0.4887304797651061,0.5444403205729329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20424.0
2008,0.5287760072964579,0.49789849450391477,0.5602350111462849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19269.0
2009,0.5366386999776258,0.49972204157660727,0.5753973377542003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17953.0
2010,0.5953892177055605,0.5604952043597661,0.6270107057416063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23925.0
2011,0.5292211420792379,0.4994831296926394,0.558077879015311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28273.0
2012,0.5353075985030441,0.5029639135687196,0.5640821385610644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27572.0
2013,0.505136736807823,0.4780066569713185,0.5327294615742979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25618.0
2014,0.5635794616044602,0.5304251327435876,0.5921791581566943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27001.0
2015,0.5041475777170648,0.4717876428939701,0.5353804571566863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26690.0
2016,0.509985348205548,0.47863568219692587,0.540692229800157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27092.0
2017,0.5138859274576046,0.4871687831819077,0.541758558202265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30370.0
2018,0.47374555586169276,0.44526517329935833,0.4972667701356319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29071.0
2019,0.44874279284987123,0.42151601350600154,0.47631820644747613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28947.0
2020,0.44343347051754145,0.4167718706214139,0.4677350855733982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29173.0
2021,0.5423470992855862,0.50432259980011,0.5819143605521339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18765.0
