year,age_gr,sex,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,0,maennlich,,,,,,,,,,,,
1984,0,weiblich,,,,,,,,,,,,
1984,18-29 J.,maennlich,2.596819779211274,2.509004139871556,2.684635418550992,0.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0,1558.0
1984,18-29 J.,weiblich,2.030404890703936,1.9479815343389215,2.11282824706895,0.0,0.0,3.0,0.0,7.5,0.0,0.0,0.0,1531.0
1984,30-45 J.,maennlich,0.31491738137132247,0.291069101349282,0.33876566139336295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1926.0
1984,30-45 J.,weiblich,0.12081348241465183,0.10830556583022737,0.1333213989990763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1965.0
1984,46-65 J.,maennlich,0.08721373161549502,0.0787595880019577,0.09566787522903233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1771.0
1984,46-65 J.,weiblich,0.03336438074408296,0.026987521138908094,0.03974124034925783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1774.0
1984,66 und älter,maennlich,0.04469869654509722,0.03137823183210341,0.05801916125809103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0
1984,66 und älter,weiblich,0.01715032332656516,0.01105419153987056,0.02324645511325976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.0
1984,5,maennlich,,,,,,,,,,,,
1984,5,weiblich,,,,,,,,,,,,
1984,6,maennlich,,,,,,,,,,,,
1984,6,weiblich,,,,,,,,,,,,
1984,7,maennlich,,,,,,,,,,,,
1984,7,weiblich,,,,,,,,,,,,
1984,8,maennlich,,,,,,,,,,,,
1984,8,weiblich,,,,,,,,,,,,
1984,9,maennlich,,,,,,,,,,,,
1984,9,weiblich,,,,,,,,,,,,
1984,10,maennlich,,,,,,,,,,,,
1984,10,weiblich,,,,,,,,,,,,
1984,11,maennlich,,,,,,,,,,,,
1984,11,weiblich,,,,,,,,,,,,
1984,12,maennlich,,,,,,,,,,,,
1984,12,weiblich,,,,,,,,,,,,
1984,13,maennlich,,,,,,,,,,,,
1984,13,weiblich,,,,,,,,,,,,
1984,14,maennlich,,,,,,,,,,,,
1984,14,weiblich,,,,,,,,,,,,
1984,15,maennlich,,,,,,,,,,,,
1984,15,weiblich,,,,,,,,,,,,
1984,16,maennlich,,,,,,,,,,,,
1984,16,weiblich,,,,,,,,,,,,
1984,17,maennlich,,,,,,,,,,,,
1984,17,weiblich,,,,,,,,,,,,
1985,0,maennlich,,,,,,,,,,,,
1985,0,weiblich,,,,,,,,,,,,
1985,18-29 J.,maennlich,2.5259700227145534,2.436103657863099,2.615836387566008,0.0,0.0,6.0,0.0,14.0,0.0,0.0,0.0,1432.0
1985,18-29 J.,weiblich,1.9482866223513875,1.8651269015359113,2.0314463431668637,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1399.0
1985,30-45 J.,maennlich,0.3940434116593131,0.36610702225473823,0.421979801063888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1702.0
1985,30-45 J.,weiblich,0.15374337205661162,0.13735650625449697,0.17013023785872627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1766.0
1985,46-65 J.,maennlich,0.10608558236378371,0.09636775767305765,0.11580340705450977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1652.0
1985,46-65 J.,weiblich,0.04526174625248887,0.037332767030377384,0.05319072547460035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1651.0
1985,66 und älter,maennlich,0.0520838310266382,0.03491698176606565,0.06925068028721076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0
1985,66 und älter,weiblich,0.01673329540078061,0.010810113336486422,0.022656477465074796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0
1985,5,maennlich,,,,,,,,,,,,
1985,5,weiblich,,,,,,,,,,,,
1985,6,maennlich,,,,,,,,,,,,
1985,6,weiblich,,,,,,,,,,,,
1985,7,maennlich,,,,,,,,,,,,
1985,7,weiblich,,,,,,,,,,,,
1985,8,maennlich,,,,,,,,,,,,
1985,8,weiblich,,,,,,,,,,,,
1985,9,maennlich,,,,,,,,,,,,
1985,9,weiblich,,,,,,,,,,,,
1985,10,maennlich,,,,,,,,,,,,
1985,10,weiblich,,,,,,,,,,,,
1985,11,maennlich,,,,,,,,,,,,
1985,11,weiblich,,,,,,,,,,,,
1985,12,maennlich,,,,,,,,,,,,
1985,12,weiblich,,,,,,,,,,,,
1985,13,maennlich,,,,,,,,,,,,
1985,13,weiblich,,,,,,,,,,,,
1985,14,maennlich,,,,,,,,,,,,
1985,14,weiblich,,,,,,,,,,,,
1985,15,maennlich,,,,,,,,,,,,
1985,15,weiblich,,,,,,,,,,,,
1985,16,maennlich,,,,,,,,,,,,
1985,16,weiblich,,,,,,,,,,,,
1985,17,maennlich,,,,,,,,,,,,
1985,17,weiblich,,,,,,,,,,,,
1986,0,maennlich,,,,,,,,,,,,
1986,0,weiblich,,,,,,,,,,,,
1986,18-29 J.,maennlich,2.679066014884578,2.5860141040379685,2.772117925731188,0.0,0.0,6.0,0.0,12.0,0.0,-1.0,0.0,1421.0
1986,18-29 J.,weiblich,1.8123852511501912,1.7288416290082196,1.8959288732921629,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1333.0
1986,30-45 J.,maennlich,0.3537593154695241,0.325865298660855,0.3816533322781932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1577.0
1986,30-45 J.,weiblich,0.17847031869073035,0.16149200137915448,0.19544863600230622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687.0
1986,46-65 J.,maennlich,0.09994776601031728,0.09093996357127734,0.10895556844935722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644.0
1986,46-65 J.,weiblich,0.06079445622921855,0.05217844044668483,0.06941047201175227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1581.0
1986,66 und älter,maennlich,0.022524848223684456,0.014288116864959632,0.03076157958240928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0
1986,66 und älter,weiblich,0.01284572443046513,0.007714212962621039,0.01797723589830922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0
1986,5,maennlich,,,,,,,,,,,,
1986,5,weiblich,,,,,,,,,,,,
1986,6,maennlich,,,,,,,,,,,,
1986,6,weiblich,,,,,,,,,,,,
1986,7,maennlich,,,,,,,,,,,,
1986,7,weiblich,,,,,,,,,,,,
1986,8,maennlich,,,,,,,,,,,,
1986,8,weiblich,,,,,,,,,,,,
1986,9,maennlich,,,,,,,,,,,,
1986,9,weiblich,,,,,,,,,,,,
1986,10,maennlich,,,,,,,,,,,,
1986,10,weiblich,,,,,,,,,,,,
1986,11,maennlich,,,,,,,,,,,,
1986,11,weiblich,,,,,,,,,,,,
1986,12,maennlich,,,,,,,,,,,,
1986,12,weiblich,,,,,,,,,,,,
1986,13,maennlich,,,,,,,,,,,,
1986,13,weiblich,,,,,,,,,,,,
1986,14,maennlich,,,,,,,,,,,,
1986,14,weiblich,,,,,,,,,,,,
1986,15,maennlich,,,,,,,,,,,,
1986,15,weiblich,,,,,,,,,,,,
1986,16,maennlich,,,,,,,,,,,,
1986,16,weiblich,,,,,,,,,,,,
1986,17,maennlich,,,,,,,,,,,,
1986,17,weiblich,,,,,,,,,,,,
1987,0,maennlich,,,,,,,,,,,,
1987,0,weiblich,,,,,,,,,,,,
1987,18-29 J.,maennlich,2.555696616671811,2.463974536452262,2.6474186968913602,0.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0,1437.0
1987,18-29 J.,weiblich,1.727962394722225,1.644679271879746,1.8112455175647038,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,1308.0
1987,30-45 J.,maennlich,0.3977543473867471,0.3670170499104888,0.4284916448630054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541.0
1987,30-45 J.,weiblich,0.1771679996368511,0.16094124894931533,0.19339475032438685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1619.0
1987,46-65 J.,maennlich,0.1258260197001971,0.11459372428616019,0.13705831511423403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1633.0
1987,46-65 J.,weiblich,0.06682248583682324,0.05570372928169588,0.07794124239195059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0
1987,66 und älter,maennlich,0.04123522457044056,0.027757874969852714,0.0547125741710284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0
1987,66 und älter,weiblich,0.020718783254385798,0.011012235290054299,0.030425331218717298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.0
1987,5,maennlich,,,,,,,,,,,,
1987,5,weiblich,,,,,,,,,,,,
1987,6,maennlich,,,,,,,,,,,,
1987,6,weiblich,,,,,,,,,,,,
1987,7,maennlich,,,,,,,,,,,,
1987,7,weiblich,,,,,,,,,,,,
1987,8,maennlich,,,,,,,,,,,,
1987,8,weiblich,,,,,,,,,,,,
1987,9,maennlich,,,,,,,,,,,,
1987,9,weiblich,,,,,,,,,,,,
1987,10,maennlich,,,,,,,,,,,,
1987,10,weiblich,,,,,,,,,,,,
1987,11,maennlich,,,,,,,,,,,,
1987,11,weiblich,,,,,,,,,,,,
1987,12,maennlich,,,,,,,,,,,,
1987,12,weiblich,,,,,,,,,,,,
1987,13,maennlich,,,,,,,,,,,,
1987,13,weiblich,,,,,,,,,,,,
1987,14,maennlich,,,,,,,,,,,,
1987,14,weiblich,,,,,,,,,,,,
1987,15,maennlich,,,,,,,,,,,,
1987,15,weiblich,,,,,,,,,,,,
1987,16,maennlich,,,,,,,,,,,,
1987,16,weiblich,,,,,,,,,,,,
1987,17,maennlich,,,,,,,,,,,,
1987,17,weiblich,,,,,,,,,,,,
1988,0,maennlich,,,,,,,,,,,,
1988,0,weiblich,,,,,,,,,,,,
1988,18-29 J.,maennlich,2.402483078571699,2.3107222106753462,2.494243946468052,0.0,0.0,5.0,0.0,12.5,0.0,0.0,0.0,1371.0
1988,18-29 J.,weiblich,1.5982568161362918,1.5164550628157865,1.680058569456797,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,1271.0
1988,30-45 J.,maennlich,0.3529273964931017,0.32391740180540446,0.3819373911807989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1441.0
1988,30-45 J.,weiblich,0.22367741518665502,0.2018133879425313,0.24554144243077872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1507.0
1988,46-65 J.,maennlich,0.10626553174042941,0.09507272050127236,0.11745834297958646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1577.0
1988,46-65 J.,weiblich,0.06854617336465631,0.05933992973459013,0.07775241699472249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532.0
1988,66 und älter,maennlich,0.06154616362420988,0.04192277117557048,0.08116955607284929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0
1988,66 und älter,weiblich,0.009487943686137446,0.005104524894804132,0.013871362477470759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0
1988,5,maennlich,,,,,,,,,,,,
1988,5,weiblich,,,,,,,,,,,,
1988,6,maennlich,,,,,,,,,,,,
1988,6,weiblich,,,,,,,,,,,,
1988,7,maennlich,,,,,,,,,,,,
1988,7,weiblich,,,,,,,,,,,,
1988,8,maennlich,,,,,,,,,,,,
1988,8,weiblich,,,,,,,,,,,,
1988,9,maennlich,,,,,,,,,,,,
1988,9,weiblich,,,,,,,,,,,,
1988,10,maennlich,,,,,,,,,,,,
1988,10,weiblich,,,,,,,,,,,,
1988,11,maennlich,,,,,,,,,,,,
1988,11,weiblich,,,,,,,,,,,,
1988,12,maennlich,,,,,,,,,,,,
1988,12,weiblich,,,,,,,,,,,,
1988,13,maennlich,,,,,,,,,,,,
1988,13,weiblich,,,,,,,,,,,,
1988,14,maennlich,,,,,,,,,,,,
1988,14,weiblich,,,,,,,,,,,,
1988,15,maennlich,,,,,,,,,,,,
1988,15,weiblich,,,,,,,,,,,,
1988,16,maennlich,,,,,,,,,,,,
1988,16,weiblich,,,,,,,,,,,,
1988,17,maennlich,,,,,,,,,,,,
1988,17,weiblich,,,,,,,,,,,,
1989,0,maennlich,,,,,,,,,,,,
1989,0,weiblich,,,,,,,,,,,,
1989,18-29 J.,maennlich,2.5550020194921097,2.462608591622274,2.647395447361945,0.0,0.0,5.0,0.0,12.5,0.0,-1.0,0.0,1361.0
1989,18-29 J.,weiblich,1.555363407519687,1.4751721597459637,1.6355546552934102,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,1271.0
1989,30-45 J.,maennlich,0.40619236442550427,0.3724855986166455,0.43989913023436306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.0
1989,30-45 J.,weiblich,0.2189380147639991,0.19796805011852983,0.23990797940946837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464.0
1989,46-65 J.,maennlich,0.11844208854950665,0.1068168186525593,0.130067358446454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1533.0
1989,46-65 J.,weiblich,0.0746195330031384,0.06631901664247536,0.08292004936380143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1449.0
1989,66 und älter,maennlich,0.0449985112792715,0.03093070612924989,0.05906631642929311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0
1989,66 und älter,weiblich,0.021917855794986386,0.01414145211752764,0.029694259472445132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0
1989,5,maennlich,,,,,,,,,,,,
1989,5,weiblich,,,,,,,,,,,,
1989,6,maennlich,,,,,,,,,,,,
1989,6,weiblich,,,,,,,,,,,,
1989,7,maennlich,,,,,,,,,,,,
1989,7,weiblich,,,,,,,,,,,,
1989,8,maennlich,,,,,,,,,,,,
1989,8,weiblich,,,,,,,,,,,,
1989,9,maennlich,,,,,,,,,,,,
1989,9,weiblich,,,,,,,,,,,,
1989,10,maennlich,,,,,,,,,,,,
1989,10,weiblich,,,,,,,,,,,,
1989,11,maennlich,,,,,,,,,,,,
1989,11,weiblich,,,,,,,,,,,,
1989,12,maennlich,,,,,,,,,,,,
1989,12,weiblich,,,,,,,,,,,,
1989,13,maennlich,,,,,,,,,,,,
1989,13,weiblich,,,,,,,,,,,,
1989,14,maennlich,,,,,,,,,,,,
1989,14,weiblich,,,,,,,,,,,,
1989,15,maennlich,,,,,,,,,,,,
1989,15,weiblich,,,,,,,,,,,,
1989,16,maennlich,,,,,,,,,,,,
1989,16,weiblich,,,,,,,,,,,,
1989,17,maennlich,,,,,,,,,,,,
1989,17,weiblich,,,,,,,,,,,,
1990,0,-1,,,,,,,,,,,,
1990,0,maennlich,,,,,,,,,,,,
1990,0,weiblich,,,,,,,,,,,,
1990,18-29 J.,-1,,,,,,,,,,,,
1990,18-29 J.,maennlich,0.8714533636652035,0.8205976712530229,0.9223090560773842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0
1990,18-29 J.,weiblich,0.5383794979161438,0.499853307038125,0.5769056887941626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1781.0
1990,30-45 J.,maennlich,0.21565695188330214,0.19723627968241456,0.23407762408418972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115.0
1990,30-45 J.,weiblich,0.13664965271352567,0.12486971083895439,0.14842959458809693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2186.0
1990,46-65 J.,maennlich,0.08665496561027122,0.0781508483794864,0.09515908284105605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2150.0
1990,46-65 J.,weiblich,0.03931083175574667,0.032664146406843446,0.045957517104649896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2108.0
1990,66 und älter,maennlich,0.001686261610229261,2.7247557504072413e-05,0.00334527566295445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0
1990,66 und älter,weiblich,0.0011812124635297526,-0.0003490066623954187,0.002711431589454924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0
1990,5,maennlich,,,,,,,,,,,,
1990,5,weiblich,,,,,,,,,,,,
1990,6,-1,,,,,,,,,,,,
1990,6,maennlich,,,,,,,,,,,,
1990,6,weiblich,,,,,,,,,,,,
1990,7,maennlich,,,,,,,,,,,,
1990,7,weiblich,,,,,,,,,,,,
1990,8,maennlich,,,,,,,,,,,,
1990,8,weiblich,,,,,,,,,,,,
1990,9,maennlich,,,,,,,,,,,,
1990,9,weiblich,,,,,,,,,,,,
1990,10,maennlich,,,,,,,,,,,,
1990,10,weiblich,,,,,,,,,,,,
1990,11,maennlich,,,,,,,,,,,,
1990,11,weiblich,,,,,,,,,,,,
1990,12,maennlich,,,,,,,,,,,,
1990,12,weiblich,,,,,,,,,,,,
1990,13,maennlich,,,,,,,,,,,,
1990,13,weiblich,,,,,,,,,,,,
1990,14,maennlich,,,,,,,,,,,,
1990,14,weiblich,,,,,,,,,,,,
1990,15,maennlich,,,,,,,,,,,,
1990,15,weiblich,,,,,,,,,,,,
1990,16,maennlich,,,,,,,,,,,,
1990,16,weiblich,,,,,,,,,,,,
1990,17,maennlich,,,,,,,,,,,,
1990,17,weiblich,,,,,,,,,,,,
1991,0,maennlich,,,,,,,,,,,,
1991,0,weiblich,,,,,,,,,,,,
1991,18-29 J.,maennlich,1.7403497216964035,1.6728109954983277,1.8078884478944792,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1754.0
1991,18-29 J.,weiblich,1.3184132001051,1.2553767724456903,1.3814496277645099,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,1701.0
