year,quintil_oecd,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,-6,Westdeutschland,,,,,,,,,,,,
1984,1. Quintil,Westdeutschland,0.656565099199751,0.6327197451822182,0.6804104532172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7028.0
1984,2. Quintil,Westdeutschland,0.6068568989881962,0.5718628496357252,0.6418509483406671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2925.0
1984,3. Quintil,Westdeutschland,0.5162047805756002,0.4691280505569818,0.5632815105942185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1175.0
1984,4. Quintil,Westdeutschland,0.42918570201930445,0.37009691748898105,0.48827448654962785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0
1984,5. Quintil,Westdeutschland,0.5050859396686648,0.38656887971518733,0.6236029996221422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0
1985,-6,Westdeutschland,,,,,,,,,,,,
1985,1. Quintil,Westdeutschland,0.6424891401918168,0.6171542234898248,0.6678240568938087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5989.0
1985,2. Quintil,Westdeutschland,0.6343800700159082,0.5991413218533398,0.6696188181784767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2804.0
1985,3. Quintil,Westdeutschland,0.578347765766352,0.5315945901823452,0.6251009413503589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1274.0
1985,4. Quintil,Westdeutschland,0.5838951816312374,0.5076416326422428,0.660148730620232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0
1985,5. Quintil,Westdeutschland,0.5030370723030335,0.39058496601848136,0.6154891785875857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0
1986,-6,Westdeutschland,,,,,,,,,,,,
1986,1. Quintil,Westdeutschland,0.677501744469114,0.64990205451172,0.7051014344265081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5409.0
1986,2. Quintil,Westdeutschland,0.5906727925065409,0.556251140147416,0.6250944448656659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2811.0
1986,3. Quintil,Westdeutschland,0.5357730338307704,0.49190760779659704,0.5796384598649437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1376.0
1986,4. Quintil,Westdeutschland,0.8474113104630632,0.7578604406357999,0.9369621802903264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0
1986,5. Quintil,Westdeutschland,0.3705378483368295,0.2848427446654798,0.4562329520081792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0
1987,-6,Westdeutschland,,,,,,,,,,,,
1987,1. Quintil,Westdeutschland,0.6366551458922953,0.6086079508108305,0.6647023409737601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4887.0
1987,2. Quintil,Westdeutschland,0.6351517446881361,0.598941615436975,0.6713618739392971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2871.0
1987,3. Quintil,Westdeutschland,0.48499854744831183,0.44779865173761335,0.5221984431590103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1599.0
1987,4. Quintil,Westdeutschland,0.6536649192984767,0.5791159372021497,0.7282139013948037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0
1987,5. Quintil,Westdeutschland,0.6803933334765029,0.5686778936648456,0.7921087732881602,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,230.0
1988,-6,Westdeutschland,,,,,,,,,,,,
1988,1. Quintil,Westdeutschland,0.6011778187989206,0.572370923542681,0.6299847140551602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4331.0
1988,2. Quintil,Westdeutschland,0.541928979810383,0.5087799406994326,0.5750780189213335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2867.0
1988,3. Quintil,Westdeutschland,0.5557654515750492,0.5117049094149485,0.5998259937351499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1609.0
1988,4. Quintil,Westdeutschland,0.4703882612570073,0.4191435224039368,0.5216330001100777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0
1988,5. Quintil,Westdeutschland,0.5348466931406364,0.45221789958802505,0.6174754866932477,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,249.0
1989,-6,Westdeutschland,,,,,,,,,,,,
1989,1. Quintil,Westdeutschland,0.6157275733011973,0.5846825822469799,0.6467725643554147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3820.0
1989,2. Quintil,Westdeutschland,0.5796297147260296,0.545908057968156,0.6133513714839033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2829.0
1989,3. Quintil,Westdeutschland,0.593054556483412,0.5505636554481736,0.6355454575186503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1738.0
1989,4. Quintil,Westdeutschland,0.4977864611266989,0.44525189668064363,0.5503210255727542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.0
1989,5. Quintil,Westdeutschland,0.6505440474034783,0.5547701739886067,0.7463179208183498,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,280.0
1990,-6,Westdeutschland,,,,,,,,,,,,
1990,-6,Ostdeutschland,0.29468100734207464,0.27601980411302024,0.31334221057112904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4343.0
1990,1. Quintil,Westdeutschland,0.22117091701399957,0.20243037231937133,0.23991146170862782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3444.0
1990,2. Quintil,Westdeutschland,0.21174070308569576,0.19363763715470622,0.2298437690166853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2738.0
1990,3. Quintil,Westdeutschland,0.22106338901235112,0.1981887025179818,0.24393807550672045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1773.0
1990,4. Quintil,Westdeutschland,0.1867051777796271,0.1631102911682079,0.21030006439104632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.0
1990,5. Quintil,Westdeutschland,0.2084372153783904,0.1542606373044359,0.2626137934523449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0
1991,-6,Westdeutschland,0.4386891798999098,0.18120631870607684,0.6961720410937428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
