year,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,-1,0.6161459166078809,0.598633728370231,0.6336581048455308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11792.0
1985,Staedtischer Raum,0.6566808744909823,0.6357002091490177,0.677661539832947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8415.0
1985,Laendlicher Raum,0.5350711243143133,0.498979603303573,0.5711626453250536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2294.0
1986,Staedtischer Raum,0.6495622098773567,0.6282172371909354,0.670907182563778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8077.0
1986,Laendlicher Raum,0.6032075635862896,0.5628176962706264,0.6435974309019528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2197.0
1987,Staedtischer Raum,0.6416903841548279,0.6201780667231405,0.6632027015865154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8016.0
1987,Laendlicher Raum,0.5271294368979423,0.4908576242381638,0.5634012495577209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0
1988,Staedtischer Raum,0.5875747979548845,0.5667523826716278,0.6083972132381413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7699.0
1988,Laendlicher Raum,0.4878357849024717,0.45140214240647725,0.5242694273984662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2035.0
1989,Staedtischer Raum,0.615897944732523,0.5946157186308824,0.6371801708341637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7530.0
1989,Laendlicher Raum,0.50565219853179,0.46798261458532997,0.54332178247825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1934.0
1990,-1,0.2504432727192763,0.17771900116609501,0.3231675442724576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
1990,Staedtischer Raum,0.232933768548581,0.22182336306690645,0.24404417403025555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8781.0
1990,Laendlicher Raum,0.22288973416853505,0.2076769446684359,0.23810252366863421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4735.0
1991,-1,0.4541958130816274,0.31273563612602906,0.5956559900372257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0
1991,Staedtischer Raum,0.5038092510846064,0.48682971226484845,0.5207887899043644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8606.0
1991,Laendlicher Raum,0.3839538006033857,0.3635896730472658,0.40431792815950557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4640.0
1992,-1,0.8331415472444248,0.644563227514604,1.0217198669742455,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,115.0
1992,Staedtischer Raum,0.5174519307989965,0.5001337931101785,0.5347700684878146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8471.0
1992,Laendlicher Raum,0.4800056973087193,0.45684559811539893,0.5031657965020396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4457.0
1993,Staedtischer Raum,0.479815734581408,0.46317669891694657,0.4964547702458695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405.0
1993,Laendlicher Raum,0.44315621646399667,0.42078489073595904,0.4655275421920343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4422.0
1994,Staedtischer Raum,0.492325135167917,0.4753638698353541,0.5092864005004798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8317.0
1994,Laendlicher Raum,0.3893750709108336,0.3700834515966279,0.4086666902250393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4327.0
