year,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1995,Staedtischer Raum,0.48150110306725985,0.4650978566325677,0.497904349501952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8529.0
1995,Laendlicher Raum,0.4101603130208089,0.38934426990459314,0.4309763561370247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4443.0
1996,Staedtischer Raum,0.5017920037973674,0.48530733175228635,0.5182766758424485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8359.0
1996,Laendlicher Raum,0.41554743795301274,0.3945487474395319,0.4365461284664936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4418.0
1997,-1,,,,,,,,,,,,
1997,Staedtischer Raum,0.47205414701936593,0.45543022547388046,0.4886780685648514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8172.0
1997,Laendlicher Raum,0.42594592039962204,0.4040397913626361,0.44785204943660795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4335.0
1998,Staedtischer Raum,0.4357220933863541,0.4203940153425246,0.4510501714301836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9095.0
1998,Laendlicher Raum,0.36946905371653205,0.35018035923098845,0.38875774820207565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4853.0
1999,Staedtischer Raum,0.47535253846844894,0.4589348718297216,0.4917702051071763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8706.0
1999,Laendlicher Raum,0.4323976749822939,0.41128376611475964,0.4535115838498282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4684.0
2000,Staedtischer Raum,0.4829644096730745,0.47077277763553116,0.4951560417106179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15425.0
2000,Laendlicher Raum,0.4121210185838947,0.39659226867556546,0.42764976849222397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8198.0
2001,Staedtischer Raum,0.5008008658968494,0.4873705794350641,0.5142311523586346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14085.0
2001,Laendlicher Raum,0.4173649427204558,0.4007916319326055,0.43393825350830617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7457.0
2002,Staedtischer Raum,0.492373411749957,0.4796319854077571,0.505114838092157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14993.0
2002,Laendlicher Raum,0.42472299998280716,0.40838839496417095,0.44105760500144336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7587.0
2003,Staedtischer Raum,0.5072198722131889,0.4940252108751485,0.5204145335512292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14464.0
2003,Laendlicher Raum,0.45810304430870885,0.43984540683513595,0.47636068178228175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7272.0
2004,Staedtischer Raum,0.5164024158074041,0.5027045648663641,0.5301002667484441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14088.0
2004,Laendlicher Raum,0.43278401957473883,0.4153043736123023,0.45026366553717534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7098.0
2005,Staedtischer Raum,0.5369545091165636,0.5226133279631848,0.5512956902699424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13490.0
2005,Laendlicher Raum,0.477139089410636,0.45789871769879753,0.49637946112247444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6796.0
2006,Staedtischer Raum,0.5469803369633425,0.532788397995955,0.5611722759307299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14384.0
2006,Laendlicher Raum,0.4471883083991995,0.42945511050979485,0.4649215062886041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7492.0
2007,Staedtischer Raum,0.5425422280298007,0.5279197784852774,0.557164677574324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13400.0
2007,Laendlicher Raum,0.46474490040638494,0.4461816112444927,0.4833081895682772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7024.0
2008,Staedtischer Raum,0.5429022279736057,0.5280887561585476,0.5577156997886638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12630.0
2008,Laendlicher Raum,0.49897345023539263,0.4790259031008604,0.5189209973699249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6639.0
2009,Staedtischer Raum,0.5735974092710423,0.5573895227063658,0.5898052958357188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11631.0
2009,Laendlicher Raum,0.4601663235799193,0.440560577089041,0.47977207007079764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6322.0
2010,Staedtischer Raum,0.6302726898691589,0.6159618722817659,0.6445835074565518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15594.0
2010,Laendlicher Raum,0.5208854243654314,0.5031343174434784,0.5386365312873844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8331.0
2011,Staedtischer Raum,0.5823864816552509,0.5693461184205113,0.5954268448899904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18112.0
2011,Laendlicher Raum,0.4176277856788547,0.40334156274035216,0.4319140086173573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10159.0
2012,Staedtischer Raum,0.5804022523118945,0.567433013521129,0.59337149110266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17456.0
2012,Laendlicher Raum,0.44333055131476906,0.428314476409821,0.4583466262197171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10115.0
2013,Staedtischer Raum,0.5519214311840792,0.5385319652987324,0.565310897069426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16250.0
2013,Laendlicher Raum,0.41463717394097105,0.3997163818741651,0.429557966007777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9367.0
2014,Staedtischer Raum,0.6042351565362413,0.5914755253928167,0.6169947876796659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17572.0
2014,Laendlicher Raum,0.4792357261748881,0.4633403077064094,0.49513114464336677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9428.0
2015,Staedtischer Raum,0.5425796091644981,0.5303524055909816,0.5548068127380146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17415.0
2015,Laendlicher Raum,0.4231800181539438,0.4077976773320305,0.4385623589758571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9272.0
2016,Staedtischer Raum,0.5639642112949745,0.5513608320548252,0.5765675905351239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17736.0
2016,Laendlicher Raum,0.396200263198016,0.381705684272282,0.41069484212374996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9356.0
2017,Staedtischer Raum,0.5672154276717724,0.5552075233177707,0.579223332025774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19801.0
2017,Laendlicher Raum,0.3980305351966167,0.3842191087356839,0.4118419616575495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10568.0
2018,Staedtischer Raum,0.5293544202310742,0.5178605626505461,0.5408482778116022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19130.0
2018,Laendlicher Raum,0.35161759427154915,0.3383204959889357,0.3649146925541626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9941.0
2019,-1,1.0155782780180012,0.9251750390098732,1.1059815170261291,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,554.0
2019,Staedtischer Raum,0.4871195159295463,0.47557719063045417,0.4986618412286384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18696.0
2019,Laendlicher Raum,0.33460240980194683,0.32127840893079496,0.3479264106730987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9697.0
2020,Staedtischer Raum,0.4871648002896947,0.47669688595491955,0.4976327146244699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19761.0
2020,Laendlicher Raum,0.3491524441511518,0.33576448491110045,0.3625404033912032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9412.0
2021,-1,,,,,,,,,,,,
2021,Staedtischer Raum,0.595003366186331,0.5807395303439176,0.6092672020287444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12809.0
2021,Laendlicher Raum,0.4295940125513652,0.4107838081981313,0.4484042169045991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5955.0
