year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,5863,2.36546,2.33130,2.39962,1.00000,2.00000,3.00000,1,6.00000,,,
1985,West,5272,2.31242,2.27718,2.34765,1.00000,2.00000,3.00000,1,6.00000,,,
1986,West,5039,2.29426,2.25842,2.33009,1.00000,2.00000,3.00000,1,6.00000,,,
1987,West,4975,2.27822,2.24241,2.31404,1.00000,2.00000,3.00000,1,6.00000,,,
1988,West,4770,2.26077,2.22454,2.29700,1.00000,2.00000,3.00000,1,6.00000,,,
1989,West,4651,2.24527,2.20888,2.28165,1.00000,2.00000,3.00000,1,6.00000,,,
1990,West,4592,2.25281,2.21615,2.28946,1.00000,2.00000,3.00000,1,6.00000,,,
1990,East,2158,2.38572,2.33516,2.43629,1.00000,2.00000,3.00000,1,6.00000,,,
1991,West,4642,2.24200,2.20568,2.27831,1.00000,2.00000,3.00000,1,6.00000,,,
1991,East,1987,2.40659,2.35355,2.45964,1.00000,2.00000,3.00000,1,6.00000,,,
1992,West,4657,2.23840,2.20212,2.27467,1.00000,2.00000,3.00000,1,6.00000,,,
1992,East,1946,2.36350,2.31104,2.41595,1.00000,2.00000,3.00000,1,6.00000,,,
1993,West,4685,2.21788,2.18213,2.25363,1.00000,2.00000,3.00000,1,6.00000,,,
1993,East,1885,2.36833,2.31487,2.42179,1.00000,2.00000,3.00000,1,6.00000,,,
1994,West,4636,2.20612,2.17031,2.24193,1.00000,2.00000,3.00000,1,6.00000,,,
1994,East,1860,2.32078,2.26685,2.37472,1.00000,2.00000,3.00000,1,6.00000,,,
1995,West,4871,2.20622,2.17107,2.24137,1.00000,2.00000,3.00000,1,6.00000,,,
1995,East,1826,2.26873,2.21588,2.32158,1.00000,2.00000,3.00000,1,6.00000,,,
1996,West,4793,2.19268,2.15732,2.22803,1.00000,2.00000,3.00000,1,6.00000,,,
1996,East,1838,2.24476,2.19234,2.29718,1.00000,2.00000,3.00000,1,6.00000,,,
1997,West,4725,2.18939,2.15395,2.22483,1.00000,2.00000,3.00000,1,6.00000,,,
1997,East,1821,2.22013,2.16809,2.27218,1.00000,2.00000,3.00000,1,6.00000,,,
1998,West,5457,2.18657,2.15365,2.21948,1.00000,2.00000,3.00000,1,6.00000,,,
1998,East,1960,2.19693,2.14703,2.24682,1.00000,2.00000,3.00000,1,6.00000,,,
1999,West,5213,2.18309,2.14962,2.21657,1.00000,2.00000,3.00000,1,6.00000,,,
1999,East,1930,2.14268,2.09323,2.19213,1.00000,2.00000,3.00000,1,6.00000,,,
2000,West,9876,2.17253,2.14843,2.19663,1.00000,2.00000,3.00000,1,6.00000,,,
2000,East,3074,2.11493,2.07543,2.15444,1.00000,2.00000,3.00000,1,6.00000,,,
2001,West,8837,2.16284,2.13740,2.18827,1.00000,2.00000,3.00000,1,6.00000,,,
2001,East,2843,2.07220,2.03194,2.11246,1.00000,2.00000,3.00000,1,6.00000,,,
2002,West,9370,2.15510,2.13068,2.17953,1.00000,2.00000,3.00000,1,6.00000,,,
2002,East,2842,2.05500,2.01426,2.09573,1.00000,2.00000,3.00000,1,6.00000,,,
2003,West,8999,2.14347,2.11869,2.16825,1.00000,2.00000,3.00000,1,6.00000,,,
2003,East,2805,2.04806,2.00694,2.08919,1.00000,2.00000,3.00000,1,6.00000,,,
2004,West,8782,2.13251,2.10756,2.15747,1.00000,2.00000,3.00000,1,6.00000,,,
2004,East,2761,2.03412,1.99375,2.07449,1.00000,2.00000,3.00000,1,6.00000,,,
2005,West,8507,2.12473,2.09953,2.14992,1.00000,2.00000,3.00000,1,6.00000,,,
2005,East,2692,2.02916,1.98818,2.07014,1.00000,2.00000,3.00000,1,6.00000,,,
2006,West,9337,2.09981,2.07581,2.12380,1.00000,2.00000,3.00000,1,6.00000,,,
2006,East,2928,1.96996,1.93119,2.00872,1.00000,2.00000,2.00000,1,3.50000,,,
2007,West,8693,2.09590,2.07113,2.12067,1.00000,2.00000,3.00000,1,6.00000,,,
2007,East,2760,1.96612,1.92685,2.00539,1.00000,2.00000,2.00000,1,3.50000,,,
2008,West,8171,2.07468,2.04941,2.09995,1.00000,2.00000,3.00000,1,6.00000,,,
2008,East,2651,1.95035,1.91018,1.99052,1.00000,2.00000,2.00000,1,3.50000,,,
2009,West,7622,2.05469,2.02875,2.08063,1.00000,2.00000,3.00000,1,6.00000,,,
2009,East,2555,1.96627,1.92523,2.00731,1.00000,2.00000,2.00000,1,3.50000,,,
2010,West,10639,2.05354,2.03149,2.07559,1.00000,2.00000,3.00000,1,6.00000,,,
2010,East,3160,1.91185,1.87618,1.94753,1.00000,2.00000,2.00000,1,3.50000,,,
2011,West,12859,2.05656,2.03646,2.07667,1.00000,2.00000,3.00000,1,6.00000,,,
2011,East,3744,1.90421,1.87171,1.93671,1.00000,2.00000,2.00000,1,3.50000,,,
2012,West,12591,2.05518,2.03491,2.07545,1.00000,2.00000,3.00000,1,6.00000,,,
2012,East,3712,1.87808,1.84576,1.91041,1.00000,2.00000,2.00000,1,3.50000,,,
2013,West,14213,2.04697,2.02780,2.06614,1.00000,2.00000,3.00000,1,6.00000,,,
2013,East,3657,1.88200,1.84958,1.91442,1.00000,2.00000,2.00000,1,3.50000,,,
2014,West,12447,2.04256,2.02204,2.06307,1.00000,2.00000,3.00000,1,6.00000,,,
2014,East,3381,1.87104,1.83674,1.90534,1.00000,2.00000,2.00000,1,3.50000,,,
2015,West,12482,2.02794,2.00764,2.04825,1.00000,2.00000,3.00000,1,6.00000,,,
2015,East,3282,1.86154,1.82646,1.89662,1.00000,2.00000,2.00000,1,3.50000,,,
2016,West,12954,2.04295,2.02282,2.06308,1.00000,2.00000,3.00000,1,6.00000,,,
2016,East,3465,1.87319,1.83838,1.90800,1.00000,2.00000,2.00000,1,3.50000,,,
2017,West,14478,2.03438,2.01518,2.05358,1.00000,2.00000,3.00000,1,6.00000,,,
2017,East,3801,1.86744,1.83391,1.90098,1.00000,2.00000,2.00000,1,3.50000,,,
2018,West,14098,2.02362,2.00427,2.04297,1.00000,2.00000,3.00000,1,6.00000,,,
2018,East,3780,1.87598,1.84245,1.90951,1.00000,2.00000,2.00000,1,3.50000,,,
2019,West,14458,2.02593,2.00678,2.04508,1.00000,2.00000,3.00000,1,6.00000,,,
2019,East,3907,1.86578,1.83266,1.89889,1.00000,2.00000,2.00000,1,3.50000,,,
2020,West,15487,2.05109,2.03253,2.06965,1.00000,2.00000,3.00000,1,6.00000,,,
2020,East,3842,1.87951,1.84599,1.91303,1.00000,2.00000,2.00000,1,3.50000,,,
2021,West,9979,2.03076,2.00783,2.05369,1.00000,2.00000,3.00000,1,6.00000,,,
2021,East,2589,1.89226,1.85110,1.93342,1.00000,2.00000,2.00000,1,3.50000,,,
2022,West,16065,2.02949,2.01143,2.04756,1.00000,2.00000,3.00000,1,6.00000,,,
2022,East,4393,1.88177,1.84976,1.91378,1.00000,2.00000,2.00000,1,3.50000,,,
