year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,4205,2.25218,2.21350,2.29086,1.00000,2.00000,3.00000,1,6.00000,,,
1985,Rural regions,1067,2.51669,2.43449,2.59890,1.00000,2.00000,3.00000,1,6.00000,,,
1986,Urban regions,4026,2.23086,2.19170,2.27002,1.00000,2.00000,3.00000,1,6.00000,,,
1986,Rural regions,1013,2.51382,2.42907,2.59858,1.00000,2.00000,3.47575,1,7.18937,,,
1987,Urban regions,3974,2.21244,2.17334,2.25155,1.00000,2.00000,3.00000,1,6.00000,,,
1987,Rural regions,1001,2.50907,2.42423,2.59390,1.00000,2.00000,3.00000,1,6.00000,,,
1988,Urban regions,3825,2.19684,2.15736,2.23631,1.00000,2.00000,3.00000,1,6.00000,,,
1988,Rural regions,945,2.49029,2.40362,2.57695,1.00000,2.00000,3.00000,1,6.00000,,,
1989,Urban regions,3745,2.18554,2.14590,2.22518,1.00000,2.00000,3.00000,1,6.00000,,,
1989,Rural regions,906,2.46565,2.37814,2.55317,1.00000,2.00000,3.00000,1,6.00000,,,
1990,Urban regions,4422,2.21424,2.17766,2.25083,1.00000,2.00000,3.00000,1,6.00000,,,
1990,Rural regions,2283,2.42992,2.37753,2.48231,1.00000,2.00000,3.00000,1,6.00000,,,
1991,Urban regions,4367,2.20080,2.16414,2.23747,1.00000,2.00000,3.00000,1,6.00000,,,
1991,Rural regions,2216,2.44035,2.38719,2.49350,1.00000,2.00000,3.00000,1,6.00000,,,
1992,Urban regions,4387,2.19179,2.15573,2.22785,1.00000,2.00000,3.00000,1,6.00000,,,
1992,Rural regions,2157,2.42570,2.37075,2.48065,1.00000,2.00000,3.00000,1,6.00000,,,
1993,Urban regions,4382,2.19199,2.15581,2.22816,1.00000,2.00000,3.00000,1,6.00000,,,
1993,Rural regions,2188,2.37233,2.31928,2.42539,1.00000,2.00000,3.00000,1,6.00000,,,
1994,Urban regions,4327,2.17859,2.14220,2.21497,1.00000,2.00000,3.00000,1,6.00000,,,
1994,Rural regions,2169,2.34071,2.28780,2.39362,1.00000,2.00000,3.00000,1,6.00000,,,
1995,Urban regions,4463,2.15897,2.12329,2.19465,1.00000,2.00000,3.00000,1,6.00000,,,
1995,Rural regions,2234,2.35376,2.30130,2.40622,1.00000,2.00000,3.00000,1,6.00000,,,
1996,Urban regions,4408,2.15279,2.11707,2.18850,1.00000,2.00000,3.00000,1,6.00000,,,
1996,Rural regions,2223,2.31822,2.26535,2.37109,1.00000,2.00000,3.00000,1,6.00000,,,
1997,Urban regions,4342,2.14406,2.10825,2.17987,1.00000,2.00000,3.00000,1,6.00000,,,
1997,Rural regions,2203,2.31638,2.26375,2.36901,1.00000,2.00000,3.00000,1,6.00000,,,
1998,Urban regions,4923,2.12976,2.09630,2.16323,1.00000,2.00000,3.00000,1,6.00000,,,
1998,Rural regions,2494,2.32607,2.27657,2.37556,1.00000,2.00000,3.00000,1,6.00000,,,
1999,Urban regions,4717,2.12850,2.09439,2.16260,1.00000,2.00000,3.00000,1,6.00000,,,
1999,Rural regions,2426,2.28508,2.23567,2.33448,1.00000,2.00000,3.00000,1,6.00000,,,
2000,Urban regions,8599,2.12103,2.09589,2.14617,1.00000,2.00000,3.00000,1,6.00000,,,
2000,Rural regions,4351,2.25459,2.21805,2.29113,1.00000,2.00000,3.00000,1,6.00000,,,
2001,Urban regions,7783,2.10639,2.08005,2.13272,1.00000,2.00000,3.00000,1,6.00000,,,
2001,Rural regions,3897,2.23695,2.19855,2.27535,1.00000,2.00000,3.00000,1,6.00000,,,
2002,Urban regions,8252,2.08767,2.06240,2.11294,1.00000,2.00000,3.00000,1,6.00000,,,
2002,Rural regions,3960,2.24836,2.21029,2.28644,1.00000,2.00000,3.00000,1,6.00000,,,
2003,Urban regions,7982,2.08440,2.05867,2.11013,1.00000,2.00000,3.00000,1,6.00000,,,
2003,Rural regions,3822,2.22046,2.18229,2.25864,1.00000,2.00000,3.00000,1,6.00000,,,
2004,Urban regions,7785,2.07571,2.04988,2.10154,1.00000,2.00000,3.00000,1,6.00000,,,
2004,Rural regions,3758,2.20222,2.16402,2.24043,1.00000,2.00000,3.00000,1,6.00000,,,
2005,Urban regions,7553,2.06647,2.04038,2.09256,1.00000,2.00000,3.00000,1,6.00000,,,
2005,Rural regions,3646,2.19893,2.16036,2.23751,1.00000,2.00000,3.00000,1,6.00000,,,
2006,Urban regions,8168,2.04783,2.02273,2.07293,1.00000,2.00000,3.00000,1,6.00000,,,
2006,Rural regions,4097,2.13651,2.10051,2.17250,1.00000,2.00000,3.00000,1,6.00000,,,
2007,Urban regions,7609,2.05062,2.02465,2.07659,1.00000,2.00000,3.00000,1,6.00000,,,
2007,Rural regions,3844,2.11728,2.08068,2.15388,1.00000,2.00000,3.00000,1,6.00000,,,
2008,Urban regions,7190,2.02421,1.99776,2.05066,1.00000,2.00000,3.00000,1,6.00000,,,
2008,Rural regions,3632,2.11173,2.07432,2.14914,1.00000,2.00000,3.00000,1,6.00000,,,
2009,Urban regions,6699,2.00813,1.98082,2.03543,1.00000,2.00000,3.00000,1,6.00000,,,
