year,bula_h,rentown,hlf0291,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Baden-Wuerttemberg,Tenant,No,0.97848,582,582,0.96668,0.99028
1985,Bavaria,Owner,No,0.93818,358,358,0.91320,0.96316
1985,Bavaria,Tenant,No,0.97367,497,497,0.95958,0.98776
1985,Berlin,Tenant,No,0.93779,175,175,0.90190,0.97368
1986,Schleswig-Holstein,Owner,No,0.97632,80,80,0.94280,1.00985
1986,Schleswig-Holstein,Tenant,No,0.95355,76,76,0.90592,1.00118
1986,Hamburg,Tenant,No,0.96949,119,119,0.93845,1.00052
1986,Lower Saxony,Owner,No,0.92467,223,223,0.88996,0.95939
1986,Lower Saxony,Tenant,No,0.95660,267,267,0.93212,0.98109
1986,Bremen,Tenant,No,0.90729,42,42,0.81852,0.99607
1986,North Rhine-Westphalia,Owner,No,0.94729,393,393,0.92517,0.96941
1986,North Rhine-Westphalia,Tenant,No,0.97006,924,924,0.95907,0.98106
1986,Hesse,Owner,No,0.97215,148,148,0.94554,0.99875
1986,Hesse,Tenant,No,0.97803,339,339,0.96240,0.99366
1986,"Rhineland-Palatinate, Saarland",Owner,No,0.94689,171,171,0.91318,0.98060
1986,"Rhineland-Palatinate, Saarland",Tenant,No,0.94353,166,166,0.90831,0.97875
1986,Baden-Wuerttemberg,Owner,No,0.93638,326,326,0.90985,0.96292
1986,Baden-Wuerttemberg,Tenant,No,0.98930,544,544,0.98065,0.99795
1986,Bavaria,Owner,No,0.96433,356,356,0.94503,0.98362
1986,Bavaria,Tenant,No,0.95686,451,451,0.93808,0.97563
1986,Berlin,Tenant,No,0.96258,175,175,0.93438,0.99078
1987,Schleswig-Holstein,Owner,No,0.93209,80,80,0.87662,0.98757
1987,Schleswig-Holstein,Tenant,No,0.96352,75,75,0.92081,1.00624
1987,Hamburg,Tenant,No,0.96528,101,101,0.92941,1.00116
1987,Lower Saxony,Owner,No,0.94975,218,218,0.92068,0.97881
1987,Lower Saxony,Tenant,No,0.96067,272,272,0.93753,0.98381
1987,Bremen,Tenant,No,0.89568,41,41,0.80095,0.99041
1987,North Rhine-Westphalia,Owner,No,0.95180,396,396,0.93068,0.97292
1987,North Rhine-Westphalia,Tenant,No,0.96857,907,907,0.95721,0.97993
1987,Hesse,Owner,No,0.97232,151,151,0.94607,0.99858
1987,Hesse,Tenant,No,0.98978,330,330,0.97892,1.00065
1987,"Rhineland-Palatinate, Saarland",Owner,No,0.96454,179,179,0.93737,0.99171
1987,"Rhineland-Palatinate, Saarland",Tenant,No,0.93199,157,157,0.89249,0.97150
1987,Baden-Wuerttemberg,Owner,No,0.94813,330,330,0.92416,0.97209
1987,Baden-Wuerttemberg,Tenant,No,0.98064,535,535,0.96895,0.99233
1987,Bavaria,Owner,No,0.94310,342,342,0.91852,0.96769
1987,Bavaria,Tenant,No,0.95481,453,453,0.93566,0.97396
1987,Berlin,Tenant,No,0.96415,176,176,0.93660,0.99169
1988,Schleswig-Holstein,Owner,No,0.96001,78,78,0.91624,1.00377
1988,Schleswig-Holstein,Tenant,No,0.93611,74,74,0.88001,0.99221
1988,Hamburg,Tenant,No,0.95218,89,89,0.90760,0.99677
1988,Lower Saxony,Owner,No,0.95181,203,203,0.92227,0.98134
1988,Lower Saxony,Tenant,No,0.94808,263,263,0.92121,0.97495
1988,Bremen,Tenant,No,0.91370,42,42,0.82774,0.99965
1988,North Rhine-Westphalia,Owner,No,0.96647,395,395,0.94869,0.98424
1988,North Rhine-Westphalia,Tenant,Yes,0.03816,31,875,0.02546,0.05086
1988,North Rhine-Westphalia,Tenant,No,0.96184,844,875,0.94914,0.97454
1988,Hesse,Owner,No,0.97981,147,147,0.95700,1.00263
1988,Hesse,Tenant,No,0.96609,309,309,0.94587,0.98630
1988,"Rhineland-Palatinate, Saarland",Owner,No,0.96416,158,158,0.93508,0.99324
1988,"Rhineland-Palatinate, Saarland",Tenant,No,0.98532,165,165,0.96691,1.00373
1988,Baden-Wuerttemberg,Owner,No,0.94996,326,326,0.92626,0.97366
1988,Baden-Wuerttemberg,Tenant,No,0.97826,516,516,0.96567,0.99086
1988,Bavaria,Owner,No,0.96245,323,323,0.94168,0.98321
1988,Bavaria,Tenant,No,0.96168,445,445,0.94383,0.97954
1988,Berlin,Tenant,No,0.98833,171,171,0.97219,1.00447
1989,Schleswig-Holstein,Owner,No,0.95579,74,74,0.90863,1.00294
1989,Schleswig-Holstein,Tenant,No,0.95432,75,75,0.90675,1.00189
1989,Hamburg,Tenant,No,0.98616,93,93,0.96229,1.01003
1989,Lower Saxony,Owner,No,0.95443,198,198,0.92531,0.98355
1989,Lower Saxony,Tenant,No,0.97091,268,268,0.95075,0.99107
1989,Bremen,Tenant,No,0.94743,47,47,0.88294,1.01193
1989,North Rhine-Westphalia,Owner,No,0.96089,389,389,0.94159,0.98018
1989,North Rhine-Westphalia,Tenant,No,0.97464,820,820,0.96387,0.98541
1989,Hesse,Owner,No,0.97964,146,146,0.95666,1.00263
1989,Hesse,Tenant,No,0.97183,320,320,0.95368,0.98999
1989,"Rhineland-Palatinate, Saarland",Owner,No,0.94824,161,161,0.91391,0.98257
1989,"Rhineland-Palatinate, Saarland",Tenant,No,0.99216,144,144,0.97771,1.00662
1989,Baden-Wuerttemberg,Owner,No,0.94424,317,317,0.91894,0.96954
1989,Baden-Wuerttemberg,Tenant,No,0.97776,481,481,0.96456,0.99095
1989,Bavaria,Owner,No,0.96747,315,315,0.94785,0.98709
1989,Bavaria,Tenant,No,0.97661,445,445,0.96255,0.99067
1989,Berlin,Tenant,No,0.96317,169,169,0.93470,0.99165
1990,Schleswig-Holstein,Owner,No,0.97472,69,69,0.93741,1.01203
1990,Schleswig-Holstein,Tenant,No,0.95413,74,74,0.90614,1.00212
1990,Hamburg,Tenant,No,0.98506,89,89,0.95971,1.01041
1990,Lower Saxony,Owner,No,0.94977,203,203,0.91965,0.97989
1990,Lower Saxony,Tenant,No,0.94429,257,257,0.91620,0.97239
1990,North Rhine-Westphalia,Owner,No,0.96564,395,395,0.94765,0.98363
1990,North Rhine-Westphalia,Tenant,No,0.97386,788,788,0.96272,0.98501
1990,Hesse,Owner,No,0.96736,151,151,0.93892,0.99579
1990,Hesse,Tenant,No,0.99226,307,307,0.98244,1.00208
1990,"Rhineland-Palatinate, Saarland",Owner,No,0.93833,154,154,0.90022,0.97645
1990,"Rhineland-Palatinate, Saarland",Tenant,No,0.97469,148,148,0.94930,1.00008
1990,Baden-Wuerttemberg,Owner,No,0.94994,326,326,0.92623,0.97365
1990,Baden-Wuerttemberg,Tenant,No,0.98073,471,471,0.96830,0.99316
1990,Bavaria,Owner,No,0.96299,324,324,0.94240,0.98358
1990,Bavaria,Tenant,No,0.96907,437,437,0.95281,0.98532
1990,Berlin,Tenant,No,0.94447,157,157,0.90853,0.98041
1991,Schleswig-Holstein,Owner,No,0.94356,67,67,0.88788,0.99923
1991,Schleswig-Holstein,Tenant,No,0.95327,80,80,0.90673,0.99981
1991,Hamburg,Tenant,No,0.97235,82,82,0.93664,1.00806
1991,Lower Saxony,Owner,No,0.95697,200,200,0.92877,0.98516
1991,Lower Saxony,Tenant,No,0.95972,257,257,0.93564,0.98381
1991,Bremen,Tenant,No,0.94662,40,40,0.87607,1.01717
1991,North Rhine-Westphalia,Owner,No,0.95731,397,397,0.93739,0.97722
1991,North Rhine-Westphalia,Tenant,No,0.96827,804,804,0.95614,0.98039
1991,Hesse,Owner,No,0.94473,147,147,0.90767,0.98180
1991,Hesse,Tenant,No,0.97386,303,303,0.95586,0.99185
1991,"Rhineland-Palatinate, Saarland",Owner,No,0.90615,150,150,0.85932,0.95297
1991,"Rhineland-Palatinate, Saarland",Tenant,No,0.97033,157,157,0.94371,0.99696
1991,Baden-Wuerttemberg,Owner,No,0.96333,335,335,0.94317,0.98349
1991,Baden-Wuerttemberg,Tenant,No,0.97246,470,470,0.95765,0.98727
1991,Bavaria,Owner,No,0.95461,327,327,0.93201,0.97720
1991,Bavaria,Tenant,No,0.93061,434,434,0.90667,0.95455
1991,Berlin,Tenant,No,0.98076,293,293,0.96500,0.99651
1991,Brandenburg,Owner,No,0.96337,111,111,0.92827,0.99848
1991,Brandenburg,Tenant,No,0.97652,199,199,0.95543,0.99761
1991,Mecklenburg-Western Pomerania,Owner,No,0.96480,58,58,0.91696,1.01264
1991,Mecklenburg-Western Pomerania,Tenant,No,0.93770,152,152,0.89915,0.97625
1991,Saxony,Owner,No,0.94096,132,132,0.90060,0.98132
1991,Saxony,Tenant,No,0.94411,436,436,0.92253,0.96570
1991,Saxony-Anhalt,Owner,No,0.95361,121,121,0.91598,0.99124
1991,Saxony-Anhalt,Tenant,No,0.92033,235,235,0.88564,0.95503
1991,Thuringa,Owner,No,0.90392,127,127,0.85247,0.95538
1991,Thuringa,Tenant,No,0.94230,189,189,0.90896,0.97563
1992,Schleswig-Holstein,Owner,No,0.95483,64,64,0.90355,1.00611
1992,Schleswig-Holstein,Tenant,No,0.94878,75,75,0.89856,0.99901
1992,Hamburg,Tenant,No,0.97981,73,73,0.94732,1.01230
1992,Lower Saxony,Owner,No,0.95089,203,203,0.92109,0.98069
1992,Lower Saxony,Tenant,No,0.95235,260,260,0.92641,0.97829
1992,Bremen,Tenant,No,0.97937,40,40,0.93476,1.02398
1992,North Rhine-Westphalia,Owner,No,0.95099,402,402,0.92986,0.97212
1992,North Rhine-Westphalia,Tenant,No,0.96220,799,799,0.94897,0.97543
1992,Hesse,Owner,No,0.96638,157,157,0.93809,0.99466
1992,Hesse,Tenant,No,0.95145,292,292,0.92675,0.97614
1992,"Rhineland-Palatinate, Saarland",Owner,No,0.90483,147,147,0.85722,0.95243
1992,"Rhineland-Palatinate, Saarland",Tenant,No,0.95280,163,163,0.92014,0.98546
1992,Baden-Wuerttemberg,Owner,No,0.94217,325,325,0.91676,0.96759
1992,Baden-Wuerttemberg,Tenant,No,0.95384,472,472,0.93489,0.97279
1992,Bavaria,Owner,No,0.94156,334,334,0.91636,0.96675
1992,Bavaria,Tenant,No,0.94238,443,443,0.92066,0.96411
1992,Berlin,Tenant,No,0.98332,302,302,0.96885,0.99779
1992,Brandenburg,Owner,No,0.97914,103,103,0.95141,1.00688
1992,Brandenburg,Tenant,No,0.96152,205,205,0.93512,0.98791
1992,Mecklenburg-Western Pomerania,Owner,No,0.98675,55,55,0.95624,1.01725
1992,Mecklenburg-Western Pomerania,Tenant,No,0.93319,135,135,0.89091,0.97546
1992,Saxony,Owner,No,0.90431,130,130,0.85355,0.95507
1992,Saxony,Tenant,No,0.93422,413,413,0.91028,0.95816
1992,Saxony-Anhalt,Owner,No,0.90474,107,107,0.84886,0.96063
1992,Saxony-Anhalt,Tenant,No,0.94974,242,242,0.92216,0.97733
1992,Thuringa,Owner,No,0.94129,132,132,0.90103,0.98155
1992,Thuringa,Tenant,No,0.94903,186,186,0.91734,0.98072
1993,Schleswig-Holstein,Owner,No,0.92241,63,63,0.85581,0.98900
1993,Schleswig-Holstein,Tenant,No,0.97556,85,85,0.94254,1.00858
1993,Hamburg,Tenant,No,0.99122,77,77,0.97024,1.01219
1993,Lower Saxony,Owner,No,0.90312,200,200,0.86202,0.94422
1993,Lower Saxony,Tenant,No,0.95350,267,267,0.92820,0.97881
1993,Bremen,Tenant,No,0.98803,41,41,0.95434,1.02173
1993,North Rhine-Westphalia,Owner,No,0.93740,401,401,0.91367,0.96114
1993,North Rhine-Westphalia,Tenant,No,0.96336,802,802,0.95034,0.97637
1993,Hesse,Owner,No,0.95967,151,151,0.92819,0.99116
1993,Hesse,Tenant,No,0.93691,295,295,0.90912,0.96470
1993,"Rhineland-Palatinate, Saarland",Owner,No,0.91856,152,152,0.87494,0.96219
1993,"Rhineland-Palatinate, Saarland",Tenant,No,0.95250,148,148,0.91811,0.98688
1993,Baden-Wuerttemberg,Owner,No,0.94839,328,328,0.92441,0.97237
1993,Baden-Wuerttemberg,Tenant,No,0.98002,485,485,0.96756,0.99249
1993,Bavaria,Owner,No,0.95140,333,333,0.92827,0.97453
1993,Bavaria,Tenant,No,0.94951,456,456,0.92939,0.96963
1993,Berlin,Tenant,No,0.97774,290,290,0.96073,0.99475
1993,Brandenburg,Owner,No,0.97652,102,102,0.94698,1.00605
1993,Brandenburg,Tenant,No,0.95820,194,194,0.92996,0.98643
1993,Mecklenburg-Western Pomerania,Tenant,No,0.94251,129,129,0.90219,0.98284
1993,Saxony,Owner,No,0.91275,125,125,0.86308,0.96242
1993,Saxony,Tenant,No,0.93553,399,399,0.91140,0.95965
1993,Saxony-Anhalt,Owner,No,0.92347,109,109,0.87334,0.97361
1993,Saxony-Anhalt,Tenant,No,0.95911,225,225,0.93317,0.98504
1993,Thuringa,Owner,No,0.93166,122,122,0.88670,0.97662
1993,Thuringa,Tenant,No,0.94960,185,185,0.91799,0.98121
1994,Schleswig-Holstein,Owner,No,0.98135,63,63,0.94767,1.01502
1994,Schleswig-Holstein,Tenant,No,0.95239,82,82,0.90602,0.99876
1994,Hamburg,Tenant,No,0.94719,74,74,0.89589,0.99850
1994,Lower Saxony,Owner,No,0.89246,200,200,0.84942,0.93551
1994,Lower Saxony,Tenant,No,0.97322,269,269,0.95390,0.99255
1994,Bremen,Tenant,No,0.93791,35,35,0.85679,1.01903
1994,North Rhine-Westphalia,Owner,No,0.95186,399,399,0.93083,0.97289
1994,North Rhine-Westphalia,Tenant,Yes,0.04797,33,807,0.03322,0.06272
1994,North Rhine-Westphalia,Tenant,No,0.95203,774,807,0.93728,0.96678
1994,Hesse,Owner,No,0.94296,151,151,0.90584,0.98007
1994,Hesse,Tenant,No,0.96458,295,295,0.94346,0.98571
1994,"Rhineland-Palatinate, Saarland",Owner,No,0.92689,153,153,0.88550,0.96827
1994,"Rhineland-Palatinate, Saarland",Tenant,No,0.96970,152,152,0.94236,0.99704
1994,Baden-Wuerttemberg,Owner,No,0.94878,320,320,0.92458,0.97297
1994,Baden-Wuerttemberg,Tenant,No,0.97730,479,479,0.96395,0.99065
1994,Bavaria,Owner,No,0.95638,342,342,0.93470,0.97806
1994,Bavaria,Tenant,No,0.95772,459,459,0.93929,0.97615
1994,Berlin,Tenant,No,0.98334,285,285,0.96846,0.99823
1994,Brandenburg,Owner,No,0.97471,101,101,0.94394,1.00548
1994,Brandenburg,Tenant,No,0.94358,186,186,0.91033,0.97683
1994,Mecklenburg-Western Pomerania,Tenant,No,0.95059,134,134,0.91375,0.98742
1994,Saxony,Owner,No,0.96621,142,142,0.93638,0.99603
1994,Saxony,Tenant,No,0.92460,385,385,0.89820,0.95101
1994,Saxony-Anhalt,Owner,No,0.88354,100,100,0.82035,0.94673
1994,Saxony-Anhalt,Tenant,No,0.92110,219,219,0.88531,0.95689
1994,Thuringa,Owner,No,0.94037,128,128,0.89919,0.98156
1994,Thuringa,Tenant,No,0.96802,187,187,0.94273,0.99331
1995,Schleswig-Holstein,Owner,No,0.99320,69,69,0.97365,1.01274
1995,Schleswig-Holstein,Tenant,No,0.96963,79,79,0.93154,1.00771
1995,Hamburg,Tenant,No,0.90964,65,65,0.83940,0.97988
1995,Lower Saxony,Owner,No,0.92458,218,218,0.88945,0.95972
1995,Lower Saxony,Tenant,No,0.97216,285,285,0.95303,0.99129
1995,Bremen,Tenant,No,0.91361,38,38,0.82309,1.00414
1995,North Rhine-Westphalia,Owner,No,0.93960,421,421,0.91682,0.96238
1995,North Rhine-Westphalia,Tenant,Yes,0.04690,33,860,0.03276,0.06104
1995,North Rhine-Westphalia,Tenant,No,0.95310,827,860,0.93896,0.96724
1995,Hesse,Owner,No,0.95600,150,150,0.92307,0.98893
1995,Hesse,Tenant,No,0.96834,317,317,0.94904,0.98765
1995,"Rhineland-Palatinate, Saarland",Owner,No,0.93596,153,153,0.89703,0.97488
1995,"Rhineland-Palatinate, Saarland",Tenant,No,0.96213,181,181,0.93425,0.99002
1995,Baden-Wuerttemberg,Owner,No,0.93858,323,323,0.91235,0.96480
1995,Baden-Wuerttemberg,Tenant,No,0.98112,512,512,0.96932,0.99292
1995,Bavaria,Owner,No,0.95013,331,331,0.92664,0.97361
1995,Bavaria,Tenant,No,0.93129,490,490,0.90887,0.95371
1995,Berlin,Tenant,No,0.97973,286,286,0.96337,0.99609
1995,Brandenburg,Owner,No,0.95905,94,94,0.91878,0.99933
1995,Brandenburg,Tenant,No,0.97506,178,178,0.95209,0.99803
1995,Mecklenburg-Western Pomerania,Owner,No,0.97795,57,57,0.93948,1.01641
1995,Mecklenburg-Western Pomerania,Tenant,No,0.93853,137,137,0.89816,0.97890
1995,Saxony,Owner,No,0.90919,134,134,0.86035,0.95802
1995,Saxony,Tenant,No,0.91890,379,379,0.89138,0.94642
1995,Saxony-Anhalt,Owner,No,0.96685,110,110,0.93324,1.00046
1995,Saxony-Anhalt,Tenant,No,0.95178,211,211,0.92281,0.98076
1995,Thuringa,Owner,No,0.94409,129,129,0.90429,0.98390
1995,Thuringa,Tenant,No,0.93582,176,176,0.89951,0.97213
1996,Schleswig-Holstein,Owner,No,0.96560,70,70,0.92259,1.00860
1996,Schleswig-Holstein,Tenant,No,0.99003,74,74,0.96724,1.01282
1996,Hamburg,Tenant,No,0.91856,65,65,0.85155,0.98557
1996,Lower Saxony,Owner,No,0.94778,223,223,0.91852,0.97705
1996,Lower Saxony,Tenant,No,0.96981,286,286,0.94994,0.98967
1996,Bremen,Tenant,No,0.89825,36,36,0.79809,0.99841
1996,North Rhine-Westphalia,Owner,No,0.93965,405,405,0.91643,0.96287
1996,North Rhine-Westphalia,Tenant,Yes,0.04353,37,856,0.02985,0.05720
1996,North Rhine-Westphalia,Tenant,No,0.95647,819,856,0.94280,0.97015
1996,Hesse,Owner,No,0.95424,151,151,0.92080,0.98768
1996,Hesse,Tenant,No,0.96782,304,304,0.94795,0.98769
1996,"Rhineland-Palatinate, Saarland",Owner,No,0.94944,161,161,0.91549,0.98339
1996,"Rhineland-Palatinate, Saarland",Tenant,No,0.97889,172,172,0.95735,1.00044
1996,Baden-Wuerttemberg,Owner,No,0.95727,325,325,0.93525,0.97930
1996,Baden-Wuerttemberg,Tenant,No,0.98661,484,484,0.97635,0.99686
1996,Bavaria,Owner,No,0.95628,342,342,0.93458,0.97798
1996,Bavaria,Tenant,No,0.94364,484,484,0.92307,0.96421
1996,Berlin,Tenant,No,0.97815,276,276,0.96087,0.99543
1996,Brandenburg,Owner,No,0.96026,104,104,0.92253,0.99799
1996,Brandenburg,Tenant,No,0.96549,183,183,0.93898,0.99201
1996,Mecklenburg-Western Pomerania,Owner,No,0.97490,57,57,0.93392,1.01587
1996,Mecklenburg-Western Pomerania,Tenant,No,0.93362,132,132,0.89099,0.97625
1996,Saxony,Owner,No,0.93854,148,148,0.89972,0.97737
1996,Saxony,Tenant,No,0.92684,370,370,0.90027,0.95341
1996,Saxony-Anhalt,Owner,No,0.99155,111,111,0.97444,1.00866
1996,Saxony-Anhalt,Tenant,No,0.94256,206,206,0.91070,0.97441
1996,Thuringa,Owner,No,0.94876,136,136,0.91157,0.98596
1996,Thuringa,Tenant,No,0.96358,179,179,0.93607,0.99110
1997,Schleswig-Holstein,Owner,No,0.99008,69,69,0.96652,1.01364
1997,Schleswig-Holstein,Tenant,No,0.96214,66,66,0.91573,1.00854
1997,Hamburg,Tenant,No,0.91247,60,60,0.84036,0.98459
1997,Lower Saxony,Owner,No,0.95026,230,230,0.92211,0.97842
1997,Lower Saxony,Tenant,No,0.95858,277,277,0.93507,0.98209
1997,Bremen,Tenant,No,0.91301,37,37,0.82095,1.00507
1997,North Rhine-Westphalia,Owner,No,0.96648,430,430,0.94944,0.98351
1997,North Rhine-Westphalia,Tenant,Yes,0.04734,32,830,0.03289,0.06180
1997,North Rhine-Westphalia,Tenant,No,0.95266,798,830,0.93820,0.96711
1997,Hesse,Owner,No,0.98517,150,150,0.96576,1.00458
1997,Hesse,Tenant,No,0.97730,278,278,0.95976,0.99484
1997,"Rhineland-Palatinate, Saarland",Owner,No,0.91764,157,157,0.87450,0.96078
1997,"Rhineland-Palatinate, Saarland",Tenant,No,0.96643,185,185,0.94041,0.99246
1997,Baden-Wuerttemberg,Owner,No,0.95173,319,319,0.92817,0.97529
1997,Baden-Wuerttemberg,Tenant,No,0.98287,490,490,0.97137,0.99437
1997,Bavaria,Owner,No,0.95722,361,361,0.93632,0.97813
1997,Bavaria,Tenant,No,0.94309,451,451,0.92168,0.96449
1997,Berlin,Tenant,No,0.99153,270,270,0.98058,1.00248
1997,Brandenburg,Owner,No,0.95121,105,105,0.90980,0.99261
1997,Brandenburg,Tenant,No,0.95375,187,187,0.92356,0.98393
1997,Mecklenburg-Western Pomerania,Owner,No,0.93332,59,59,0.86911,0.99752
1997,Mecklenburg-Western Pomerania,Tenant,No,0.91414,124,124,0.86463,0.96365
1997,Saxony,Owner,No,0.94415,148,148,0.90703,0.98127
1997,Saxony,Tenant,No,0.92458,362,362,0.89734,0.95182
1997,Saxony-Anhalt,Owner,No,0.97846,119,119,0.95226,1.00465
1997,Saxony-Anhalt,Tenant,No,0.95339,197,197,0.92387,0.98290
1997,Thuringa,Owner,No,0.95458,135,135,0.91933,0.98984
1997,Thuringa,Tenant,No,0.95298,173,173,0.92134,0.98462
1998,Schleswig-Holstein,Owner,No,0.98772,98,98,0.96581,1.00964
1998,Schleswig-Holstein,Tenant,No,0.93345,81,81,0.87883,0.98807
1998,Hamburg,Tenant,No,0.95634,81,81,0.91157,1.00112
1998,Lower Saxony,Owner,No,0.95663,283,283,0.93286,0.98041
1998,Lower Saxony,Tenant,No,0.96563,314,314,0.94545,0.98581
1998,Bremen,Tenant,No,0.98196,41,41,0.94072,1.02321
1998,North Rhine-Westphalia,Owner,No,0.95909,504,504,0.94178,0.97640
1998,North Rhine-Westphalia,Tenant,Yes,0.04278,38,964,0.03000,0.05556
1998,North Rhine-Westphalia,Tenant,No,0.95722,926,964,0.94444,0.97000
1998,Hesse,Owner,No,0.95146,181,181,0.92007,0.98286
1998,Hesse,Tenant,No,0.98010,301,301,0.96430,0.99591
1998,"Rhineland-Palatinate, Saarland",Owner,No,0.87845,181,181,0.83072,0.92619
1998,"Rhineland-Palatinate, Saarland",Tenant,No,0.98016,210,210,0.96126,0.99907
1998,Baden-Wuerttemberg,Owner,No,0.95485,376,376,0.93383,0.97586
1998,Baden-Wuerttemberg,Tenant,No,0.98678,522,522,0.97698,0.99659
1998,Bavaria,Owner,No,0.95753,445,445,0.93877,0.97629
1998,Bavaria,Tenant,No,0.95668,500,500,0.93881,0.97454
1998,Berlin,Tenant,No,0.96829,289,289,0.94805,0.98852
1998,Brandenburg,Owner,No,0.98510,115,115,0.96285,1.00734
1998,Brandenburg,Tenant,No,0.96044,196,196,0.93308,0.98780
1998,Mecklenburg-Western Pomerania,Owner,No,0.98215,79,79,0.95277,1.01154
1998,Mecklenburg-Western Pomerania,Tenant,No,0.92958,121,121,0.88380,0.97536
1998,Saxony,Owner,No,0.97142,173,173,0.94652,0.99632
1998,Saxony,Tenant,No,0.93822,393,393,0.91439,0.96206
1998,Saxony-Anhalt,Owner,No,0.91680,121,121,0.86738,0.96621
1998,Saxony-Anhalt,Tenant,No,0.96663,219,219,0.94279,0.99047
1998,Thuringa,Owner,No,0.94559,165,165,0.91087,0.98030
1998,Thuringa,Tenant,No,0.93321,174,174,0.89600,0.97041
1999,Schleswig-Holstein,Owner,No,0.99690,93,93,0.98555,1.00826
1999,Schleswig-Holstein,Tenant,No,0.96650,81,81,0.92706,1.00593
1999,Hamburg,Tenant,No,0.96856,70,70,0.92739,1.00974
1999,Lower Saxony,Owner,No,0.95837,282,282,0.93502,0.98172
1999,Lower Saxony,Tenant,No,0.97778,303,303,0.96116,0.99441
1999,Bremen,Tenant,No,0.91695,37,37,0.82680,1.00710
1999,North Rhine-Westphalia,Owner,No,0.96183,499,499,0.94500,0.97866
1999,North Rhine-Westphalia,Tenant,Yes,0.04576,35,903,0.03212,0.05939
1999,North Rhine-Westphalia,Tenant,No,0.95424,868,903,0.94061,0.96788
1999,Hesse,Owner,No,0.94652,178,178,0.91337,0.97966
1999,Hesse,Tenant,No,0.96545,274,274,0.94379,0.98712
1999,"Rhineland-Palatinate, Saarland",Owner,No,0.88433,182,182,0.83773,0.93092
1999,"Rhineland-Palatinate, Saarland",Tenant,No,0.94234,193,193,0.90937,0.97531
1999,Baden-Wuerttemberg,Owner,No,0.94122,350,350,0.91654,0.96590
1999,Baden-Wuerttemberg,Tenant,No,0.97514,504,504,0.96153,0.98875
1999,Bavaria,Owner,No,0.95171,448,448,0.93184,0.97158
1999,Bavaria,Tenant,No,0.93096,454,454,0.90762,0.95431
1999,Berlin,Tenant,No,0.97153,273,273,0.95177,0.99130
1999,Brandenburg,Owner,No,0.98612,120,120,0.96510,1.00714
1999,Brandenburg,Tenant,No,0.95051,180,180,0.91873,0.98228
1999,Mecklenburg-Western Pomerania,Owner,No,0.98091,72,72,0.94908,1.01274
1999,Mecklenburg-Western Pomerania,Tenant,No,0.94059,125,125,0.89898,0.98220
1999,Saxony,Owner,No,0.97654,176,176,0.95412,0.99897
1999,Saxony,Tenant,No,0.93446,381,381,0.90958,0.95934
