year,bula_h,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,No,0.81058,483,483,0.77560,0.84556
2009,Hamburg,No,0.85077,251,251,0.80660,0.89494
2009,Lower Saxony,Yes,0.05991,123,1633,0.04840,0.07143
2009,Lower Saxony,No,0.78811,1510,1633,0.76828,0.80794
2009,Bremen,No,0.84981,114,114,0.78394,0.91568
2009,North Rhine-Westphalia,Yes,0.06311,265,3628,0.05520,0.07103
2009,North Rhine-Westphalia,No,0.77387,3363,3628,0.76025,0.78748
2009,Hesse,Yes,0.06630,81,1217,0.05231,0.08028
2009,Hesse,No,0.75214,1136,1217,0.72788,0.77641
2009,"Rhineland-Palatinate, Saarland",Yes,0.05082,67,1024,0.03736,0.06428
2009,"Rhineland-Palatinate, Saarland",No,0.77300,957,1024,0.74733,0.79867
2009,Baden-Wuerttemberg,Yes,0.04732,111,2107,0.03825,0.05639
2009,Baden-Wuerttemberg,No,0.78197,1996,2107,0.76433,0.79960
2009,Bavaria,Yes,0.04517,147,2609,0.03720,0.05314
2009,Bavaria,No,0.79424,2462,2609,0.77872,0.80975
2009,Berlin,Yes,0.08441,58,683,0.06355,0.10528
2009,Berlin,No,0.78264,625,683,0.75169,0.81360
2009,Brandenburg,Yes,0.09655,90,789,0.07593,0.11718
2009,Brandenburg,No,0.75520,699,789,0.72518,0.78522
2009,Mecklenburg-Western Pomerania,Yes,0.07347,33,470,0.04986,0.09708
2009,Mecklenburg-Western Pomerania,No,0.81172,437,470,0.77633,0.84710
2009,Saxony,Yes,0.07108,111,1369,0.05746,0.08470
2009,Saxony,No,0.79467,1258,1369,0.77326,0.81607
2009,Saxony-Anhalt,Yes,0.10244,90,769,0.08099,0.12388
2009,Saxony-Anhalt,No,0.78220,679,769,0.75301,0.81140
2009,Thuringa,Yes,0.06715,73,823,0.05004,0.08426
2009,Thuringa,No,0.78293,750,823,0.75475,0.81111
2011,Schleswig-Holstein,Yes,0.03586,40,651,0.02157,0.05016
2011,Schleswig-Holstein,No,0.72068,611,651,0.68619,0.75517
2011,Hamburg,No,0.77576,299,299,0.72840,0.82311
2011,Lower Saxony,Yes,0.05781,148,1908,0.04733,0.06828
2011,Lower Saxony,No,0.70164,1760,1908,0.68110,0.72217
2011,Bremen,No,0.73501,122,122,0.65637,0.81365
2011,North Rhine-Westphalia,Yes,0.06334,328,4131,0.05591,0.07077
2011,North Rhine-Westphalia,No,0.70071,3803,4131,0.68674,0.71467
2011,Hesse,Yes,0.06936,114,1409,0.05609,0.08263
2011,Hesse,No,0.66442,1295,1409,0.63975,0.68908
2011,"Rhineland-Palatinate, Saarland",Yes,0.05610,90,1206,0.04311,0.06910
2011,"Rhineland-Palatinate, Saarland",No,0.70118,1116,1206,0.67534,0.72703
2011,Baden-Wuerttemberg,Yes,0.05498,155,2486,0.04602,0.06394
2011,Baden-Wuerttemberg,No,0.69379,2331,2486,0.67567,0.71191
2011,Bavaria,Yes,0.05207,199,3184,0.04435,0.05979
2011,Bavaria,No,0.71772,2985,3184,0.70208,0.73336
2011,Berlin,Yes,0.09155,71,781,0.07131,0.11179
2011,Berlin,No,0.70953,710,781,0.67767,0.74139
2011,Brandenburg,Yes,0.10532,118,882,0.08505,0.12559
2011,Brandenburg,No,0.68725,764,882,0.65664,0.71786
2011,Mecklenburg-Western Pomerania,Yes,0.06614,42,515,0.04466,0.08763
2011,Mecklenburg-Western Pomerania,No,0.73232,473,515,0.69404,0.77060
2011,Saxony,Yes,0.08447,140,1404,0.06992,0.09903
2011,Saxony,No,0.70824,1264,1404,0.68446,0.73203
2011,Saxony-Anhalt,Yes,0.09717,111,867,0.07745,0.11690
2011,Saxony-Anhalt,No,0.70354,756,867,0.67313,0.73396
2011,Thuringa,Yes,0.07656,84,884,0.05902,0.09410
2011,Thuringa,No,0.72105,800,884,0.69147,0.75063
2013,Schleswig-Holstein,Yes,0.04824,48,593,0.03098,0.06550
2013,Schleswig-Holstein,No,0.66900,545,593,0.63109,0.70691
2013,Hamburg,No,0.68512,295,295,0.63202,0.73821
2013,Lower Saxony,Yes,0.05940,147,1775,0.04840,0.07040
2013,Lower Saxony,No,0.65899,1628,1775,0.63693,0.68105
2013,Bremen,No,0.61966,113,113,0.52975,0.70957
2013,North Rhine-Westphalia,Yes,0.06289,317,3718,0.05509,0.07069
2013,North Rhine-Westphalia,No,0.62798,3401,3718,0.61244,0.64352
2013,Hesse,Yes,0.07469,126,1290,0.06034,0.08904
2013,Hesse,No,0.61181,1164,1290,0.58521,0.63842
2013,"Rhineland-Palatinate, Saarland",Yes,0.05381,90,1098,0.04045,0.06716
2013,"Rhineland-Palatinate, Saarland",No,0.65572,1008,1098,0.62761,0.68384
2013,Baden-Wuerttemberg,Yes,0.05311,142,2123,0.04356,0.06265
2013,Baden-Wuerttemberg,No,0.62160,1981,2123,0.60097,0.64224
2013,Bavaria,Yes,0.05102,207,2947,0.04308,0.05897
2013,Bavaria,No,0.65387,2740,2947,0.63669,0.67105
2013,Berlin,Yes,0.09340,81,768,0.07281,0.11400
2013,Berlin,No,0.62834,687,768,0.59414,0.66254
2013,Brandenburg,Yes,0.11150,118,780,0.08940,0.13361
2013,Brandenburg,No,0.64367,662,780,0.61004,0.67730
2013,Mecklenburg-Western Pomerania,Yes,0.07327,42,454,0.04928,0.09727
2013,Mecklenburg-Western Pomerania,No,0.71259,412,454,0.67091,0.75426
2013,Saxony,Yes,0.08540,147,1335,0.07040,0.10040
2013,Saxony,No,0.70901,1188,1335,0.68463,0.73338
