year,quintil_oecd,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,Yes,0.07256,276,2879,0.06308,0.08204
2009,1st Quintile,No,0.74638,2603,2879,0.73049,0.76228
2009,2nd Quintile,Yes,0.08209,326,3166,0.07252,0.09165
2009,2nd Quintile,No,0.72549,2840,3166,0.70994,0.74104
2009,3rd Quintile,Yes,0.05296,235,3434,0.04546,0.06045
2009,3rd Quintile,No,0.78765,3199,3434,0.77397,0.80133
2009,4th Quintile,Yes,0.05259,230,3732,0.04543,0.05975
2009,4th Quintile,No,0.80041,3502,3732,0.78758,0.81323
2009,5th Quintile,Yes,0.04241,231,4802,0.03671,0.04811
2009,5th Quintile,No,0.85560,4571,4802,0.84566,0.86554
2011,1st Quintile,Yes,0.08733,265,2462,0.07618,0.09848
2011,1st Quintile,No,0.58548,2197,2462,0.56601,0.60494
2011,2nd Quintile,Yes,0.08512,310,2762,0.07471,0.09553
2011,2nd Quintile,No,0.63272,2452,2762,0.61474,0.65070
2011,3rd Quintile,Yes,0.06070,242,3070,0.05226,0.06915
2011,3rd Quintile,No,0.71943,2828,3070,0.70353,0.73533
2011,4th Quintile,Yes,0.04972,197,3218,0.04221,0.05724
2011,4th Quintile,No,0.75466,3021,3218,0.73979,0.76952
2011,5th Quintile,Yes,0.04926,231,4150,0.04267,0.05584
2011,5th Quintile,No,0.80047,3919,4150,0.78830,0.81263
2013,1st Quintile,Yes,0.08855,360,3103,0.07855,0.09855
2013,1st Quintile,No,0.62075,2743,3103,0.60367,0.63782
2013,2nd Quintile,Yes,0.09211,416,3436,0.08244,0.10178
2013,2nd Quintile,No,0.65529,3020,3436,0.63940,0.67119
2013,3rd Quintile,Yes,0.07597,346,3592,0.06730,0.08463
2013,3rd Quintile,No,0.70351,3246,3592,0.68857,0.71845
2013,4th Quintile,Yes,0.05748,285,3938,0.05020,0.06475
2013,4th Quintile,No,0.76261,3653,3938,0.74932,0.77590
2013,5th Quintile,Yes,0.04698,279,4793,0.04099,0.05298
2013,5th Quintile,No,0.81773,4514,4793,0.80680,0.82866
2015,1st Quintile,Yes,0.08923,440,5007,0.08133,0.09713
2015,1st Quintile,No,0.70682,4567,5007,0.69421,0.71943
2015,2nd Quintile,Yes,0.08978,499,5281,0.08207,0.09749
2015,2nd Quintile,No,0.73713,4782,5281,0.72526,0.74900
2015,3rd Quintile,Yes,0.06945,352,4880,0.06232,0.07658
2015,3rd Quintile,No,0.76899,4528,4880,0.75716,0.78082
2015,4th Quintile,Yes,0.05527,278,4767,0.04878,0.06175
2015,4th Quintile,No,0.80756,4489,4767,0.79637,0.81876
2015,5th Quintile,Yes,0.05036,260,5101,0.04436,0.05636
2015,5th Quintile,No,0.84605,4841,5101,0.83614,0.85595
2017,1st Quintile,Yes,0.08131,416,4676,0.07347,0.08914
2017,1st Quintile,No,0.68655,4260,4676,0.67326,0.69985
2017,2nd Quintile,Yes,0.10781,465,4851,0.09908,0.11654
2017,2nd Quintile,No,0.72172,4386,4851,0.70911,0.73434
2017,3rd Quintile,Yes,0.07312,332,4415,0.06544,0.08080
2017,3rd Quintile,No,0.76380,4083,4415,0.75127,0.77633
2017,4th Quintile,Yes,0.05922,246,4340,0.05220,0.06625
2017,4th Quintile,No,0.81718,4094,4340,0.80568,0.82868
2017,5th Quintile,Yes,0.04664,235,4554,0.04051,0.05276
2017,5th Quintile,No,0.84593,4319,4554,0.83544,0.85641
2019,1st Quintile,Yes,0.08591,429,4398,0.07763,0.09420
2019,1st Quintile,No,0.67353,3969,4398,0.65967,0.68739
2019,2nd Quintile,Yes,0.08574,444,4763,0.07779,0.09369
2019,2nd Quintile,No,0.73181,4319,4763,0.71923,0.74439
2019,3rd Quintile,Yes,0.07962,371,4509,0.07171,0.08752
2019,3rd Quintile,No,0.75853,4138,4509,0.74604,0.77103
2019,4th Quintile,Yes,0.06171,274,4270,0.05449,0.06893
2019,4th Quintile,No,0.79503,3996,4270,0.78292,0.80714
2019,5th Quintile,Yes,0.04581,262,4786,0.03988,0.05173
2019,5th Quintile,No,0.85227,4524,4786,0.84221,0.86232
2021,1st Quintile,Yes,0.09013,459,4717,0.08196,0.09831
2021,1st Quintile,No,0.69839,4258,4717,0.68529,0.71149
2021,2nd Quintile,Yes,0.07893,316,3582,0.07010,0.08776
2021,2nd Quintile,No,0.72377,3266,3582,0.70913,0.73842
2021,3rd Quintile,Yes,0.06845,224,3034,0.05946,0.07743
2021,3rd Quintile,No,0.74635,2810,3034,0.73087,0.76184
2021,4th Quintile,Yes,0.05226,219,3246,0.04460,0.05992
2021,4th Quintile,No,0.80258,3027,3246,0.78888,0.81627
2021,5th Quintile,Yes,0.05163,236,4280,0.04500,0.05826
2021,5th Quintile,No,0.81688,4044,4280,0.80529,0.82847
