year,age_gr,migback,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No migration background,No,0.93403,2288,2288,0.92386,0.94421
2009,17-29 y.,Direct migration background,No,0.94495,174,174,0.91097,0.97894
2009,17-29 y.,Indirect migration background,No,0.89268,381,381,0.86156,0.92381
2009,30-45 y.,No migration background,Yes,0.01603,74,3876,0.01207,0.01998
2009,30-45 y.,No migration background,No,0.98397,3802,3876,0.98002,0.98793
2009,30-45 y.,Direct migration background,No,0.98399,521,521,0.97320,0.99478
2009,46-65 y.,No migration background,Yes,0.07557,400,5660,0.06869,0.08246
2009,46-65 y.,No migration background,No,0.92443,5260,5660,0.91754,0.93131
2009,46-65 y.,Direct migration background,Yes,0.07072,47,619,0.05051,0.09093
2009,46-65 y.,Direct migration background,No,0.92928,572,619,0.90907,0.94949
2009,46-65 y.,Indirect migration background,No,0.93738,43,43,0.86410,1.01065
2009,66 and older,No migration background,Yes,0.17644,689,3821,0.16435,0.18853
2009,66 and older,No migration background,No,0.82356,3132,3821,0.81147,0.83565
2009,66 and older,Direct migration background,Yes,0.20209,63,335,0.15903,0.24516
2009,66 and older,Direct migration background,No,0.79791,272,335,0.75484,0.84097
2011,17-29 y.,No migration background,No,0.84295,2376,2376,0.82832,0.85758
2011,17-29 y.,Direct migration background,No,0.75771,215,215,0.70030,0.81512
2011,17-29 y.,Indirect migration background,No,0.80154,381,381,0.76144,0.84165
2011,30-45 y.,No migration background,Yes,0.01383,69,3956,0.01019,0.01746
2011,30-45 y.,No migration background,No,0.79267,3887,3956,0.78004,0.80531
2011,30-45 y.,Direct migration background,No,0.67431,573,573,0.63590,0.71271
2011,30-45 y.,Indirect migration background,No,0.76832,306,306,0.72097,0.81567
2011,46-65 y.,No migration background,Yes,0.07834,550,6893,0.07200,0.08468
2011,46-65 y.,No migration background,No,0.88077,6343,6893,0.87312,0.88842
2011,46-65 y.,Direct migration background,Yes,0.08979,67,793,0.06988,0.10970
2011,46-65 y.,Direct migration background,No,0.86415,726,793,0.84029,0.88801
2011,46-65 y.,Indirect migration background,No,0.89444,86,86,0.82912,0.95976
2011,66 and older,No migration background,Yes,0.17691,846,4696,0.16600,0.18783
2011,66 and older,No migration background,No,0.82224,3850,4696,0.81130,0.83318
2011,66 and older,Direct migration background,Yes,0.19891,78,419,0.16064,0.23717
2011,66 and older,Direct migration background,No,0.80065,341,419,0.76236,0.83895
2013,17-29 y.,No migration background,No,0.81772,2037,2037,0.80095,0.83449
2013,17-29 y.,Direct migration background,No,0.32597,172,172,0.25571,0.39622
2013,17-29 y.,Indirect migration background,No,0.40352,314,314,0.34917,0.45787
2013,30-45 y.,No migration background,Yes,0.00903,50,3304,0.00580,0.01226
2013,30-45 y.,No migration background,No,0.79273,3254,3304,0.77891,0.80656
2013,30-45 y.,Direct migration background,No,0.31397,477,477,0.27228,0.35567
2013,30-45 y.,Indirect migration background,No,0.48884,269,269,0.42899,0.54868
2013,46-65 y.,No migration background,Yes,0.08416,570,6533,0.07743,0.09089
2013,46-65 y.,No migration background,No,0.86256,5963,6533,0.85421,0.87091
2013,46-65 y.,Direct migration background,Yes,0.06549,67,685,0.04695,0.08403
2013,46-65 y.,Direct migration background,No,0.56724,618,685,0.53010,0.60437
2013,46-65 y.,Indirect migration background,No,0.79873,96,96,0.71811,0.87936
2013,66 and older,No migration background,Yes,0.18527,886,4551,0.17398,0.19656
2013,66 and older,No migration background,No,0.81289,3665,4551,0.80156,0.82423
2013,66 and older,Direct migration background,Yes,0.19992,72,382,0.15976,0.24008
2013,66 and older,Direct migration background,No,0.73977,310,382,0.69571,0.78382
2015,17-29 y.,No migration background,No,0.91656,2540,2540,0.90580,0.92732
2015,17-29 y.,Direct migration background,No,0.66765,587,587,0.62951,0.70579
2015,17-29 y.,Indirect migration background,No,0.91325,766,766,0.89330,0.93319
2015,30-45 y.,No migration background,Yes,0.01300,97,4777,0.00979,0.01621
2015,30-45 y.,No migration background,No,0.98032,4680,4777,0.97638,0.98426
2015,30-45 y.,Direct migration background,Yes,0.01689,35,1969,0.01120,0.02258
2015,30-45 y.,Direct migration background,No,0.80430,1934,1969,0.78677,0.82182
2015,30-45 y.,Indirect migration background,No,0.92539,587,587,0.90411,0.94666
2015,46-65 y.,No migration background,Yes,0.09108,561,7278,0.08447,0.09769
2015,46-65 y.,No migration background,No,0.90746,6717,7278,0.90080,0.91412
2015,46-65 y.,Direct migration background,Yes,0.08482,133,1425,0.07035,0.09929
2015,46-65 y.,Direct migration background,No,0.86466,1292,1425,0.84690,0.88243
2015,46-65 y.,Indirect migration background,No,0.92548,163,163,0.88505,0.96592
2015,66 and older,No migration background,Yes,0.18231,849,4448,0.17096,0.19366
2015,66 and older,No migration background,No,0.81729,3599,4448,0.80593,0.82865
2015,66 and older,Direct migration background,Yes,0.19410,89,431,0.15672,0.23149
2015,66 and older,Direct migration background,No,0.79827,342,431,0.76034,0.83620
2017,17-29 y.,No migration background,No,0.92374,2915,2915,0.91411,0.93338
2017,17-29 y.,Direct migration background,No,0.78030,611,611,0.74744,0.81316
2017,17-29 y.,Indirect migration background,No,0.91630,797,797,0.89706,0.93553
2017,30-45 y.,No migration background,Yes,0.01704,91,4563,0.01329,0.02080
2017,30-45 y.,No migration background,No,0.98296,4472,4563,0.97920,0.98671
2017,30-45 y.,Direct migration background,Yes,0.01738,40,2102,0.01179,0.02297
2017,30-45 y.,Direct migration background,No,0.93693,2062,2102,0.92653,0.94732
2017,30-45 y.,Indirect migration background,No,0.96994,571,571,0.95592,0.98396
2017,46-65 y.,No migration background,Yes,0.09211,636,8152,0.08583,0.09839
2017,46-65 y.,No migration background,No,0.90789,7516,8152,0.90161,0.91417
2017,46-65 y.,Direct migration background,Yes,0.10049,161,1596,0.08573,0.11524
2017,46-65 y.,Direct migration background,No,0.88523,1435,1596,0.86959,0.90087
2017,46-65 y.,Indirect migration background,No,0.93916,211,211,0.90683,0.97149
2017,66 and older,No migration background,Yes,0.18242,848,4503,0.17114,0.19370
2017,66 and older,No migration background,No,0.81758,3655,4503,0.80630,0.82886
2017,66 and older,Direct migration background,Yes,0.20911,90,440,0.17106,0.24715
2017,66 and older,Direct migration background,No,0.78763,350,440,0.74937,0.82589
2019,17-29 y.,No migration background,No,0.91645,2694,2694,0.90600,0.92690
2019,17-29 y.,Direct migration background,No,0.76260,415,415,0.72161,0.80358
2019,17-29 y.,Indirect migration background,No,0.90103,698,698,0.87886,0.92320
2019,30-45 y.,No migration background,Yes,0.01847,88,4139,0.01437,0.02258
