year,age_gr,quintil_oecd,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,30-45 y.,1st Quintile,Yes,0.02982,50,1568,0.02140,0.03824
2015,30-45 y.,1st Quintile,No,0.95724,1518,1568,0.94723,0.96726
2015,30-45 y.,2nd Quintile,Yes,0.02084,44,1653,0.01395,0.02773
2015,30-45 y.,2nd Quintile,No,0.97598,1609,1653,0.96859,0.98336
2015,30-45 y.,3rd Quintile,No,0.97787,1503,1503,0.97043,0.98531
2015,30-45 y.,4th Quintile,No,0.98176,1336,1336,0.97458,0.98893
2015,30-45 y.,5th Quintile,No,0.99437,1235,1235,0.99019,0.99854
2015,46-65 y.,1st Quintile,Yes,0.15586,196,1471,0.13732,0.17440
2015,46-65 y.,1st Quintile,No,0.83596,1275,1471,0.81703,0.85489
2015,46-65 y.,2nd Quintile,Yes,0.10518,137,1476,0.08952,0.12084
2015,46-65 y.,2nd Quintile,No,0.89243,1339,1476,0.87661,0.90824
2015,46-65 y.,3rd Quintile,Yes,0.09391,126,1555,0.07940,0.10841
2015,46-65 y.,3rd Quintile,No,0.90582,1429,1555,0.89130,0.92034
2015,46-65 y.,4th Quintile,Yes,0.06285,109,1899,0.05194,0.07377
2015,46-65 y.,4th Quintile,No,0.93715,1790,1899,0.92623,0.94806
2015,46-65 y.,5th Quintile,Yes,0.06744,138,2477,0.05756,0.07731
2015,46-65 y.,5th Quintile,No,0.93211,2339,2477,0.92221,0.94202
2015,66 and older,1st Quintile,Yes,0.24042,179,729,0.20938,0.27146
2015,66 and older,1st Quintile,No,0.75896,550,729,0.72789,0.79003
2015,66 and older,2nd Quintile,Yes,0.21594,312,1288,0.19346,0.23842
2015,66 and older,2nd Quintile,No,0.78330,976,1288,0.76079,0.80581
2015,66 and older,3rd Quintile,Yes,0.16406,191,1048,0.14162,0.18649
2015,66 and older,3rd Quintile,No,0.83557,857,1048,0.81312,0.85803
2015,66 and older,4th Quintile,Yes,0.15619,144,886,0.13227,0.18011
2015,66 and older,4th Quintile,No,0.84381,742,886,0.81989,0.86773
2015,66 and older,5th Quintile,Yes,0.12449,112,932,0.10329,0.14570
2015,66 and older,5th Quintile,No,0.87551,820,932,0.85430,0.89671
2017,17-29 y.,1st Quintile,No,0.88295,1190,1190,0.86468,0.90122
2017,17-29 y.,2nd Quintile,No,0.90735,783,783,0.88703,0.92767
2017,17-29 y.,3rd Quintile,No,0.91339,671,671,0.89210,0.93469
2017,17-29 y.,4th Quintile,No,0.93277,589,589,0.91252,0.95301
2017,17-29 y.,5th Quintile,No,0.94789,414,414,0.92646,0.96933
2017,30-45 y.,1st Quintile,Yes,0.03297,55,1451,0.02378,0.04216
2017,30-45 y.,1st Quintile,No,0.93692,1396,1451,0.92441,0.94943
2017,30-45 y.,2nd Quintile,Yes,0.01890,31,1483,0.01197,0.02584
2017,30-45 y.,2nd Quintile,No,0.97916,1452,1483,0.97189,0.98643
2017,30-45 y.,3rd Quintile,No,0.98601,1206,1206,0.97938,0.99264
2017,30-45 y.,4th Quintile,No,0.98664,1136,1136,0.97996,0.99332
2017,30-45 y.,5th Quintile,No,0.98609,982,982,0.97876,0.99342
2017,46-65 y.,1st Quintile,Yes,0.14547,186,1339,0.12658,0.16437
2017,46-65 y.,1st Quintile,No,0.84648,1153,1339,0.82716,0.86579
2017,46-65 y.,2nd Quintile,Yes,0.14792,142,1418,0.12943,0.16641
2017,46-65 y.,2nd Quintile,No,0.85175,1276,1418,0.83325,0.87025
2017,46-65 y.,3rd Quintile,Yes,0.09343,109,1479,0.07859,0.10827
2017,46-65 y.,3rd Quintile,No,0.90653,1370,1479,0.89169,0.92137
2017,46-65 y.,4th Quintile,Yes,0.07488,107,1776,0.06264,0.08712
2017,46-65 y.,4th Quintile,No,0.92512,1669,1776,0.91288,0.93736
2017,46-65 y.,5th Quintile,Yes,0.05425,118,2239,0.04487,0.06364
2017,46-65 y.,5th Quintile,No,0.94575,2121,2239,0.93636,0.95513
2017,66 and older,1st Quintile,Yes,0.22046,159,680,0.18928,0.25164
2017,66 and older,1st Quintile,No,0.77877,521,680,0.74754,0.80999
2017,66 and older,2nd Quintile,Yes,0.24676,287,1162,0.22196,0.27156
2017,66 and older,2nd Quintile,No,0.75324,875,1162,0.72844,0.77804
2017,66 and older,3rd Quintile,Yes,0.16460,193,1029,0.14193,0.18726
2017,66 and older,3rd Quintile,No,0.83540,836,1029,0.81274,0.85807
2017,66 and older,4th Quintile,Yes,0.14816,125,825,0.12390,0.17242
2017,66 and older,4th Quintile,No,0.85184,700,825,0.82758,0.87610
2017,66 and older,5th Quintile,Yes,0.11321,107,909,0.09260,0.13382
2017,66 and older,5th Quintile,No,0.88679,802,909,0.86618,0.90740
2019,17-29 y.,1st Quintile,No,0.86616,1099,1099,0.84602,0.88630
2019,17-29 y.,2nd Quintile,No,0.89778,842,842,0.87730,0.91825
2019,17-29 y.,3rd Quintile,No,0.91565,699,699,0.89503,0.93627
2019,17-29 y.,4th Quintile,No,0.91023,551,551,0.88634,0.93412
2019,17-29 y.,5th Quintile,No,0.93388,428,428,0.91031,0.95745
2019,30-45 y.,1st Quintile,Yes,0.03284,51,1224,0.02285,0.04282
2019,30-45 y.,1st Quintile,No,0.90396,1173,1224,0.88744,0.92047
2019,30-45 y.,2nd Quintile,Yes,0.02230,31,1243,0.01409,0.03051
2019,30-45 y.,2nd Quintile,No,0.97400,1212,1243,0.96515,0.98285
2019,30-45 y.,3rd Quintile,Yes,0.03197,32,1228,0.02213,0.04182
2019,30-45 y.,3rd Quintile,No,0.96765,1196,1228,0.95775,0.97755
2019,30-45 y.,4th Quintile,No,0.98818,1021,1021,0.98154,0.99481
2019,30-45 y.,5th Quintile,No,0.99221,918,918,0.98652,0.99790
2019,46-65 y.,1st Quintile,Yes,0.15912,194,1326,0.13943,0.17882
2019,46-65 y.,1st Quintile,No,0.82564,1132,1326,0.80521,0.84607
2019,46-65 y.,2nd Quintile,Yes,0.11067,128,1464,0.09460,0.12675
2019,46-65 y.,2nd Quintile,No,0.88801,1336,1464,0.87185,0.90417
2019,46-65 y.,3rd Quintile,Yes,0.11682,152,1617,0.10116,0.13248
2019,46-65 y.,3rd Quintile,No,0.88317,1465,1617,0.86751,0.89883
2019,46-65 y.,4th Quintile,Yes,0.07278,104,1831,0.06088,0.08468
2019,46-65 y.,4th Quintile,No,0.92720,1727,1831,0.91529,0.93910
2019,46-65 y.,5th Quintile,Yes,0.05257,128,2479,0.04379,0.06136
2019,46-65 y.,5th Quintile,No,0.94743,2351,2479,0.93864,0.95621
2019,66 and older,1st Quintile,Yes,0.22819,173,738,0.19789,0.25849
2019,66 and older,1st Quintile,No,0.77071,565,738,0.74036,0.80106
2019,66 and older,2nd Quintile,Yes,0.20261,277,1206,0.17991,0.22530
2019,66 and older,2nd Quintile,No,0.79736,929,1206,0.77467,0.82006
2019,66 and older,3rd Quintile,Yes,0.18192,181,959,0.15749,0.20635
2019,66 and older,3rd Quintile,No,0.81808,778,959,0.79365,0.84251
2019,66 and older,4th Quintile,Yes,0.17328,146,843,0.14771,0.19884
2019,66 and older,4th Quintile,No,0.82672,697,843,0.80116,0.85229
2019,66 and older,5th Quintile,Yes,0.11974,119,946,0.09904,0.14044
2019,66 and older,5th Quintile,No,0.88026,827,946,0.85956,0.90096
2021,17-29 y.,1st Quintile,No,0.91711,1205,1205,0.90154,0.93269
2021,17-29 y.,2nd Quintile,No,0.89054,610,610,0.86574,0.91534
2021,17-29 y.,3rd Quintile,No,0.89540,457,457,0.86731,0.92349
2021,17-29 y.,4th Quintile,No,0.95272,457,457,0.93323,0.97220
2021,17-29 y.,5th Quintile,No,0.90725,315,315,0.87516,0.93933
2021,30-45 y.,1st Quintile,Yes,0.04494,81,1632,0.03488,0.05499
2021,30-45 y.,1st Quintile,No,0.94661,1551,1632,0.93569,0.95752
2021,30-45 y.,2nd Quintile,No,0.96131,996,996,0.94932,0.97329
2021,30-45 y.,3rd Quintile,No,0.97443,823,823,0.96364,0.98522
2021,30-45 y.,4th Quintile,No,0.96997,780,780,0.95799,0.98196
2021,30-45 y.,5th Quintile,No,0.97761,797,797,0.96733,0.98789
2021,46-65 y.,1st Quintile,Yes,0.16419,214,1242,0.14358,0.18480
2021,46-65 y.,1st Quintile,No,0.82613,1028,1242,0.80504,0.84721
2021,46-65 y.,2nd Quintile,Yes,0.10679,111,1127,0.08875,0.12483
2021,46-65 y.,2nd Quintile,No,0.88464,1016,1127,0.86598,0.90330
2021,46-65 y.,3rd Quintile,Yes,0.08763,89,1104,0.07095,0.10432
2021,46-65 y.,3rd Quintile,No,0.90304,1015,1104,0.88558,0.92050
2021,46-65 y.,4th Quintile,Yes,0.06926,96,1370,0.05581,0.08271
2021,46-65 y.,4th Quintile,No,0.92710,1274,1370,0.91333,0.94087
2021,46-65 y.,5th Quintile,Yes,0.05806,111,2302,0.04850,0.06761
2021,46-65 y.,5th Quintile,No,0.93164,2191,2302,0.92133,0.94195
2021,66 and older,1st Quintile,Yes,0.20922,151,625,0.17731,0.24114
2021,66 and older,1st Quintile,No,0.78132,474,625,0.74889,0.81375
2021,66 and older,2nd Quintile,Yes,0.19341,176,820,0.16636,0.22046
2021,66 and older,2nd Quintile,No,0.79868,644,820,0.77121,0.82614
2021,66 and older,3rd Quintile,Yes,0.18036,119,634,0.15040,0.21031
2021,66 and older,3rd Quintile,No,0.81640,515,634,0.78624,0.84656
2021,66 and older,4th Quintile,Yes,0.14574,107,623,0.11801,0.17347
2021,66 and older,4th Quintile,No,0.83969,516,623,0.81086,0.86853
2021,66 and older,5th Quintile,Yes,0.13883,111,852,0.11560,0.16206
2021,66 and older,5th Quintile,No,0.85350,741,852,0.82975,0.87726
