"hlc0052","year","quintil","n","percent","lower_confidence","upper_confidence"
"Ja","2006","1","1775","0.32625894832185","0.313767956670497","0.338749939973204"
"Ja","2006","2","416","0.0667698769780693","0.0602366348947549","0.0733031190613837"
"Ja","2006","3","174","0.0334136410773476","0.028680024668138","0.0381472574865571"
"Ja","2006","4","102","0.0181265015427532","0.0146836346658474","0.0215693684196591"
"Ja","2006","5","","","",""
"Nein","2006","1","3637","0.673741051678149","0.661250060026796","0.686232043329503"
"Nein","2006","2","5192","0.933230123021931","0.926696880938616","0.939763365105245"
"Nein","2006","3","5363","0.966586358922652","0.961852742513443","0.971319975331862"
"Nein","2006","4","5666","0.981873498457247","0.978430631580341","0.985316365334153"
"Nein","2006","5","4844","0.996851053480351","0.995276530199854","0.998425576760849"
"Ja","2007","1","1776","0.380965874470668","0.367010915274189","0.394920833667147"
"Ja","2007","2","549","0.0958891117311761","0.0878121929581252","0.103966030504227"
"Ja","2007","3","220","0.0374327388072885","0.0323329522356657","0.0425325253789113"
"Ja","2007","4","114","0.0221756536252834","0.0182878750384337","0.026063432212133"
"Ja","2007","5","48","0.00666485547349886","0.0043644760380118","0.00896523490898592"
"Nein","2007","1","2876","0.619034125529332","0.605079166332853","0.632989084725811"
"Nein","2007","2","4556","0.904110888268824","0.896033969495773","0.912187807041875"
"Nein","2007","3","5102","0.962567261192712","0.957467474621089","0.967667047764334"
"Nein","2007","4","5397","0.977824346374717","0.973936567787867","0.981712124961566"
"Nein","2007","5","4758","0.993335144526501","0.991034765091014","0.995635523961988"
"Ja","2008","1","1498","0.351506148418869","0.336843572277482","0.366168724560256"
"Ja","2008","2","460","0.102890194849799","0.0938638183547524","0.111916571344845"
"Ja","2008","3","189","0.0432382996470948","0.037635266199063","0.0488413330951266"
"Ja","2008","4","104","0.0185964814069322","0.0149515132432562","0.0222414495706083"
"Ja","2008","5","","","",""
"Nein","2008","1","2575","0.648493851581131","0.633831275439744","0.663156427722518"
"Nein","2008","2","3892","0.897109805150201","0.888083428655155","0.906136181645248"
"Nein","2008","3","4873","0.956761700352905","0.951158666904873","0.962364733800937"
"Nein","2008","4","5173","0.981403518593068","0.977758550429392","0.985048486756744"
"Nein","2008","5","4729","0.993964140427755","0.991763288654278","0.996164992201233"
"Ja","2009","1","1303","0.328826171663427","0.313840013637569","0.343812329689284"
"Ja","2009","2","395","0.10037925494112","0.0914026269438098","0.109355882938429"
"Ja","2009","3","152","0.0251388574949754","0.0207425994683047","0.029535115521646"
"Ja","2009","4","93","0.0159375565853403","0.0125817772254611","0.0192933359452196"
"Ja","2009","5","","","",""
"Nein","2009","1","2472","0.671173828336573","0.656187670310716","0.686159986362431"
"Nein","2009","2","3910","0.89962074505888","0.890644117061571","0.90859737305619"
"Nein","2009","3","4719","0.974861142505025","0.970464884478354","0.979257400531695"
"Nein","2009","4","5257","0.98406244341466","0.98070666405478","0.987418222774539"
"Nein","2009","5","4892","0.994455898039345","0.992378574309103","0.996533221769588"
"Ja","2010","1","3739","0.373787119311129","0.363267916073875","0.384306322548384"
"Ja","2010","2","1099","0.094642236537765","0.0883663439452311","0.100918129130299"
"Ja","2010","3","229","0.0264135813799757","0.0227148710751754","0.0301122916847761"
"Ja","2010","4","94","0.0137735770486024","0.0111008803989155","0.0164462736982892"
"Ja","2010","5","34","0.00942886305618591","0.00707033670701328","0.0117873894053585"
"Nein","2010","1","4387","0.62621288068887","0.615693677451616","0.636732083926125"
"Nein","2010","2","7258","0.905357763462235","0.899081870869701","0.911633656054769"
"Nein","2010","3","6992","0.973586418620024","0.969887708315224","0.977285128924825"
"Nein","2010","4","7211","0.986226422951398","0.983553726301711","0.988899119601084"
"Nein","2010","5","6416","0.990571136943814","0.988212610594641","0.992929663292987"
"Ja","2011","1","4064","0.372991202576278","0.36269651642794","0.383285888724617"
"Ja","2011","2","1291","0.0928374919522369","0.086883120817846","0.0987918630866277"
"Ja","2011","3","308","0.0331217853483797","0.029337409468894","0.0369061612278653"
"Ja","2011","4","120","0.0122202980405203","0.00995709885259449","0.0144834972284461"
"Ja","2011","5","61","0.0116079746090652","0.00925075752853059","0.0139651916895998"
"Nein","2011","1","4413","0.627008797423722","0.616714111275383","0.63730348357206"
"Nein","2011","2","7834","0.907162508047763","0.901208136913372","0.913116879182154"
"Nein","2011","3","8282","0.96687821465162","0.963093838772135","0.970662590531106"
"Nein","2011","4","8933","0.98777970195948","0.985516502771554","0.990042901147406"
"Nein","2011","5","7871","0.988392025390935","0.9860348083104","0.990749242471469"
"Ja","2012","1","3395","0.390976350090898","0.379537805677207","0.402414894504589"
"Ja","2012","2","1360","0.114510264835149","0.10771076274928","0.121309766921019"
"Ja","2012","3","344","0.0294491736884959","0.0258934018813109","0.0330049454956809"
"Ja","2012","4","113","0.0114339881815816","0.00924792136630401","0.0136200549968591"
"Ja","2012","5","62","0.00591228492581778","0.00426694704417366","0.0075576228074619"
"Nein","2012","1","3596","0.609023649909102","0.597585105495411","0.620462194322793"
"Nein","2012","2","7065","0.885489735164851","0.878690233078981","0.89228923725072"
"Nein","2012","3","8340","0.970550826311504","0.966995054504319","0.974106598118689"
"Nein","2012","4","8973","0.988566011818419","0.986379945003141","0.990752078633696"
"Nein","2012","5","8278","0.994087715074182","0.992442377192538","0.995733052955826"
"Ja","2013","1","4159","0.399827853326698","0.389525472002992","0.410130234650404"
"Ja","2013","2","1709","0.115195436387912","0.108766403661595","0.121624469114229"
"Ja","2013","3","360","0.0303006634148058","0.0267903574499102","0.0338109693797013"
"Ja","2013","4","179","0.0173959278093699","0.0148710372595375","0.0199208183592023"
"Ja","2013","5","39","0.00587778918607353","0.00430869503019348","0.00744688334195358"
"Nein","2013","1","4526","0.600172146673302","0.589869765349596","0.610474527997008"
"Nein","2013","2","7764","0.884804563612088","0.878375530885771","0.891233596338405"
"Nein","2013","3","8800","0.969699336585194","0.966189030620299","0.97320964255009"
"Nein","2013","4","10121","0.98260407219063","0.980079181640798","0.985128962740462"
"Nein","2013","5","9078","0.994122210813926","0.992553116658046","0.995691304969807"
"Ja","2014","1","3268","0.397424939919876","0.38552463147903","0.409325248360723"
"Ja","2014","2","1597","0.138475610435003","0.130807500637129","0.146143720232877"
"Ja","2014","3","337","0.0405319854946841","0.0362592500303913","0.0448047209589769"
"Ja","2014","4","158","0.0147294010753726","0.012311264517206","0.0171475376335393"
"Ja","2014","5","54","0.00475262624249836","0.0033411966650003","0.00616405581999642"
"Nein","2014","1","3228","0.602575060080124","0.590674751639277","0.61447536852097"
"Nein","2014","2","6197","0.861524389564997","0.853856279767123","0.869192499362871"
"Nein","2014","3","7846","0.959468014505316","0.955195279041023","0.963740749969609"
"Nein","2014","4","9376","0.985270598924627","0.982852462366461","0.987688735482794"
"Nein","2014","5","9067","0.995247373757502","0.993835944180004","0.996658803335"
"Ja","2015","1","3314","0.425993637058353","0.413959373231602","0.438027900885104"
"Ja","2015","2","1583","0.173787595798616","0.16493420655642","0.182640985040811"
"Ja","2015","3","394","0.0410614899047839","0.0366620607193567","0.0454609190902111"
"Ja","2015","4","138","0.0123972847541238","0.0101466160971507","0.014647953411097"
"Ja","2015","5","63","0.00580991847035717","0.0042817080239965","0.00733812891671785"
"Nein","2015","1","3172","0.574006362941647","0.561972099114896","0.586040626768398"
"Nein","2015","2","5454","0.826212404201384","0.817359014959189","0.83506579344358"
"Nein","2015","3","7421","0.958938510095216","0.954539080909789","0.963337939280643"
"Nein","2015","4","9147","0.987602715245876","0.985352046588903","0.989853383902849"
"Nein","2015","5","9438","0.994190081529643","0.992661871083282","0.995718291976003"
"Ja","2016","1","2720","0.456281048444629","0.442429304277336","0.470132792611922"
"Ja","2016","2","1525","0.196450892535972","0.186501586049113","0.206400199022832"
"Ja","2016","3","312","0.0369789907007737","0.0324697802254505","0.0414882011760968"
"Ja","2016","4","95","0.00789293365949175","0.00607499940396308","0.00971086791502042"
"Ja","2016","5","49","0.00534743079609767","0.00387043484390434","0.00682442674829099"
"Nein","2016","1","2247","0.543718951555371","0.529867207388078","0.557570695722664"
"Nein","2016","2","4601","0.803549107464028","0.793599800977168","0.813498413950887"
"Nein","2016","3","6416","0.963021009299226","0.958511798823903","0.967530219774549"
"Nein","2016","4","9007","0.992107066340508","0.990289132084979","0.993925000596037"
"Nein","2016","5","9317","0.994652569203902","0.993175573251709","0.996129565156096"
"Ja","2017","1","4825","0.450421443804711","0.44088629602954","0.459956591579881"
"Ja","2017","2","1641","0.19001136242394","0.180332412337216","0.199690312510664"
"Ja","2017","3","428","0.0407227816391729","0.0361832239782632","0.0452623393000825"
"Ja","2017","4","188","0.0152350724544122","0.0128376137686533","0.017632531140171"
"Ja","2017","5","91","0.00763032352513702","0.00605195189348699","0.00920869515678705"
"Nein","2017","1","5634","0.549578556195289","0.540043408420119","0.55911370397046"
"Nein","2017","2","4670","0.80998863757606","0.800309687489336","0.819667587662784"
"Nein","2017","3","6854","0.959277218360827","0.954737660699918","0.963816776021737"
"Nein","2017","4","9839","0.984764927545588","0.982367468859829","0.987162386231347"
"Nein","2017","5","11585","0.992369676474863","0.990791304843213","0.993948048106513"
"Ja","2018","1","7133","0.426167011140266","0.417367378127467","0.434966644153066"
"Ja","2018","2","2114","0.243224361302814","0.232611694169245","0.253837028436384"
"Ja","2018","3","602","0.0572287846134797","0.0518021087949723","0.0626554604319871"
"Ja","2018","4","244","0.0182576806761056","0.015665337609165","0.0208500237430462"
"Ja","2018","5","106","0.00633477454539591","0.00491353100831509","0.00775601808247674"
"Nein","2018","1","4999","0.573832988859734","0.565033355846934","0.582632621872534"
"Nein","2018","2","4164","0.756775638697186","0.746162971563616","0.767388305830755"
