year,bula_h,rentown,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Schleswig-Holstein,Owner,No,0.94536,190,190,0.91296,0.97776
2006,Schleswig-Holstein,Tenant,No,0.86028,146,146,0.80385,0.91671
2006,Hamburg,Owner,No,0.99249,46,46,0.96727,1.01771
2006,Hamburg,Tenant,No,0.92682,128,128,0.88153,0.97212
2006,Lower Saxony,Owner,No,0.99157,607,607,0.98429,0.99885
2006,Lower Saxony,Tenant,Yes,0.13813,61,417,0.10497,0.17129
2006,Lower Saxony,Tenant,No,0.86187,356,417,0.82871,0.89503
2006,Bremen,Tenant,No,0.93848,48,48,0.86978,1.00718
2006,North Rhine-Westphalia,Owner,No,0.98568,1150,1150,0.97882,0.99255
2006,North Rhine-Westphalia,Tenant,Yes,0.13583,162,1292,0.11715,0.15452
2006,North Rhine-Westphalia,Tenant,No,0.86417,1130,1292,0.84548,0.88285
2006,Hesse,Owner,No,0.99583,394,394,0.98945,1.00220
2006,Hesse,Tenant,No,0.93129,376,376,0.90569,0.95690
2006,"Rhineland-Palatinate, Saarland",Owner,No,0.98665,377,377,0.97505,0.99825
2006,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.15480,47,308,0.11434,0.19526
2006,"Rhineland-Palatinate, Saarland",Tenant,No,0.84520,261,308,0.80474,0.88566
2006,Baden-Wuerttemberg,Owner,No,0.98209,741,741,0.97254,0.99165
2006,Baden-Wuerttemberg,Tenant,Yes,0.07035,48,653,0.05072,0.08998
2006,Baden-Wuerttemberg,Tenant,No,0.92965,605,653,0.91002,0.94928
2006,Bavaria,Owner,No,0.98445,923,923,0.97646,0.99244
2006,Bavaria,Tenant,Yes,0.09965,66,731,0.07792,0.12138
2006,Bavaria,Tenant,No,0.90035,665,731,0.87862,0.92208
2006,Berlin,Owner,No,0.94458,78,78,0.89348,0.99569
2006,Berlin,Tenant,Yes,0.16914,66,373,0.13105,0.20724
2006,Berlin,Tenant,No,0.83086,307,373,0.79276,0.86895
2006,Brandenburg,Owner,No,0.94052,185,185,0.90635,0.97470
