year,bula_h,quintil_oecd_hh,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Baden-Wuerttemberg,1st Quintile,Yes,0.20906,33,169,0.14757,0.27055
2006,Baden-Wuerttemberg,1st Quintile,No,0.79094,136,169,0.72945,0.85243
2006,Baden-Wuerttemberg,2nd Quintile,No,0.96561,203,203,0.94048,0.99074
2006,Baden-Wuerttemberg,3rd Quintile,No,0.99288,266,266,0.98276,1.00300
2006,Baden-Wuerttemberg,4th Quintile,No,0.98326,302,302,0.96877,0.99775
2006,Baden-Wuerttemberg,5th Quintile,No,0.97964,439,439,0.96642,0.99287
2006,Bavaria,1st Quintile,Yes,0.18537,38,218,0.13367,0.23707
2006,Bavaria,1st Quintile,No,0.81463,180,218,0.76293,0.86633
2006,Bavaria,2nd Quintile,No,0.94525,239,239,0.91635,0.97415
2006,Bavaria,3rd Quintile,No,0.94901,315,315,0.92468,0.97334
2006,Bavaria,4th Quintile,No,0.97640,351,351,0.96049,0.99230
2006,Bavaria,5th Quintile,No,0.98750,502,502,0.97778,0.99723
2006,Berlin,1st Quintile,Yes,0.41195,47,109,0.31913,0.50478
2006,Berlin,1st Quintile,No,0.58805,62,109,0.49522,0.68087
2006,Berlin,2nd Quintile,No,0.82879,59,59,0.73185,0.92574
2006,Berlin,3rd Quintile,No,0.95704,70,70,0.90919,1.00488
2006,Berlin,4th Quintile,No,0.96507,85,85,0.92581,1.00433
2006,Berlin,5th Quintile,No,0.99750,110,110,0.98814,1.00687
2006,Brandenburg,1st Quintile,Yes,0.50009,51,104,0.40353,0.59665
2006,Brandenburg,1st Quintile,No,0.49991,53,104,0.40335,0.59647
2006,Brandenburg,2nd Quintile,No,0.87028,111,111,0.80749,0.93307
2006,Brandenburg,3rd Quintile,No,0.96336,108,108,0.92776,0.99896
2006,Brandenburg,4th Quintile,No,0.96465,83,83,0.92468,1.00462
2006,Brandenburg,5th Quintile,No,0.97604,61,61,0.93734,1.01473
2006,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.42779,32,70,0.31105,0.54453
2006,Mecklenburg-Western Pomerania,1st Quintile,No,0.57221,38,70,0.45547,0.68895
2006,Mecklenburg-Western Pomerania,2nd Quintile,No,0.90216,71,71,0.83256,0.97176
2006,Mecklenburg-Western Pomerania,3rd Quintile,No,0.94486,47,47,0.87889,1.01082
2006,Saxony,1st Quintile,Yes,0.41304,78,194,0.34357,0.48250
2006,Saxony,1st Quintile,No,0.58696,116,194,0.51750,0.65643
2006,Saxony,2nd Quintile,No,0.90215,172,172,0.85762,0.94668
2006,Saxony,3rd Quintile,No,0.95016,191,191,0.91922,0.98110
2006,Saxony,4th Quintile,No,0.98782,141,141,0.96965,1.00599
2006,Saxony,5th Quintile,No,0.98874,93,93,0.96719,1.01030
2006,Saxony-Anhalt,1st Quintile,Yes,0.46378,55,106,0.36839,0.55917
2006,Saxony-Anhalt,1st Quintile,No,0.53622,51,106,0.44083,0.63161
2006,Saxony-Anhalt,2nd Quintile,No,0.91126,101,101,0.85553,0.96700
2006,Saxony-Anhalt,3rd Quintile,No,0.95962,117,117,0.92380,0.99544
2006,Saxony-Anhalt,4th Quintile,No,0.95536,68,68,0.90591,1.00481
2006,Saxony-Anhalt,5th Quintile,No,0.98141,57,57,0.94603,1.01679
2006,Thuringa,1st Quintile,Yes,0.42097,44,103,0.32516,0.51679
2006,Thuringa,1st Quintile,No,0.57903,59,103,0.48321,0.67484
2006,Thuringa,2nd Quintile,No,0.92129,114,114,0.87164,0.97094
2006,Thuringa,3rd Quintile,No,0.97651,101,101,0.94683,1.00620
2006,Thuringa,4th Quintile,No,0.96795,92,92,0.93176,1.00414
2006,Thuringa,5th Quintile,No,0.96735,46,46,0.91543,1.01928
2007,Schleswig-Holstein,1st Quintile,No,0.65182,46,46,0.51263,0.79102
2007,Schleswig-Holstein,2nd Quintile,No,0.90584,49,49,0.82322,0.98846
2007,Schleswig-Holstein,3rd Quintile,No,0.98667,75,75,0.96053,1.01280
2007,Schleswig-Holstein,4th Quintile,No,0.98471,53,53,0.95136,1.01806
2007,Schleswig-Holstein,5th Quintile,No,0.99558,88,88,0.98164,1.00952
2007,Hamburg,2nd Quintile,No,0.90525,37,37,0.80957,1.00092
2007,Hamburg,5th Quintile,No,0.99385,45,45,0.97074,1.01695
2007,Lower Saxony,1st Quintile,Yes,0.34283,54,136,0.26276,0.42290
2007,Lower Saxony,1st Quintile,No,0.65717,82,136,0.57710,0.73724
2007,Lower Saxony,2nd Quintile,No,0.91855,155,155,0.87535,0.96175
2007,Lower Saxony,3rd Quintile,No,0.94499,174,174,0.91102,0.97897
2007,Lower Saxony,4th Quintile,No,0.97700,224,224,0.95733,0.99668
2007,Lower Saxony,5th Quintile,No,0.97493,249,249,0.95548,0.99439
2007,North Rhine-Westphalia,1st Quintile,Yes,0.27085,109,382,0.22623,0.31548
2007,North Rhine-Westphalia,1st Quintile,No,0.72915,273,382,0.68452,0.77377
2007,North Rhine-Westphalia,2nd Quintile,No,0.90031,344,344,0.86861,0.93202
2007,North Rhine-Westphalia,3rd Quintile,No,0.93623,363,363,0.91106,0.96140
2007,North Rhine-Westphalia,4th Quintile,No,0.96548,436,436,0.94833,0.98264
2007,North Rhine-Westphalia,5th Quintile,No,0.97841,650,650,0.96723,0.98960
2007,Hesse,1st Quintile,No,0.74981,84,84,0.65663,0.84299
2007,Hesse,2nd Quintile,No,0.90549,105,105,0.84927,0.96172
2007,Hesse,3rd Quintile,No,0.98679,121,121,0.96636,1.00722
2007,Hesse,4th Quintile,No,0.98056,142,142,0.95777,1.00335
2007,Hesse,5th Quintile,No,0.98352,243,243,0.96749,0.99956
2007,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.38813,36,105,0.29447,0.48179
2007,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.61187,69,105,0.51821,0.70553
2007,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.96444,110,110,0.92967,0.99920
2007,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.93660,107,107,0.89021,0.98299
2007,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.98551,135,135,0.96528,1.00574
2007,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.99005,164,164,0.97482,1.00529
2007,Baden-Wuerttemberg,1st Quintile,No,0.79295,138,138,0.72510,0.86080
2007,Baden-Wuerttemberg,2nd Quintile,No,0.95305,186,186,0.92257,0.98353
2007,Baden-Wuerttemberg,3rd Quintile,No,0.96165,236,236,0.93709,0.98620
2007,Baden-Wuerttemberg,4th Quintile,No,0.98954,281,281,0.97762,1.00146
2007,Baden-Wuerttemberg,5th Quintile,No,0.98498,399,399,0.97303,0.99693
2007,Bavaria,1st Quintile,Yes,0.20514,42,218,0.15141,0.25887
2007,Bavaria,1st Quintile,No,0.79486,176,218,0.74113,0.84859
2007,Bavaria,2nd Quintile,No,0.91704,233,233,0.88155,0.95254
2007,Bavaria,3rd Quintile,No,0.96519,279,279,0.94364,0.98673
2007,Bavaria,4th Quintile,No,0.95161,328,328,0.92835,0.97487
2007,Bavaria,5th Quintile,No,0.99342,455,455,0.98598,1.00086
2007,Berlin,1st Quintile,Yes,0.40488,43,98,0.30720,0.50257
2007,Berlin,1st Quintile,No,0.59512,55,98,0.49743,0.69280
2007,Berlin,2nd Quintile,No,0.75102,63,63,0.64339,0.85866
2007,Berlin,3rd Quintile,No,0.91849,69,69,0.85345,0.98352
2007,Berlin,4th Quintile,No,0.97364,83,83,0.93896,1.00831
2007,Berlin,5th Quintile,No,0.99437,94,94,0.97917,1.00958
2007,Brandenburg,1st Quintile,Yes,0.52804,52,102,0.43068,0.62540
2007,Brandenburg,1st Quintile,No,0.47196,50,102,0.37460,0.56932
2007,Brandenburg,2nd Quintile,No,0.88823,97,97,0.82520,0.95126
2007,Brandenburg,3rd Quintile,No,0.93909,94,94,0.89048,0.98770
2007,Brandenburg,4th Quintile,No,0.92813,81,81,0.87153,0.98473
2007,Brandenburg,5th Quintile,No,0.95025,63,63,0.89613,1.00437
2007,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.50848,35,35,0.34044,0.67653
2007,Mecklenburg-Western Pomerania,2nd Quintile,No,0.93017,58,58,0.86400,0.99633
2007,Mecklenburg-Western Pomerania,3rd Quintile,No,0.96606,46,46,0.91316,1.01897
2007,Mecklenburg-Western Pomerania,4th Quintile,No,0.94632,43,43,0.87816,1.01448
2007,Saxony,1st Quintile,Yes,0.38511,77,182,0.31422,0.45600
2007,Saxony,1st Quintile,No,0.61489,105,182,0.54400,0.68578
2007,Saxony,2nd Quintile,No,0.85068,149,149,0.79326,0.90810
2007,Saxony,3rd Quintile,No,0.92843,200,200,0.89262,0.96425
2007,Saxony,4th Quintile,No,0.94447,135,135,0.90570,0.98325
2007,Saxony,5th Quintile,No,0.97377,80,80,0.93852,1.00901
2007,Saxony-Anhalt,1st Quintile,Yes,0.48343,55,98,0.38398,0.58288
2007,Saxony-Anhalt,1st Quintile,No,0.51657,43,98,0.41712,0.61602
2007,Saxony-Anhalt,2nd Quintile,No,0.89415,88,88,0.82950,0.95879
2007,Saxony-Anhalt,3rd Quintile,No,0.93842,107,107,0.89265,0.98418
2007,Saxony-Anhalt,4th Quintile,No,0.99430,77,77,0.97738,1.01122
2007,Saxony-Anhalt,5th Quintile,No,0.95967,52,52,0.90567,1.01366
2007,Thuringa,1st Quintile,Yes,0.47129,47,98,0.37195,0.57063
2007,Thuringa,1st Quintile,No,0.52871,51,98,0.42937,0.62805
2007,Thuringa,2nd Quintile,No,0.84225,103,103,0.77151,0.91299
2007,Thuringa,3rd Quintile,No,0.96521,95,95,0.92817,1.00226
2007,Thuringa,4th Quintile,No,0.98909,97,97,0.96830,1.00987
2007,Thuringa,5th Quintile,No,0.88206,43,43,0.78452,0.97961
2008,Schleswig-Holstein,1st Quintile,No,0.68174,46,46,0.54564,0.81784
2008,Schleswig-Holstein,2nd Quintile,No,0.91190,41,41,0.82406,0.99974
2008,Schleswig-Holstein,3rd Quintile,No,0.96132,62,62,0.91293,1.00971
2008,Schleswig-Holstein,4th Quintile,No,0.97995,59,59,0.94387,1.01602
2008,Hamburg,3rd Quintile,No,0.98032,31,31,0.93061,1.03002
2008,Hamburg,4th Quintile,No,0.95111,31,31,0.87394,1.02827
2008,Lower Saxony,1st Quintile,Yes,0.25569,38,132,0.18098,0.33039
2008,Lower Saxony,1st Quintile,No,0.74431,94,132,0.66961,0.81902
2008,Lower Saxony,2nd Quintile,No,0.89010,157,157,0.84102,0.93918
2008,Lower Saxony,3rd Quintile,No,0.99676,167,167,0.98812,1.00540
2008,Lower Saxony,4th Quintile,No,0.96069,192,192,0.93313,0.98825
2008,Lower Saxony,5th Quintile,No,0.97413,242,242,0.95409,0.99417
2008,North Rhine-Westphalia,1st Quintile,Yes,0.26541,101,382,0.22108,0.30975
2008,North Rhine-Westphalia,1st Quintile,No,0.73459,281,382,0.69025,0.77892
2008,North Rhine-Westphalia,2nd Quintile,No,0.92826,314,314,0.89967,0.95684
2008,North Rhine-Westphalia,3rd Quintile,No,0.97310,356,356,0.95626,0.98993
2008,North Rhine-Westphalia,4th Quintile,No,0.97967,396,396,0.96576,0.99359
2008,North Rhine-Westphalia,5th Quintile,No,0.99042,606,606,0.98266,0.99818
2008,Hesse,1st Quintile,No,0.70491,72,72,0.59882,0.81100
2008,Hesse,2nd Quintile,No,0.94842,102,102,0.90529,0.99156
2008,Hesse,3rd Quintile,No,0.94387,109,109,0.90046,0.98728
2008,Hesse,4th Quintile,No,0.97544,148,148,0.95043,1.00046
2008,Hesse,5th Quintile,No,0.98858,224,224,0.97463,1.00252
2008,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.32014,31,98,0.22730,0.41298
2008,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.67986,67,98,0.58702,0.77270
2008,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.88255,102,102,0.81976,0.94534
2008,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.97458,104,104,0.94418,1.00498
2008,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.98278,119,119,0.95931,1.00625
2008,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.99310,141,141,0.97939,1.00681
2008,Baden-Wuerttemberg,1st Quintile,No,0.83069,133,133,0.76671,0.89467
2008,Baden-Wuerttemberg,2nd Quintile,No,0.95571,171,171,0.92479,0.98664
2008,Baden-Wuerttemberg,3rd Quintile,No,0.94261,208,208,0.91093,0.97430
2008,Baden-Wuerttemberg,4th Quintile,No,0.96964,263,263,0.94887,0.99042
2008,Baden-Wuerttemberg,5th Quintile,No,0.99104,375,375,0.98149,1.00059
2008,Bavaria,1st Quintile,Yes,0.20982,34,192,0.15208,0.26757
2008,Bavaria,1st Quintile,No,0.79018,158,192,0.73243,0.84792
2008,Bavaria,2nd Quintile,No,0.95738,224,224,0.93087,0.98389
2008,Bavaria,3rd Quintile,No,0.95763,281,281,0.93404,0.98122
2008,Bavaria,4th Quintile,No,0.98117,304,304,0.96587,0.99648
2008,Bavaria,5th Quintile,No,0.99525,425,425,0.98871,1.00180
2008,Berlin,1st Quintile,Yes,0.45338,44,94,0.35221,0.55456
2008,Berlin,1st Quintile,No,0.54662,50,94,0.44544,0.64779
2008,Berlin,2nd Quintile,No,0.77280,55,55,0.66103,0.88456
2008,Berlin,3rd Quintile,No,0.91415,82,82,0.85314,0.97516
2008,Berlin,4th Quintile,No,0.95592,64,64,0.90523,1.00661
2008,Berlin,5th Quintile,No,0.97885,98,98,0.95021,1.00748
2008,Brandenburg,1st Quintile,Yes,0.54990,55,100,0.45190,0.64790
2008,Brandenburg,1st Quintile,No,0.45010,45,100,0.35210,0.54810
2008,Brandenburg,2nd Quintile,No,0.89337,99,99,0.83226,0.95448
2008,Brandenburg,3rd Quintile,No,0.95873,94,94,0.91830,0.99916
2008,Brandenburg,4th Quintile,No,0.93024,71,71,0.87056,0.98991
2008,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.44682,33,66,0.32595,0.56768
2008,Mecklenburg-Western Pomerania,1st Quintile,No,0.55318,33,66,0.43232,0.67405
2008,Mecklenburg-Western Pomerania,2nd Quintile,No,0.86699,59,59,0.77960,0.95439
2008,Mecklenburg-Western Pomerania,3rd Quintile,No,0.95128,50,50,0.89100,1.01156
2008,Mecklenburg-Western Pomerania,4th Quintile,No,0.93534,33,33,0.85013,1.02055
2008,Mecklenburg-Western Pomerania,5th Quintile,No,0.97075,42,42,0.91916,1.02233
2008,Saxony,1st Quintile,Yes,0.37173,62,157,0.29589,0.44756
2008,Saxony,1st Quintile,No,0.62827,95,157,0.55244,0.70411
2008,Saxony,2nd Quintile,No,0.89845,175,175,0.85357,0.94333
2008,Saxony,3rd Quintile,No,0.94310,177,177,0.90888,0.97733
2008,Saxony,4th Quintile,No,0.96464,125,125,0.93214,0.99715
2008,Saxony,5th Quintile,No,0.93079,90,90,0.87806,0.98352
2008,Saxony-Anhalt,1st Quintile,Yes,0.44231,42,87,0.33734,0.54728
2008,Saxony-Anhalt,1st Quintile,No,0.55769,45,87,0.45272,0.66266
2008,Saxony-Anhalt,2nd Quintile,No,0.94011,81,81,0.88811,0.99211
2008,Saxony-Anhalt,3rd Quintile,No,0.92831,110,110,0.87988,0.97674
2008,Saxony-Anhalt,4th Quintile,No,0.86622,59,59,0.77861,0.95383
2008,Saxony-Anhalt,5th Quintile,No,0.99820,50,50,0.98633,1.01007
2008,Thuringa,1st Quintile,Yes,0.42179,48,111,0.32950,0.51408
2008,Thuringa,1st Quintile,No,0.57821,63,111,0.48592,0.67050
2008,Thuringa,2nd Quintile,No,0.83722,82,82,0.75682,0.91761
2008,Thuringa,3rd Quintile,No,0.95520,121,121,0.91819,0.99221
2008,Thuringa,4th Quintile,No,0.86927,69,69,0.78914,0.94939
2008,Thuringa,5th Quintile,No,0.99216,45,45,0.96611,1.01822
2009,Schleswig-Holstein,1st Quintile,No,0.77219,42,42,0.64381,0.90058
2009,Schleswig-Holstein,2nd Quintile,No,0.95433,41,41,0.88963,1.01903
2009,Schleswig-Holstein,3rd Quintile,No,0.98213,68,68,0.95040,1.01385
2009,Schleswig-Holstein,4th Quintile,No,0.98062,59,59,0.94515,1.01610
2009,Schleswig-Holstein,5th Quintile,No,0.98957,69,69,0.96542,1.01372
2009,Lower Saxony,1st Quintile,Yes,0.23924,38,151,0.17097,0.30751
2009,Lower Saxony,1st Quintile,No,0.76076,113,151,0.69249,0.82903
2009,Lower Saxony,2nd Quintile,No,0.91312,139,139,0.86613,0.96011
2009,Lower Saxony,3rd Quintile,No,0.97047,159,159,0.94408,0.99687
2009,Lower Saxony,4th Quintile,No,0.97245,206,206,0.95005,0.99486
2009,Lower Saxony,5th Quintile,No,0.98588,230,230,0.97061,1.00116
2009,North Rhine-Westphalia,1st Quintile,Yes,0.22028,87,361,0.17747,0.26310
2009,North Rhine-Westphalia,1st Quintile,No,0.77972,274,361,0.73690,0.82253
2009,North Rhine-Westphalia,2nd Quintile,No,0.90427,326,326,0.87228,0.93626
2009,North Rhine-Westphalia,3rd Quintile,No,0.97655,335,335,0.96032,0.99278
2009,North Rhine-Westphalia,4th Quintile,No,0.98375,405,405,0.97142,0.99608
2009,North Rhine-Westphalia,5th Quintile,No,0.98311,547,547,0.97231,0.99392
2009,Hesse,1st Quintile,No,0.80912,87,87,0.72606,0.89218
2009,Hesse,2nd Quintile,No,0.97095,91,91,0.93625,1.00565
2009,Hesse,3rd Quintile,No,0.95908,125,125,0.92421,0.99395
2009,Hesse,4th Quintile,No,0.97943,139,139,0.95575,1.00311
2009,Hesse,5th Quintile,No,0.99842,226,226,0.99322,1.00361
2009,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.29542,31,100,0.20555,0.38529
2009,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.70458,69,100,0.61471,0.79445
2009,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.87319,95,95,0.80592,0.94046
2009,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.98587,103,103,0.96296,1.00878
2009,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.95658,128,128,0.92113,0.99202
2009,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.99712,135,135,0.98806,1.00619
2009,Baden-Wuerttemberg,1st Quintile,No,0.82877,125,125,0.76247,0.89508
2009,Baden-Wuerttemberg,2nd Quintile,No,0.93209,157,157,0.89261,0.97157
2009,Baden-Wuerttemberg,3rd Quintile,No,0.98549,208,208,0.96920,1.00178
2009,Baden-Wuerttemberg,4th Quintile,No,0.99847,267,267,0.99378,1.00317
2009,Baden-Wuerttemberg,5th Quintile,No,0.98323,352,352,0.96979,0.99666
2009,Bavaria,1st Quintile,Yes,0.20100,31,195,0.14461,0.25740
2009,Bavaria,1st Quintile,No,0.79900,164,195,0.74260,0.85539
2009,Bavaria,2nd Quintile,No,0.91301,234,234,0.87683,0.94920
2009,Bavaria,3rd Quintile,No,0.98660,247,247,0.97224,1.00097
2009,Bavaria,4th Quintile,No,0.98697,314,314,0.97440,0.99953
2009,Bavaria,5th Quintile,No,0.99573,430,430,0.98956,1.00190
2009,Berlin,1st Quintile,Yes,0.48329,43,93,0.38118,0.58541
2009,Berlin,1st Quintile,No,0.51671,50,93,0.41459,0.61882
2009,Berlin,2nd Quintile,No,0.92097,79,79,0.86109,0.98084
2009,Berlin,3rd Quintile,No,0.92359,77,77,0.86386,0.98331
2009,Berlin,4th Quintile,No,0.98804,72,72,0.96275,1.01333
2009,Brandenburg,1st Quintile,Yes,0.47426,49,105,0.37829,0.57023
2009,Brandenburg,1st Quintile,No,0.52574,56,105,0.42977,0.62171
2009,Brandenburg,2nd Quintile,No,0.92136,83,83,0.86310,0.97962
2009,Brandenburg,3rd Quintile,No,0.96799,111,111,0.93510,1.00089
2009,Brandenburg,4th Quintile,No,0.97705,74,74,0.94269,1.01140
2009,Brandenburg,5th Quintile,No,0.96756,60,60,0.92235,1.01277
2009,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.45242,31,71,0.33582,0.56902
2009,Mecklenburg-Western Pomerania,1st Quintile,No,0.54758,40,71,0.43098,0.66418
2009,Mecklenburg-Western Pomerania,2nd Quintile,No,0.93103,63,63,0.86795,0.99411
2009,Mecklenburg-Western Pomerania,3rd Quintile,No,0.87792,46,46,0.78227,0.97358
2009,Mecklenburg-Western Pomerania,4th Quintile,No,0.89656,42,42,0.80335,0.98978
2009,Saxony,1st Quintile,Yes,0.35935,62,160,0.28477,0.43393
2009,Saxony,1st Quintile,No,0.64065,98,160,0.56607,0.71523
2009,Saxony,2nd Quintile,No,0.89082,187,187,0.84600,0.93564
2009,Saxony,3rd Quintile,No,0.97651,168,168,0.95354,0.99948
2009,Saxony,4th Quintile,No,0.97831,128,128,0.95298,1.00365
2009,Saxony,5th Quintile,No,0.90757,88,88,0.84671,0.96843
2009,Saxony-Anhalt,1st Quintile,Yes,0.36307,37,94,0.26533,0.46080
2009,Saxony-Anhalt,1st Quintile,No,0.63693,57,94,0.53920,0.73467
2009,Saxony-Anhalt,2nd Quintile,No,0.91948,85,85,0.86129,0.97767
2009,Saxony-Anhalt,3rd Quintile,No,0.92784,95,95,0.87553,0.98015
2009,Saxony-Anhalt,4th Quintile,No,0.95487,73,73,0.90691,1.00282
2009,Saxony-Anhalt,5th Quintile,No,0.99274,56,56,0.97031,1.01518
2009,Thuringa,1st Quintile,Yes,0.36836,43,108,0.27696,0.45976
2009,Thuringa,1st Quintile,No,0.63164,65,108,0.54024,0.72304
2009,Thuringa,2nd Quintile,No,0.90851,103,103,0.85256,0.96446
2009,Thuringa,3rd Quintile,No,0.91699,104,104,0.86370,0.97027
2009,Thuringa,4th Quintile,No,0.88792,61,61,0.80809,0.96774
2009,Thuringa,5th Quintile,No,0.97446,47,47,0.92887,1.02005
2010,Schleswig-Holstein,1st Quintile,Yes,0.23542,52,115,0.15754,0.31330
2010,Schleswig-Holstein,1st Quintile,No,0.76458,63,115,0.68670,0.84246
2010,Schleswig-Holstein,2nd Quintile,No,0.93767,90,90,0.88745,0.98790
2010,Schleswig-Holstein,3rd Quintile,No,0.98765,73,73,0.96214,1.01316
2010,Schleswig-Holstein,5th Quintile,No,0.99837,72,72,0.98899,1.00775
2010,Hamburg,1st Quintile,No,0.74171,41,41,0.60606,0.87735
2010,Hamburg,2nd Quintile,No,0.97923,34,34,0.93057,1.02789
2010,Hamburg,4th Quintile,No,0.97887,41,41,0.93430,1.02344
2010,Hamburg,5th Quintile,No,0.94861,57,57,0.89078,1.00644
2010,Lower Saxony,1st Quintile,Yes,0.24061,112,285,0.19089,0.29032
2010,Lower Saxony,1st Quintile,No,0.75939,173,285,0.70968,0.80911
2010,Lower Saxony,2nd Quintile,Yes,0.10209,32,252,0.06464,0.13955
2010,Lower Saxony,2nd Quintile,No,0.89791,220,252,0.86045,0.93536
2010,Lower Saxony,3rd Quintile,No,0.96067,223,223,0.93510,0.98624
2010,Lower Saxony,4th Quintile,No,0.96477,240,240,0.94139,0.98814
2010,Lower Saxony,5th Quintile,No,0.99206,241,241,0.98083,1.00329
2010,North Rhine-Westphalia,1st Quintile,Yes,0.25497,256,692,0.22247,0.28747
2010,North Rhine-Westphalia,1st Quintile,No,0.74503,436,692,0.71253,0.77753
2010,North Rhine-Westphalia,2nd Quintile,Yes,0.06777,55,525,0.04625,0.08929
2010,North Rhine-Westphalia,2nd Quintile,No,0.93223,470,525,0.91071,0.95375
2010,North Rhine-Westphalia,3rd Quintile,No,0.97097,442,442,0.95530,0.98664
2010,North Rhine-Westphalia,4th Quintile,No,0.98546,511,511,0.97507,0.99585
2010,North Rhine-Westphalia,5th Quintile,No,0.99134,615,615,0.98402,0.99867
2010,Hesse,1st Quintile,Yes,0.29025,69,192,0.22588,0.35462
2010,Hesse,1st Quintile,No,0.70975,123,192,0.64538,0.77412
2010,Hesse,2nd Quintile,No,0.89868,157,157,0.85132,0.94603
2010,Hesse,3rd Quintile,No,0.98431,148,148,0.96422,1.00440
2010,Hesse,4th Quintile,No,0.98818,177,177,0.97222,1.00415
2010,Hesse,5th Quintile,No,0.99599,265,265,0.98837,1.00361
2010,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.27648,55,155,0.20584,0.34712
2010,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.72352,100,155,0.65288,0.79416
2010,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.89914,150,150,0.85079,0.94749
2010,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.97886,160,160,0.95650,1.00122
2010,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.99581,142,142,0.98515,1.00647
2010,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.99098,141,141,0.97533,1.00664
2010,Baden-Wuerttemberg,1st Quintile,Yes,0.16422,81,281,0.12083,0.20762
2010,Baden-Wuerttemberg,1st Quintile,No,0.83578,200,281,0.79238,0.87917
2010,Baden-Wuerttemberg,2nd Quintile,No,0.92402,271,271,0.89242,0.95563
2010,Baden-Wuerttemberg,3rd Quintile,No,0.99288,311,311,0.98353,1.00224
2010,Baden-Wuerttemberg,4th Quintile,No,0.99788,311,311,0.99276,1.00300
