year,pgisced97,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Lower Secondary Level,Never,0.72774,1448,1995,0.70821,0.74728
2008,Upper Secondary Level,At least once per week,0.05178,501,9670,0.04736,0.05619
2008,Upper Secondary Level,At least once per month,0.08622,782,9670,0.08063,0.09182
2008,Upper Secondary Level,Seldom,0.28906,2831,9670,0.28003,0.29810
2008,Upper Secondary Level,Never,0.57226,5556,9670,0.56240,0.58212
2008,Post-secondary Non-tertiary Level,At least once per week,0.04802,49,1085,0.03530,0.06075
2008,Post-secondary Non-tertiary Level,At least once per month,0.08359,95,1085,0.06711,0.10007
2008,Post-secondary Non-tertiary Level,Seldom,0.35119,375,1085,0.32277,0.37961
2008,Post-secondary Non-tertiary Level,Never,0.51698,566,1085,0.48723,0.54673
2008,First Stage of Tertiary Education,At least once per week,0.03653,56,1407,0.02673,0.04634
2008,First Stage of Tertiary Education,At least once per month,0.08746,124,1407,0.07270,0.10223
2008,First Stage of Tertiary Education,Seldom,0.34488,480,1407,0.32003,0.36973
2008,First Stage of Tertiary Education,Never,0.53045,747,1407,0.50436,0.55653
2008,Second Stage of Tertiary Education,At least once per week,0.03058,129,4170,0.02535,0.03581
2008,Second Stage of Tertiary Education,At least once per month,0.08288,372,4170,0.07451,0.09125
2008,Second Stage of Tertiary Education,Seldom,0.35483,1476,4170,0.34031,0.36935
2008,Second Stage of Tertiary Education,Never,0.53019,2193,4170,0.51504,0.54534
2013,No answer / don't know,At least once per week,0.09551,47,459,0.06859,0.12242
2013,No answer / don't know,At least once per month,0.14778,59,459,0.11528,0.18028
2013,No answer / don't know,Seldom,0.26156,143,459,0.22131,0.30181
2013,No answer / don't know,Never,0.49516,210,459,0.44937,0.54095
2013,Pre-primary Level,At least once per week,0.15232,60,439,0.11867,0.18597
2013,Pre-primary Level,At least once per month,0.18739,82,439,0.15084,0.22393
2013,Pre-primary Level,Seldom,0.37497,147,439,0.32963,0.42031
2013,Pre-primary Level,Never,0.26601,150,439,0.22463,0.30740
2013,Primary Level,Seldom,0.13932,35,294,0.09967,0.17897
2013,Primary Level,Never,0.75881,259,294,0.70983,0.80780
2013,Lower Secondary Level,At least once per week,0.06425,153,2573,0.05478,0.07373
2013,Lower Secondary Level,At least once per month,0.06270,170,2573,0.05333,0.07206
2013,Lower Secondary Level,Seldom,0.17910,497,2573,0.16428,0.19392
2013,Lower Secondary Level,Never,0.69330,1753,2573,0.67548,0.71112
2013,Upper Secondary Level,At least once per week,0.05972,816,12320,0.05553,0.06390
2013,Upper Secondary Level,At least once per month,0.09163,1158,12320,0.08654,0.09673
2013,Upper Secondary Level,Seldom,0.28946,3507,12320,0.28145,0.29747
2013,Upper Secondary Level,Never,0.55679,6839,12320,0.54801,0.56556
2013,Post-secondary Non-tertiary Level,At least once per week,0.06586,111,1763,0.05427,0.07744
2013,Post-secondary Non-tertiary Level,At least once per month,0.12887,203,1763,0.11323,0.14452
2013,Post-secondary Non-tertiary Level,Seldom,0.32991,619,1763,0.30796,0.35187
2013,Post-secondary Non-tertiary Level,Never,0.47445,830,1763,0.45114,0.49777
2013,First Stage of Tertiary Education,At least once per week,0.05413,103,1658,0.04324,0.06503
2013,First Stage of Tertiary Education,At least once per month,0.09171,162,1658,0.07781,0.10560
2013,First Stage of Tertiary Education,Seldom,0.36203,579,1658,0.33889,0.38517
2013,First Stage of Tertiary Education,Never,0.48673,814,1658,0.46266,0.51079
2013,Second Stage of Tertiary Education,At least once per week,0.04456,307,5798,0.03925,0.04987
2013,Second Stage of Tertiary Education,At least once per month,0.09341,585,5798,0.08592,0.10090
2013,Second Stage of Tertiary Education,Seldom,0.37500,2104,5798,0.36254,0.38747
2013,Second Stage of Tertiary Education,Never,0.48558,2802,5798,0.47271,0.49844
2017,No answer / don't know,Seldom,0.13793,32,182,0.08769,0.18816
2017,No answer / don't know,Never,0.67126,150,182,0.60282,0.73970
2017,Primary Level,At least once per week,0.05896,71,1408,0.04665,0.07127
2017,Primary Level,At least once per month,0.06232,74,1408,0.04969,0.07495
2017,Primary Level,Seldom,0.10764,161,1408,0.09145,0.12384
2017,Primary Level,Never,0.76423,1102,1408,0.74205,0.78641
2017,Lower Secondary Level,At least once per week,0.07202,49,793,0.05402,0.09003
2017,Lower Secondary Level,At least once per month,0.06773,48,793,0.05023,0.08523
2017,Lower Secondary Level,Seldom,0.15739,133,793,0.13203,0.18275
2017,Lower Secondary Level,Never,0.68984,563,793,0.65762,0.72205
2017,Upper Secondary Level,At least once per week,0.07845,41,654,0.05782,0.09907
2017,Upper Secondary Level,At least once per month,0.04750,38,654,0.03118,0.06381
2017,Upper Secondary Level,Seldom,0.17761,109,654,0.14829,0.20692
2017,Upper Secondary Level,Never,0.68144,466,654,0.64570,0.71718
2017,Post-secondary Non-tertiary Level,Never,0.69763,70,70,0.58925,0.80600
2017,Second Stage of Tertiary Education,At least once per week,0.04247,43,727,0.02780,0.05714
2017,Second Stage of Tertiary Education,At least once per month,0.05702,39,727,0.04015,0.07389
2017,Second Stage of Tertiary Education,Seldom,0.20931,152,727,0.17972,0.23891
2017,Second Stage of Tertiary Education,Never,0.67486,493,727,0.64079,0.70894
2018,No answer / don't know,Seldom,0.13890,35,166,0.08613,0.19167
2018,No answer / don't know,Never,0.63703,131,166,0.56365,0.71040
2018,Primary Level,At least once per week,0.08968,83,1116,0.07291,0.10645
2018,Primary Level,At least once per month,0.07840,90,1116,0.06262,0.09418
2018,Primary Level,Seldom,0.16275,188,1116,0.14108,0.18442
2018,Primary Level,Never,0.66315,755,1116,0.63540,0.69089
2018,Lower Secondary Level,At least once per week,0.07972,54,619,0.05837,0.10108
2018,Lower Secondary Level,At least once per month,0.13155,55,619,0.10490,0.15820
2018,Lower Secondary Level,Seldom,0.23178,124,619,0.19851,0.26505
2018,Lower Secondary Level,Never,0.55256,386,619,0.51336,0.59176
2018,Upper Secondary Level,At least once per week,0.06412,39,540,0.04344,0.08480
2018,Upper Secondary Level,At least once per month,0.08566,53,540,0.06203,0.10928
2018,Upper Secondary Level,Seldom,0.18534,111,540,0.15253,0.21814
2018,Upper Secondary Level,Never,0.65671,337,540,0.61662,0.69679
2018,Post-secondary Non-tertiary Level,Never,0.73369,47,47,0.60595,0.86143
2018,Second Stage of Tertiary Education,At least once per week,0.06127,44,568,0.04153,0.08101
2018,Second Stage of Tertiary Education,At least once per month,0.08733,51,568,0.06409,0.11057
2018,Second Stage of Tertiary Education,Seldom,0.24833,133,568,0.21276,0.28389
2018,Second Stage of Tertiary Education,Never,0.59004,340,568,0.54955,0.63052
2019,No answer / don't know,At least once per week,0.09118,69,778,0.07094,0.11142
2019,No answer / don't know,At least once per month,0.12443,70,778,0.10122,0.14764
2019,No answer / don't know,Seldom,0.25884,192,778,0.22804,0.28964
2019,No answer / don't know,Never,0.52087,447,778,0.48574,0.55600
2019,Pre-primary Level,At least once per week,0.10865,34,332,0.07512,0.14217
2019,Pre-primary Level,At least once per month,0.18627,54,332,0.14433,0.22821
2019,Pre-primary Level,Seldom,0.32248,112,332,0.27212,0.37283
2019,Pre-primary Level,Never,0.37514,132,332,0.32298,0.42730
2019,Primary Level,At least once per week,0.05977,116,1516,0.04783,0.07170
2019,Primary Level,At least once per month,0.07142,101,1516,0.05845,0.08439
2019,Primary Level,Seldom,0.11144,234,1516,0.09559,0.12728
2019,Primary Level,Never,0.75419,1065,1516,0.73251,0.77587
2019,Lower Secondary Level,At least once per week,0.05567,198,3030,0.04751,0.06384
2019,Lower Secondary Level,At least once per month,0.07266,197,3030,0.06342,0.08191
2019,Lower Secondary Level,Seldom,0.18126,607,3030,0.16754,0.19498
2019,Lower Secondary Level,Never,0.68677,2028,3030,0.67025,0.70329
2019,Upper Secondary Level,At least once per week,0.05571,743,11584,0.05153,0.05989
2019,Upper Secondary Level,At least once per month,0.09774,1150,11584,0.09233,0.10314
2019,Upper Secondary Level,Seldom,0.28816,3342,11584,0.27992,0.29641
2019,Upper Secondary Level,Never,0.55605,6349,11584,0.54701,0.56510
2019,Post-secondary Non-tertiary Level,At least once per week,0.05242,153,2246,0.04320,0.06164
2019,Post-secondary Non-tertiary Level,At least once per month,0.12066,253,2246,0.10719,0.13414
2019,Post-secondary Non-tertiary Level,Seldom,0.33340,787,2246,0.31390,0.35290
2019,Post-secondary Non-tertiary Level,Never,0.48789,1053,2246,0.46722,0.50857
2019,First Stage of Tertiary Education,At least once per week,0.06004,124,1650,0.04858,0.07151
2019,First Stage of Tertiary Education,At least once per month,0.10547,202,1650,0.09064,0.12029
2019,First Stage of Tertiary Education,Seldom,0.37612,604,1650,0.35274,0.39950
2019,First Stage of Tertiary Education,Never,0.45837,720,1650,0.43432,0.48242
2019,Second Stage of Tertiary Education,At least once per week,0.03913,401,7528,0.03475,0.04351
2019,Second Stage of Tertiary Education,At least once per month,0.10937,870,7528,0.10232,0.11642
2019,Second Stage of Tertiary Education,Seldom,0.35610,2662,7528,0.34528,0.36692
2019,Second Stage of Tertiary Education,Never,0.49434,3595,7528,0.48304,0.50564
