year,pgisced97,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No answer / don't know,Seldom,0.29000,36,128,0.21108,0.36892
1990,No answer / don't know,Never,0.55000,92,128,0.46348,0.63653
1990,Pre-primary Level,Seldom,0.50384,71,113,0.41124,0.59644
1990,Pre-primary Level,Never,0.19320,42,113,0.12008,0.26632
1990,Primary Level,At least once per month,0.10626,42,603,0.08164,0.13087
1990,Primary Level,Seldom,0.11763,70,603,0.09190,0.14337
1990,Primary Level,Never,0.74238,491,603,0.70745,0.77732
1990,Lower Secondary Level,At least once per week,0.04885,162,2449,0.04031,0.05739
1990,Lower Secondary Level,At least once per month,0.06671,194,2449,0.05682,0.07659
1990,Lower Secondary Level,Seldom,0.18481,472,2449,0.16944,0.20019
1990,Lower Secondary Level,Never,0.69789,1621,2449,0.67970,0.71608
1990,Upper Secondary Level,At least once per week,0.07408,363,4509,0.06644,0.08173
1990,Upper Secondary Level,At least once per month,0.10052,488,4509,0.09175,0.10930
1990,Upper Secondary Level,Seldom,0.27850,1258,4509,0.26541,0.29159
1990,Upper Secondary Level,Never,0.54422,2400,4509,0.52968,0.55876
1990,Post-secondary Non-tertiary Level,Seldom,0.32383,84,235,0.26387,0.38378
1990,Post-secondary Non-tertiary Level,Never,0.50419,151,235,0.44012,0.56825
1990,First Stage of Tertiary Education,At least once per month,0.09259,45,482,0.06669,0.11850
1990,First Stage of Tertiary Education,Seldom,0.29485,155,482,0.25410,0.33560
1990,First Stage of Tertiary Education,Never,0.55201,282,482,0.50757,0.59645
1990,Second Stage of Tertiary Education,At least once per week,0.05011,34,694,0.03387,0.06635
1990,Second Stage of Tertiary Education,At least once per month,0.05341,37,694,0.03667,0.07015
1990,Second Stage of Tertiary Education,Seldom,0.28944,203,694,0.25568,0.32321
1990,Second Stage of Tertiary Education,Never,0.60704,420,694,0.57067,0.64340
1995,No answer / don't know,Seldom,0.30873,68,213,0.24654,0.37092
1995,No answer / don't know,Never,0.51147,145,213,0.44418,0.57876
1995,Pre-primary Level,At least once per month,0.16749,54,253,0.12138,0.21359
1995,Pre-primary Level,Seldom,0.42349,115,253,0.36248,0.48450
1995,Pre-primary Level,Never,0.29248,84,253,0.23631,0.34864
1995,Primary Level,Seldom,0.13512,72,493,0.10491,0.16533
1995,Primary Level,Never,0.79569,421,493,0.76006,0.83132
1995,Lower Secondary Level,At least once per week,0.03973,118,2464,0.03202,0.04745
1995,Lower Secondary Level,At least once per month,0.05663,172,2464,0.04751,0.06576
1995,Lower Secondary Level,Seldom,0.17987,487,2464,0.16470,0.19504
1995,Lower Secondary Level,Never,0.72323,1687,2464,0.70556,0.74090
1995,Upper Secondary Level,At least once per week,0.05308,369,6670,0.04770,0.05846
1995,Upper Secondary Level,At least once per month,0.07786,543,6670,0.07143,0.08430
1995,Upper Secondary Level,Seldom,0.27952,1882,6670,0.26875,0.29029
1995,Upper Secondary Level,Never,0.58822,3876,6670,0.57641,0.60004
1995,Post-secondary Non-tertiary Level,At least once per week,0.07389,32,468,0.05017,0.09762
1995,Post-secondary Non-tertiary Level,At least once per month,0.08140,38,468,0.05660,0.10620
1995,Post-secondary Non-tertiary Level,Seldom,0.32029,144,468,0.27797,0.36260
1995,Post-secondary Non-tertiary Level,Never,0.52442,254,468,0.47913,0.56971
1995,First Stage of Tertiary Education,At least once per week,0.04475,36,748,0.02992,0.05957
1995,First Stage of Tertiary Education,At least once per month,0.08358,63,748,0.06373,0.10343
1995,First Stage of Tertiary Education,Seldom,0.31448,259,748,0.28118,0.34777
1995,First Stage of Tertiary Education,Never,0.55720,390,748,0.52158,0.59282
1995,Second Stage of Tertiary Education,At least once per week,0.03423,48,1739,0.02569,0.04278
1995,Second Stage of Tertiary Education,At least once per month,0.06361,113,1739,0.05214,0.07509
1995,Second Stage of Tertiary Education,Seldom,0.30058,531,1739,0.27902,0.32213
1995,Second Stage of Tertiary Education,Never,0.60092,1047,1739,0.57789,0.62394
1998,No answer / don't know,At least once per week,0.05388,34,597,0.03575,0.07201
1998,No answer / don't know,At least once per month,0.08201,52,597,0.05998,0.10404
1998,No answer / don't know,Seldom,0.28345,171,597,0.24726,0.31963
1998,No answer / don't know,Never,0.58067,340,597,0.54105,0.62028
1998,Pre-primary Level,At least once per week,0.13258,42,327,0.09577,0.16940
1998,Pre-primary Level,At least once per month,0.19462,56,327,0.15164,0.23759
1998,Pre-primary Level,Seldom,0.42045,142,327,0.36687,0.47404
1998,Pre-primary Level,Never,0.25235,87,327,0.20520,0.29950
1998,Primary Level,Seldom,0.13859,65,406,0.10494,0.17224
1998,Primary Level,Never,0.77411,341,406,0.73339,0.81484
1998,Lower Secondary Level,At least once per week,0.04226,125,2505,0.03438,0.05014
1998,Lower Secondary Level,At least once per month,0.06053,176,2505,0.05119,0.06987
1998,Lower Secondary Level,Seldom,0.20351,551,2505,0.18774,0.21928
1998,Lower Secondary Level,Never,0.69323,1653,2505,0.67517,0.71130
1998,Upper Secondary Level,At least once per week,0.05450,376,6949,0.04916,0.05984
1998,Upper Secondary Level,At least once per month,0.08041,565,6949,0.07402,0.08681
1998,Upper Secondary Level,Seldom,0.31061,2184,6949,0.29972,0.32149
1998,Upper Secondary Level,Never,0.55267,3824,6949,0.54098,0.56437
1998,Post-secondary Non-tertiary Level,At least once per month,0.07773,38,477,0.05368,0.10179
1998,Post-secondary Non-tertiary Level,Seldom,0.36597,181,477,0.32269,0.40924
1998,Post-secondary Non-tertiary Level,Never,0.50040,258,477,0.45548,0.54532
1998,First Stage of Tertiary Education,At least once per week,0.05945,43,809,0.04314,0.07575
1998,First Stage of Tertiary Education,At least once per month,0.08121,72,809,0.06237,0.10004
1998,First Stage of Tertiary Education,Seldom,0.34279,304,809,0.31006,0.37552
1998,First Stage of Tertiary Education,Never,0.51474,390,809,0.48028,0.54920
1998,Second Stage of Tertiary Education,At least once per week,0.03165,58,1956,0.02389,0.03941
1998,Second Stage of Tertiary Education,At least once per month,0.07537,144,1956,0.06367,0.08707
1998,Second Stage of Tertiary Education,Seldom,0.32421,654,1956,0.30346,0.34496
1998,Second Stage of Tertiary Education,Never,0.56877,1100,1956,0.54682,0.59073
2003,No answer / don't know,Seldom,0.32919,80,195,0.26306,0.39531
2003,No answer / don't know,Never,0.49868,115,195,0.42832,0.56904
2003,Pre-primary Level,At least once per week,0.12569,88,605,0.09925,0.15213
2003,Pre-primary Level,At least once per month,0.18859,116,605,0.15739,0.21979
2003,Pre-primary Level,Seldom,0.37282,228,605,0.33426,0.41139
2003,Pre-primary Level,Never,0.30431,173,605,0.26761,0.34100
2003,Primary Level,Never,0.79860,224,224,0.74596,0.85124
2003,Lower Secondary Level,At least once per week,0.04071,110,2711,0.03327,0.04815
2003,Lower Secondary Level,At least once per month,0.06030,178,2711,0.05133,0.06926
2003,Lower Secondary Level,Seldom,0.16206,498,2711,0.14819,0.17594
2003,Lower Secondary Level,Never,0.73622,1925,2711,0.71963,0.75282
2003,Upper Secondary Level,At least once per week,0.04950,587,11001,0.04544,0.05355
2003,Upper Secondary Level,At least once per month,0.07146,852,11001,0.06664,0.07627
2003,Upper Secondary Level,Seldom,0.29088,3236,11001,0.28239,0.29937
2003,Upper Secondary Level,Never,0.58732,6326,11001,0.57811,0.59652
2003,Post-secondary Non-tertiary Level,At least once per week,0.04713,57,1144,0.03485,0.05942
2003,Post-secondary Non-tertiary Level,At least once per month,0.10861,129,1144,0.09057,0.12665
2003,Post-secondary Non-tertiary Level,Seldom,0.31875,376,1144,0.29174,0.34577
2003,Post-secondary Non-tertiary Level,Never,0.52432,582,1144,0.49537,0.55328
2003,First Stage of Tertiary Education,At least once per week,0.04635,85,1667,0.03625,0.05644
2003,First Stage of Tertiary Education,At least once per month,0.08061,130,1667,0.06754,0.09368
2003,First Stage of Tertiary Education,Seldom,0.33607,569,1667,0.31339,0.35876
2003,First Stage of Tertiary Education,Never,0.53162,883,1667,0.50766,0.55558
2003,Second Stage of Tertiary Education,At least once per week,0.03549,150,4317,0.02997,0.04101
2003,Second Stage of Tertiary Education,At least once per month,0.07636,324,4317,0.06843,0.08428
2003,Second Stage of Tertiary Education,Seldom,0.33188,1513,4317,0.31783,0.34593
2003,Second Stage of Tertiary Education,Never,0.55542,2330,4317,0.54059,0.57024
2008,No answer / don't know,At least once per week,0.13296,36,328,0.09616,0.16976
2008,No answer / don't know,At least once per month,0.12013,43,328,0.08489,0.15537
2008,No answer / don't know,Seldom,0.26234,92,328,0.21466,0.31002
2008,No answer / don't know,Never,0.47964,157,328,0.42549,0.53379
2008,Pre-primary Level,At least once per week,0.16577,53,344,0.12641,0.20512
2008,Pre-primary Level,At least once per month,0.21014,78,344,0.16702,0.25325
2008,Pre-primary Level,Seldom,0.31820,115,344,0.26890,0.36749
2008,Pre-primary Level,Never,0.28609,98,344,0.23826,0.33392
2008,Primary Level,Never,0.82422,157,157,0.76449,0.88395
2008,Lower Secondary Level,At least once per week,0.04437,88,1995,0.03533,0.05340
2008,Lower Secondary Level,At least once per month,0.05510,102,1995,0.04508,0.06511
2008,Lower Secondary Level,Seldom,0.17238,357,1995,0.15580,0.18896
