year,pgisced97,quintil_oecd,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Upper Secondary Level,5th Quintile,Seldom,0.35886,682,1921,0.33740,0.38031
2008,Upper Secondary Level,5th Quintile,Never,0.48710,950,1921,0.46474,0.50946
2008,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.33165,44,124,0.24845,0.41486
2008,Post-secondary Non-tertiary Level,1st Quintile,Never,0.55490,80,124,0.46707,0.64273
2008,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.28128,46,147,0.20834,0.35421
2008,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.60103,101,147,0.52160,0.68047
2008,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.32997,60,163,0.25757,0.40238
2008,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.52490,103,163,0.44800,0.60180
2008,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.39635,97,220,0.33157,0.46114
2008,Post-secondary Non-tertiary Level,4th Quintile,Never,0.46056,123,220,0.39455,0.52658
2008,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.08432,31,318,0.05373,0.11491
2008,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.38403,128,318,0.33049,0.43757
2008,Post-secondary Non-tertiary Level,5th Quintile,Never,0.48286,159,318,0.42785,0.53787
2008,First Stage of Tertiary Education,1st Quintile,Seldom,0.25122,32,105,0.16786,0.33458
2008,First Stage of Tertiary Education,1st Quintile,Never,0.64171,73,105,0.54955,0.73387
2008,First Stage of Tertiary Education,2nd Quintile,Seldom,0.31645,64,186,0.24943,0.38347
2008,First Stage of Tertiary Education,2nd Quintile,Never,0.58870,122,186,0.51779,0.65961
2008,First Stage of Tertiary Education,3rd Quintile,Seldom,0.39107,112,289,0.33471,0.44743
2008,First Stage of Tertiary Education,3rd Quintile,Never,0.51452,177,289,0.45680,0.57225
2008,First Stage of Tertiary Education,4th Quintile,Seldom,0.35398,122,305,0.30022,0.40774
2008,First Stage of Tertiary Education,4th Quintile,Never,0.51864,183,305,0.46247,0.57481
2008,First Stage of Tertiary Education,5th Quintile,At least once per month,0.12076,54,396,0.08863,0.15290
2008,First Stage of Tertiary Education,5th Quintile,Seldom,0.35560,150,396,0.30839,0.40280
2008,First Stage of Tertiary Education,5th Quintile,Never,0.46959,192,396,0.42037,0.51880
2008,Second Stage of Tertiary Education,1st Quintile,Seldom,0.30981,67,186,0.24318,0.37645
2008,Second Stage of Tertiary Education,1st Quintile,Never,0.59296,119,186,0.52217,0.66375
2008,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.27453,98,296,0.22360,0.32545
2008,Second Stage of Tertiary Education,2nd Quintile,Never,0.58298,198,296,0.52672,0.63925
2008,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.05896,43,572,0.03964,0.07828
2008,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.34874,200,572,0.30965,0.38783
2008,Second Stage of Tertiary Education,3rd Quintile,Never,0.54755,329,572,0.50673,0.58838
2008,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.08065,83,747,0.06111,0.10019
2008,Second Stage of Tertiary Education,4th Quintile,Seldom,0.37571,287,747,0.34096,0.41046
2008,Second Stage of Tertiary Education,4th Quintile,Never,0.51468,377,747,0.47881,0.55054
2008,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.02510,66,2266,0.01866,0.03155
2008,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.09154,206,2266,0.07967,0.10342
2008,Second Stage of Tertiary Education,5th Quintile,Seldom,0.37286,824,2266,0.35294,0.39277
2008,Second Stage of Tertiary Education,5th Quintile,Never,0.50968,1170,2266,0.48909,0.53026
2013,No answer / don't know,1st Quintile,Seldom,0.28531,57,161,0.21534,0.35528
2013,No answer / don't know,1st Quintile,Never,0.59981,104,161,0.52389,0.67572
2013,No answer / don't know,2nd Quintile,Never,0.60544,48,48,0.46571,0.74517
2013,Pre-primary Level,1st Quintile,Seldom,0.39794,34,85,0.29327,0.50262
2013,Pre-primary Level,1st Quintile,Never,0.42758,51,85,0.32178,0.53338
2013,Pre-primary Level,2nd Quintile,Seldom,0.32535,33,67,0.21232,0.43838
2013,Pre-primary Level,2nd Quintile,Never,0.27204,34,67,0.16468,0.37940
2013,Pre-primary Level,3rd Quintile,Seldom,0.39584,32,32,0.22369,0.56799
2013,Primary Level,1st Quintile,Never,0.77004,172,172,0.70696,0.83311
2013,Primary Level,2nd Quintile,Never,0.90380,51,51,0.82206,0.98553
2013,Lower Secondary Level,1st Quintile,At least once per week,0.03724,39,1021,0.02562,0.04886
2013,Lower Secondary Level,1st Quintile,At least once per month,0.05623,61,1021,0.04210,0.07037
2013,Lower Secondary Level,1st Quintile,Seldom,0.15893,164,1021,0.13649,0.18137
2013,Lower Secondary Level,1st Quintile,Never,0.74656,757,1021,0.71986,0.77325
2013,Lower Secondary Level,2nd Quintile,At least once per week,0.07012,44,710,0.05132,0.08891
2013,Lower Secondary Level,2nd Quintile,At least once per month,0.04044,42,710,0.02594,0.05494
2013,Lower Secondary Level,2nd Quintile,Seldom,0.13740,132,710,0.11205,0.16274
2013,Lower Secondary Level,2nd Quintile,Never,0.75204,492,710,0.72026,0.78383
2013,Lower Secondary Level,3rd Quintile,At least once per week,0.07831,35,426,0.05276,0.10385
2013,Lower Secondary Level,3rd Quintile,At least once per month,0.08051,32,426,0.05464,0.10638
2013,Lower Secondary Level,3rd Quintile,Seldom,0.17542,92,426,0.13926,0.21158
2013,Lower Secondary Level,3rd Quintile,Never,0.66473,267,426,0.61985,0.70962
2013,Lower Secondary Level,4th Quintile,Seldom,0.28419,70,227,0.22539,0.34300
2013,Lower Secondary Level,4th Quintile,Never,0.55125,157,227,0.48641,0.61610
2013,Lower Secondary Level,5th Quintile,Seldom,0.28166,39,119,0.20050,0.36282
2013,Lower Secondary Level,5th Quintile,Never,0.50709,80,119,0.41688,0.59729
2013,Upper Secondary Level,1st Quintile,At least once per week,0.03924,147,2708,0.03193,0.04656
2013,Upper Secondary Level,1st Quintile,At least once per month,0.08295,200,2708,0.07256,0.09334
2013,Upper Secondary Level,1st Quintile,Seldom,0.19563,563,2708,0.18068,0.21057
2013,Upper Secondary Level,1st Quintile,Never,0.67986,1798,2708,0.66229,0.69744
2013,Upper Secondary Level,2nd Quintile,At least once per week,0.06501,214,2947,0.05611,0.07391
2013,Upper Secondary Level,2nd Quintile,At least once per month,0.07726,245,2947,0.06762,0.08690
2013,Upper Secondary Level,2nd Quintile,Seldom,0.26769,773,2947,0.25170,0.28368
2013,Upper Secondary Level,2nd Quintile,Never,0.58978,1715,2947,0.57201,0.60754
2013,Upper Secondary Level,3rd Quintile,At least once per week,0.06378,179,2620,0.05442,0.07314
2013,Upper Secondary Level,3rd Quintile,At least once per month,0.09153,265,2620,0.08049,0.10258
2013,Upper Secondary Level,3rd Quintile,Seldom,0.31051,819,2620,0.29278,0.32823
2013,Upper Secondary Level,3rd Quintile,Never,0.53145,1357,2620,0.51234,0.55056
2013,Upper Secondary Level,4th Quintile,At least once per week,0.07416,184,2301,0.06345,0.08487
2013,Upper Secondary Level,4th Quintile,At least once per month,0.10596,256,2301,0.09338,0.11854
2013,Upper Secondary Level,4th Quintile,Seldom,0.34063,782,2301,0.32126,0.36000
2013,Upper Secondary Level,4th Quintile,Never,0.47402,1079,2301,0.45362,0.49443
2013,Upper Secondary Level,5th Quintile,At least once per week,0.04832,91,1741,0.03825,0.05840
2013,Upper Secondary Level,5th Quintile,At least once per month,0.10219,192,1741,0.08795,0.11642
2013,Upper Secondary Level,5th Quintile,Seldom,0.32792,570,1741,0.30586,0.34998
2013,Upper Secondary Level,5th Quintile,Never,0.52058,888,1741,0.49711,0.54406
2013,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.28109,78,254,0.22570,0.33649
2013,Post-secondary Non-tertiary Level,1st Quintile,Never,0.51488,176,254,0.45330,0.57647
2013,Post-secondary Non-tertiary Level,2nd Quintile,At least once per month,0.12101,34,336,0.08608,0.15593
2013,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.31452,129,336,0.26480,0.36424
2013,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.48799,173,336,0.43446,0.54151
2013,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.16180,46,335,0.12230,0.20129
2013,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.31240,126,335,0.26270,0.36211
2013,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.47116,163,335,0.41762,0.52469
2013,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.13868,51,331,0.10139,0.17597
2013,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.32141,132,331,0.27102,0.37180
2013,Post-secondary Non-tertiary Level,4th Quintile,Never,0.47767,148,331,0.42378,0.53156
2013,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.09696,47,371,0.06681,0.12711
2013,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.38331,154,371,0.33377,0.43285
2013,Post-secondary Non-tertiary Level,5th Quintile,Never,0.44691,170,371,0.39625,0.49757
2013,First Stage of Tertiary Education,1st Quintile,Seldom,0.19361,39,126,0.12434,0.26287
2013,First Stage of Tertiary Education,1st Quintile,Never,0.72563,87,126,0.64740,0.80385
2013,First Stage of Tertiary Education,2nd Quintile,Seldom,0.37774,99,255,0.31811,0.43736
2013,First Stage of Tertiary Education,2nd Quintile,Never,0.51092,156,255,0.44944,0.57239
2013,First Stage of Tertiary Education,3rd Quintile,Seldom,0.30123,121,333,0.25188,0.35059
2013,First Stage of Tertiary Education,3rd Quintile,Never,0.56750,212,333,0.51421,0.62079
2013,First Stage of Tertiary Education,4th Quintile,At least once per month,0.12009,55,389,0.08774,0.15243
2013,First Stage of Tertiary Education,4th Quintile,Seldom,0.44438,159,389,0.39494,0.49383
2013,First Stage of Tertiary Education,4th Quintile,Never,0.37544,175,389,0.32725,0.42362
2013,First Stage of Tertiary Education,5th Quintile,At least once per week,0.06471,33,420,0.04115,0.08826
2013,First Stage of Tertiary Education,5th Quintile,At least once per month,0.10197,42,420,0.07299,0.13094
2013,First Stage of Tertiary Education,5th Quintile,Seldom,0.37496,161,420,0.32861,0.42132
2013,First Stage of Tertiary Education,5th Quintile,Never,0.44071,184,420,0.39318,0.48825
2013,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.09290,34,373,0.06340,0.12240
2013,Second Stage of Tertiary Education,1st Quintile,Seldom,0.30722,119,373,0.26033,0.35410
2013,Second Stage of Tertiary Education,1st Quintile,Never,0.55819,220,373,0.50772,0.60865
2013,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.03944,32,611,0.02399,0.05488
2013,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.07196,46,611,0.05145,0.09246
2013,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.39639,219,611,0.35757,0.43521
2013,Second Stage of Tertiary Education,2nd Quintile,Never,0.48750,314,611,0.44783,0.52716
2013,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.03620,41,863,0.02373,0.04867
2013,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.05689,77,863,0.04143,0.07236
2013,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.37106,314,863,0.33881,0.40331
2013,Second Stage of Tertiary Education,3rd Quintile,Never,0.53523,431,863,0.50193,0.56852
2013,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.06412,82,1321,0.05090,0.07734
2013,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.08037,143,1321,0.06570,0.09503
2013,Second Stage of Tertiary Education,4th Quintile,Seldom,0.40454,500,1321,0.37807,0.43102
2013,Second Stage of Tertiary Education,4th Quintile,Never,0.45097,596,1321,0.42413,0.47781
2013,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.03868,131,2609,0.03128,0.04608
2013,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.11520,285,2609,0.10295,0.12745
2013,Second Stage of Tertiary Education,5th Quintile,Seldom,0.36635,952,2609,0.34786,0.38485
2013,Second Stage of Tertiary Education,5th Quintile,Never,0.47805,1241,2609,0.45888,0.49723
2019,No answer / don't know,1st Quintile,At least once per week,0.07525,35,396,0.04923,0.10126
2019,No answer / don't know,1st Quintile,At least once per month,0.05910,31,396,0.03585,0.08236
2019,No answer / don't know,1st Quintile,Seldom,0.20822,72,396,0.16818,0.24827
2019,No answer / don't know,1st Quintile,Never,0.65723,258,396,0.61042,0.70404
2019,No answer / don't know,2nd Quintile,Seldom,0.28337,37,103,0.19591,0.37082
2019,No answer / don't know,2nd Quintile,Never,0.50456,66,103,0.40753,0.60159
2019,No answer / don't know,3rd Quintile,Never,0.57080,48,48,0.42929,0.71230
2019,Pre-primary Level,1st Quintile,Never,0.57963,52,52,0.44415,0.71511
2019,Pre-primary Level,2nd Quintile,Never,0.45989,35,35,0.29236,0.62741
2019,Primary Level,1st Quintile,At least once per week,0.02449,87,1216,0.01580,0.03318
2019,Primary Level,1st Quintile,At least once per month,0.08913,80,1216,0.07311,0.10515
2019,Primary Level,1st Quintile,Seldom,0.12012,181,1216,0.10184,0.13840
2019,Primary Level,1st Quintile,Never,0.76163,868,1216,0.73768,0.78559
2019,Primary Level,2nd Quintile,Never,0.80731,90,90,0.72536,0.88925
2019,Lower Secondary Level,1st Quintile,At least once per week,0.04700,88,1446,0.03608,0.05791
2019,Lower Secondary Level,1st Quintile,At least once per month,0.05584,72,1446,0.04400,0.06768
2019,Lower Secondary Level,1st Quintile,Seldom,0.15411,257,1446,0.13549,0.17272
2019,Lower Secondary Level,1st Quintile,Never,0.73987,1029,1446,0.71725,0.76249
2019,Lower Secondary Level,2nd Quintile,At least once per week,0.03738,42,665,0.02295,0.05181
2019,Lower Secondary Level,2nd Quintile,At least once per month,0.06043,43,665,0.04231,0.07856
2019,Lower Secondary Level,2nd Quintile,Seldom,0.19800,135,665,0.16769,0.22831
2019,Lower Secondary Level,2nd Quintile,Never,0.69988,445,665,0.66502,0.73474
2019,Lower Secondary Level,3rd Quintile,Seldom,0.13872,70,324,0.10102,0.17642
2019,Lower Secondary Level,3rd Quintile,Never,0.70002,254,324,0.65004,0.74999
2019,Lower Secondary Level,4th Quintile,Seldom,0.25302,72,207,0.19365,0.31239
2019,Lower Secondary Level,4th Quintile,Never,0.58826,135,207,0.52105,0.65547
2019,Lower Secondary Level,5th Quintile,Never,0.48767,71,71,0.37057,0.60476
2019,Upper Secondary Level,1st Quintile,At least once per week,0.04255,142,2484,0.03461,0.05049
2019,Upper Secondary Level,1st Quintile,At least once per month,0.08518,191,2484,0.07420,0.09616
2019,Upper Secondary Level,1st Quintile,Seldom,0.20944,536,2484,0.19343,0.22544
2019,Upper Secondary Level,1st Quintile,Never,0.66260,1615,2484,0.64400,0.68119
2019,Upper Secondary Level,2nd Quintile,At least once per week,0.05938,164,2590,0.05028,0.06848
2019,Upper Secondary Level,2nd Quintile,At least once per month,0.07652,200,2590,0.06628,0.08676
2019,Upper Secondary Level,2nd Quintile,Seldom,0.27141,721,2590,0.25428,0.28854
2019,Upper Secondary Level,2nd Quintile,Never,0.59021,1505,2590,0.57127,0.60916
2019,Upper Secondary Level,3rd Quintile,At least once per week,0.06019,147,2201,0.05025,0.07013
2019,Upper Secondary Level,3rd Quintile,At least once per month,0.09695,232,2201,0.08459,0.10932
2019,Upper Secondary Level,3rd Quintile,Seldom,0.29922,675,2201,0.28009,0.31836
2019,Upper Secondary Level,3rd Quintile,Never,0.54040,1147,2201,0.51958,0.56123
2019,Upper Secondary Level,4th Quintile,At least once per week,0.05947,140,1930,0.04891,0.07002
2019,Upper Secondary Level,4th Quintile,At least once per month,0.10947,213,1930,0.09553,0.12340
2019,Upper Secondary Level,4th Quintile,Seldom,0.33048,619,1930,0.30949,0.35147
2019,Upper Secondary Level,4th Quintile,Never,0.49960,958,1930,0.47729,0.52191
2019,Upper Secondary Level,5th Quintile,At least once per week,0.05668,87,1438,0.04472,0.06863
2019,Upper Secondary Level,5th Quintile,At least once per month,0.12503,174,1438,0.10793,0.14213
2019,Upper Secondary Level,5th Quintile,Seldom,0.34005,487,1438,0.31556,0.36454
2019,Upper Secondary Level,5th Quintile,Never,0.47260,690,1438,0.44679,0.49841
2019,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.27068,92,325,0.22230,0.31906
2019,Post-secondary Non-tertiary Level,1st Quintile,Never,0.57714,233,325,0.52334,0.63093
2019,Post-secondary Non-tertiary Level,2nd Quintile,At least once per week,0.05389,33,433,0.03259,0.07518
2019,Post-secondary Non-tertiary Level,2nd Quintile,At least once per month,0.10101,42,433,0.07260,0.12943
2019,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.33223,133,433,0.28781,0.37664
2019,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.50501,225,433,0.45786,0.55216
2019,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.11345,48,413,0.08282,0.14407
2019,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.28676,154,413,0.24309,0.33043
2019,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.55237,211,413,0.50435,0.60038
2019,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.13564,53,329,0.09858,0.17269
2019,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.37974,136,329,0.32722,0.43226
2019,Post-secondary Non-tertiary Level,4th Quintile,Never,0.39569,140,329,0.34277,0.44861
2019,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.13923,45,341,0.10244,0.17603
2019,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.38392,154,341,0.33223,0.43562
2019,Post-secondary Non-tertiary Level,5th Quintile,Never,0.43484,142,341,0.38215,0.48754
2019,First Stage of Tertiary Education,1st Quintile,Seldom,0.34388,34,81,0.23979,0.44796
2019,First Stage of Tertiary Education,1st Quintile,Never,0.58345,47,81,0.47542,0.69148
2019,First Stage of Tertiary Education,2nd Quintile,Seldom,0.24047,58,195,0.18033,0.30061
2019,First Stage of Tertiary Education,2nd Quintile,Never,0.66512,137,195,0.59870,0.73153
2019,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.12979,37,276,0.09007,0.16951
2019,First Stage of Tertiary Education,3rd Quintile,Seldom,0.38523,104,276,0.32772,0.44275
2019,First Stage of Tertiary Education,3rd Quintile,Never,0.43491,135,276,0.37631,0.49350
2019,First Stage of Tertiary Education,4th Quintile,Seldom,0.39461,123,269,0.33609,0.45312
2019,First Stage of Tertiary Education,4th Quintile,Never,0.45096,146,269,0.39139,0.51054
2019,First Stage of Tertiary Education,5th Quintile,At least once per month,0.16142,52,352,0.12293,0.19991
2019,First Stage of Tertiary Education,5th Quintile,Seldom,0.43372,155,352,0.38187,0.48557
2019,First Stage of Tertiary Education,5th Quintile,Never,0.34675,145,352,0.29696,0.39654
2019,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.04007,69,935,0.02749,0.05265
2019,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.09305,63,935,0.07442,0.11168
2019,Second Stage of Tertiary Education,1st Quintile,Seldom,0.29143,227,935,0.26228,0.32057
2019,Second Stage of Tertiary Education,1st Quintile,Never,0.57489,576,935,0.54319,0.60660
2019,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.03362,33,664,0.01990,0.04734
2019,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.06377,57,664,0.04517,0.08237
2019,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.32291,206,664,0.28731,0.35850
2019,Second Stage of Tertiary Education,2nd Quintile,Never,0.57943,368,664,0.54186,0.61701
2019,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.02798,41,940,0.01743,0.03853
2019,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.12100,114,940,0.10014,0.14186
2019,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.32792,303,940,0.29790,0.35795
2019,Second Stage of Tertiary Education,3rd Quintile,Never,0.52310,482,940,0.49116,0.55505
2019,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.05420,69,1278,0.04178,0.06662
2019,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.09695,137,1278,0.08072,0.11318
2019,Second Stage of Tertiary Education,4th Quintile,Seldom,0.38515,490,1278,0.35846,0.41184
2019,Second Stage of Tertiary Education,4th Quintile,Never,0.46297,582,1278,0.43562,0.49032
2019,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.03582,115,2412,0.02840,0.04324
2019,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.12695,290,2412,0.11366,0.14024
2019,Second Stage of Tertiary Education,5th Quintile,Seldom,0.37490,935,2412,0.35558,0.39422
2019,Second Stage of Tertiary Education,5th Quintile,Never,0.46031,1072,2412,0.44041,0.48020
