"pli0089","year","bula_h","n","percent","lower_confidence","upper_confidence","NA"
"Min 1x pro Woche","2019","Thueringen","69","0.0626648103194407","0.0475830657708444","0.0777465548680371",""
"Min 1x pro Monat","2019","Schleswig-Holstein","108","0.0981055545398914","0.0807468146412009","0.115464294438582",""
"Min 1x pro Monat","2019","Hamburg","52","0.0956796554119545","0.0718432309782659","0.119516079845643",""
"Min 1x pro Monat","2019","Niedersachsen","340","0.125787488117744","0.113646969780092","0.137928006455396",""
"Min 1x pro Monat","2019","Bremen","31","0.08283449819297","0.0508341179180875","0.114834878467853",""
"Min 1x pro Monat","2019","Nordrhein-Westfalen","627","0.102337234074938","0.0947842846546802","0.109890183495196",""
"Min 1x pro Monat","2019","Hessen","217","0.101858044010994","0.0885623791539726","0.115153708868015",""
"Min 1x pro Monat","2019","Rheinland-Pfalz,Saarland","154","0.100540071082982","0.0860212955326075","0.115058846633356",""
"Min 1x pro Monat","2019","Baden-Wuerttemberg","319","0.100648596925617","0.0901536711633038","0.11114352268793",""
"Min 1x pro Monat","2019","Bayern","455","0.111932850429719","0.102513658548925","0.121352042310512",""
"Min 1x pro Monat","2019","Saarland","","","","",""
"Min 1x pro Monat","2019","Berlin","70","0.0513934181318654","0.038548037471599","0.0642387987921318",""
"Min 1x pro Monat","2019","Brandenburg","119","0.097536661821022","0.0807292924797755","0.114344031162268",""
"Min 1x pro Monat","2019","Mecklenburg-Vorpommern","48","0.0637118381096033","0.0448776603253099","0.0825460158938967",""
"Min 1x pro Monat","2019","Sachsen","170","0.0906875558120432","0.0771985754850021","0.104176536139084",""
"Min 1x pro Monat","2019","Sachsen-Anhalt","95","0.0909520219433951","0.0729860745565082","0.108917969330282",""
"Min 1x pro Monat","2019","Thueringen","100","0.105948234574627","0.0867959560146265","0.125100513134627",""
"Seltener","2019","Schleswig-Holstein","354","0.335156263222381","0.307609092412184","0.362703434032578",""
"Seltener","2019","Hamburg","148","0.24548461633594","0.210609445132955","0.280359787538925",""
"Seltener","2019","Niedersachsen","880","0.310843996989022","0.293899057898145","0.327788936079899",""
"Seltener","2019","Bremen","119","0.417638842802354","0.360382671565461","0.474895014039248",""
"Seltener","2019","Nordrhein-Westfalen","1710","0.271663736383349","0.260579011084991","0.282748461681706",""
"Seltener","2019","Hessen","574","0.303005184152853","0.282803866187631","0.323206502118074",""
"Seltener","2019","Rheinland-Pfalz,Saarland","447","0.288865399134667","0.266983089724152","0.310747708545183",""
"Seltener","2019","Baden-Wuerttemberg","972","0.30429845975537","0.288248566085182","0.320348353425559",""
"Seltener","2019","Bayern","1261","0.281651464445395","0.268213435509853","0.295089493380938",""
"Seltener","2019","Saarland","","","","",""
"Seltener","2019","Berlin","371","0.351734253977337","0.323954139586553","0.379514368368122",""
"Seltener","2019","Brandenburg","406","0.360750248097751","0.333545818829687","0.387954677365815",""
"Seltener","2019","Mecklenburg-Vorpommern","209","0.339705009191109","0.303183239893717","0.376226778488501",""
"Seltener","2019","Sachsen","557","0.317415510424262","0.295550938166747","0.339280082681777",""
"Seltener","2019","Sachsen-Anhalt","265","0.2539529916506","0.226756661475045","0.281149321826154",""
"Seltener","2019","Thueringen","281","0.250743549953854","0.223770976455959","0.277716123451749",""
"Nie","2019","Schleswig-Holstein","578","0.504821570810458","0.475644388298572","0.533998753322345",""
"Nie","2019","Hamburg","359","0.619614864929763","0.58027409632181","0.658955633537717",""
"Nie","2019","Niedersachsen","1396","0.49863139367009","0.480326029409518","0.516936757930662",""
"Nie","2019","Bremen","126","0.486013382279847","0.427986975164741","0.544039789394953",""
"Nie","2019","Nordrhein-Westfalen","3425","0.564444487729009","0.552088555759029","0.576800419698989",""
"Nie","2019","Hessen","1028","0.540261844870759","0.518354117689472","0.562169572052046",""
"Nie","2019","Rheinland-Pfalz,Saarland","942","0.56384305601056","0.539900528171084","0.587785583850037",""
"Nie","2019","Baden-Wuerttemberg","1679","0.540844415355308","0.523461328090904","0.558227502619712",""
"Nie","2019","Bayern","2256","0.540389783346118","0.525500960534242","0.555278606157994",""
"Nie","2019","Saarland","","","","",""
"Nie","2019","Berlin","653","0.575771799486488","0.547019331894142","0.604524267078833",""
"Nie","2019","Brandenburg","629","0.498155054121507","0.469830175100974","0.52647993314204",""
"Nie","2019","Mecklenburg-Vorpommern","347","0.536744391459271","0.498291771778153","0.575197011140388",""
"Nie","2019","Sachsen","938","0.548636063029927","0.525260918244092","0.572011207815762",""
"Nie","2019","Sachsen-Anhalt","566","0.608993216070468","0.578503813442166","0.639482618698769",""
"Nie","2019","Thueringen","540","0.578843421983289","0.548118230351588","0.60956861361499",""
