year,age_gr,bula_h,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,46-65 y.,Schleswig-Holstein,Never,0.62657,58,58,0.50099,0.75214
1995,46-65 y.,Lower Saxony,Seldom,0.27656,82,279,0.22398,0.32914
1995,46-65 y.,Lower Saxony,Never,0.59682,197,279,0.53915,0.65448
1995,46-65 y.,North Rhine-Westphalia,At least once per week,0.06446,39,743,0.04679,0.08213
1995,46-65 y.,North Rhine-Westphalia,At least once per month,0.05869,44,743,0.04178,0.07560
1995,46-65 y.,North Rhine-Westphalia,Seldom,0.26565,179,743,0.23387,0.29743
1995,46-65 y.,North Rhine-Westphalia,Never,0.61120,481,743,0.57612,0.64627
1995,46-65 y.,Hesse,Seldom,0.21717,57,259,0.16686,0.26749
1995,46-65 y.,Hesse,Never,0.63734,202,259,0.57867,0.69600
1995,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.23184,39,158,0.16583,0.29786
1995,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.67212,119,158,0.59869,0.74555
1995,46-65 y.,Baden-Wuerttemberg,At least once per month,0.05636,32,490,0.03592,0.07680
1995,46-65 y.,Baden-Wuerttemberg,Seldom,0.28378,129,490,0.24382,0.32374
1995,46-65 y.,Baden-Wuerttemberg,Never,0.62509,329,490,0.58218,0.66799
1995,46-65 y.,Bavaria,Seldom,0.22112,101,438,0.18221,0.26003
1995,46-65 y.,Bavaria,Never,0.68021,337,438,0.63648,0.72394
1995,46-65 y.,Berlin,Seldom,0.23621,38,177,0.17345,0.29896
1995,46-65 y.,Berlin,Never,0.72344,139,177,0.65736,0.78953
1995,46-65 y.,Brandenburg,Seldom,0.30242,55,161,0.23125,0.37359
1995,46-65 y.,Brandenburg,Never,0.61483,106,161,0.53943,0.69024
1995,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.25758,38,133,0.18298,0.33218
1995,46-65 y.,Mecklenburg-Western Pomerania,Never,0.65380,95,133,0.57264,0.73496
1995,46-65 y.,Saxony,Seldom,0.24976,92,326,0.20270,0.29682
1995,46-65 y.,Saxony,Never,0.69272,234,326,0.64256,0.74288
1995,46-65 y.,Saxony-Anhalt,Seldom,0.19782,49,207,0.14342,0.25222
1995,46-65 y.,Saxony-Anhalt,Never,0.69565,158,207,0.63281,0.75848
1995,46-65 y.,Thuringa,Seldom,0.26741,56,170,0.20068,0.33414
1995,46-65 y.,Thuringa,Never,0.63397,114,170,0.56134,0.70660
1995,66 and older,Lower Saxony,Never,0.82385,92,92,0.74558,0.90212
1995,66 and older,North Rhine-Westphalia,Never,0.84056,221,221,0.79219,0.88894
1995,66 and older,Hesse,Never,0.89019,98,98,0.82797,0.95241
1995,66 and older,"Rhineland-Palatinate, Saarland",Never,0.96669,98,98,0.93098,1.00240
1995,66 and older,Baden-Wuerttemberg,Never,0.88511,160,160,0.83554,0.93468
1995,66 and older,Bavaria,Never,0.79930,157,157,0.73645,0.86215
1995,66 and older,Berlin,Never,0.96952,57,57,0.92449,1.01454
1995,66 and older,Brandenburg,Never,0.84006,56,56,0.74319,0.93694
1995,66 and older,Saxony,Never,0.95162,122,122,0.91339,0.98985
1995,66 and older,Saxony-Anhalt,Never,0.88894,67,67,0.81313,0.96474
1995,66 and older,Thuringa,Never,0.90182,65,65,0.82891,0.97472
1998,17-29 y.,Lower Saxony,At least once per month,0.15117,36,243,0.10603,0.19630
1998,17-29 y.,Lower Saxony,Seldom,0.44935,114,243,0.38667,0.51202
1998,17-29 y.,Lower Saxony,Never,0.29077,93,243,0.23356,0.34799
1998,17-29 y.,North Rhine-Westphalia,At least once per week,0.07249,43,624,0.05213,0.09285
1998,17-29 y.,North Rhine-Westphalia,At least once per month,0.13936,76,624,0.11216,0.16655
1998,17-29 y.,North Rhine-Westphalia,Seldom,0.37001,230,624,0.33210,0.40793
1998,17-29 y.,North Rhine-Westphalia,Never,0.41770,275,624,0.37897,0.45642
1998,17-29 y.,Hesse,Seldom,0.39152,72,148,0.31261,0.47042
1998,17-29 y.,Hesse,Never,0.37154,76,148,0.29343,0.44966
1998,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.36045,52,132,0.27823,0.44267
1998,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.44217,80,132,0.35712,0.52722
1998,17-29 y.,Baden-Wuerttemberg,At least once per week,0.09253,37,433,0.06520,0.11986
1998,17-29 y.,Baden-Wuerttemberg,At least once per month,0.15899,72,433,0.12451,0.19348
1998,17-29 y.,Baden-Wuerttemberg,Seldom,0.37966,157,433,0.33389,0.42542
1998,17-29 y.,Baden-Wuerttemberg,Never,0.36573,167,433,0.32031,0.41114
1998,17-29 y.,Bavaria,At least once per week,0.10506,41,407,0.07523,0.13488
1998,17-29 y.,Bavaria,At least once per month,0.13737,57,407,0.10388,0.17085
1998,17-29 y.,Bavaria,Seldom,0.39134,151,407,0.34386,0.43881
1998,17-29 y.,Bavaria,Never,0.36624,158,407,0.31937,0.41310
1998,17-29 y.,Berlin,Seldom,0.35738,33,90,0.25782,0.45695
1998,17-29 y.,Berlin,Never,0.52688,57,90,0.42315,0.63061
1998,17-29 y.,Brandenburg,Seldom,0.36454,56,125,0.27983,0.44926
1998,17-29 y.,Brandenburg,Never,0.48639,69,125,0.39842,0.57437
1998,17-29 y.,Mecklenburg-Western Pomerania,Seldom,0.43251,38,75,0.31963,0.54539
1998,17-29 y.,Mecklenburg-Western Pomerania,Never,0.34238,37,75,0.23426,0.45049
1998,17-29 y.,Saxony,Seldom,0.32096,92,213,0.25811,0.38380
1998,17-29 y.,Saxony,Never,0.51784,121,213,0.45057,0.58510
1998,17-29 y.,Saxony-Anhalt,Seldom,0.38401,61,120,0.29662,0.47139
1998,17-29 y.,Saxony-Anhalt,Never,0.40439,59,120,0.31621,0.49257
1998,17-29 y.,Thuringa,Seldom,0.27658,56,129,0.19909,0.35407
1998,17-29 y.,Thuringa,Never,0.47449,73,129,0.38798,0.56100
1998,30-45 y.,Schleswig-Holstein,Seldom,0.33708,40,98,0.24300,0.43115
1998,30-45 y.,Schleswig-Holstein,Never,0.41262,58,98,0.31465,0.51059
1998,30-45 y.,Lower Saxony,At least once per month,0.10735,44,403,0.07708,0.13761
1998,30-45 y.,Lower Saxony,Seldom,0.39420,149,403,0.34643,0.44197
1998,30-45 y.,Lower Saxony,Never,0.45463,210,403,0.40595,0.50331
1998,30-45 y.,North Rhine-Westphalia,At least once per week,0.07062,64,973,0.05451,0.08673
1998,30-45 y.,North Rhine-Westphalia,At least once per month,0.08927,79,973,0.07134,0.10719
1998,30-45 y.,North Rhine-Westphalia,Seldom,0.39614,370,973,0.36539,0.42688
1998,30-45 y.,North Rhine-Westphalia,Never,0.44264,460,973,0.41141,0.47387
1998,30-45 y.,Hesse,Seldom,0.40086,111,263,0.34152,0.46020
1998,30-45 y.,Hesse,Never,0.46032,152,263,0.39997,0.52068
1998,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.33376,102,240,0.27398,0.39355
1998,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.46834,138,240,0.40508,0.53160
1998,30-45 y.,Baden-Wuerttemberg,At least once per week,0.08599,44,640,0.06425,0.10772
1998,30-45 y.,Baden-Wuerttemberg,At least once per month,0.11093,69,640,0.08658,0.13528
1998,30-45 y.,Baden-Wuerttemberg,Seldom,0.36100,241,640,0.32376,0.39824
1998,30-45 y.,Baden-Wuerttemberg,Never,0.44209,286,640,0.40358,0.48060
1998,30-45 y.,Bavaria,At least once per week,0.04182,34,630,0.02618,0.05746
1998,30-45 y.,Bavaria,At least once per month,0.07466,53,630,0.05412,0.09521
1998,30-45 y.,Bavaria,Seldom,0.36511,221,630,0.32748,0.40273
1998,30-45 y.,Bavaria,Never,0.51841,322,630,0.47936,0.55746
1998,30-45 y.,Berlin,Seldom,0.30666,60,170,0.23714,0.37618
1998,30-45 y.,Berlin,Never,0.60947,110,170,0.53591,0.68302
1998,30-45 y.,Brandenburg,Seldom,0.26381,55,177,0.19870,0.32892
1998,30-45 y.,Brandenburg,Never,0.66576,122,177,0.59606,0.73545
1998,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.38821,48,117,0.29952,0.47689
1998,30-45 y.,Mecklenburg-Western Pomerania,Never,0.49939,69,117,0.40840,0.59038
1998,30-45 y.,Saxony,At least once per month,0.08260,32,364,0.05428,0.11092
1998,30-45 y.,Saxony,Seldom,0.28739,111,364,0.24083,0.33394
1998,30-45 y.,Saxony,Never,0.57305,221,364,0.52217,0.62394
1998,30-45 y.,Saxony-Anhalt,Seldom,0.38329,77,178,0.31167,0.45492
1998,30-45 y.,Saxony-Anhalt,Never,0.46831,101,178,0.39479,0.54182
1998,30-45 y.,Thuringa,Seldom,0.30383,74,213,0.24192,0.36573
1998,30-45 y.,Thuringa,Never,0.54664,139,213,0.47963,0.61365
1998,46-65 y.,Schleswig-Holstein,Seldom,0.38223,37,91,0.28184,0.48263
1998,46-65 y.,Schleswig-Holstein,Never,0.50876,54,91,0.40548,0.61205
1998,46-65 y.,Hamburg,Never,0.66933,37,37,0.51565,0.82302
1998,46-65 y.,Lower Saxony,Seldom,0.32267,112,310,0.27055,0.37480
1998,46-65 y.,Lower Saxony,Never,0.54733,198,310,0.49183,0.60283
1998,46-65 y.,North Rhine-Westphalia,At least once per week,0.04499,32,873,0.03124,0.05875
1998,46-65 y.,North Rhine-Westphalia,At least once per month,0.07841,54,873,0.06056,0.09625
1998,46-65 y.,North Rhine-Westphalia,Seldom,0.28390,234,873,0.25397,0.31383
1998,46-65 y.,North Rhine-Westphalia,Never,0.59118,553,873,0.55855,0.62381
1998,46-65 y.,Hesse,Seldom,0.24909,68,271,0.19750,0.30068
1998,46-65 y.,Hesse,Never,0.63607,203,271,0.57868,0.69346
1998,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.25187,50,194,0.19063,0.31312
1998,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.63938,144,194,0.57163,0.70712
1998,46-65 y.,Baden-Wuerttemberg,At least once per month,0.06071,33,497,0.03969,0.08173
1998,46-65 y.,Baden-Wuerttemberg,Seldom,0.30913,128,497,0.26846,0.34980
1998,46-65 y.,Baden-Wuerttemberg,Never,0.60045,336,497,0.55734,0.64356
1998,46-65 y.,Bavaria,At least once per month,0.05882,33,516,0.03850,0.07914
1998,46-65 y.,Bavaria,Seldom,0.28143,146,516,0.24259,0.32027
1998,46-65 y.,Bavaria,Never,0.61024,337,516,0.56812,0.65236
1998,46-65 y.,Berlin,Seldom,0.33695,54,152,0.26156,0.41234
1998,46-65 y.,Berlin,Never,0.58158,98,152,0.50290,0.66026
1998,46-65 y.,Brandenburg,Seldom,0.28608,65,203,0.22376,0.34840
1998,46-65 y.,Brandenburg,Never,0.66563,138,203,0.60057,0.73069
1998,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.29962,42,131,0.22088,0.37837
1998,46-65 y.,Mecklenburg-Western Pomerania,Never,0.66188,89,131,0.58056,0.74320
1998,46-65 y.,Saxony,Seldom,0.27937,105,361,0.23302,0.32572
1998,46-65 y.,Saxony,Never,0.66429,256,361,0.61551,0.71307
1998,46-65 y.,Saxony-Anhalt,Seldom,0.25002,63,224,0.19319,0.30686
1998,46-65 y.,Saxony-Anhalt,Never,0.65555,161,224,0.59318,0.71792
1998,46-65 y.,Thuringa,Seldom,0.28098,68,201,0.21868,0.34327
1998,46-65 y.,Thuringa,Never,0.64189,133,201,0.57544,0.70834
1998,66 and older,Schleswig-Holstein,Never,0.80132,42,42,0.67918,0.92346
1998,66 and older,Lower Saxony,Never,0.77544,105,105,0.69524,0.85564
1998,66 and older,North Rhine-Westphalia,Seldom,0.11160,44,321,0.07710,0.14610
1998,66 and older,North Rhine-Westphalia,Never,0.82768,277,321,0.78630,0.86905
1998,66 and older,Hesse,Never,0.82171,105,105,0.74814,0.89527
1998,66 and older,"Rhineland-Palatinate, Saarland",Never,0.87715,115,115,0.81690,0.93741
1998,66 and older,Baden-Wuerttemberg,Never,0.82986,171,171,0.77338,0.88635
1998,66 and older,Bavaria,Seldom,0.16109,41,263,0.11658,0.20561
1998,66 and older,Bavaria,Never,0.81303,222,263,0.76582,0.86025
1998,66 and older,Berlin,Never,0.86531,55,55,0.77426,0.95637
1998,66 and older,Brandenburg,Never,0.83255,58,58,0.73562,0.92948
1998,66 and older,Saxony,Never,0.90195,128,128,0.85022,0.95367
1998,66 and older,Saxony-Anhalt,Never,0.87260,74,74,0.79611,0.94909
1998,66 and older,Thuringa,Never,0.89639,83,83,0.83043,0.96235
2003,17-29 y.,Schleswig-Holstein,Seldom,0.35356,40,78,0.24678,0.46035
2003,17-29 y.,Schleswig-Holstein,Never,0.39016,38,78,0.28121,0.49912
2003,17-29 y.,Lower Saxony,At least once per week,0.10407,36,327,0.07092,0.13722
2003,17-29 y.,Lower Saxony,At least once per month,0.16529,56,327,0.12497,0.20561
2003,17-29 y.,Lower Saxony,Seldom,0.36755,115,327,0.31521,0.41989
2003,17-29 y.,Lower Saxony,Never,0.36168,120,327,0.30952,0.41384
2003,17-29 y.,North Rhine-Westphalia,At least once per week,0.08951,73,765,0.06927,0.10976
2003,17-29 y.,North Rhine-Westphalia,At least once per month,0.14061,108,765,0.11596,0.16525
2003,17-29 y.,North Rhine-Westphalia,Seldom,0.31101,246,765,0.27818,0.34383
2003,17-29 y.,North Rhine-Westphalia,Never,0.45124,338,765,0.41595,0.48652
2003,17-29 y.,Hesse,At least once per month,0.14772,39,219,0.10062,0.19482
2003,17-29 y.,Hesse,Seldom,0.27660,81,219,0.21722,0.33598
2003,17-29 y.,Hesse,Never,0.45228,99,219,0.38621,0.51835
2003,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.33020,71,182,0.26169,0.39871
2003,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.49076,111,182,0.41793,0.56359
2003,17-29 y.,Baden-Wuerttemberg,At least once per week,0.10853,51,507,0.08143,0.13563
2003,17-29 y.,Baden-Wuerttemberg,At least once per month,0.11983,72,507,0.09153,0.14813
2003,17-29 y.,Baden-Wuerttemberg,Seldom,0.29606,166,507,0.25629,0.33584
2003,17-29 y.,Baden-Wuerttemberg,Never,0.46815,218,507,0.42468,0.51163
2003,17-29 y.,Bavaria,At least once per week,0.09781,56,558,0.07314,0.12248
2003,17-29 y.,Bavaria,At least once per month,0.10938,64,558,0.08346,0.13531
2003,17-29 y.,Bavaria,Seldom,0.34706,197,558,0.30753,0.38660
2003,17-29 y.,Bavaria,Never,0.44533,241,558,0.40406,0.48661
2003,17-29 y.,Berlin,At least once per month,0.16663,31,170,0.11045,0.22282
2003,17-29 y.,Berlin,Seldom,0.39380,77,170,0.32014,0.46747
2003,17-29 y.,Berlin,Never,0.39851,62,170,0.32470,0.47233
2003,17-29 y.,Brandenburg,Seldom,0.34911,67,156,0.27406,0.42415
2003,17-29 y.,Brandenburg,Never,0.50056,89,156,0.42184,0.57927
2003,17-29 y.,Mecklenburg-Western Pomerania,Seldom,0.41499,43,80,0.30634,0.52365
2003,17-29 y.,Mecklenburg-Western Pomerania,Never,0.39368,37,80,0.28594,0.50142
2003,17-29 y.,Saxony,At least once per month,0.12023,41,285,0.08240,0.15805
2003,17-29 y.,Saxony,Seldom,0.42144,123,285,0.36401,0.47887
2003,17-29 y.,Saxony,Never,0.39245,121,285,0.33566,0.44924
2003,17-29 y.,Saxony-Anhalt,Seldom,0.37228,64,141,0.29220,0.45236
2003,17-29 y.,Saxony-Anhalt,Never,0.46789,77,141,0.38524,0.55055
2003,17-29 y.,Thuringa,Seldom,0.33481,75,165,0.26258,0.40704
2003,17-29 y.,Thuringa,Never,0.43639,90,165,0.36049,0.51230
2003,30-45 y.,Schleswig-Holstein,Seldom,0.44813,77,144,0.36662,0.52964
2003,30-45 y.,Schleswig-Holstein,Never,0.34282,67,144,0.26502,0.42061
2003,30-45 y.,Hamburg,Never,0.49997,40,40,0.34304,0.65689
2003,30-45 y.,Lower Saxony,At least once per week,0.05925,42,628,0.04077,0.07773
2003,30-45 y.,Lower Saxony,At least once per month,0.09557,58,628,0.07256,0.11858
2003,30-45 y.,Lower Saxony,Seldom,0.39380,241,628,0.35555,0.43204
2003,30-45 y.,Lower Saxony,Never,0.45138,287,628,0.41242,0.49033
2003,30-45 y.,North Rhine-Westphalia,At least once per week,0.07095,108,1470,0.05782,0.08408
2003,30-45 y.,North Rhine-Westphalia,At least once per month,0.09168,145,1470,0.07692,0.10643
