year,bula_h,pgisced97,pli0089,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2019,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.30148,362,25351,0.30103,0.30193
2019,Baden-Wuerttemberg,Upper Secondary Level,Never,0.53657,618,25351,0.53608,0.53706
2019,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.34100,74,25351,0.33980,0.34220
2019,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.65900,122,25351,0.65780,0.66020
2019,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.40290,74,25351,0.40163,0.40416
2019,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.59710,88,25351,0.59584,0.59837
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per week,0.03521,43,25351,0.03497,0.03545
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per month,0.12564,109,25351,0.12521,0.12608
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.36903,349,25351,0.36840,0.36967
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.47011,431,25351,0.46946,0.47077
2019,Bavaria,Primary Level,Never,1.00000,132,25351,1.00000,1.00000
2019,Bavaria,Lower Secondary Level,At least once per week,0.03782,34,25351,0.03744,0.03821
2019,Bavaria,Lower Secondary Level,Seldom,0.19530,88,25351,0.19449,0.19610
2019,Bavaria,Lower Secondary Level,Never,0.76688,281,25351,0.76603,0.76774
2019,Bavaria,Upper Secondary Level,At least once per week,0.06032,139,25351,0.06011,0.06053
2019,Bavaria,Upper Secondary Level,At least once per month,0.10286,197,25351,0.10259,0.10313
2019,Bavaria,Upper Secondary Level,Seldom,0.29733,545,25351,0.29692,0.29774
2019,Bavaria,Upper Secondary Level,Never,0.53949,969,25351,0.53905,0.53994
2019,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.34784,102,25351,0.34661,0.34908
2019,Bavaria,Post-secondary Non-tertiary Level,Never,0.65216,147,25351,0.65092,0.65339
2019,Bavaria,First Stage of Tertiary Education,At least once per month,0.16088,49,25351,0.15997,0.16180
2019,Bavaria,First Stage of Tertiary Education,Seldom,0.33375,99,25351,0.33258,0.33493
2019,Bavaria,First Stage of Tertiary Education,Never,0.50536,111,25351,0.50412,0.50661
2019,Bavaria,Second Stage of Tertiary Education,At least once per week,0.06481,73,25351,0.06450,0.06511
2019,Bavaria,Second Stage of Tertiary Education,At least once per month,0.12447,126,25351,0.12406,0.12488
2019,Bavaria,Second Stage of Tertiary Education,Seldom,0.31398,367,25351,0.31340,0.31456
2019,Bavaria,Second Stage of Tertiary Education,Never,0.49674,560,25351,0.49612,0.49736
2019,Berlin,Lower Secondary Level,Never,1.00000,61,25351,1.00000,1.00000
2019,Berlin,Upper Secondary Level,Seldom,0.34350,108,25351,0.34261,0.34439
2019,Berlin,Upper Secondary Level,Never,0.65650,214,25351,0.65561,0.65739
2019,Berlin,Post-secondary Non-tertiary Level,Never,1.00000,39,25351,1.00000,1.00000
2019,Berlin,Second Stage of Tertiary Education,Seldom,0.42371,187,25351,0.42277,0.42465
2019,Berlin,Second Stage of Tertiary Education,Never,0.57629,262,25351,0.57535,0.57723
2019,Brandenburg,Lower Secondary Level,Never,1.00000,72,25351,1.00000,1.00000
2019,Brandenburg,Upper Secondary Level,At least once per month,0.07210,44,25351,0.07158,0.07262
2019,Brandenburg,Upper Secondary Level,Seldom,0.36372,169,25351,0.36275,0.36469
2019,Brandenburg,Upper Secondary Level,Never,0.56418,308,25351,0.56318,0.56518
2019,Brandenburg,Post-secondary Non-tertiary Level,Never,1.00000,37,25351,1.00000,1.00000
2019,Brandenburg,First Stage of Tertiary Education,Seldom,0.55951,34,25351,0.55705,0.56197
2019,Brandenburg,First Stage of Tertiary Education,Never,0.44049,33,25351,0.43803,0.44295
2019,Brandenburg,Second Stage of Tertiary Education,At least once per month,0.11754,33,25351,0.11664,0.11843
2019,Brandenburg,Second Stage of Tertiary Education,Seldom,0.45839,130,25351,0.45701,0.45978
2019,Brandenburg,Second Stage of Tertiary Education,Never,0.42407,124,25351,0.42270,0.42544
2019,Mecklenburg-Western Pomerania,Lower Secondary Level,Never,1.00000,37,25351,1.00000,1.00000
2019,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.39036,89,25351,0.38914,0.39158
2019,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.60964,160,25351,0.60842,0.61086
2019,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.43485,60,25351,0.43284,0.43686
2019,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,0.56515,82,25351,0.56314,0.56716
2019,Saxony,Primary Level,Never,1.00000,41,25351,1.00000,1.00000
2019,Saxony,Lower Secondary Level,Seldom,0.30267,35,25351,0.30054,0.30480
2019,Saxony,Lower Secondary Level,Never,0.69733,81,25351,0.69520,0.69946
2019,Saxony,Upper Secondary Level,At least once per month,0.10915,77,25351,0.10869,0.10961
2019,Saxony,Upper Secondary Level,Seldom,0.29112,228,25351,0.29045,0.29179
2019,Saxony,Upper Secondary Level,Never,0.59974,433,25351,0.59902,0.60046
2019,Saxony,Post-secondary Non-tertiary Level,Seldom,0.32695,31,25351,0.32480,0.32910
2019,Saxony,Post-secondary Non-tertiary Level,Never,0.67305,46,25351,0.67090,0.67520
2019,Saxony,First Stage of Tertiary Education,Seldom,0.59300,55,25351,0.59121,0.59478
2019,Saxony,First Stage of Tertiary Education,Never,0.40700,64,25351,0.40522,0.40879
2019,Saxony,Second Stage of Tertiary Education,At least once per month,0.10524,54,25351,0.10459,0.10589
2019,Saxony,Second Stage of Tertiary Education,Seldom,0.37834,192,25351,0.37731,0.37936
2019,Saxony,Second Stage of Tertiary Education,Never,0.51642,232,25351,0.51536,0.51747
2019,Saxony-Anhalt,Primary Level,Never,1.00000,49,25351,1.00000,1.00000
2019,Saxony-Anhalt,Lower Secondary Level,Never,1.00000,63,25351,1.00000,1.00000
2019,Saxony-Anhalt,Upper Secondary Level,At least once per month,0.10001,38,25351,0.09942,0.10061
2019,Saxony-Anhalt,Upper Secondary Level,Seldom,0.22917,109,25351,0.22834,0.23000
2019,Saxony-Anhalt,Upper Secondary Level,Never,0.67082,274,25351,0.66989,0.67175
2019,Saxony-Anhalt,First Stage of Tertiary Education,Seldom,1.00000,33,25351,1.00000,1.00000
2019,Saxony-Anhalt,Second Stage of Tertiary Education,At least once per month,0.12693,37,25351,0.12584,0.12801
2019,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.31402,78,25351,0.31252,0.31553
2019,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.55905,112,25351,0.55743,0.56066
2019,Thuringa,Lower Secondary Level,Never,1.00000,42,25351,1.00000,1.00000
2019,Thuringa,Upper Secondary Level,At least once per month,0.08231,46,25351,0.08175,0.08287
2019,Thuringa,Upper Secondary Level,Seldom,0.23253,127,25351,0.23167,0.23339
2019,Thuringa,Upper Secondary Level,Never,0.68516,293,25351,0.68421,0.68611
2019,Thuringa,First Stage of Tertiary Education,Never,1.00000,43,25351,1.00000,1.00000
2019,Thuringa,Second Stage of Tertiary Education,At least once per month,0.20659,34,25351,0.20520,0.20798
2019,Thuringa,Second Stage of Tertiary Education,Seldom,0.30164,83,25351,0.30006,0.30321
2019,Thuringa,Second Stage of Tertiary Education,Never,0.49177,116,25351,0.49006,0.49349
