year,bula_h,sampreg,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Mecklenburg-Western Pomerania,East,Seldom,0.28302,116,403,0.23898,0.32706
1995,Mecklenburg-Western Pomerania,East,Never,0.63071,256,403,0.58353,0.67789
1995,Saxony,East,At least once per week,0.02731,38,1090,0.01763,0.03699
1995,Saxony,East,At least once per month,0.04691,57,1090,0.03435,0.05947
1995,Saxony,East,Seldom,0.23190,285,1090,0.20683,0.25697
1995,Saxony,East,Never,0.69323,710,1090,0.66584,0.72062
1995,Saxony-Anhalt,East,At least once per month,0.06740,50,660,0.04826,0.08654
1995,Saxony-Anhalt,East,Seldom,0.22649,183,660,0.19453,0.25844
1995,Saxony-Anhalt,East,Never,0.66770,427,660,0.63174,0.70366
1995,Thuringa,East,At least once per week,0.05488,40,647,0.03731,0.07244
1995,Thuringa,East,At least once per month,0.06374,40,647,0.04490,0.08258
1995,Thuringa,East,Seldom,0.25047,188,647,0.21706,0.28389
1995,Thuringa,East,Never,0.62932,379,647,0.59207,0.66656
1998,Schleswig-Holstein,West,At least once per month,0.08576,32,316,0.05484,0.11669
1998,Schleswig-Holstein,West,Seldom,0.31987,107,316,0.26836,0.37138
1998,Schleswig-Holstein,West,Never,0.50128,177,316,0.44606,0.55650
1998,Hamburg,West,Seldom,0.21959,36,134,0.14923,0.28994
1998,Hamburg,West,Never,0.65148,98,134,0.57049,0.73246
1998,Lower Saxony,West,At least once per week,0.04920,63,1186,0.03689,0.06152
1998,Lower Saxony,West,At least once per month,0.09658,114,1186,0.07976,0.11340
1998,Lower Saxony,West,Seldom,0.34256,403,1186,0.31554,0.36958
1998,Lower Saxony,West,Never,0.50987,606,1186,0.48141,0.53833
1998,Bremen,West,Never,0.64312,56,56,0.51650,0.76973
1998,North Rhine-Westphalia,West,At least once per week,0.05384,146,2811,0.04549,0.06218
1998,North Rhine-Westphalia,West,At least once per month,0.08491,222,2811,0.07460,0.09521
1998,North Rhine-Westphalia,West,Seldom,0.30396,878,2811,0.28695,0.32097
1998,North Rhine-Westphalia,West,Never,0.55582,1565,2811,0.53744,0.57419
1998,Hesse,West,At least once per week,0.05655,60,935,0.04174,0.07136
1998,Hesse,West,At least once per month,0.07470,76,935,0.05784,0.09156
1998,Hesse,West,Seldom,0.28734,263,935,0.25832,0.31636
1998,Hesse,West,Never,0.57915,536,935,0.54749,0.61081
1998,"Rhineland-Palatinate, Saarland",West,At least once per week,0.05638,46,800,0.04039,0.07237
1998,"Rhineland-Palatinate, Saarland",West,At least once per month,0.07857,63,800,0.05991,0.09722
1998,"Rhineland-Palatinate, Saarland",West,Seldom,0.25899,214,800,0.22861,0.28936
1998,"Rhineland-Palatinate, Saarland",West,Never,0.60434,477,800,0.57043,0.63824
1998,Baden-Wuerttemberg,West,At least once per week,0.05711,98,1791,0.04636,0.06786
1998,Baden-Wuerttemberg,West,At least once per month,0.09039,179,1791,0.07710,0.10367
1998,Baden-Wuerttemberg,West,Seldom,0.30559,554,1791,0.28425,0.32693
1998,Baden-Wuerttemberg,West,Never,0.54550,960,1791,0.52243,0.56857
1998,Bavaria,West,At least once per week,0.04949,108,1853,0.03961,0.05937
1998,Bavaria,West,At least once per month,0.06736,147,1853,0.05595,0.07878
1998,Bavaria,West,Seldom,0.29992,559,1853,0.27905,0.32079
1998,Bavaria,West,Never,0.58323,1039,1853,0.56077,0.60568
1998,Berlin,West,Seldom,0.26894,81,261,0.21504,0.32284
1998,Berlin,West,Never,0.62773,180,261,0.56897,0.68649
1998,Berlin,East,Seldom,0.34580,79,219,0.28266,0.40894
1998,Berlin,East,Never,0.62506,140,219,0.56079,0.68932
1998,Brandenburg,East,At least once per month,0.05925,36,605,0.04042,0.07808
1998,Brandenburg,East,Seldom,0.26925,182,605,0.23388,0.30463
1998,Brandenburg,East,Never,0.65170,387,605,0.61370,0.68969
1998,Mecklenburg-Western Pomerania,East,Seldom,0.33511,135,358,0.28614,0.38407
1998,Mecklenburg-Western Pomerania,East,Never,0.56661,223,358,0.51521,0.61802
1998,Saxony,East,At least once per week,0.03649,47,1166,0.02572,0.04725
1998,Saxony,East,At least once per month,0.05346,71,1166,0.04054,0.06638
1998,Saxony,East,Seldom,0.25171,322,1166,0.22679,0.27663
1998,Saxony,East,Never,0.65593,726,1166,0.62865,0.68321
1998,Saxony-Anhalt,East,At least once per week,0.05156,35,683,0.03497,0.06816
1998,Saxony-Anhalt,East,At least once per month,0.07795,48,683,0.05783,0.09808
1998,Saxony-Anhalt,East,Seldom,0.26683,205,683,0.23364,0.30003
1998,Saxony-Anhalt,East,Never,0.60365,395,683,0.56694,0.64036
1998,Thuringa,East,At least once per week,0.04874,38,726,0.03307,0.06442
1998,Thuringa,East,At least once per month,0.07579,55,726,0.05652,0.09505
1998,Thuringa,East,Seldom,0.24685,205,726,0.21546,0.27823
1998,Thuringa,East,Never,0.62862,428,726,0.59345,0.66379
2003,Schleswig-Holstein,West,At least once per week,0.05011,32,666,0.03353,0.06670
2003,Schleswig-Holstein,West,At least once per month,0.13554,90,666,0.10952,0.16155
2003,Schleswig-Holstein,West,Seldom,0.35202,236,666,0.31572,0.38832
2003,Schleswig-Holstein,West,Never,0.46233,308,666,0.42444,0.50023
2003,Hamburg,West,Seldom,0.29840,87,257,0.24235,0.35445
2003,Hamburg,West,Never,0.59164,170,257,0.53142,0.65185
2003,Lower Saxony,West,At least once per week,0.05224,113,1893,0.04221,0.06227
2003,Lower Saxony,West,At least once per month,0.08793,177,1893,0.07516,0.10069
2003,Lower Saxony,West,Seldom,0.32064,611,1893,0.29961,0.34167
2003,Lower Saxony,West,Never,0.53828,992,1893,0.51581,0.56074
2003,Bremen,West,Seldom,0.28388,58,152,0.21196,0.35579
2003,Bremen,West,Never,0.63936,94,152,0.56277,0.71595
2003,North Rhine-Westphalia,West,At least once per week,0.05446,271,4596,0.04790,0.06102
2003,North Rhine-Westphalia,West,At least once per month,0.08092,402,4596,0.07303,0.08880
2003,North Rhine-Westphalia,West,Seldom,0.25681,1255,4596,0.24418,0.26944
2003,North Rhine-Westphalia,West,Never,0.60565,2668,4596,0.59152,0.61978
2003,Hesse,West,At least once per week,0.05711,88,1490,0.04533,0.06890
2003,Hesse,West,At least once per month,0.07687,129,1490,0.06334,0.09040
2003,Hesse,West,Seldom,0.26642,439,1490,0.24396,0.28887
2003,Hesse,West,Never,0.59939,834,1490,0.57450,0.62428
2003,"Rhineland-Palatinate, Saarland",West,At least once per week,0.04931,74,1338,0.03770,0.06091
2003,"Rhineland-Palatinate, Saarland",West,At least once per month,0.07779,102,1338,0.06343,0.09215
2003,"Rhineland-Palatinate, Saarland",West,Seldom,0.27876,358,1338,0.25472,0.30279
2003,"Rhineland-Palatinate, Saarland",West,Never,0.59380,804,1338,0.56747,0.62012
2003,Baden-Wuerttemberg,West,At least once per week,0.04796,130,2662,0.03984,0.05608
2003,Baden-Wuerttemberg,West,At least once per month,0.08014,227,2662,0.06983,0.09046
2003,Baden-Wuerttemberg,West,Seldom,0.27708,777,2662,0.26007,0.29408
2003,Baden-Wuerttemberg,West,Never,0.59142,1528,2662,0.57274,0.61010
2003,Bavaria,West,At least once per week,0.04804,157,3097,0.04050,0.05557
2003,Bavaria,West,At least once per month,0.05974,222,3097,0.05139,0.06809
2003,Bavaria,West,Seldom,0.28993,949,3097,0.27395,0.30592
2003,Bavaria,West,Never,0.60174,1769,3097,0.58450,0.61898
2003,Berlin,West,At least once per month,0.09170,44,434,0.06451,0.11888
2003,Berlin,West,Seldom,0.27299,137,434,0.23103,0.31496
2003,Berlin,West,Never,0.61570,253,434,0.56988,0.66152
2003,Berlin,East,Seldom,0.33117,136,351,0.28186,0.38047
2003,Berlin,East,Never,0.61572,215,351,0.56476,0.66668
2003,Brandenburg,East,At least once per month,0.05323,52,905,0.03859,0.06786
2003,Brandenburg,East,Seldom,0.28537,282,905,0.25593,0.31480
2003,Brandenburg,East,Never,0.63211,571,905,0.60068,0.66355
2003,Mecklenburg-Western Pomerania,East,At least once per month,0.07674,39,507,0.05355,0.09993
2003,Mecklenburg-Western Pomerania,East,Seldom,0.32688,185,507,0.28601,0.36775
2003,Mecklenburg-Western Pomerania,East,Never,0.57688,283,507,0.53383,0.61993
2003,Saxony,East,At least once per week,0.03742,59,1597,0.02811,0.04673
2003,Saxony,East,At least once per month,0.06374,106,1597,0.05175,0.07572
2003,Saxony,East,Seldom,0.29048,478,1597,0.26821,0.31275
2003,Saxony,East,Never,0.60765,954,1597,0.58370,0.63161
2003,Saxony-Anhalt,East,At least once per week,0.04382,42,929,0.03065,0.05699
2003,Saxony-Anhalt,East,At least once per month,0.06148,66,929,0.04602,0.07693
2003,Saxony-Anhalt,East,Seldom,0.25440,259,929,0.22638,0.28243
2003,Saxony-Anhalt,East,Never,0.63670,562,929,0.60575,0.66764
2003,Thuringa,East,At least once per week,0.04958,53,947,0.03574,0.06341
2003,Thuringa,East,At least once per month,0.07929,69,947,0.06207,0.09651
2003,Thuringa,East,Seldom,0.26879,272,947,0.24054,0.29704
2003,Thuringa,East,Never,0.60170,553,947,0.57050,0.63289
2008,Schleswig-Holstein,West,At least once per month,0.08854,53,520,0.06410,0.11298
2008,Schleswig-Holstein,West,Seldom,0.31195,155,520,0.27209,0.35180
2008,Schleswig-Holstein,West,Never,0.54234,312,520,0.49948,0.58520
2008,Hamburg,West,Seldom,0.28676,75,237,0.22906,0.34446
2008,Hamburg,West,Never,0.57580,162,237,0.51275,0.63886
2008,Lower Saxony,West,At least once per week,0.04631,87,1727,0.03640,0.05622
2008,Lower Saxony,West,At least once per month,0.10015,178,1727,0.08598,0.11431
2008,Lower Saxony,West,Seldom,0.30701,542,1727,0.28525,0.32877
2008,Lower Saxony,West,Never,0.54353,920,1727,0.52003,0.56702
2008,Bremen,West,Seldom,0.34534,48,110,0.25608,0.43461
2008,Bremen,West,Never,0.50486,62,110,0.41100,0.59873
2008,North Rhine-Westphalia,West,At least once per week,0.04899,198,3903,0.04221,0.05576
2008,North Rhine-Westphalia,West,At least once per month,0.08675,344,3903,0.07792,0.09559
2008,North Rhine-Westphalia,West,Seldom,0.28685,1138,3903,0.27266,0.30104
2008,North Rhine-Westphalia,West,Never,0.57638,2223,3903,0.56088,0.59188
2008,Hesse,West,At least once per week,0.08373,83,1308,0.06871,0.09875
2008,Hesse,West,At least once per month,0.06826,98,1308,0.05459,0.08193
2008,Hesse,West,Seldom,0.28976,413,1308,0.26517,0.31436
2008,Hesse,West,Never,0.55772,714,1308,0.53080,0.58465
2008,"Rhineland-Palatinate, Saarland",West,At least once per week,0.03338,49,1092,0.02272,0.04404
2008,"Rhineland-Palatinate, Saarland",West,At least once per month,0.09130,97,1092,0.07421,0.10839
2008,"Rhineland-Palatinate, Saarland",West,Seldom,0.27832,292,1092,0.25172,0.30491
2008,"Rhineland-Palatinate, Saarland",West,Never,0.59589,654,1092,0.56677,0.62501
2008,Baden-Wuerttemberg,West,At least once per week,0.04630,114,2337,0.03778,0.05482
2008,Baden-Wuerttemberg,West,At least once per month,0.10225,220,2337,0.08996,0.11453
2008,Baden-Wuerttemberg,West,Seldom,0.29343,726,2337,0.27497,0.31190
2008,Baden-Wuerttemberg,West,Never,0.55755,1277,2337,0.53741,0.57769
2008,Bavaria,West,At least once per week,0.05365,143,2731,0.04519,0.06210
2008,Bavaria,West,At least once per month,0.07921,245,2731,0.06908,0.08934
2008,Bavaria,West,Seldom,0.29793,847,2731,0.28077,0.31508
2008,Bavaria,West,Never,0.56781,1496,2731,0.54923,0.58640
2008,Berlin,West,At least once per month,0.07576,31,380,0.04912,0.10240
2008,Berlin,West,Seldom,0.28052,125,380,0.23529,0.32575
2008,Berlin,West,Never,0.62444,224,380,0.57569,0.67320
2008,Berlin,East,Seldom,0.26965,95,307,0.21993,0.31938
2008,Berlin,East,Never,0.64479,212,307,0.59117,0.69842
2008,Brandenburg,East,At least once per week,0.03494,35,816,0.02233,0.04755
2008,Brandenburg,East,At least once per month,0.05457,42,816,0.03897,0.07016
2008,Brandenburg,East,Seldom,0.29212,239,816,0.26090,0.32334
2008,Brandenburg,East,Never,0.61604,500,816,0.58265,0.64943
2008,Mecklenburg-Western Pomerania,East,At least once per month,0.08609,37,475,0.06084,0.11135
2008,Mecklenburg-Western Pomerania,East,Seldom,0.26074,142,475,0.22122,0.30027
2008,Mecklenburg-Western Pomerania,East,Never,0.62791,296,475,0.58440,0.67143
2008,Saxony,East,At least once per week,0.04515,49,1428,0.03437,0.05592
2008,Saxony,East,At least once per month,0.05541,79,1428,0.04354,0.06728
2008,Saxony,East,Seldom,0.28908,419,1428,0.26556,0.31260
2008,Saxony,East,Never,0.61036,881,1428,0.58506,0.63566
2008,Saxony-Anhalt,East,At least once per week,0.03261,31,809,0.02036,0.04486
2008,Saxony-Anhalt,East,At least once per month,0.07033,55,809,0.05270,0.08796
2008,Saxony-Anhalt,East,Seldom,0.29127,252,809,0.25994,0.32259
2008,Saxony-Anhalt,East,Never,0.60315,471,809,0.56941,0.63688
2008,Thuringa,East,At least once per week,0.07102,59,872,0.05396,0.08808
2008,Thuringa,East,At least once per month,0.07836,64,872,0.06052,0.09621
2008,Thuringa,East,Seldom,0.26375,231,872,0.23448,0.29301
2008,Thuringa,East,Never,0.58604,518,872,0.55333,0.61875
2013,Schleswig-Holstein,West,At least once per week,0.05198,57,902,0.03748,0.06647
2013,Schleswig-Holstein,West,At least once per month,0.09439,85,902,0.07530,0.11348
2013,Schleswig-Holstein,West,Seldom,0.33799,286,902,0.30710,0.36888
2013,Schleswig-Holstein,West,Never,0.51553,474,902,0.48290,0.54816
2013,Hamburg,West,At least once per month,0.09293,39,386,0.06393,0.12193
2013,Hamburg,West,Seldom,0.31133,107,386,0.26508,0.35759
2013,Hamburg,West,Never,0.56415,240,386,0.51462,0.61368
2013,Lower Saxony,West,At least once per week,0.07109,170,2438,0.06089,0.08129
2013,Lower Saxony,West,At least once per month,0.11004,272,2438,0.09761,0.12246
2013,Lower Saxony,West,Seldom,0.32799,805,2438,0.30935,0.34663
2013,Lower Saxony,West,Never,0.49015,1191,2438,0.47030,0.50999
2013,Bremen,West,Seldom,0.34596,67,150,0.26958,0.42234
2013,Bremen,West,Never,0.52308,83,150,0.44289,0.60328
2013,North Rhine-Westphalia,West,At least once per week,0.06467,364,5063,0.05790,0.07145
2013,North Rhine-Westphalia,West,At least once per month,0.10226,506,5063,0.09391,0.11060
2013,North Rhine-Westphalia,West,Seldom,0.29406,1464,5063,0.28151,0.30661
2013,North Rhine-Westphalia,West,Never,0.53612,2729,5063,0.52238,0.54986
2013,Hesse,West,At least once per week,0.06002,122,1747,0.04887,0.07116
2013,Hesse,West,At least once per month,0.09274,168,1747,0.07913,0.10634
2013,Hesse,West,Seldom,0.31620,546,1747,0.29439,0.33801
2013,Hesse,West,Never,0.53105,911,1747,0.50764,0.55446
2013,"Rhineland-Palatinate, Saarland",West,At least once per week,0.06886,89,1406,0.05562,0.08210
2013,"Rhineland-Palatinate, Saarland",West,At least once per month,0.10056,142,1406,0.08483,0.11628
2013,"Rhineland-Palatinate, Saarland",West,Seldom,0.29405,399,1406,0.27023,0.31788
2013,"Rhineland-Palatinate, Saarland",West,Never,0.53642,776,1406,0.51035,0.56250
2013,Baden-Wuerttemberg,West,At least once per week,0.05656,204,2989,0.04828,0.06484
2013,Baden-Wuerttemberg,West,At least once per month,0.09510,302,2989,0.08458,0.10561
2013,Baden-Wuerttemberg,West,Seldom,0.28983,931,2989,0.27356,0.30609
2013,Baden-Wuerttemberg,West,Never,0.55676,1552,2989,0.53894,0.57457
2013,Bavaria,West,At least once per week,0.06630,305,3986,0.05858,0.07403
2013,Bavaria,West,At least once per month,0.08598,433,3986,0.07727,0.09468
2013,Bavaria,West,Seldom,0.30530,1210,3986,0.29100,0.31960
2013,Bavaria,West,Never,0.53855,2038,3986,0.52307,0.55403
2013,Berlin,West,At least once per month,0.04927,34,518,0.03061,0.06793
2013,Berlin,West,Seldom,0.27855,169,518,0.23991,0.31719
2013,Berlin,West,Never,0.63944,315,518,0.59805,0.68083
2013,Berlin,East,Seldom,0.22718,121,405,0.18632,0.26804
2013,Berlin,East,Never,0.69057,284,405,0.64550,0.73565
2013,Brandenburg,East,At least once per month,0.08819,76,984,0.07046,0.10591
2013,Brandenburg,East,Seldom,0.28281,318,984,0.25465,0.31096
2013,Brandenburg,East,Never,0.60255,590,984,0.57196,0.63315
2013,Mecklenburg-Western Pomerania,East,At least once per month,0.09425,56,563,0.07009,0.11840
2013,Mecklenburg-Western Pomerania,East,Seldom,0.29287,169,563,0.25525,0.33050
2013,Mecklenburg-Western Pomerania,East,Never,0.58182,338,563,0.54104,0.62261
2013,Saxony,East,At least once per week,0.06862,97,1698,0.05659,0.08064
2013,Saxony,East,At least once per month,0.07192,131,1698,0.05963,0.08421
2013,Saxony,East,Seldom,0.31415,484,1698,0.29206,0.33623
2013,Saxony,East,Never,0.54091,986,1698,0.51720,0.56462
2013,Saxony-Anhalt,East,At least once per week,0.03415,42,958,0.02264,0.04566
2013,Saxony-Anhalt,East,At least once per month,0.09443,73,958,0.07590,0.11296
2013,Saxony-Anhalt,East,Seldom,0.27182,261,958,0.24363,0.30001
2013,Saxony-Anhalt,East,Never,0.59940,582,958,0.56836,0.63045
2013,Thuringa,East,At least once per week,0.05415,57,989,0.04004,0.06827
2013,Thuringa,East,At least once per month,0.07465,70,989,0.05826,0.09104
2013,Thuringa,East,Seldom,0.30622,294,989,0.27748,0.33496
2013,Thuringa,East,Never,0.55354,568,989,0.52254,0.58454
2017,Schleswig-Holstein,West,Seldom,0.20902,48,216,0.15467,0.26337
2017,Schleswig-Holstein,West,Never,0.65277,168,216,0.58913,0.71641
2017,Hamburg,West,Never,0.91674,60,60,0.84625,0.98724
2017,Lower Saxony,West,At least once per week,0.05249,37,483,0.03258,0.07240
2017,Lower Saxony,West,Seldom,0.17635,127,483,0.14233,0.21038
2017,Lower Saxony,West,Never,0.69484,319,483,0.65373,0.73595
2017,North Rhine-Westphalia,West,At least once per week,0.06428,49,951,0.04868,0.07988
2017,North Rhine-Westphalia,West,At least once per month,0.04271,46,951,0.02986,0.05557
2017,North Rhine-Westphalia,West,Seldom,0.15516,124,951,0.13214,0.17818
2017,North Rhine-Westphalia,West,Never,0.73267,732,951,0.70453,0.76082
2017,Hesse,West,Never,0.76765,289,289,0.71887,0.81642
2017,"Rhineland-Palatinate, Saarland",West,Seldom,0.15692,42,230,0.10981,0.20403
2017,"Rhineland-Palatinate, Saarland",West,Never,0.70119,188,230,0.64190,0.76048
2017,Baden-Wuerttemberg,West,At least once per month,0.09688,40,431,0.06892,0.12484
2017,Baden-Wuerttemberg,West,Seldom,0.15393,65,431,0.11982,0.18804
2017,Baden-Wuerttemberg,West,Never,0.68776,326,431,0.64395,0.73156
2017,Bavaria,West,Seldom,0.16110,59,361,0.12313,0.19908
2017,Bavaria,West,Never,0.77095,302,361,0.72754,0.81436
2017,Berlin,East,Never,0.72396,38,38,0.57992,0.86801
2017,Brandenburg,East,Never,0.54488,81,81,0.43576,0.65401
2017,Saxony,East,Never,0.76427,117,117,0.68703,0.84151
2017,Saxony-Anhalt,East,Never,0.84260,92,92,0.76777,0.91742
2017,Thuringa,East,Never,0.64524,64,64,0.52710,0.76339
2018,Schleswig-Holstein,West,Never,0.58741,86,86,0.48275,0.69207
2018,Lower Saxony,West,At least once per week,0.07734,34,394,0.05093,0.10375
2018,Lower Saxony,West,At least once per month,0.07687,45,394,0.05054,0.10321
2018,Lower Saxony,West,Seldom,0.31821,127,394,0.27215,0.36426
2018,Lower Saxony,West,Never,0.51278,188,394,0.46336,0.56220
2018,Bremen,West,Never,0.57352,38,38,0.41416,0.73288
2018,North Rhine-Westphalia,West,At least once per week,0.06942,56,738,0.05107,0.08777
2018,North Rhine-Westphalia,West,At least once per month,0.10086,81,738,0.07912,0.12261
2018,North Rhine-Westphalia,West,Seldom,0.19936,159,738,0.17052,0.22820
2018,North Rhine-Westphalia,West,Never,0.62758,442,738,0.59268,0.66249
2018,Hesse,West,Seldom,0.09851,38,318,0.06570,0.13131
2018,Hesse,West,Never,0.76435,280,318,0.71763,0.81107
2018,"Rhineland-Palatinate, Saarland",West,Seldom,0.16253,36,170,0.10691,0.21816
2018,"Rhineland-Palatinate, Saarland",West,Never,0.67929,134,170,0.60892,0.74966
2018,Baden-Wuerttemberg,West,At least once per month,0.13441,39,316,0.09675,0.17208
2018,Baden-Wuerttemberg,West,Seldom,0.30585,89,316,0.25496,0.35673
2018,Baden-Wuerttemberg,West,Never,0.48668,188,316,0.43148,0.54187
2018,Bavaria,West,Seldom,0.17706,43,266,0.13110,0.22302
2018,Bavaria,West,Never,0.61108,223,266,0.55238,0.66978
2018,Berlin,West,Never,0.75779,58,58,0.64657,0.86901
2018,Brandenburg,East,Never,0.68548,67,67,0.57346,0.79750
2018,Mecklenburg-Western Pomerania,East,Never,0.58120,31,31,0.40466,0.75775
2018,Saxony,East,Never,0.70589,93,93,0.61278,0.79900
2018,Saxony-Anhalt,East,Never,0.82338,69,69,0.73273,0.91402
2018,Thuringa,East,Never,0.53901,47,47,0.39496,0.68306
2019,Schleswig-Holstein,West,At least once per week,0.05995,84,1123,0.04606,0.07385
2019,Schleswig-Holstein,West,At least once per month,0.09844,108,1123,0.08101,0.11588
2019,Schleswig-Holstein,West,Seldom,0.33747,354,1123,0.30980,0.36514
2019,Schleswig-Holstein,West,Never,0.50228,577,1123,0.47303,0.53154
2019,Hamburg,West,At least once per month,0.09721,52,556,0.07257,0.12186
2019,Hamburg,West,Seldom,0.24244,146,556,0.20678,0.27809
2019,Hamburg,West,Never,0.62052,358,556,0.58015,0.66089
2019,Lower Saxony,West,At least once per week,0.06139,237,2842,0.05256,0.07022
2019,Lower Saxony,West,At least once per month,0.12406,337,2842,0.11194,0.13618
2019,Lower Saxony,West,Seldom,0.31014,878,2842,0.29313,0.32714
2019,Lower Saxony,West,Never,0.50123,1390,2842,0.48285,0.51962
2019,Bremen,West,At least once per month,0.08344,31,275,0.05070,0.11619
2019,Bremen,West,Seldom,0.41707,118,275,0.35869,0.47546
2019,Bremen,West,Never,0.48523,126,275,0.42606,0.54441
2019,North Rhine-Westphalia,West,At least once per week,0.05949,403,6148,0.05358,0.06540
2019,North Rhine-Westphalia,West,At least once per month,0.10117,625,6148,0.09363,0.10871
2019,North Rhine-Westphalia,West,Seldom,0.27336,1710,6148,0.26222,0.28450
