year,bula_h,regtyp,hlc0178,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Schleswig-Holstein,Urban regions,No,0.98684,137,137,0.96768,1.00599
2016,Schleswig-Holstein,Rural regions,No,0.97927,352,352,0.96437,0.99418
2016,Hamburg,Urban regions,No,0.99668,260,260,0.98968,1.00369
2016,Lower Saxony,Urban regions,No,0.97539,549,549,0.96241,0.98836
2016,Lower Saxony,Rural regions,No,0.98850,766,766,0.98095,0.99606
2016,Bremen,Urban regions,No,0.98904,103,103,0.96884,1.00925
2016,North Rhine-Westphalia,Urban regions,Yes,0.01358,45,2849,0.00933,0.01783
2016,North Rhine-Westphalia,Urban regions,No,0.98642,2804,2849,0.98217,0.99067
2016,North Rhine-Westphalia,Rural regions,No,0.98572,51,51,0.95284,1.01861
2016,Hesse,Urban regions,No,0.98309,783,783,0.97405,0.99213
2016,Hesse,Rural regions,No,0.95888,170,170,0.92894,0.98882
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.97571,608,608,0.96346,0.98796
2016,Baden-Wuerttemberg,Urban regions,Yes,0.03394,47,1451,0.02462,0.04326
2016,Baden-Wuerttemberg,Urban regions,No,0.96606,1404,1451,0.95674,0.97538
2016,Baden-Wuerttemberg,Rural regions,No,0.96910,167,167,0.94278,0.99543
2016,Bavaria,Urban regions,No,0.98343,1074,1074,0.97579,0.99107
2016,Bavaria,Rural regions,No,0.98085,1170,1170,0.97299,0.98870
2016,Berlin,Urban regions,No,0.97172,591,591,0.95835,0.98510
2016,Brandenburg,Rural regions,No,0.96590,509,509,0.95012,0.98168
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.98368,276,276,0.96870,0.99865
2016,Saxony,Urban regions,No,0.98426,456,456,0.97282,0.99570
2016,Saxony,Rural regions,No,0.98911,391,391,0.97881,0.99941
2016,Saxony-Anhalt,Urban regions,No,0.98278,120,120,0.95940,1.00615
2016,Saxony-Anhalt,Rural regions,No,0.98275,382,382,0.96967,0.99582
2016,Thuringa,Urban regions,No,0.99417,178,178,0.98295,1.00539
2016,Thuringa,Rural regions,No,0.98755,358,358,0.97604,0.99905
2017,Schleswig-Holstein,Urban regions,No,0.99611,172,172,0.98678,1.00544
2017,Schleswig-Holstein,Rural regions,No,0.94698,381,381,0.92445,0.96951
2017,Hamburg,Urban regions,No,0.98029,289,289,0.96424,0.99634
2017,Lower Saxony,Urban regions,No,0.97513,640,640,0.96305,0.98720
2017,Lower Saxony,Rural regions,No,0.97625,853,853,0.96602,0.98647
2017,Bremen,Urban regions,No,0.97694,124,124,0.95041,1.00346
2017,North Rhine-Westphalia,Urban regions,Yes,0.01822,63,3123,0.01353,0.02292
2017,North Rhine-Westphalia,Urban regions,No,0.98178,3060,3123,0.97708,0.98647
2017,North Rhine-Westphalia,Rural regions,No,0.96839,59,59,0.92337,1.01342
2017,Hesse,Urban regions,No,0.96569,820,820,0.95323,0.97816
2017,Hesse,Rural regions,No,0.98469,205,205,0.96784,1.00154
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.98813,648,648,0.97979,0.99648
2017,"Rhineland-Palatinate, Saarland",Rural regions,No,0.97800,216,216,0.95839,0.99761
2017,Baden-Wuerttemberg,Urban regions,Yes,0.03223,51,1542,0.02342,0.04105
2017,Baden-Wuerttemberg,Urban regions,No,0.96777,1491,1542,0.95895,0.97658
2017,Baden-Wuerttemberg,Rural regions,No,0.93150,177,177,0.89417,0.96882
2017,Bavaria,Urban regions,No,0.97163,1167,1167,0.96210,0.98116
2017,Bavaria,Rural regions,Yes,0.03133,34,1305,0.02187,0.04079
2017,Bavaria,Rural regions,No,0.96867,1271,1305,0.95921,0.97813
2017,Berlin,Urban regions,No,0.99108,649,649,0.98384,0.99832
2017,Brandenburg,Urban regions,No,0.97504,53,53,0.93264,1.01744
2017,Brandenburg,Rural regions,No,0.97964,553,553,0.96785,0.99142
2017,Mecklenburg-Western Pomerania,Rural regions,No,0.99293,306,306,0.98352,1.00233
2017,Saxony,Urban regions,No,0.97912,519,519,0.96681,0.99143
2017,Saxony,Rural regions,No,0.97789,446,446,0.96423,0.99155
2017,Saxony-Anhalt,Urban regions,No,0.98384,117,117,0.96090,1.00679
2017,Saxony-Anhalt,Rural regions,No,0.96810,438,438,0.95163,0.98458
2017,Thuringa,Urban regions,No,0.99200,184,184,0.97910,1.00491
2017,Thuringa,Rural regions,No,0.98868,394,394,0.97822,0.99914
2018,Schleswig-Holstein,Urban regions,No,0.95234,187,187,0.92172,0.98295
2018,Schleswig-Holstein,Rural regions,No,0.95811,350,350,0.93709,0.97913
2018,Hamburg,Urban regions,No,0.99060,321,321,0.98003,1.00118
2018,Lower Saxony,Urban regions,No,0.97347,620,620,0.96081,0.98613
2018,Lower Saxony,Rural regions,No,0.98722,825,825,0.97955,0.99489
2018,North Rhine-Westphalia,Urban regions,Yes,0.02329,74,3123,0.01800,0.02858
2018,North Rhine-Westphalia,Urban regions,No,0.97671,3049,3123,0.97142,0.98200
2018,North Rhine-Westphalia,Rural regions,No,0.99355,55,55,0.97220,1.01490
2018,Hesse,Urban regions,No,0.97021,775,775,0.95823,0.98219
