year,bula_h,regtyp,hlc0178,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Hesse,Rural regions,No,0.95122,198,198,0.92114,0.98130
2018,"Rhineland-Palatinate, Saarland",Urban regions,No,0.97595,656,656,0.96422,0.98768
2018,"Rhineland-Palatinate, Saarland",Rural regions,No,0.98697,213,213,0.97171,1.00224
2018,Baden-Wuerttemberg,Urban regions,Yes,0.02650,43,1448,0.01823,0.03478
2018,Baden-Wuerttemberg,Urban regions,No,0.97350,1405,1448,0.96522,0.98177
2018,Baden-Wuerttemberg,Rural regions,No,0.97533,171,171,0.95202,0.99865
2018,Bavaria,Urban regions,Yes,0.02782,36,1167,0.01838,0.03726
2018,Bavaria,Urban regions,No,0.97218,1131,1167,0.96274,0.98162
2018,Bavaria,Rural regions,No,0.97841,1212,1212,0.97022,0.98660
2018,Berlin,Urban regions,No,0.98294,678,678,0.97319,0.99270
2018,Brandenburg,Urban regions,No,0.97293,59,59,0.93116,1.01470
2018,Brandenburg,Rural regions,No,0.99267,574,574,0.98568,0.99965
2018,Mecklenburg-Western Pomerania,Urban regions,No,0.96961,62,62,0.92654,1.01269
2018,Mecklenburg-Western Pomerania,Rural regions,No,0.98599,309,309,0.97286,0.99912
2018,Saxony,Urban regions,No,0.98149,519,519,0.96988,0.99310
2018,Saxony,Rural regions,No,0.98938,445,445,0.97985,0.99892
2018,Saxony-Anhalt,Urban regions,No,0.98552,127,127,0.96467,1.00638
2018,Saxony-Anhalt,Rural regions,No,0.99538,441,441,0.98905,1.00172
2018,Thuringa,Urban regions,No,0.98659,190,190,0.97019,1.00299
2018,Thuringa,Rural regions,No,0.99203,379,379,0.98306,1.00099
2019,Schleswig-Holstein,Urban regions,No,0.98927,210,210,0.97531,1.00324
2019,Schleswig-Holstein,Rural regions,No,0.96703,348,348,0.94825,0.98582
2019,Hamburg,Urban regions,No,0.97003,331,331,0.95163,0.98843
2019,Lower Saxony,No answer / don't know,No,0.97156,31,31,0.91208,1.03104
2019,Lower Saxony,Urban regions,No,0.97218,624,624,0.95926,0.98509
2019,Lower Saxony,Rural regions,No,0.97328,799,799,0.96210,0.98447
2019,Bremen,Urban regions,No,0.99580,125,125,0.98442,1.00718
2019,North Rhine-Westphalia,No answer / don't know,No,0.96821,88,88,0.93134,1.00508
2019,North Rhine-Westphalia,Urban regions,Yes,0.02302,81,3127,0.01776,0.02828
2019,North Rhine-Westphalia,Urban regions,No,0.97698,3046,3127,0.97172,0.98224
2019,North Rhine-Westphalia,Rural regions,No,0.90280,53,53,0.82229,0.98332
2019,Hesse,Urban regions,No,0.97408,801,801,0.96307,0.98509
2019,Hesse,Rural regions,No,0.92978,215,215,0.89555,0.96402
2019,"Rhineland-Palatinate, Saarland",Urban regions,No,0.98285,662,662,0.97295,0.99275
2019,"Rhineland-Palatinate, Saarland",Rural regions,No,0.97724,204,204,0.95673,0.99776
2019,Baden-Wuerttemberg,No answer / don't know,No,0.91728,38,38,0.82853,1.00604
2019,Baden-Wuerttemberg,Urban regions,Yes,0.02340,52,1492,0.01572,0.03107
2019,Baden-Wuerttemberg,Urban regions,No,0.97660,1440,1492,0.96893,0.98428
2019,Baden-Wuerttemberg,Rural regions,No,0.97354,153,153,0.94802,0.99906
2019,Bavaria,No answer / don't know,No,0.96790,71,71,0.92661,1.00919
2019,Bavaria,Urban regions,Yes,0.01921,32,1182,0.01138,0.02704
2019,Bavaria,Urban regions,No,0.98079,1150,1182,0.97296,0.98862
2019,Bavaria,Rural regions,No,0.98650,1244,1244,0.98009,0.99292
2019,Berlin,No answer / don't know,No,0.97479,60,60,0.93480,1.01479
2019,Berlin,Urban regions,No,0.98167,660,660,0.97143,0.99191
2019,Brandenburg,Urban regions,No,0.99068,58,58,0.96574,1.01562
2019,Brandenburg,Rural regions,No,0.98689,636,636,0.97804,0.99573
2019,Mecklenburg-Western Pomerania,Urban regions,No,0.93530,67,67,0.87595,0.99465
2019,Mecklenburg-Western Pomerania,Rural regions,No,0.99260,319,319,0.98319,1.00202
2019,Saxony,Urban regions,No,0.98445,534,534,0.97395,0.99496
2019,Saxony,Rural regions,No,0.98567,459,459,0.97479,0.99656
2019,Saxony-Anhalt,Urban regions,No,0.99781,127,127,0.98964,1.00597
2019,Saxony-Anhalt,Rural regions,No,0.98791,424,424,0.97749,0.99832
2019,Thuringa,Urban regions,No,0.98671,187,187,0.97026,1.00317
2019,Thuringa,Rural regions,No,0.98711,380,380,0.97576,0.99847
2020,Schleswig-Holstein,Urban regions,No,0.97523,186,186,0.95283,0.99762
2020,Schleswig-Holstein,Rural regions,No,0.95878,346,346,0.93780,0.97976
2020,Hamburg,Urban regions,No,0.98116,354,354,0.96697,0.99534
2020,Lower Saxony,Urban regions,No,0.98168,649,649,0.97136,0.99201
2020,Lower Saxony,Rural regions,No,0.96686,803,803,0.95447,0.97925
2020,Bremen,Urban regions,No,0.97746,138,138,0.95261,1.00232
2020,North Rhine-Westphalia,Urban regions,Yes,0.02745,85,3345,0.02191,0.03299
2020,North Rhine-Westphalia,Urban regions,No,0.97255,3260,3345,0.96701,0.97809
2020,North Rhine-Westphalia,Rural regions,No,0.94436,51,51,0.88082,1.00790
2020,Hesse,Urban regions,No,0.97657,901,901,0.96669,0.98645
2020,Hesse,Rural regions,No,0.97189,189,189,0.94826,0.99552
2020,"Rhineland-Palatinate, Saarland",Urban regions,No,0.97701,634,634,0.96533,0.98869
2020,"Rhineland-Palatinate, Saarland",Rural regions,No,0.99291,213,213,0.98162,1.00420
2020,Baden-Wuerttemberg,Urban regions,Yes,0.02277,37,1552,0.01534,0.03019
2020,Baden-Wuerttemberg,Urban regions,No,0.97723,1515,1552,0.96981,0.98466
2020,Baden-Wuerttemberg,Rural regions,No,0.93225,179,179,0.89533,0.96917
2020,Bavaria,Urban regions,Yes,0.02732,36,1321,0.01853,0.03611
2020,Bavaria,Urban regions,No,0.97268,1285,1321,0.96389,0.98147
2020,Bavaria,Rural regions,Yes,0.02376,37,1307,0.01550,0.03202
2020,Bavaria,Rural regions,No,0.97624,1270,1307,0.96798,0.98450
2020,Berlin,Urban regions,No,0.98080,834,834,0.97149,0.99012
2020,Brandenburg,Urban regions,No,0.96560,55,55,0.91698,1.01421
2020,Brandenburg,Rural regions,No,0.98733,609,609,0.97844,0.99622
2020,Mecklenburg-Western Pomerania,Urban regions,No,0.99904,63,63,0.99132,1.00676
2020,Mecklenburg-Western Pomerania,Rural regions,No,0.99109,269,269,0.97984,1.00234
2020,Saxony,Urban regions,No,0.97366,521,521,0.95989,0.98742
2020,Saxony,Rural regions,No,0.96253,435,435,0.94466,0.98039
2020,Saxony-Anhalt,Urban regions,No,0.97605,136,136,0.95025,1.00184
2020,Saxony-Anhalt,Rural regions,No,0.96844,416,416,0.95162,0.98526
2020,Thuringa,Urban regions,No,0.99429,187,187,0.98346,1.00512
2020,Thuringa,Rural regions,No,0.97734,373,373,0.96222,0.99247
2021,Schleswig-Holstein,Urban regions,No,0.96484,150,150,0.93527,0.99441
2021,Schleswig-Holstein,Rural regions,No,0.95185,264,264,0.92598,0.97773
2021,Hamburg,Urban regions,No,0.94471,255,255,0.91661,0.97282
2021,Lower Saxony,Urban regions,No,0.97338,463,463,0.95870,0.98806
2021,Lower Saxony,Rural regions,No,0.98478,570,570,0.97473,0.99484
2021,Bremen,Urban regions,No,0.99475,78,78,0.97860,1.01089
2021,North Rhine-Westphalia,Urban regions,Yes,0.02308,57,2225,0.01684,0.02932
2021,North Rhine-Westphalia,Urban regions,No,0.97692,2168,2225,0.97068,0.98316
2021,North Rhine-Westphalia,Rural regions,No,0.99096,47,47,0.96360,1.01831
2021,Hesse,Urban regions,No,0.96975,540,540,0.95529,0.98421
2021,Hesse,Rural regions,No,0.96385,133,133,0.93200,0.99569
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.97929,402,402,0.96535,0.99323
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.98487,118,118,0.96275,1.00699
2021,Baden-Wuerttemberg,Urban regions,Yes,0.02486,35,1101,0.01566,0.03406
2021,Baden-Wuerttemberg,Urban regions,No,0.97514,1066,1101,0.96594,0.98434
2021,Baden-Wuerttemberg,Rural regions,No,0.99419,117,117,0.98037,1.00802
2021,Bavaria,Urban regions,No,0.97330,850,850,0.96246,0.98415
2021,Bavaria,Rural regions,No,0.97803,845,845,0.96814,0.98792
2021,Berlin,Urban regions,No,0.98125,534,534,0.96974,0.99277
2021,Brandenburg,Urban regions,No,0.98845,39,39,0.95447,1.02242
2021,Brandenburg,Rural regions,No,0.97160,397,397,0.95524,0.98796
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.96552,48,48,0.91336,1.01768
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.99576,209,209,0.98693,1.00459
2021,Saxony,Urban regions,No,0.98028,382,382,0.96632,0.99424
2021,Saxony,Rural regions,No,0.97848,331,331,0.96283,0.99414
2021,Saxony-Anhalt,Urban regions,No,0.99645,81,81,0.98342,1.00948
2021,Saxony-Anhalt,Rural regions,No,0.98142,281,281,0.96561,0.99724
2021,Thuringa,Urban regions,No,0.98345,133,133,0.96169,1.00521
2021,Thuringa,Rural regions,No,0.97416,240,240,0.95404,0.99427
2022,Schleswig-Holstein,Urban regions,No,0.97887,249,249,0.96097,0.99677
2022,Schleswig-Holstein,Rural regions,No,0.99497,388,388,0.98792,1.00202
2022,Hamburg,Urban regions,No,0.98029,421,421,0.96699,0.99358
2022,Lower Saxony,Urban regions,No,0.96480,710,710,0.95123,0.97836
2022,Lower Saxony,Rural regions,Yes,0.02496,34,893,0.01472,0.03520
2022,Lower Saxony,Rural regions,No,0.97504,859,893,0.96480,0.98528
2022,Bremen,Urban regions,No,0.98517,136,136,0.96478,1.00556
2022,North Rhine-Westphalia,Urban regions,Yes,0.02474,107,3831,0.01982,0.02966
2022,North Rhine-Westphalia,Urban regions,No,0.97526,3724,3831,0.97034,0.98018
2022,Hesse,Urban regions,Yes,0.04429,36,1006,0.03157,0.05701
2022,Hesse,Urban regions,No,0.95571,970,1006,0.94299,0.96843
2022,Hesse,Rural regions,No,0.97029,229,229,0.94825,0.99233
2022,"Rhineland-Palatinate, Saarland",Urban regions,No,0.96645,685,685,0.95295,0.97994
2022,"Rhineland-Palatinate, Saarland",Rural regions,No,0.98154,185,185,0.96208,1.00099
2022,Baden-Wuerttemberg,Urban regions,Yes,0.04173,78,1981,0.03292,0.05053
2022,Baden-Wuerttemberg,Urban regions,No,0.95827,1903,1981,0.94947,0.96708
2022,Baden-Wuerttemberg,Rural regions,No,0.95432,287,287,0.93013,0.97852
2022,Bavaria,Urban regions,Yes,0.03051,54,1739,0.02243,0.03860
2022,Bavaria,Urban regions,No,0.96949,1685,1739,0.96140,0.97757
2022,Bavaria,Rural regions,Yes,0.02517,47,1383,0.01691,0.03343
2022,Bavaria,Rural regions,No,0.97483,1336,1383,0.96657,0.98309
2022,Berlin,Urban regions,Yes,0.03556,37,1147,0.02484,0.04628
2022,Berlin,Urban regions,No,0.96444,1110,1147,0.95372,0.97516
2022,Brandenburg,Urban regions,No,0.98117,63,63,0.94734,1.01500
2022,Brandenburg,Rural regions,No,0.96970,652,652,0.95653,0.98286
2022,Mecklenburg-Western Pomerania,Rural regions,No,0.99079,330,330,0.98046,1.00111
2022,Saxony,Urban regions,No,0.97444,622,622,0.96202,0.98685
2022,Saxony,Rural regions,No,0.98478,634,634,0.97525,0.99432
2022,Saxony-Anhalt,Urban regions,No,0.99887,154,154,0.99355,1.00419
2022,Saxony-Anhalt,Rural regions,No,0.99503,515,515,0.98895,1.00111
2022,Thuringa,Urban regions,No,0.98283,192,192,0.96441,1.00125
2022,Thuringa,Rural regions,No,0.98253,367,367,0.96911,0.99595
