year,bula_h,rentown,hlc0178,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Schleswig-Holstein,Owner,No,0.96982,224,224,0.94737,0.99228
2016,Schleswig-Holstein,Tenant,No,0.99405,265,265,0.98477,1.00333
2016,Hamburg,Owner,No,0.99273,73,73,0.97310,1.01235
2016,Hamburg,Tenant,No,0.99843,187,187,0.99274,1.00412
2016,Lower Saxony,Owner,No,0.97768,672,672,0.96651,0.98886
2016,Lower Saxony,Tenant,No,0.98928,643,643,0.98132,0.99725
2016,Bremen,Owner,No,0.96954,33,33,0.90999,1.02908
2016,North Rhine-Westphalia,Owner,No,0.98009,1187,1187,0.97214,0.98804
2016,North Rhine-Westphalia,Tenant,No,0.99131,1668,1668,0.98686,0.99577
2016,Hesse,Owner,No,0.97762,412,412,0.96332,0.99192
2016,Hesse,Tenant,No,0.97917,541,541,0.96712,0.99121
2016,"Rhineland-Palatinate, Saarland",Owner,No,0.97049,432,432,0.95452,0.98647
2016,"Rhineland-Palatinate, Saarland",Tenant,No,0.99361,400,400,0.98578,1.00143
2016,Baden-Wuerttemberg,Owner,Yes,0.03700,35,853,0.02432,0.04967
2016,Baden-Wuerttemberg,Owner,No,0.96300,818,853,0.95033,0.97568
2016,Baden-Wuerttemberg,Tenant,No,0.97050,753,753,0.95841,0.98260
2016,Bavaria,Owner,Yes,0.02400,32,1096,0.01494,0.03307
2016,Bavaria,Owner,No,0.97600,1064,1096,0.96693,0.98506
2016,Bavaria,Tenant,No,0.98876,1179,1179,0.98274,0.99478
2016,Berlin,Owner,No,0.98750,105,105,0.96614,1.00885
2016,Berlin,Tenant,No,0.96800,486,486,0.95233,0.98366
2016,Brandenburg,Owner,No,0.96806,249,249,0.94618,0.98995
2016,Brandenburg,Tenant,No,0.96870,305,305,0.94912,0.98827
2016,Mecklenburg-Western Pomerania,Owner,No,0.97168,103,103,0.93948,1.00387
2016,Mecklenburg-Western Pomerania,Tenant,No,0.99274,218,218,0.98144,1.00403
2016,Saxony,Owner,No,0.98170,296,296,0.96640,0.99699
2016,Saxony,Tenant,No,0.98935,551,551,0.98077,0.99793
2016,Saxony-Anhalt,Owner,No,0.98889,207,207,0.97458,1.00321
2016,Saxony-Anhalt,Tenant,No,0.97865,295,295,0.96213,0.99518
2016,Thuringa,Owner,No,0.98249,237,237,0.96575,0.99922
2016,Thuringa,Tenant,No,0.99454,299,299,0.98617,1.00291
2017,Schleswig-Holstein,Owner,No,0.94837,272,272,0.92202,0.97471
2017,Schleswig-Holstein,Tenant,No,0.98008,281,281,0.96371,0.99644
2017,Hamburg,Owner,No,0.96318,81,81,0.92191,1.00445
2017,Hamburg,Tenant,No,0.98764,208,208,0.97258,1.00269
2017,Lower Saxony,Owner,Yes,0.03345,32,811,0.02106,0.04583
2017,Lower Saxony,Owner,No,0.96655,779,811,0.95417,0.97894
2017,Lower Saxony,Tenant,No,0.98663,714,714,0.97820,0.99506
2017,Bremen,Owner,No,0.97977,42,42,0.93668,1.02286
2017,Bremen,Tenant,No,0.97519,82,82,0.94132,1.00906
2017,North Rhine-Westphalia,Owner,Yes,0.02555,45,1399,0.01728,0.03382
2017,North Rhine-Westphalia,Owner,No,0.97445,1354,1399,0.96618,0.98272
2017,North Rhine-Westphalia,Tenant,No,0.98757,1765,1765,0.98239,0.99274
2017,Hesse,Owner,No,0.95742,451,451,0.93877,0.97608
2017,Hesse,Tenant,No,0.97938,574,574,0.96775,0.99102
2017,"Rhineland-Palatinate, Saarland",Owner,No,0.97715,453,453,0.96337,0.99092
2017,"Rhineland-Palatinate, Saarland",Tenant,No,0.99616,411,411,0.99018,1.00215
2017,Baden-Wuerttemberg,Owner,Yes,0.03835,40,923,0.02595,0.05074
2017,Baden-Wuerttemberg,Owner,No,0.96165,883,923,0.94926,0.97405
2017,Baden-Wuerttemberg,Tenant,No,0.96780,785,785,0.95544,0.98015
2017,Bavaria,Owner,Yes,0.03270,39,1194,0.02261,0.04280
2017,Bavaria,Owner,No,0.96730,1155,1194,0.95720,0.97739
2017,Bavaria,Tenant,No,0.97309,1283,1283,0.96423,0.98195
2017,Berlin,Owner,No,0.99208,113,113,0.97567,1.00850
2017,Berlin,Tenant,No,0.99085,536,536,0.98278,0.99892
2017,Brandenburg,Owner,No,0.97299,274,274,0.95376,0.99222
2017,Brandenburg,Tenant,No,0.98445,332,332,0.97112,0.99778
2017,Mecklenburg-Western Pomerania,Owner,No,0.99765,125,125,0.98914,1.00617
2017,Mecklenburg-Western Pomerania,Tenant,No,0.99188,234,234,0.98035,1.00340
2017,Saxony,Owner,No,0.95867,345,345,0.93763,0.97970
2017,Saxony,Tenant,No,0.98905,620,620,0.98085,0.99725
2017,Saxony-Anhalt,Owner,No,0.96326,227,227,0.93873,0.98779
2017,Saxony-Anhalt,Tenant,No,0.97685,328,328,0.96055,0.99315
2017,Thuringa,Owner,No,0.98647,261,261,0.97243,1.00052
2017,Thuringa,Tenant,No,0.99210,317,317,0.98234,1.00186
2018,Schleswig-Holstein,Owner,No,0.95306,258,258,0.92720,0.97892
2018,Schleswig-Holstein,Tenant,No,0.95950,279,279,0.93633,0.98267
2018,Hamburg,Owner,No,0.98773,76,76,0.96282,1.01265
2018,Hamburg,Tenant,No,0.99168,245,245,0.98028,1.00308
2018,Lower Saxony,Owner,No,0.97524,740,740,0.96404,0.98645
2018,Lower Saxony,Tenant,No,0.98781,705,705,0.97970,0.99591
2018,North Rhine-Westphalia,Owner,Yes,0.03328,48,1337,0.02367,0.04290
2018,North Rhine-Westphalia,Owner,No,0.96672,1289,1337,0.95710,0.97633
2018,North Rhine-Westphalia,Tenant,No,0.98552,1815,1815,0.98002,0.99102
2018,Hesse,Owner,No,0.93901,424,424,0.91621,0.96182
2018,Hesse,Tenant,No,0.99230,549,549,0.98499,0.99962
2018,"Rhineland-Palatinate, Saarland",Owner,No,0.98091,437,437,0.96807,0.99376
2018,"Rhineland-Palatinate, Saarland",Tenant,No,0.97515,432,432,0.96045,0.98985
2018,Baden-Wuerttemberg,Owner,Yes,0.04349,37,875,0.02997,0.05702
2018,Baden-Wuerttemberg,Owner,No,0.95651,838,875,0.94298,0.97003
2018,Baden-Wuerttemberg,Tenant,No,0.99490,738,738,0.98976,1.00005
2018,Bavaria,Owner,Yes,0.03362,43,1150,0.02320,0.04404
2018,Bavaria,Owner,No,0.96638,1107,1150,0.95596,0.97680
2018,Bavaria,Tenant,No,0.98493,1236,1236,0.97813,0.99172
2018,Berlin,Owner,No,0.95431,107,107,0.91456,0.99406
2018,Berlin,Tenant,No,0.98954,571,571,0.98119,0.99789
2018,Brandenburg,Owner,No,0.99000,263,263,0.97795,1.00205
2018,Brandenburg,Tenant,No,0.99170,370,370,0.98244,1.00096
2018,Mecklenburg-Western Pomerania,Owner,No,0.97915,120,120,0.95347,1.00482
2018,Mecklenburg-Western Pomerania,Tenant,No,0.98640,251,251,0.97205,1.00076
2018,Saxony,Owner,No,0.97929,341,341,0.96415,0.99443
2018,Saxony,Tenant,No,0.98844,623,623,0.98004,0.99684
2018,Saxony-Anhalt,Owner,No,0.99097,223,223,0.97853,1.00341
2018,Saxony-Anhalt,Tenant,No,0.99546,345,345,0.98836,1.00256
2018,Thuringa,Owner,No,0.98789,242,242,0.97407,1.00170
2018,Thuringa,Tenant,No,0.99211,327,327,0.98250,1.00171
2019,Schleswig-Holstein,Owner,No,0.95759,322,322,0.93555,0.97964
2019,Schleswig-Holstein,Tenant,No,0.99586,251,251,0.98790,1.00382
2019,Hamburg,Owner,No,0.98938,108,108,0.96996,1.00880
2019,Hamburg,Tenant,No,0.96362,241,241,0.93993,0.98731
2019,Lower Saxony,Owner,No,0.96545,792,792,0.95273,0.97818
2019,Lower Saxony,Tenant,No,0.98146,662,662,0.97117,0.99174
2019,Bremen,Owner,No,0.98973,48,48,0.96090,1.01855
2019,North Rhine-Westphalia,Owner,Yes,0.03837,64,1564,0.02885,0.04790
2019,North Rhine-Westphalia,Owner,No,0.96163,1500,1564,0.95210,0.97115
2019,North Rhine-Westphalia,Tenant,No,0.98690,1687,1687,0.98148,0.99233
2019,Hesse,Owner,No,0.95131,517,517,0.93273,0.96988
2019,Hesse,Tenant,No,0.97881,543,543,0.96669,0.99094
2019,"Rhineland-Palatinate, Saarland",Owner,No,0.98443,482,482,0.97337,0.99550
2019,"Rhineland-Palatinate, Saarland",Tenant,No,0.97859,403,403,0.96443,0.99274
2019,Baden-Wuerttemberg,Owner,Yes,0.03301,47,966,0.02174,0.04428
2019,Baden-Wuerttemberg,Owner,No,0.96699,919,966,0.95572,0.97826
2019,Baden-Wuerttemberg,Tenant,No,0.98550,712,712,0.97671,0.99429
2019,Bavaria,Owner,Yes,0.02608,40,1321,0.01748,0.03468
2019,Bavaria,Owner,No,0.97392,1281,1321,0.96532,0.98252
2019,Bavaria,Tenant,No,0.99281,1184,1184,0.98800,0.99763
2019,Berlin,Owner,No,0.98690,150,150,0.96864,1.00516
2019,Berlin,Tenant,No,0.97999,570,570,0.96849,0.99150
2019,Brandenburg,Owner,No,0.98538,352,352,0.97283,0.99794
2019,Brandenburg,Tenant,No,0.98931,355,355,0.97859,1.00002
2019,Mecklenburg-Western Pomerania,Owner,No,0.98891,163,163,0.97279,1.00504
2019,Mecklenburg-Western Pomerania,Tenant,No,0.98364,233,233,0.96732,0.99997
2019,Saxony,Owner,No,0.98523,416,416,0.97362,0.99684
2019,Saxony,Tenant,No,0.98529,600,600,0.97565,0.99493
2019,Saxony-Anhalt,Owner,No,0.98712,258,258,0.97333,1.00090
2019,Saxony-Anhalt,Tenant,No,0.98992,303,303,0.97866,1.00119
2019,Thuringa,Owner,No,0.97242,278,278,0.95313,0.99170
2019,Thuringa,Tenant,No,0.99785,296,296,0.99256,1.00314
2020,Schleswig-Holstein,Owner,No,0.96763,281,281,0.94690,0.98836
2020,Schleswig-Holstein,Tenant,No,0.96049,251,251,0.93634,0.98464
2020,Hamburg,Owner,No,0.94912,93,93,0.90422,0.99403
2020,Hamburg,Tenant,No,0.99319,261,261,0.98320,1.00319
2020,Lower Saxony,Owner,No,0.96608,712,712,0.95278,0.97939
2020,Lower Saxony,Tenant,No,0.98200,740,740,0.97242,0.99159
2020,Bremen,Owner,No,0.99770,48,48,0.98402,1.01139
2020,Bremen,Tenant,No,0.96254,90,90,0.92309,1.00199
2020,North Rhine-Westphalia,Owner,Yes,0.03470,52,1354,0.02495,0.04446
2020,North Rhine-Westphalia,Owner,No,0.96530,1302,1354,0.95554,0.97505
2020,North Rhine-Westphalia,Tenant,Yes,0.02271,34,2043,0.01625,0.02918
2020,North Rhine-Westphalia,Tenant,No,0.97729,2009,2043,0.97082,0.98375
2020,Hesse,Owner,No,0.97352,458,458,0.95880,0.98824
2020,Hesse,Tenant,No,0.97758,632,632,0.96603,0.98913
2020,"Rhineland-Palatinate, Saarland",Owner,No,0.97622,422,422,0.96167,0.99077
2020,"Rhineland-Palatinate, Saarland",Tenant,No,0.98701,425,425,0.97623,0.99779
2020,Baden-Wuerttemberg,Owner,Yes,0.04114,35,877,0.02799,0.05430
2020,Baden-Wuerttemberg,Owner,No,0.95886,842,877,0.94570,0.97201
2020,Baden-Wuerttemberg,Tenant,No,0.99023,852,852,0.98362,0.99684
2020,Bavaria,Owner,Yes,0.04530,60,1171,0.03338,0.05722
2020,Bavaria,Owner,No,0.95470,1111,1171,0.94278,0.96662
2020,Bavaria,Tenant,No,0.99405,1444,1444,0.99008,0.99802
2020,Berlin,Owner,No,0.97246,133,133,0.94454,1.00038
2020,Berlin,Tenant,No,0.98301,701,701,0.97344,0.99259
2020,Brandenburg,Owner,No,0.97763,311,311,0.96117,0.99409
2020,Brandenburg,Tenant,No,0.99239,353,353,0.98331,1.00147
2020,Mecklenburg-Western Pomerania,Owner,No,0.97986,119,119,0.95451,1.00521
2020,Mecklenburg-Western Pomerania,Tenant,No,0.99953,213,213,0.99660,1.00245
2020,Saxony,Owner,No,0.94498,355,355,0.92123,0.96873
2020,Saxony,Tenant,No,0.98020,601,601,0.96905,0.99135
2020,Saxony-Anhalt,Owner,No,0.94450,238,238,0.91535,0.97365
2020,Saxony-Anhalt,Tenant,No,0.98998,314,314,0.97894,1.00101
2020,Thuringa,Owner,No,0.97195,245,245,0.95123,0.99267
2020,Thuringa,Tenant,No,0.99002,315,315,0.97902,1.00101
2021,Schleswig-Holstein,Owner,No,0.94207,235,235,0.91214,0.97200
2021,Schleswig-Holstein,Tenant,No,0.97554,179,179,0.95285,0.99823
2021,Hamburg,Owner,No,0.94327,69,69,0.88829,0.99825
2021,Hamburg,Tenant,No,0.94528,186,186,0.91251,0.97805
2021,Lower Saxony,Owner,No,0.97252,543,543,0.95876,0.98628
2021,Lower Saxony,Tenant,No,0.98778,490,490,0.97804,0.99752
2021,North Rhine-Westphalia,Owner,Yes,0.04006,40,1002,0.02791,0.05220
2021,North Rhine-Westphalia,Owner,No,0.95994,962,1002,0.94780,0.97209
2021,North Rhine-Westphalia,Tenant,No,0.99102,1252,1252,0.98579,0.99624
2021,Hesse,Owner,No,0.95673,311,311,0.93408,0.97938
2021,Hesse,Tenant,No,0.98007,361,361,0.96563,0.99451
2021,"Rhineland-Palatinate, Saarland",Owner,No,0.97376,286,286,0.95520,0.99232
2021,"Rhineland-Palatinate, Saarland",Tenant,No,0.99047,234,234,0.97799,1.00294
2021,Baden-Wuerttemberg,Owner,No,0.97192,629,629,0.95900,0.98484
2021,Baden-Wuerttemberg,Tenant,No,0.98427,553,553,0.97389,0.99465
2021,Bavaria,Owner,Yes,0.02936,40,862,0.01808,0.04063
2021,Bavaria,Owner,No,0.97064,822,862,0.95937,0.98192
2021,Bavaria,Tenant,No,0.98052,873,873,0.97135,0.98969
2021,Berlin,Owner,No,0.97326,101,101,0.94164,1.00488
2021,Berlin,Tenant,No,0.98341,433,433,0.97136,0.99545
2021,Brandenburg,Owner,No,0.95117,220,220,0.92263,0.97971
2021,Brandenburg,Tenant,No,0.99467,216,216,0.98494,1.00440
2021,Mecklenburg-Western Pomerania,Owner,No,0.99049,100,100,0.97138,1.00961
2021,Mecklenburg-Western Pomerania,Tenant,No,0.99312,157,157,0.98016,1.00609
2021,Saxony,Owner,No,0.98411,259,259,0.96885,0.99937
2021,Saxony,Tenant,No,0.97669,453,453,0.96278,0.99060
2021,Saxony-Anhalt,Owner,No,0.98453,149,149,0.96465,1.00441
2021,Saxony-Anhalt,Tenant,No,0.98387,213,213,0.96691,1.00083
2021,Thuringa,Owner,No,0.95168,161,161,0.91846,0.98491
2021,Thuringa,Tenant,No,0.99430,212,212,0.98414,1.00446
2022,Schleswig-Holstein,Owner,No,0.98566,311,311,0.97242,0.99889
2022,Schleswig-Holstein,Tenant,No,0.99311,326,326,0.98411,1.00210
2022,Hamburg,Owner,No,0.96760,92,92,0.93121,1.00398
2022,Hamburg,Tenant,No,0.98497,329,329,0.97180,0.99814
2022,Lower Saxony,Owner,Yes,0.03504,40,842,0.02261,0.04747
2022,Lower Saxony,Owner,No,0.96496,802,842,0.95253,0.97739
2022,Lower Saxony,Tenant,No,0.97766,767,767,0.96719,0.98812
2022,Bremen,Owner,No,0.96983,38,38,0.91471,1.02495
2022,Bremen,Tenant,No,0.99407,98,98,0.97878,1.00935
2022,North Rhine-Westphalia,Owner,Yes,0.03281,61,1623,0.02414,0.04148
2022,North Rhine-Westphalia,Owner,No,0.96719,1562,1623,0.95852,0.97586
2022,North Rhine-Westphalia,Tenant,Yes,0.01686,46,2290,0.01159,0.02214
2022,North Rhine-Westphalia,Tenant,No,0.98314,2244,2290,0.97786,0.98841
2022,Hesse,Owner,No,0.93962,449,449,0.91756,0.96167
2022,Hesse,Tenant,No,0.97728,748,748,0.96660,0.98797
2022,"Rhineland-Palatinate, Saarland",Owner,No,0.95660,401,401,0.93663,0.97657
2022,"Rhineland-Palatinate, Saarland",Tenant,No,0.98813,468,468,0.97830,0.99795
2022,Baden-Wuerttemberg,Owner,Yes,0.04989,57,1010,0.03646,0.06333
2022,Baden-Wuerttemberg,Owner,No,0.95011,953,1010,0.93667,0.96354
2022,Baden-Wuerttemberg,Tenant,Yes,0.03340,32,1268,0.02351,0.04330
2022,Baden-Wuerttemberg,Tenant,No,0.96660,1236,1268,0.95670,0.97649
2022,Bavaria,Owner,Yes,0.03372,57,1322,0.02399,0.04345
2022,Bavaria,Owner,No,0.96628,1265,1322,0.95655,0.97601
2022,Bavaria,Tenant,Yes,0.02227,44,1795,0.01544,0.02910
2022,Bavaria,Tenant,No,0.97773,1751,1795,0.97090,0.98456
