year,bula_h,plh0185,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Schleswig-Holstein,Very seldom,0.37198,308,580,0.33261,0.41135
2007,Schleswig-Holstein,Seldom,0.25392,174,580,0.21847,0.28937
2007,Schleswig-Holstein,Sometimes,0.16457,98,580,0.13436,0.19477
2007,Hamburg,Very seldom,0.33569,123,271,0.27936,0.39202
2007,Hamburg,Seldom,0.31502,99,271,0.25961,0.37043
2007,Hamburg,Sometimes,0.16008,49,271,0.11634,0.20382
2007,Lower Saxony,Very seldom,0.33959,766,1794,0.31767,0.36151
2007,Lower Saxony,Seldom,0.27212,593,1794,0.25152,0.29272
2007,Lower Saxony,Sometimes,0.13186,310,1794,0.11620,0.14752
2007,Lower Saxony,Often,0.06477,125,1794,0.05338,0.07617
2007,Bremen,Very seldom,0.32726,59,141,0.24954,0.40499
2007,Bremen,Seldom,0.28374,46,141,0.20906,0.35841
2007,Bremen,Sometimes,0.24947,36,141,0.17779,0.32115
2007,North Rhine-Westphalia,Very seldom,0.35374,1850,4184,0.33925,0.36823
2007,North Rhine-Westphalia,Seldom,0.25353,1292,4184,0.24034,0.26671
2007,North Rhine-Westphalia,Sometimes,0.13990,710,4184,0.12939,0.15042
2007,North Rhine-Westphalia,Often,0.05655,267,4184,0.04955,0.06355
2007,North Rhine-Westphalia,Very often,0.01566,65,4184,0.01190,0.01943
2007,Hesse,Very seldom,0.32021,587,1370,0.29550,0.34493
2007,Hesse,Seldom,0.24841,428,1370,0.22552,0.27130
2007,Hesse,Sometimes,0.17131,256,1370,0.15135,0.19126
2007,Hesse,Often,0.06252,99,1370,0.04970,0.07535
2007,"Rhineland-Palatinate, Saarland",Very seldom,0.37672,553,1171,0.34896,0.40449
2007,"Rhineland-Palatinate, Saarland",Seldom,0.21163,312,1171,0.18822,0.23503
2007,"Rhineland-Palatinate, Saarland",Sometimes,0.15145,197,1171,0.13091,0.17199
2007,"Rhineland-Palatinate, Saarland",Often,0.05076,72,1171,0.03819,0.06334
2007,"Rhineland-Palatinate, Saarland",Very often,0.02323,37,1171,0.01460,0.03186
2007,Baden-Wuerttemberg,Very seldom,0.30846,1008,2472,0.29025,0.32667
2007,Baden-Wuerttemberg,Seldom,0.26239,813,2472,0.24504,0.27974
2007,Baden-Wuerttemberg,Sometimes,0.16911,446,2472,0.15433,0.18389
2007,Baden-Wuerttemberg,Often,0.05528,156,2472,0.04627,0.06429
2007,Baden-Wuerttemberg,Very often,0.01550,49,2472,0.01063,0.02037
2007,Bavaria,Very seldom,0.30550,1147,2940,0.28884,0.32215
2007,Bavaria,Seldom,0.26225,936,2940,0.24635,0.27816
2007,Bavaria,Sometimes,0.17846,615,2940,0.16462,0.19231
2007,Bavaria,Often,0.06342,195,2940,0.05461,0.07223
2007,Bavaria,Very often,0.01342,47,2940,0.00926,0.01757
2007,Berlin,Very seldom,0.31145,281,727,0.27777,0.34514
2007,Berlin,Seldom,0.26018,239,727,0.22827,0.29210
2007,Berlin,Sometimes,0.18915,144,727,0.16067,0.21764
2007,Berlin,Often,0.06421,63,727,0.04638,0.08204
2007,Brandenburg,Very seldom,0.32433,336,844,0.29273,0.35593
2007,Brandenburg,Seldom,0.29021,276,844,0.25957,0.32085
2007,Brandenburg,Sometimes,0.16781,177,844,0.14259,0.19304
2007,Brandenburg,Often,0.06617,55,844,0.04939,0.08295
2007,Mecklenburg-Western Pomerania,Very seldom,0.37603,221,481,0.33269,0.41936
2007,Mecklenburg-Western Pomerania,Seldom,0.25336,151,481,0.21445,0.29227
2007,Mecklenburg-Western Pomerania,Sometimes,0.20624,109,481,0.17004,0.24243
2007,Saxony,Very seldom,0.28478,518,1486,0.26183,0.30774
2007,Saxony,Seldom,0.30398,536,1486,0.28058,0.32737
2007,Saxony,Sometimes,0.18628,323,1486,0.16647,0.20608
2007,Saxony,Often,0.08851,109,1486,0.07406,0.10296
2007,Saxony-Anhalt,Very seldom,0.31649,318,850,0.28520,0.34777
2007,Saxony-Anhalt,Seldom,0.28776,287,850,0.25730,0.31821
2007,Saxony-Anhalt,Sometimes,0.18344,192,850,0.15741,0.20947
2007,Saxony-Anhalt,Often,0.05613,53,850,0.04065,0.07162
2007,Thuringa,Very seldom,0.32967,338,893,0.29882,0.36052
2007,Thuringa,Seldom,0.26636,282,893,0.23735,0.29537
2007,Thuringa,Sometimes,0.19049,212,893,0.16472,0.21626
2007,Thuringa,Often,0.06505,61,893,0.04887,0.08124
2008,Schleswig-Holstein,Very seldom,0.39222,275,518,0.35013,0.43430
2008,Schleswig-Holstein,Seldom,0.24595,154,518,0.20882,0.28307
2008,Schleswig-Holstein,Sometimes,0.14360,89,518,0.11337,0.17382
2008,Hamburg,Very seldom,0.42805,134,257,0.36744,0.48866
2008,Hamburg,Seldom,0.26462,88,257,0.21058,0.31865
2008,Hamburg,Sometimes,0.10752,35,257,0.06957,0.14547
2008,Lower Saxony,Very seldom,0.34981,743,1730,0.32733,0.37229
2008,Lower Saxony,Seldom,0.27651,583,1730,0.25543,0.29760
2008,Lower Saxony,Sometimes,0.13018,265,1730,0.11432,0.14604
2008,Lower Saxony,Often,0.06139,107,1730,0.05007,0.07270
2008,Lower Saxony,Very often,0.01209,32,1730,0.00694,0.01724
2008,Bremen,Very seldom,0.44832,72,111,0.35538,0.54126
2008,Bremen,Seldom,0.27234,39,111,0.18915,0.35553
2008,North Rhine-Westphalia,Very seldom,0.35156,1695,3919,0.33661,0.36651
2008,North Rhine-Westphalia,Seldom,0.27277,1311,3919,0.25883,0.28672
2008,North Rhine-Westphalia,Sometimes,0.14039,633,3919,0.12951,0.15127
2008,North Rhine-Westphalia,Often,0.05195,224,3919,0.04501,0.05890
2008,North Rhine-Westphalia,Very often,0.01486,56,3919,0.01107,0.01865
2008,Hesse,Very seldom,0.30024,512,1287,0.27519,0.32530
2008,Hesse,Seldom,0.27793,456,1287,0.25345,0.30242
2008,Hesse,Sometimes,0.15971,229,1287,0.13969,0.17973
2008,Hesse,Often,0.05983,90,1287,0.04687,0.07279
2008,"Rhineland-Palatinate, Saarland",Very seldom,0.37060,501,1063,0.34156,0.39965
2008,"Rhineland-Palatinate, Saarland",Seldom,0.21391,305,1063,0.18925,0.23857
