year,migback,plh0185,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No migration background,Very seldom,0.34007,7252,17541,0.33306,0.34708
2007,No migration background,Seldom,0.27211,5607,17541,0.26552,0.27870
2007,No migration background,Sometimes,0.16228,3309,17541,0.15682,0.16773
2007,No migration background,Often,0.05826,1089,17541,0.05479,0.06173
2007,No migration background,Very often,0.01482,284,17541,0.01303,0.01661
2007,Direct migration background,Very seldom,0.36743,849,2107,0.34684,0.38802
2007,Direct migration background,Seldom,0.26540,614,2107,0.24654,0.28425
2007,Direct migration background,Sometimes,0.21545,415,2107,0.19789,0.23301
2007,Direct migration background,Often,0.08414,176,2107,0.07228,0.09599
2007,Direct migration background,Very often,0.02467,53,2107,0.01804,0.03129
2007,Indirect migration background,Very seldom,0.17338,312,758,0.14641,0.20035
2007,Indirect migration background,Seldom,0.14658,243,758,0.12138,0.17177
2007,Indirect migration background,Sometimes,0.10363,150,758,0.08192,0.12534
2007,Indirect migration background,Often,0.03370,53,758,0.02084,0.04655
2008,No migration background,Very seldom,0.33862,6695,16578,0.33142,0.34582
2008,No migration background,Seldom,0.29271,5824,16578,0.28578,0.29964
2008,No migration background,Sometimes,0.14955,2825,16578,0.14412,0.15498
2008,No migration background,Often,0.05399,972,16578,0.05055,0.05743
2008,No migration background,Very often,0.01495,262,16578,0.01310,0.01680
2008,Direct migration background,Very seldom,0.36469,733,1896,0.34302,0.38636
2008,Direct migration background,Seldom,0.29361,596,1896,0.27311,0.31412
2008,Direct migration background,Sometimes,0.20828,377,1896,0.19000,0.22656
2008,Direct migration background,Often,0.08634,154,1896,0.07369,0.09899
2008,Direct migration background,Very often,0.01820,36,1896,0.01218,0.02421
2008,Indirect migration background,Very seldom,0.21683,331,755,0.18742,0.24625
2008,Indirect migration background,Seldom,0.15720,259,755,0.13122,0.18318
2008,Indirect migration background,Sometimes,0.07837,124,755,0.05919,0.09755
2008,Indirect migration background,Often,0.03577,41,755,0.02252,0.04903
2009,No migration background,Very seldom,0.33263,6246,15543,0.32523,0.34004
2009,No migration background,Seldom,0.28723,5324,15543,0.28012,0.29435
2009,No migration background,Sometimes,0.16063,2811,15543,0.15486,0.16640
2009,No migration background,Often,0.05182,921,15543,0.04834,0.05531
2009,No migration background,Very often,0.01411,241,15543,0.01225,0.01596
2009,Direct migration background,Very seldom,0.34246,636,1647,0.31954,0.36539
2009,Direct migration background,Seldom,0.31660,519,1647,0.29413,0.33907
2009,Direct migration background,Sometimes,0.20227,319,1647,0.18286,0.22167
2009,Direct migration background,Often,0.08167,132,1647,0.06844,0.09490
2009,Direct migration background,Very often,0.02122,41,1647,0.01426,0.02819
2009,Indirect migration background,Very seldom,0.20623,279,698,0.17619,0.23626
2009,Indirect migration background,Seldom,0.18227,251,698,0.15361,0.21093
2009,Indirect migration background,Sometimes,0.09387,116,698,0.07222,0.11552
2009,Indirect migration background,Often,0.04237,52,698,0.02741,0.05732
2010,No migration background,Very seldom,0.29212,5606,14462,0.28471,0.29953
2010,No migration background,Seldom,0.28578,5231,14462,0.27841,0.29314
2010,No migration background,Sometimes,0.15120,2606,14462,0.14537,0.15704
2010,No migration background,Often,0.04981,853,14462,0.04626,0.05335
2010,No migration background,Very often,0.00903,166,14462,0.00749,0.01057
2010,Direct migration background,Very seldom,0.27890,553,1443,0.25575,0.30204
2010,Direct migration background,Seldom,0.26733,494,1443,0.24449,0.29018
2010,Direct migration background,Sometimes,0.16265,289,1443,0.14360,0.18170
2010,Direct migration background,Often,0.07133,107,1443,0.05804,0.08461
2010,Indirect migration background,Very seldom,0.15973,288,634,0.13119,0.18827
2010,Indirect migration background,Seldom,0.13274,204,634,0.10631,0.15917
2010,Indirect migration background,Sometimes,0.06403,108,634,0.04496,0.08310
2010,Indirect migration background,Often,0.02385,34,634,0.01196,0.03573
2011,No migration background,Very seldom,0.29349,6893,17822,0.28681,0.30018
2011,No migration background,Seldom,0.27085,6139,17822,0.26432,0.27737
2011,No migration background,Sometimes,0.15588,3456,17822,0.15055,0.16120
2011,No migration background,Often,0.05203,1079,17822,0.04876,0.05529
2011,No migration background,Very often,0.01214,255,17822,0.01053,0.01375
2011,Direct migration background,Very seldom,0.31911,820,2007,0.29871,0.33951
2011,Direct migration background,Seldom,0.24906,603,2007,0.23014,0.26799
2011,Direct migration background,Sometimes,0.17930,409,2007,0.16251,0.19609
2011,Direct migration background,Often,0.05926,132,2007,0.04893,0.06959
2011,Direct migration background,Very often,0.01955,43,2007,0.01349,0.02561
2011,Indirect migration background,Very seldom,0.15429,302,771,0.12878,0.17981
2011,Indirect migration background,Seldom,0.13835,271,771,0.11396,0.16273
2011,Indirect migration background,Sometimes,0.07220,153,771,0.05392,0.09048
2011,Indirect migration background,Often,0.02842,45,771,0.01668,0.04015
2012,No migration background,Very seldom,0.32142,7318,17672,0.31453,0.32831
2012,No migration background,Seldom,0.27936,6213,17672,0.27274,0.28597
2012,No migration background,Sometimes,0.13620,2969,17672,0.13114,0.14125
2012,No migration background,Often,0.04578,966,17672,0.04270,0.04886
2012,No migration background,Very often,0.00919,206,17672,0.00778,0.01060
2012,Direct migration background,Very seldom,0.32531,805,1978,0.30466,0.34596
2012,Direct migration background,Seldom,0.26481,617,1978,0.24536,0.28426
2012,Direct migration background,Sometimes,0.17162,373,1978,0.15500,0.18824
2012,Direct migration background,Often,0.05523,144,1978,0.04516,0.06529
2012,Direct migration background,Very often,0.02062,39,1978,0.01436,0.02688
2012,Indirect migration background,Very seldom,0.18235,345,764,0.15495,0.20975
2012,Indirect migration background,Seldom,0.12588,241,764,0.10234,0.14942
2012,Indirect migration background,Sometimes,0.06653,135,764,0.04885,0.08421
2012,Indirect migration background,Often,0.02016,43,764,0.01019,0.03013
2013,No migration background,Very seldom,0.34828,8991,21659,0.34193,0.35462
2013,No migration background,Seldom,0.29415,7716,21659,0.28808,0.30022
2013,No migration background,Sometimes,0.14531,3445,21659,0.14062,0.15000
2013,No migration background,Often,0.05096,1208,21659,0.04803,0.05389
2013,No migration background,Very often,0.01140,299,21659,0.00999,0.01282
2013,Direct migration background,Very seldom,0.20550,1100,2783,0.19048,0.22051
2013,Direct migration background,Seldom,0.17606,926,2783,0.16191,0.19021
2013,Direct migration background,Sometimes,0.12024,516,2783,0.10815,0.13232
2013,Direct migration background,Often,0.04298,191,2783,0.03544,0.05052
2013,Direct migration background,Very often,0.01063,50,2783,0.00682,0.01444
2013,Indirect migration background,Very seldom,0.12305,466,1123,0.10383,0.14227
2013,Indirect migration background,Seldom,0.09923,417,1123,0.08174,0.11672
2013,Indirect migration background,Sometimes,0.03859,170,1123,0.02732,0.04986
2013,Indirect migration background,Often,0.01472,70,1123,0.00767,0.02177
2014,No migration background,Very seldom,0.35242,8366,20080,0.34582,0.35903
