year,age_gr,bula_h,plh0185,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,17-29 y.,Schleswig-Holstein,Very seldom,0.31314,44,75,0.20747,0.41880
2007,17-29 y.,Schleswig-Holstein,Seldom,0.28437,31,75,0.18159,0.38716
2007,17-29 y.,Lower Saxony,Very seldom,0.32620,110,261,0.26921,0.38319
2007,17-29 y.,Lower Saxony,Seldom,0.36681,114,261,0.30823,0.42539
2007,17-29 y.,Lower Saxony,Sometimes,0.10635,37,261,0.06888,0.14383
2007,17-29 y.,North Rhine-Westphalia,Very seldom,0.39459,270,621,0.35612,0.43306
2007,17-29 y.,North Rhine-Westphalia,Seldom,0.28474,197,621,0.24922,0.32027
2007,17-29 y.,North Rhine-Westphalia,Sometimes,0.14719,108,621,0.11930,0.17508
2007,17-29 y.,North Rhine-Westphalia,Often,0.05600,46,621,0.03790,0.07410
2007,17-29 y.,Hesse,Very seldom,0.35485,80,188,0.28627,0.42343
2007,17-29 y.,Hesse,Seldom,0.26823,67,188,0.20473,0.33173
2007,17-29 y.,Hesse,Sometimes,0.21617,41,188,0.15717,0.27517
2007,17-29 y.,"Rhineland-Palatinate, Saarland",Very seldom,0.36640,80,143,0.28715,0.44565
2007,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.33027,63,143,0.25292,0.40763
2007,17-29 y.,Baden-Wuerttemberg,Very seldom,0.36852,185,419,0.32228,0.41477
2007,17-29 y.,Baden-Wuerttemberg,Seldom,0.31115,151,419,0.26677,0.35554
2007,17-29 y.,Baden-Wuerttemberg,Sometimes,0.18071,83,419,0.14382,0.21760
2007,17-29 y.,Bavaria,Very seldom,0.31667,176,438,0.27306,0.36029
2007,17-29 y.,Bavaria,Seldom,0.31849,159,438,0.27480,0.36217
2007,17-29 y.,Bavaria,Sometimes,0.21550,103,438,0.17695,0.25405
2007,17-29 y.,Berlin,Very seldom,0.25907,47,106,0.17527,0.34287
2007,17-29 y.,Berlin,Seldom,0.32902,59,106,0.23915,0.41890
2007,17-29 y.,Brandenburg,Very seldom,0.35385,55,107,0.26283,0.44488
2007,17-29 y.,Brandenburg,Seldom,0.38111,52,107,0.28866,0.47357
2007,17-29 y.,Mecklenburg-Western Pomerania,Very seldom,0.39190,33,33,0.22275,0.56104
2007,17-29 y.,Saxony,Very seldom,0.27494,90,249,0.21937,0.33051
2007,17-29 y.,Saxony,Seldom,0.35973,98,249,0.30000,0.41946
2007,17-29 y.,Saxony,Sometimes,0.20439,61,249,0.15420,0.25458
2007,17-29 y.,Saxony-Anhalt,Very seldom,0.36172,69,143,0.28269,0.44076
2007,17-29 y.,Saxony-Anhalt,Seldom,0.26300,43,143,0.19058,0.33541
2007,17-29 y.,Saxony-Anhalt,Sometimes,0.15769,31,143,0.09775,0.21764
2007,17-29 y.,Thuringa,Very seldom,0.37327,64,151,0.29587,0.45068
2007,17-29 y.,Thuringa,Seldom,0.27478,48,151,0.20334,0.34622
2007,17-29 y.,Thuringa,Sometimes,0.19403,39,151,0.13074,0.25731
2007,30-45 y.,Schleswig-Holstein,Very seldom,0.43855,72,117,0.34825,0.52885
2007,30-45 y.,Schleswig-Holstein,Seldom,0.33213,45,117,0.24642,0.41784
2007,30-45 y.,Lower Saxony,Very seldom,0.40288,214,498,0.35975,0.44600
2007,30-45 y.,Lower Saxony,Seldom,0.34994,187,498,0.30801,0.39187
2007,30-45 y.,Lower Saxony,Sometimes,0.18506,97,498,0.15092,0.21921
2007,30-45 y.,North Rhine-Westphalia,Very seldom,0.44151,557,1207,0.41348,0.46953
2007,30-45 y.,North Rhine-Westphalia,Seldom,0.31976,395,1207,0.29344,0.34608
2007,30-45 y.,North Rhine-Westphalia,Sometimes,0.14584,182,1207,0.12592,0.16576
2007,30-45 y.,North Rhine-Westphalia,Often,0.06645,73,1207,0.05239,0.08051
2007,30-45 y.,Hesse,Very seldom,0.39649,173,393,0.34807,0.44492
2007,30-45 y.,Hesse,Seldom,0.32265,143,393,0.27637,0.36893
2007,30-45 y.,Hesse,Sometimes,0.19273,77,393,0.15368,0.23177
2007,30-45 y.,"Rhineland-Palatinate, Saarland",Very seldom,0.48421,162,296,0.42718,0.54124
2007,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.24177,84,296,0.19291,0.29063
2007,30-45 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.17551,50,296,0.13210,0.21892
2007,30-45 y.,Baden-Wuerttemberg,Very seldom,0.41652,330,733,0.38081,0.45223
2007,30-45 y.,Baden-Wuerttemberg,Seldom,0.31961,245,733,0.28583,0.35339
2007,30-45 y.,Baden-Wuerttemberg,Sometimes,0.19125,119,733,0.16275,0.21974
2007,30-45 y.,Baden-Wuerttemberg,Often,0.05043,39,733,0.03458,0.06629
2007,30-45 y.,Bavaria,Very seldom,0.36929,318,852,0.33686,0.40171
2007,30-45 y.,Bavaria,Seldom,0.32448,303,852,0.29303,0.35594
2007,30-45 y.,Bavaria,Sometimes,0.19625,173,852,0.16956,0.22293
2007,30-45 y.,Bavaria,Often,0.08436,58,852,0.06569,0.10303
2007,30-45 y.,Berlin,Very seldom,0.37030,61,147,0.29197,0.44863
2007,30-45 y.,Berlin,Seldom,0.24834,47,147,0.17825,0.31842
2007,30-45 y.,Berlin,Sometimes,0.24756,39,147,0.17755,0.31757
2007,30-45 y.,Brandenburg,Very seldom,0.32437,73,189,0.25745,0.39128
2007,30-45 y.,Brandenburg,Seldom,0.40169,73,189,0.33161,0.47177
2007,30-45 y.,Brandenburg,Sometimes,0.19621,43,189,0.13944,0.25297
2007,30-45 y.,Mecklenburg-Western Pomerania,Very seldom,0.52668,67,98,0.42731,0.62604
