year,age_gr,quintil_oecd,plh0185,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,17-29 y.,1st Quintile,Very seldom,0.35783,320,834,0.32528,0.39038
2007,17-29 y.,1st Quintile,Seldom,0.28485,270,834,0.25420,0.31550
2007,17-29 y.,1st Quintile,Sometimes,0.18970,167,834,0.16308,0.21633
2007,17-29 y.,1st Quintile,Often,0.07927,77,834,0.06093,0.09762
2007,17-29 y.,2nd Quintile,Very seldom,0.31628,246,643,0.28031,0.35225
2007,17-29 y.,2nd Quintile,Seldom,0.29254,214,643,0.25735,0.32773
2007,17-29 y.,2nd Quintile,Sometimes,0.19202,136,643,0.16156,0.22249
2007,17-29 y.,2nd Quintile,Often,0.07011,47,643,0.05036,0.08986
2007,17-29 y.,3rd Quintile,Very seldom,0.33841,249,627,0.30135,0.37548
2007,17-29 y.,3rd Quintile,Seldom,0.35914,232,627,0.32156,0.39672
2007,17-29 y.,3rd Quintile,Sometimes,0.16991,114,627,0.14049,0.19933
2007,17-29 y.,3rd Quintile,Often,0.04543,32,627,0.02912,0.06174
2007,17-29 y.,4th Quintile,Very seldom,0.34865,269,644,0.31181,0.38548
2007,17-29 y.,4th Quintile,Seldom,0.32760,221,644,0.29133,0.36388
2007,17-29 y.,4th Quintile,Sometimes,0.16449,114,644,0.13583,0.19314
2007,17-29 y.,4th Quintile,Often,0.05148,40,644,0.03440,0.06856
2007,17-29 y.,5th Quintile,Very seldom,0.39013,254,591,0.35077,0.42949
2007,17-29 y.,5th Quintile,Seldom,0.31615,199,591,0.27863,0.35367
2007,17-29 y.,5th Quintile,Sometimes,0.16374,102,591,0.13388,0.19360
2007,17-29 y.,5th Quintile,Often,0.06391,36,591,0.04417,0.08365
2007,30-45 y.,1st Quintile,Very seldom,0.35245,269,737,0.31794,0.38697
2007,30-45 y.,1st Quintile,Seldom,0.27936,233,737,0.24695,0.31178
2007,30-45 y.,1st Quintile,Sometimes,0.21625,156,737,0.18651,0.24599
2007,30-45 y.,1st Quintile,Often,0.10703,79,737,0.08470,0.12937
2007,30-45 y.,2nd Quintile,Very seldom,0.40877,419,1008,0.37841,0.43914
2007,30-45 y.,2nd Quintile,Seldom,0.29546,335,1008,0.26728,0.32364
2007,30-45 y.,2nd Quintile,Sometimes,0.18480,184,1008,0.16083,0.20878
2007,30-45 y.,2nd Quintile,Often,0.08258,70,1008,0.06558,0.09958
2007,30-45 y.,3rd Quintile,Very seldom,0.39098,455,1099,0.36212,0.41985
2007,30-45 y.,3rd Quintile,Seldom,0.34880,399,1099,0.32061,0.37699
2007,30-45 y.,3rd Quintile,Sometimes,0.18291,187,1099,0.16004,0.20577
2007,30-45 y.,3rd Quintile,Often,0.05293,58,1099,0.03969,0.06617
2007,30-45 y.,4th Quintile,Very seldom,0.42759,548,1283,0.40051,0.45467
2007,30-45 y.,4th Quintile,Seldom,0.33888,451,1283,0.31297,0.36479
2007,30-45 y.,4th Quintile,Sometimes,0.17639,228,1283,0.15553,0.19726
2007,30-45 y.,4th Quintile,Often,0.04550,56,1283,0.03410,0.05691
2007,30-45 y.,5th Quintile,Very seldom,0.44265,677,1469,0.41724,0.46806
2007,30-45 y.,5th Quintile,Seldom,0.34465,485,1469,0.32034,0.36896
2007,30-45 y.,5th Quintile,Sometimes,0.14653,244,1469,0.12844,0.16462
2007,30-45 y.,5th Quintile,Often,0.05531,63,1469,0.04361,0.06700
2007,46-65 y.,1st Quintile,Very seldom,0.32497,287,844,0.29335,0.35658
2007,46-65 y.,1st Quintile,Seldom,0.26733,235,844,0.23746,0.29721
2007,46-65 y.,1st Quintile,Sometimes,0.23559,194,844,0.20695,0.26424
2007,46-65 y.,1st Quintile,Often,0.12506,93,844,0.10273,0.14739
2007,46-65 y.,1st Quintile,Very often,0.04002,35,844,0.02679,0.05325
2007,46-65 y.,2nd Quintile,Very seldom,0.36380,338,840,0.33124,0.39635
2007,46-65 y.,2nd Quintile,Seldom,0.29987,264,840,0.26887,0.33088
2007,46-65 y.,2nd Quintile,Sometimes,0.21371,178,840,0.18597,0.24145
2007,46-65 y.,2nd Quintile,Often,0.07368,60,840,0.05600,0.09136
2007,46-65 y.,3rd Quintile,Very seldom,0.39589,430,1100,0.36697,0.42480
2007,46-65 y.,3rd Quintile,Seldom,0.29221,334,1100,0.26532,0.31910
2007,46-65 y.,3rd Quintile,Sometimes,0.20944,257,1100,0.18538,0.23350
2007,46-65 y.,3rd Quintile,Often,0.07994,79,1100,0.06391,0.09597
2007,46-65 y.,4th Quintile,Very seldom,0.38093,623,1523,0.35653,0.40532
2007,46-65 y.,4th Quintile,Seldom,0.32338,503,1523,0.29988,0.34688
2007,46-65 y.,4th Quintile,Sometimes,0.20260,299,1523,0.18241,0.22279
2007,46-65 y.,4th Quintile,Often,0.06968,98,1523,0.05689,0.08247
2007,46-65 y.,5th Quintile,Very seldom,0.40568,1162,2616,0.38686,0.42450
2007,46-65 y.,5th Quintile,Seldom,0.33469,868,2616,0.31661,0.35278
2007,46-65 y.,5th Quintile,Sometimes,0.18353,453,2616,0.16869,0.19836
