year,quintil_oecd,plh0185,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,1st Quintile,Very seldom,0.29088,1150,3163,0.27505,0.30671
2007,1st Quintile,Seldom,0.22853,937,3163,0.21390,0.24317
2007,1st Quintile,Sometimes,0.18300,686,3163,0.16952,0.19647
2007,1st Quintile,Often,0.07962,304,3163,0.07019,0.08906
2007,1st Quintile,Very often,0.02047,86,3163,0.01554,0.02541
2007,2nd Quintile,Very seldom,0.30274,1379,3535,0.28759,0.31789
2007,2nd Quintile,Seldom,0.24000,1116,3535,0.22592,0.25408
2007,2nd Quintile,Sometimes,0.16045,698,3535,0.14835,0.17255
2007,2nd Quintile,Often,0.06264,266,3535,0.05465,0.07063
2007,2nd Quintile,Very often,0.01949,76,3535,0.01493,0.02405
2007,3rd Quintile,Very seldom,0.32773,1541,3827,0.31286,0.34261
2007,3rd Quintile,Seldom,0.27388,1249,3827,0.25975,0.28801
2007,3rd Quintile,Sometimes,0.15673,744,3827,0.14521,0.16825
2007,3rd Quintile,Often,0.04951,220,3827,0.04264,0.05638
2007,3rd Quintile,Very often,0.01414,73,3827,0.01040,0.01788
2007,4th Quintile,Very seldom,0.34799,1797,4307,0.33377,0.36222
2007,4th Quintile,Seldom,0.27179,1395,4307,0.25851,0.28508
2007,4th Quintile,Sometimes,0.16240,796,4307,0.15138,0.17342
2007,4th Quintile,Often,0.05278,254,4307,0.04611,0.05946
2007,4th Quintile,Very often,0.01414,65,4307,0.01061,0.01767
2007,5th Quintile,Very seldom,0.38240,2546,5586,0.36965,0.39515
2007,5th Quintile,Seldom,0.29442,1766,5586,0.28246,0.30637
2007,5th Quintile,Sometimes,0.15572,949,5586,0.14621,0.16523
2007,5th Quintile,Often,0.05174,273,5586,0.04593,0.05755
2007,5th Quintile,Very often,0.00877,52,5586,0.00632,0.01121
2008,1st Quintile,Very seldom,0.28718,1080,3002,0.27099,0.30337
2008,1st Quintile,Seldom,0.24523,972,3002,0.22984,0.26062
2008,1st Quintile,Sometimes,0.15813,602,3002,0.14508,0.17119
2008,1st Quintile,Often,0.07876,263,3002,0.06912,0.08840
2008,1st Quintile,Very often,0.02684,85,3002,0.02106,0.03262
2008,2nd Quintile,Very seldom,0.32385,1304,3344,0.30799,0.33972
2008,2nd Quintile,Seldom,0.25683,1132,3344,0.24202,0.27164
2008,2nd Quintile,Sometimes,0.15762,630,3344,0.14527,0.16997
2008,2nd Quintile,Often,0.05630,217,3344,0.04849,0.06411
2008,2nd Quintile,Very often,0.01223,61,3344,0.00850,0.01595
2008,3rd Quintile,Very seldom,0.31714,1455,3756,0.30225,0.33202
2008,3rd Quintile,Seldom,0.30409,1375,3756,0.28937,0.31880
2008,3rd Quintile,Sometimes,0.14262,639,3756,0.13143,0.15380
2008,3rd Quintile,Often,0.05181,230,3756,0.04472,0.05890
2008,3rd Quintile,Very often,0.01213,57,3756,0.00863,0.01563
2008,4th Quintile,Very seldom,0.33448,1552,3915,0.31970,0.34926
2008,4th Quintile,Seldom,0.30319,1412,3915,0.28879,0.31759
2008,4th Quintile,Sometimes,0.15351,679,3915,0.14222,0.16481
2008,4th Quintile,Often,0.05033,223,3915,0.04349,0.05718
2008,4th Quintile,Very often,0.01007,49,3915,0.00694,0.01319
2008,5th Quintile,Very seldom,0.39700,2367,5218,0.38372,0.41027
2008,5th Quintile,Seldom,0.30142,1788,5218,0.28897,0.31387
2008,5th Quintile,Sometimes,0.14004,776,5218,0.13062,0.14945
2008,5th Quintile,Often,0.04327,234,5218,0.03775,0.04879
2008,5th Quintile,Very often,0.00999,53,5218,0.00729,0.01269
2009,1st Quintile,Very seldom,0.30187,1058,2854,0.28503,0.31872
2009,1st Quintile,Seldom,0.23917,908,2854,0.22351,0.25482
2009,1st Quintile,Sometimes,0.17360,568,2854,0.15971,0.18750
2009,1st Quintile,Often,0.07639,257,2854,0.06664,0.08613
2009,1st Quintile,Very often,0.01488,63,2854,0.01044,0.01932
2009,2nd Quintile,Very seldom,0.28736,1176,3135,0.27152,0.30320
2009,2nd Quintile,Seldom,0.28025,1090,3135,0.26452,0.29597
2009,2nd Quintile,Sometimes,0.15364,591,3135,0.14102,0.16627
2009,2nd Quintile,Often,0.05696,218,3135,0.04884,0.06507
2009,2nd Quintile,Very often,0.01664,60,3135,0.01216,0.02112
2009,3rd Quintile,Very seldom,0.31435,1308,3418,0.29879,0.32992
2009,3rd Quintile,Seldom,0.28497,1207,3418,0.26983,0.30010
2009,3rd Quintile,Sometimes,0.16837,648,3418,0.15583,0.18092
2009,3rd Quintile,Often,0.04904,197,3418,0.04180,0.05628
2009,3rd Quintile,Very often,0.01735,58,3418,0.01297,0.02173
2009,4th Quintile,Very seldom,0.33941,1495,3707,0.32417,0.35466
2009,4th Quintile,Seldom,0.30280,1296,3707,0.28801,0.31759
2009,4th Quintile,Sometimes,0.14693,651,3707,0.13553,0.15833
2009,4th Quintile,Often,0.04369,206,3707,0.03711,0.05027
2009,4th Quintile,Very often,0.01260,59,3707,0.00901,0.01619
2009,5th Quintile,Very seldom,0.37568,2123,4777,0.36194,0.38941
2009,5th Quintile,Seldom,0.30200,1590,4777,0.28898,0.31502
2009,5th Quintile,Sometimes,0.15685,788,4777,0.14654,0.16716
2009,5th Quintile,Often,0.04484,226,4777,0.03897,0.05071
2009,5th Quintile,Very often,0.00928,50,4777,0.00656,0.01200
2010,1st Quintile,Very seldom,0.31117,959,2634,0.29348,0.32885
2010,1st Quintile,Seldom,0.30770,884,2634,0.29007,0.32533
2010,1st Quintile,Sometimes,0.18644,514,2634,0.17157,0.20132
2010,1st Quintile,Often,0.09608,218,2634,0.08482,0.10733
2010,1st Quintile,Very often,0.01745,59,2634,0.01245,0.02245
2010,2nd Quintile,Very seldom,0.31986,1103,2976,0.30310,0.33662
2010,2nd Quintile,Seldom,0.31051,1052,2976,0.29389,0.32714
2010,2nd Quintile,Sometimes,0.17635,562,2976,0.16266,0.19005
2010,2nd Quintile,Often,0.06482,204,2976,0.05597,0.07366
2010,2nd Quintile,Very often,0.02067,55,2976,0.01556,0.02578
2010,3rd Quintile,Very seldom,0.32686,1201,3167,0.31052,0.34320
2010,3rd Quintile,Seldom,0.32443,1188,3167,0.30812,0.34074
2010,3rd Quintile,Sometimes,0.17314,564,3167,0.15996,0.18632
2010,3rd Quintile,Often,0.04402,179,3167,0.03687,0.05117
2010,3rd Quintile,Very often,0.01002,35,3167,0.00655,0.01349
2010,4th Quintile,Very seldom,0.32746,1357,3405,0.31170,0.34323
2010,4th Quintile,Seldom,0.33216,1207,3405,0.31634,0.34798
2010,4th Quintile,Sometimes,0.17082,646,3405,0.15817,0.18346
2010,4th Quintile,Often,0.05582,195,3405,0.04811,0.06353
2010,5th Quintile,Very seldom,0.37122,1827,4373,0.35690,0.38554
2010,5th Quintile,Seldom,0.33329,1597,4373,0.31932,0.34726
2010,5th Quintile,Sometimes,0.16153,717,4373,0.15062,0.17244
2010,5th Quintile,Often,0.04463,197,4373,0.03851,0.05075
2010,5th Quintile,Very often,0.00654,35,4373,0.00415,0.00893
2011,1st Quintile,Very seldom,0.20598,815,2442,0.18994,0.22203
2011,1st Quintile,Seldom,0.20193,753,2442,0.18600,0.21785
2011,1st Quintile,Sometimes,0.16895,582,2442,0.15409,0.18382
2011,1st Quintile,Often,0.07470,235,2442,0.06427,0.08513
2011,1st Quintile,Very often,0.01401,57,2442,0.00935,0.01868
2011,2nd Quintile,Very seldom,0.25987,987,2741,0.24345,0.27630
2011,2nd Quintile,Seldom,0.22551,938,2741,0.20986,0.24116
2011,2nd Quintile,Sometimes,0.14575,557,2741,0.13254,0.15896
2011,2nd Quintile,Often,0.06408,214,2741,0.05491,0.07325
2011,2nd Quintile,Very often,0.01419,45,2741,0.00976,0.01862
2011,3rd Quintile,Very seldom,0.25425,1046,3057,0.23881,0.26969
2011,3rd Quintile,Seldom,0.29592,1139,3057,0.27974,0.31210
2011,3rd Quintile,Sometimes,0.16222,647,3057,0.14915,0.17530
2011,3rd Quintile,Often,0.05104,181,3057,0.04324,0.05885
2011,3rd Quintile,Very often,0.01101,44,3057,0.00731,0.01471
2011,4th Quintile,Very seldom,0.28065,1146,3204,0.26509,0.29621
2011,4th Quintile,Seldom,0.28453,1195,3204,0.26891,0.30016
2011,4th Quintile,Sometimes,0.17702,653,3204,0.16380,0.19024
2011,4th Quintile,Often,0.04458,169,3204,0.03743,0.05172
2011,4th Quintile,Very often,0.01177,41,3204,0.00804,0.01551
