year,age_gr,migback,plh0185,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,17-29 y.,No migration background,Very seldom,0.34616,1046,2677,0.32814,0.36419
2007,17-29 y.,No migration background,Seldom,0.31785,906,2677,0.30020,0.33549
2007,17-29 y.,No migration background,Sometimes,0.16700,497,2677,0.15287,0.18113
2007,17-29 y.,No migration background,Often,0.06912,193,2677,0.05951,0.07873
2007,17-29 y.,No migration background,Very often,0.01211,35,2677,0.00796,0.01625
2007,17-29 y.,Direct migration background,Very seldom,0.40396,113,248,0.34276,0.46515
2007,17-29 y.,Direct migration background,Seldom,0.26348,83,248,0.20854,0.31841
2007,17-29 y.,Direct migration background,Sometimes,0.20921,52,248,0.15849,0.25994
2007,17-29 y.,Indirect migration background,Very seldom,0.31648,179,412,0.27151,0.36144
2007,17-29 y.,Indirect migration background,Seldom,0.32003,148,412,0.27493,0.36513
2007,17-29 y.,Indirect migration background,Sometimes,0.21759,85,412,0.17770,0.25748
2007,30-45 y.,No migration background,Very seldom,0.40799,1973,4738,0.39399,0.42199
2007,30-45 y.,No migration background,Seldom,0.33890,1629,4738,0.32542,0.35238
2007,30-45 y.,No migration background,Sometimes,0.17256,820,4738,0.16180,0.18332
2007,30-45 y.,No migration background,Often,0.06161,250,4738,0.05476,0.06845
2007,30-45 y.,No migration background,Very often,0.01629,66,4738,0.01269,0.01990
2007,30-45 y.,Direct migration background,Very seldom,0.38981,279,660,0.35257,0.42705
2007,30-45 y.,Direct migration background,Seldom,0.27427,204,660,0.24021,0.30833
2007,30-45 y.,Direct migration background,Sometimes,0.20704,124,660,0.17610,0.23797
2007,30-45 y.,Direct migration background,Often,0.08506,53,660,0.06376,0.10636
2007,30-45 y.,Indirect migration background,Very seldom,0.45875,116,241,0.39571,0.52179
2007,30-45 y.,Indirect migration background,Seldom,0.23727,70,241,0.18345,0.29109
2007,30-45 y.,Indirect migration background,Sometimes,0.20167,55,241,0.15090,0.25243
2007,46-65 y.,No migration background,Very seldom,0.38288,2508,6193,0.37077,0.39499
2007,46-65 y.,No migration background,Seldom,0.31243,1951,6193,0.30088,0.32397
2007,46-65 y.,No migration background,Sometimes,0.20287,1227,6193,0.19286,0.21289
2007,46-65 y.,No migration background,Often,0.07356,390,6193,0.06706,0.08006
2007,46-65 y.,No migration background,Very often,0.02152,117,6193,0.01791,0.02514
2007,46-65 y.,Direct migration background,Very seldom,0.36885,316,763,0.33459,0.40310
2007,46-65 y.,Direct migration background,Seldom,0.28605,232,763,0.25397,0.31814
2007,46-65 y.,Direct migration background,Sometimes,0.22247,150,763,0.19294,0.25200
2007,46-65 y.,Direct migration background,Often,0.08704,65,763,0.06703,0.10706
2007,66 and older,No migration background,Very seldom,0.42217,1725,3933,0.40673,0.43760
2007,66 and older,No migration background,Seldom,0.28964,1121,3933,0.27546,0.30382
2007,66 and older,No migration background,Sometimes,0.19869,765,3933,0.18622,0.21116
2007,66 and older,No migration background,Often,0.06475,256,3933,0.05706,0.07244
2007,66 and older,No migration background,Very often,0.01583,66,3933,0.01193,0.01973
2007,66 and older,Direct migration background,Very seldom,0.35259,141,365,0.30351,0.40167
2007,66 and older,Direct migration background,Seldom,0.24949,95,365,0.20503,0.29394
2007,66 and older,Direct migration background,Sometimes,0.25540,89,365,0.21060,0.30020
2007,66 and older,Direct migration background,Often,0.11258,40,365,0.08011,0.14505
2008,17-29 y.,No migration background,Very seldom,0.35647,976,2491,0.33766,0.37529
2008,17-29 y.,No migration background,Seldom,0.35454,928,2491,0.33575,0.37333
2008,17-29 y.,No migration background,Sometimes,0.14345,394,2491,0.12968,0.15722
2008,17-29 y.,No migration background,Often,0.05684,152,2491,0.04775,0.06594
2008,17-29 y.,No migration background,Very often,0.01546,41,2491,0.01061,0.02031
2008,17-29 y.,Direct migration background,Very seldom,0.42663,103,206,0.35893,0.49434
2008,17-29 y.,Direct migration background,Seldom,0.31660,69,206,0.25293,0.38028
2008,17-29 y.,Direct migration background,Sometimes,0.15182,34,206,0.10270,0.20094
2008,17-29 y.,Indirect migration background,Very seldom,0.40082,193,409,0.35327,0.44837
2008,17-29 y.,Indirect migration background,Seldom,0.27716,146,409,0.23373,0.32059
2008,17-29 y.,Indirect migration background,Sometimes,0.14265,70,409,0.10872,0.17659
2008,30-45 y.,No migration background,Very seldom,0.40995,1781,4283,0.39522,0.42468
2008,30-45 y.,No migration background,Seldom,0.35962,1575,4283,0.34525,0.37400
2008,30-45 y.,No migration background,Sometimes,0.15577,650,4283,0.14490,0.16663
2008,30-45 y.,No migration background,Often,0.05503,217,4283,0.04820,0.06186
2008,30-45 y.,No migration background,Very often,0.01663,60,4283,0.01280,0.02046
2008,30-45 y.,Direct migration background,Very seldom,0.38610,237,594,0.34691,0.42528
2008,30-45 y.,Direct migration background,Seldom,0.31559,189,594,0.27818,0.35299
2008,30-45 y.,Direct migration background,Sometimes,0.23400,131,594,0.19992,0.26808
2008,30-45 y.,Direct migration background,Often,0.05353,37,594,0.03542,0.07165
2008,30-45 y.,Indirect migration background,Very seldom,0.45807,117,250,0.39618,0.51996
2008,30-45 y.,Indirect migration background,Seldom,0.32484,91,250,0.26667,0.38301
2008,30-45 y.,Indirect migration background,Sometimes,0.11869,42,250,0.07852,0.15886
2008,46-65 y.,No migration background,Very seldom,0.38135,2339,5910,0.36896,0.39373
2008,46-65 y.,No migration background,Seldom,0.33676,2081,5910,0.32471,0.34881
2008,46-65 y.,No migration background,Sometimes,0.18571,1027,5910,0.17579,0.19562
2008,46-65 y.,No migration background,Often,0.06793,356,5910,0.06152,0.07435
2008,46-65 y.,No migration background,Very often,0.02109,107,5910,0.01743,0.02476
2008,46-65 y.,Direct migration background,Very seldom,0.34666,255,693,0.31120,0.38212
2008,46-65 y.,Direct migration background,Seldom,0.29525,236,693,0.26126,0.32924
2008,46-65 y.,Direct migration background,Sometimes,0.22949,140,693,0.19816,0.26082
2008,46-65 y.,Direct migration background,Often,0.10142,62,693,0.07893,0.12392
2008,66 and older,No migration background,Very seldom,0.40684,1599,3894,0.39141,0.42227
2008,66 and older,No migration background,Seldom,0.30762,1240,3894,0.29312,0.32212
2008,66 and older,No migration background,Sometimes,0.19300,754,3894,0.18061,0.20540
2008,66 and older,No migration background,Often,0.06658,247,3894,0.05875,0.07441
2008,66 and older,No migration background,Very often,0.01425,54,3894,0.01053,0.01798
2008,66 and older,Direct migration background,Very seldom,0.36130,138,351,0.31097,0.41162
2008,66 and older,Direct migration background,Seldom,0.27046,102,351,0.22392,0.31700
2008,66 and older,Direct migration background,Sometimes,0.19009,72,351,0.14898,0.23120
2008,66 and older,Direct migration background,Often,0.12342,39,351,0.08896,0.15788
2009,17-29 y.,No migration background,Very seldom,0.33672,880,2289,0.31735,0.35608
2009,17-29 y.,No migration background,Seldom,0.35537,837,2289,0.33576,0.37498
2009,17-29 y.,No migration background,Sometimes,0.16856,401,2289,0.15322,0.18390
2009,17-29 y.,No migration background,Often,0.06335,139,2289,0.05337,0.07333
2009,17-29 y.,No migration background,Very often,0.01040,32,2289,0.00625,0.01456
2009,17-29 y.,Direct migration background,Very seldom,0.43462,72,135,0.35069,0.51855
2009,17-29 y.,Direct migration background,Seldom,0.34458,63,135,0.26412,0.42505
2009,17-29 y.,Indirect migration background,Very seldom,0.37934,171,358,0.32901,0.42968
2009,17-29 y.,Indirect migration background,Seldom,0.31317,135,358,0.26506,0.36128
2009,17-29 y.,Indirect migration background,Sometimes,0.16059,52,358,0.12251,0.19868
2009,30-45 y.,No migration background,Very seldom,0.37920,1496,3856,0.36388,0.39451
2009,30-45 y.,No migration background,Seldom,0.35739,1402,3856,0.34226,0.37252
2009,30-45 y.,No migration background,Sometimes,0.17981,676,3856,0.16768,0.19193
2009,30-45 y.,No migration background,Often,0.05469,209,3856,0.04751,0.06187
2009,30-45 y.,No migration background,Very often,0.02077,73,3856,0.01627,0.02528
2009,30-45 y.,Direct migration background,Very seldom,0.34038,210,514,0.29937,0.38138
2009,30-45 y.,Direct migration background,Seldom,0.33087,163,514,0.29015,0.37159
2009,30-45 y.,Direct migration background,Sometimes,0.21429,101,514,0.17878,0.24980
2009,30-45 y.,Direct migration background,Often,0.08443,40,514,0.06037,0.10849
2009,30-45 y.,Indirect migration background,Very seldom,0.37298,95,243,0.31205,0.43391
2009,30-45 y.,Indirect migration background,Seldom,0.34141,95,243,0.28167,0.40116
2009,30-45 y.,Indirect migration background,Sometimes,0.15965,53,243,0.11350,0.20580
2009,46-65 y.,No migration background,Very seldom,0.38469,2218,5630,0.37198,0.39740
2009,46-65 y.,No migration background,Seldom,0.33784,1945,5630,0.32549,0.35020
2009,46-65 y.,No migration background,Sometimes,0.19028,1040,5630,0.18002,0.20053
2009,46-65 y.,No migration background,Often,0.06121,341,5630,0.05495,0.06748
2009,46-65 y.,No migration background,Very often,0.01834,86,5630,0.01483,0.02184
2009,46-65 y.,Direct migration background,Very seldom,0.33501,235,593,0.29699,0.37303
2009,46-65 y.,Direct migration background,Seldom,0.31620,188,593,0.27874,0.35366
2009,46-65 y.,Direct migration background,Sometimes,0.22037,120,593,0.18698,0.25376
2009,46-65 y.,Direct migration background,Often,0.08469,50,593,0.06226,0.10711
2009,66 and older,No migration background,Very seldom,0.41881,1652,3768,0.40305,0.43456
2009,66 and older,No migration background,Seldom,0.28383,1140,3768,0.26943,0.29822
2009,66 and older,No migration background,Sometimes,0.19600,694,3768,0.18332,0.20868
2009,66 and older,No migration background,Often,0.06108,232,3768,0.05343,0.06873
2009,66 and older,No migration background,Very often,0.01297,50,3768,0.00936,0.01659
2009,66 and older,Direct migration background,Very seldom,0.32546,119,297,0.27208,0.37883
2009,66 and older,Direct migration background,Seldom,0.30229,105,297,0.24997,0.35460
2009,66 and older,Direct migration background,Sometimes,0.23046,73,297,0.18248,0.27843
2010,17-29 y.,No migration background,Very seldom,0.29205,800,2022,0.27223,0.31188
2010,17-29 y.,No migration background,Seldom,0.33467,757,2022,0.31410,0.35524
2010,17-29 y.,No migration background,Sometimes,0.16196,348,2022,0.14589,0.17802
2010,17-29 y.,No migration background,Often,0.04671,117,2022,0.03751,0.05591
2010,17-29 y.,Direct migration background,Very seldom,0.37335,67,104,0.27994,0.46677
2010,17-29 y.,Direct migration background,Seldom,0.16941,37,104,0.09696,0.24185
2010,17-29 y.,Indirect migration background,Very seldom,0.30899,148,303,0.25688,0.36111
2010,17-29 y.,Indirect migration background,Seldom,0.27109,103,303,0.22095,0.32122
2010,17-29 y.,Indirect migration background,Sometimes,0.14302,52,303,0.10354,0.18251
2010,30-45 y.,No migration background,Very seldom,0.31437,1351,3386,0.29873,0.33001
2010,30-45 y.,No migration background,Seldom,0.27852,1263,3386,0.26342,0.29362
2010,30-45 y.,No migration background,Sometimes,0.14457,563,3386,0.13272,0.15641
2010,30-45 y.,No migration background,Often,0.04076,171,3386,0.03410,0.04742
2010,30-45 y.,No migration background,Very often,0.00892,38,3386,0.00575,0.01209
2010,30-45 y.,Direct migration background,Very seldom,0.20163,172,429,0.16361,0.23964
2010,30-45 y.,Direct migration background,Seldom,0.25203,177,429,0.21089,0.29316
2010,30-45 y.,Direct migration background,Sometimes,0.13929,80,429,0.10649,0.17210
2010,30-45 y.,Indirect migration background,Very seldom,0.36378,117,237,0.30240,0.42516
