year,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Owner,1839,1531.96383,1462.29792,1601.62974,920.00000,1329.00000,1880.87145,86.00000,3322.17862,,,
1984,Tenant,3693,1127.04749,1101.75721,1152.33777,690.00000,1023.00000,1432.00000,0.00000,2545.00000,,,
1985,Owner,1734,1552.40040,1499.56803,1605.23278,971.00000,1432.00000,1948.49794,0.00000,3414.74486,,,
1985,Tenant,3235,1114.51933,1092.17897,1136.85970,680.00000,1023.00000,1432.00000,0.00000,2560.00000,,,
1986,No answer / don't know,,,,,,,,,,,,
1986,Owner,1723,1661.48940,1572.48273,1750.49607,1023.00000,1478.70015,2045.00000,87.00000,3578.00000,,,
1986,Tenant,3050,1160.85073,1136.89896,1184.80250,716.00000,1023.00000,1534.00000,0.00000,2761.00000,,,
1987,No answer / don't know,,,,,,,,,,,,
1987,Owner,1732,1699.04180,1631.86611,1766.21748,1023.00000,1534.00000,2045.00000,0.00000,3578.00000,,,
1987,Tenant,3012,1195.90127,1171.37013,1220.43240,755.04648,1040.38338,1534.00000,0.00000,2702.43027,,,
1988,No answer / don't know,,,,,,,,,,,,
1988,Owner,1656,1716.02764,1659.59359,1772.46170,1023.00000,1534.00000,2096.00000,79.00000,3705.50000,,,
1988,Tenant,2908,1245.47662,1208.38407,1282.56917,767.00000,1074.00000,1559.00000,0.00000,2747.00000,,,
1989,No answer / don't know,,,,,,,,,,,,
1989,Owner,1632,1800.97745,1736.45234,1865.50257,1076.70807,1585.00000,2263.82597,0.00000,4044.50281,,,
1989,Tenant,2819,1284.08781,1259.08470,1309.09092,803.01664,1139.91723,1636.00000,92.00000,2885.47504,,,
1990,No answer / don't know,,,,,,,,,,,,
1990,Owner,2264,1734.91956,1678.87798,1790.96113,994.22972,1534.00000,2214.21370,0.00000,4044.18968,,,
1990,Tenant,4255,1226.81255,1204.20058,1249.42452,731.00000,1074.00000,1534.00000,0.00000,2738.50000,,,
1991,No answer / don't know,,,,,,,,,,,,
1991,Owner,2230,1840.54792,1796.54369,1884.55216,1074.00000,1636.00000,2348.18501,184.00000,4259.46251,,,
1991,Tenant,4148,1300.82165,1278.26319,1323.38011,767.00000,1176.00000,1662.00000,102.00000,3004.50000,,,
1992,Owner,2236,1946.16976,1900.93758,1991.40193,1176.00000,1790.00000,2556.00000,256.00000,4626.00000,,,
1992,Tenant,4136,1377.91227,1354.46675,1401.35778,818.00000,1227.00000,1790.00000,0.00000,3248.00000,,,
1993,No answer / don't know,,,,,,,,,,,,
1993,Owner,2207,2085.16186,2033.16489,2137.15884,1278.00000,1892.00000,2556.00000,153.00000,4473.00000,,,
1993,Tenant,4094,1470.39682,1446.41008,1494.38356,920.00000,1278.00000,1892.00000,26.00000,3350.00000,,,
1994,No answer / don't know,,,,,,,,,,,,
1994,Owner,2237,2119.48003,2068.19681,2170.76326,1278.00000,1943.00000,2556.00000,153.00000,4473.00000,,,
1994,Tenant,4001,1508.93403,1484.09692,1533.77114,946.00000,1329.00000,1943.00000,153.00000,3438.50000,,,
1995,Owner,2232,2244.38136,2186.58100,2302.18172,1385.01130,2045.00000,2780.34390,256.00000,4873.34280,,,
1995,Tenant,4128,1565.22969,1534.54959,1595.90979,971.00000,1380.00000,1994.00000,72.00000,3528.50000,,,
1996,Owner,2265,2255.59370,2201.20329,2309.98411,1432.00000,2045.00000,2812.00000,220.00000,4882.00000,,,
1996,Tenant,4038,1577.40891,1550.54511,1604.27272,1023.00000,1432.00000,2045.00000,179.00000,3578.00000,,,
1997,Owner,2320,2269.18507,2219.44414,2318.92599,1483.00000,2045.00000,2812.00000,179.00000,4805.50000,,,
1997,Tenant,3961,1596.92279,1570.51981,1623.32576,1023.00000,1432.00000,2045.00000,153.00000,3578.00000,,,
1998,Owner,2706,2268.81014,2223.94796,2313.67232,1440.40338,2045.00000,2812.00000,179.00000,4869.39494,,,
1998,Tenant,4291,1604.44383,1578.85601,1630.03165,1023.00000,1457.00000,2045.00000,205.00000,3578.00000,,,
1999,Owner,2707,2365.24452,2316.35692,2414.13211,1534.00000,2133.80027,2965.00000,184.00000,5111.50000,,,
1999,Tenant,4092,1637.05595,1610.88895,1663.22295,1023.00000,1534.00000,2045.00000,102.00000,3578.00000,,,
2000,Owner,5290,2396.53027,2359.98996,2433.07058,1534.00000,2147.00000,3017.00000,179.00000,5241.50000,,,
2000,Tenant,6735,1683.87071,1661.55243,1706.18899,1023.00000,1534.00000,2062.63370,0.00000,3622.08426,,,
2001,Owner,4897,2427.94058,2389.98666,2465.89449,1534.00000,2199.00000,3068.00000,256.00000,5369.00000,,,
2001,Tenant,6126,1714.48559,1690.68111,1738.29008,1074.00000,1534.00000,2147.00000,28.00000,3756.50000,,,
2002,Owner,5462,2492.70297,2439.59556,2545.81038,1500.00000,2200.00000,3000.00000,10.00000,5250.00000,,,
2002,Tenant,6075,1732.99664,1707.88365,1758.10964,1075.00000,1521.64325,2200.00000,160.00000,3887.50000,,,
2003,Owner,5288,2575.13420,2522.54321,2627.72519,1600.00000,2300.00000,3000.00000,0.00000,5100.00000,,,
2003,Tenant,5849,1749.45069,1724.01120,1774.89019,1050.00000,1528.92603,2200.00000,0.00000,3925.00000,,,
2004,Owner,5224,2585.92694,2525.69069,2646.16319,1600.00000,2300.00000,3000.00000,0.00000,5100.00000,,,
2004,Tenant,5712,1775.03032,1748.24980,1801.81083,1091.22512,1600.00000,2200.00000,0.00000,3863.16233,,,
2005,No answer / don't know,,,,,,,,,,,,
2005,Owner,5069,2556.14852,2511.52997,2600.76707,1550.00000,2300.00000,3000.00000,0.00000,5175.00000,,,
2005,Tenant,5555,1806.99593,1778.36767,1835.62419,1100.00000,1600.00000,2200.00000,0.00000,3850.00000,,,
2006,No answer / don't know,,,,,,,,,,,,
2006,Owner,5534,2595.69165,2549.64329,2641.74002,1510.15015,2300.00000,3100.00000,0.00000,5484.77477,,,
2006,Tenant,5932,1775.43809,1747.18819,1803.68799,1050.00000,1532.59503,2200.00000,0.00000,3925.00000,,,
2007,Owner,5276,2645.95965,2597.78975,2694.12954,1600.00000,2331.51747,3200.00000,0.00000,5600.00000,,,
2007,Tenant,5595,1818.94913,1785.76178,1852.13647,1066.18829,1600.00000,2300.00000,100.00000,4150.71756,,,
2008,Owner,5044,2681.55835,2622.13393,2740.98278,1600.00000,2400.00000,3300.00000,240.00000,5850.00000,,,
2008,Tenant,5189,1834.93986,1801.31234,1868.56739,1100.00000,1600.00000,2300.00000,0.00000,4100.00000,,,
2009,Owner,4762,2711.22996,2663.86373,2758.59619,1650.00000,2400.00000,3400.00000,0.00000,6025.00000,,,
2009,Tenant,4922,1881.42161,1848.11584,1914.72739,1100.00000,1600.00000,2400.00000,150.00000,4350.00000,,,
2010,Owner,5865,2819.95133,2773.49840,2866.40426,1700.00000,2500.00000,3500.00000,0.00000,6200.00000,,,
2010,Tenant,7130,1910.39440,1881.67462,1939.11417,1100.00000,1636.28587,2400.00000,0.00000,4350.00000,,,
2011,Owner,7297,2857.40961,2814.03890,2900.78033,1700.00000,2500.00000,3500.00000,80.00000,6200.00000,,,
2011,Tenant,8562,1936.84867,1909.30654,1964.39081,1100.00000,1650.00000,2450.00000,40.00000,4475.00000,,,
2012,Owner,7161,2943.62032,2889.24841,2997.99222,1800.00000,2500.00000,3700.00000,100.00000,6550.00000,,,
2012,Tenant,8417,1986.69804,1958.59200,2014.80408,1145.21206,1700.00000,2500.00000,0.00000,4532.18190,,,
2013,Owner,7288,2999.91184,2950.72119,3049.10249,1800.00000,2600.00000,3700.00000,300.00000,6550.00000,,,
2013,Tenant,9738,2004.06903,1977.96024,2030.17782,1148.57509,1700.00000,2500.00000,0.00000,4527.13737,,,
2014,Owner,6686,3090.81196,3038.56468,3143.05923,1800.00000,2700.00000,3850.00000,158.00000,6925.00000,,,
2014,Tenant,8467,2064.50892,2035.45456,2093.56327,1200.00000,1800.00000,2600.00000,200.00000,4700.00000,,,
2015,Owner,6350,3137.54418,3090.82560,3184.26276,1900.00000,2800.00000,4000.00000,220.00000,7150.00000,,,
2015,Tenant,8647,2119.72204,2087.27370,2152.17037,1200.00000,1800.00000,2600.00000,0.00000,4700.00000,,,
2016,Not included in this version of the questionnaire,1969,893.73766,869.27875,918.19658,404.00000,800.00000,1200.00000,0.00000,2394.00000,,,
2016,No answer / don't know,,,,,,,,,,,,
2016,Owner,5958,3203.97711,3152.99074,3254.96347,1900.00000,2800.00000,4000.00000,0.00000,7150.00000,,,
2016,Tenant,7720,2195.67879,2159.98930,2231.36828,1200.00000,1860.00000,2794.00000,0.00000,5185.00000,,,
2017,Not included in this version of the questionnaire,750,1012.28900,969.02400,1055.55400,409.00000,900.00000,1400.00000,250.00000,2886.50000,,,
2017,Owner,6691,3440.23621,3159.66800,3720.80442,2000.00000,3000.00000,4000.00000,340.00000,7000.00000,,,
