year,hhtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Single-person household,Owner,235,852.9500960392907,792.7233283824804,912.2661211640594,511.0,716.122309897768,1023.0,86.0,1791.0,716.0,614.0,803.375
1984,Single-person household,Tenant,974,763.6234176019038,731.7372844386387,790.2127263922305,501.0,716.0,920.0,0.0,1548.5,716.0,701.0,767.0
1984,Couple without children,Owner,459,1502.7084692244691,1301.9586881768676,1647.41087728678,920.0,1278.0,1738.0,409.0,2965.0,1278.0,1278.0,1380.0
1984,Couple without children,Tenant,811,1355.653539567496,1290.4884950812784,1411.6020888699773,920.0,1227.0,1534.0,184.0,2455.0,1227.0,1176.0,1278.0
1984,Single parent,Owner,82,1475.2712130142402,1122.507054409595,1794.1089312564009,759.6014002212723,1125.0,1534.0,256.0,2695.5978996680915,1125.0,972.0,1227.0
1984,Single parent,Tenant,228,943.3267697856623,879.8547266443074,1003.2855034236258,639.0,869.0,1175.2781068597308,205.0,1979.6952671493268,869.0,767.0,920.0
1984,Couple with children,Owner,950,1826.0267349226701,1726.067420819124,1894.6597283747076,1278.0,1636.0,2045.0,205.0,3195.5,1636.0,1585.0,1687.0
1984,Couple with children,Tenant,1547,1484.7983773900128,1441.9128350125593,1523.796665398409,1023.0,1380.0,1790.0,8.0,2940.5,1380.0,1328.0,1431.0
1984,Multi-generational household,Owner,66,1812.1034509667268,1589.0870845027828,2019.5039435847239,1205.0102330101643,1764.3829915971025,2162.9988625458886,239.0,3599.981806849475,1764.0,1685.0999999999995,1994.0
1984,Multi-generational household,Tenant,56,1228.436535766246,995.940980185577,1397.508679871983,885.3938762908625,1023.0,1534.0,360.0,2506.909185563706,1023.0,625.0,1126.0
1984,Other Combinations,Owner,47,1459.7459356535553,1215.6003177590562,1652.0358490238202,906.8271107449926,1389.3202817701551,1904.697304856986,102.0,3401.502596024976,1380.0,1226.0,1709.7
1984,Other Combinations,Tenant,77,1672.7117870506752,1120.8566125624316,2017.2253940628207,971.0,1329.0,1790.0,153.0,3018.5,1329.0,1124.0,1533.0
1985,Single-person household,Owner,202,857.2224165351312,780.9820450219169,920.2614472090434,511.0,764.6634189576769,1023.0,87.0,1791.0,767.0,690.0,869.0
1985,Single-person household,Tenant,867,766.7253849220264,738.8813559809822,794.4033989651082,511.0,716.0,920.0,0.0,1533.5,716.0,716.0,762.125
1985,Couple without children,Owner,420,1459.9124810417065,1386.230720576642,1531.629743775282,971.0,1278.0,1790.0,322.0,3018.5,1278.0,1176.0,1329.0
1985,Couple without children,Tenant,719,1339.0588067966476,1301.335506126898,1382.6729749303995,971.0,1278.0,1636.0,243.0,2633.5,1278.0,1227.0,1329.625
1985,Single parent,Owner,83,1381.461715464315,1242.3830277974855,1524.2736326271581,923.6937409625749,1329.0,1730.3100739182594,307.0,2940.234573351786,1329.0,1124.0,1431.0
1985,Single parent,Tenant,203,962.7192294845801,885.4763313798005,1042.7694563965429,614.0,920.0,1227.0,49.0,2146.5,920.0,817.0,1022.0
1985,Couple with children,Owner,923,1857.7207682030355,1795.5413425730108,1904.6672377143677,1278.0,1687.0,2199.0,0.0,3580.5,1687.0,1584.0,1738.0
1985,Couple with children,Tenant,1327,1528.013573046443,1483.802498922793,1570.1231631066046,1125.0,1432.0,1790.0,127.5,2787.5,1432.0,1390.75,1484.0
1985,Multi-generational household,Owner,61,2360.793040045088,1206.8333768586995,3065.2878587309447,1187.3916684580288,1779.2197661319278,2301.0,189.0,3971.412497312957,1790.0,1662.6,2148.0
1985,Multi-generational household,Tenant,46,1235.7389276905897,934.8767148867742,1429.0867046740204,762.8740013029856,1152.297752859386,1447.8738965726745,446.0,2475.373739477208,1176.0,1021.0,1534.0
1985,Other Combinations,Owner,45,1610.6164188854525,1328.4361795624593,1841.665115028825,1023.0,1534.0,2045.0,409.0,3578.0,1534.0,1278.0,1790.0
