year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,5532,1286.388992902877,1248.6835605127997,1319.1760936617472,767.0,1078.0,1576.8878819259287,0.0,2791.719704814822,1078.0,1031.0,1082.275
1985,West,4969,1288.3767674941514,1259.9242970412236,1310.2387715973787,767.0,1125.0,1636.0,0.0,2939.5,1125.0,1093.75,1151.0
1986,West,4776,1358.795351179727,1308.4098907247383,1402.4688452811108,795.8694863872986,1176.0,1698.7002027161232,0.0,3052.9462772093602,1176.0,1149.75,1227.0
1987,West,4745,1393.2008086293188,1360.1203641942325,1420.6442749911616,818.0,1227.0,1790.0,0.0,3248.0,1227.0,1176.0,1278.0
1988,West,4565,1430.9160501715542,1395.750014099496,1463.6327915576699,867.6303938784425,1278.0,1790.0,0.0,3173.5544091823363,1278.0,1278.0,1329.0
1989,West,4453,1489.272622545048,1458.760735178553,1521.3835850192468,895.0,1329.0,1892.0,0.0,3387.5,1329.0,1303.0,1380.0
1990,West,4398,1580.2034630902212,1548.727584820722,1614.8203169352278,946.0,1384.0,2045.0,0.0,3693.5,1384.0,1336.0,1388.0
1990,East,2127,752.818720990343,732.4601199887074,772.2713921252935,460.0,741.0,1023.0,153.0,1867.5,741.0,715.0,766.0
1991,West,4423,1646.732581649642,1615.9658635174317,1675.59614458469,973.0,1500.8269039196218,2045.0,182.0,3653.0,1501.0,1468.0,1570.0
1991,East,1956,911.1012285954262,886.0413606323859,937.964010208766,511.0,869.0,1176.0,102.0,2173.5,869.0,869.0,920.0
1992,West,4471,1713.1701378077385,1678.7823321868468,1747.0382625214188,1023.0,1534.0,2199.0,0.0,3963.0,1534.0,1534.0,1534.0
1992,East,1901,1100.7291223862062,1071.0266895227605,1127.1577246428035,665.0,1023.0,1432.0,179.0,2582.5,1023.0,1023.0,1023.0
1993,West,4467,1803.51953191988,1761.7438781107082,1849.8820060583014,1023.0,1585.0,2301.0,26.0,4218.0,1585.0,1534.0,1636.0
1993,East,1834,1298.9062200113135,1260.3559877383002,1333.7817094503555,767.0,1227.0,1636.0,184.0,2939.5,1227.0,1187.95,1329.0
1994,West,4438,1825.6082866669703,1784.7286745169952,1861.2477644323058,1074.0,1636.0,2301.0,153.0,4141.5,1636.0,1604.875,1713.5
1994,East,1803,1419.2331532793858,1381.4607776841854,1455.0519564668004,869.0,1278.0,1790.0,153.0,3171.5,1278.0,1227.0,1278.0
1995,West,4597,1909.907404482604,1857.2727905069032,1956.6605518322594,1125.0,1646.0,2403.0,205.0,4320.0,1646.0,1554.0,1656.075
1995,East,1763,1503.7324298233254,1454.7603393922054,1540.1940527460988,944.3638195586616,1380.0,1892.0,72.0,3313.4542706620077,1380.0,1328.0,1431.0
1996,West,4523,1914.4323845333358,1872.0922954186992,1951.0876512078148,1125.0,1687.0,2454.0,179.0,4447.5,1687.0,1636.0,1738.0
1996,East,1780,1562.8692750055352,1516.0862489730705,1602.9344373501788,1023.0,1458.7271287383753,1994.0,205.0,3450.5,1457.0,1380.0,1511.175
1997,West,4513,1931.7772490342104,1897.5990688433205,1972.5572766981816,1176.0,1738.0,2505.0,153.0,4498.5,1738.0,1686.0,1789.05
1997,East,1768,1585.1663213998988,1537.2296238456183,1631.492492546322,1023.0,1534.0,2045.0,256.0,3578.0,1534.0,1534.0,1636.0
