year,quintil_oecd_hh,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,,Owner,943,1096.1766688848184,1078.4777710538779,1113.8755667157589,716.0,1023.0,1380.0,86.0,2376.0,1023.0,1023.0,1023.0
1984,,Tenant,2399,894.7384000095477,881.3343593935808,908.1424406255146,562.0,818.0,1074.0,0.0,1842.0,818.0,818.0,869.0
1984,,Owner,504,1692.3270087546618,1653.3526215180248,1731.301395991299,1278.0,1534.0,2045.0,256.0,3195.5,1534.0,1432.0,1534.0
1984,,Tenant,885,1357.8797516732795,1337.7207529485736,1378.0387503979855,962.5363804897268,1278.0,1585.0,28.840951224316882,2518.69542926541,1278.0,1227.0,1329.0
1984,,Owner,241,2135.4000765553787,2009.4927773280492,2261.3073757827083,1517.9784385261212,1943.0,2556.0,256.0,4113.032342210818,1943.0,1841.0,2096.0
1984,,Tenant,291,1726.5616237583663,1689.3179115621074,1763.8053359546252,1278.0,1636.0,2045.0,760.0,3195.5,1636.0,1482.0,1738.0
1984,,Owner,111,2849.549795292364,2481.639237230257,3217.4603533544705,1790.0,2301.0,2863.6083480822326,920.0,4474.020870205582,2301.0,2046.0,2455.075
1984,,Tenant,91,2017.819531750779,1949.7811676147803,2085.857895886778,1534.0,2045.0,2454.0,614.0,3834.0,2045.0,1923.0,2300.0
1984,,Owner,40,2698.367365127047,2447.030328261562,2949.704401992532,1278.0,2540.5321406869707,3599.8662340629867,256.0,7082.665585157467,2556.0,1686.0,3476.0
1984,,Tenant,,,,,,,,,,,,
1985,,Owner,791,1135.492106729041,1095.9302239733427,1175.0539894847395,716.0,1023.0,1432.0,87.0,2506.0,1023.0,972.0,1023.0
1985,,Tenant,2055,867.6539461353807,856.9132663140242,878.3946259567372,562.0,767.0,1074.0,0.0,1842.0,767.0,716.0,767.0
