year,bula_h,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,West,188,1220.45896,1101.01718,1301.34287,818.00000,1074.00000,1534.00000,0.00000,2608.00000,1074.00000,921.00000,1125.02500
1984,Hamburg,West,162,1161.31712,1077.00367,1236.42838,742.47628,1023.00000,1432.00000,319.00000,2466.28559,1023.00000,870.00000,1075.00000
1984,Lower Saxony,West,544,1333.86187,1209.34688,1449.73694,767.00000,1125.00000,1636.00000,123.00000,2939.50000,1125.00000,1023.00000,1227.00000
1984,Bremen,West,68,908.82971,779.02374,1038.20714,562.27936,818.00000,1023.00000,179.00000,1714.08096,818.00000,714.72500,971.00000
1984,North Rhine-Westphalia,West,1503,1247.76837,1212.11643,1290.58208,767.00000,1058.99788,1534.00000,87.00000,2684.50000,1059.00000,993.00000,1095.00000
1984,Hesse,West,565,1338.72541,1246.59889,1444.21199,767.00000,1125.00000,1763.13896,122.00000,3257.34741,1125.00000,972.00000,1227.00000
1984,"Rhineland-Palatinate, Saarland",West,378,1180.96499,1110.34775,1253.85253,665.00000,1023.00000,1534.00000,205.00000,2837.50000,1023.00000,972.00000,1095.77500
1984,Baden-Wuerttemberg,West,997,1385.98286,1194.65268,1512.26218,818.00000,1150.00000,1611.00000,26.00000,2800.50000,1150.00000,1073.00000,1226.00000
1984,Bavaria,West,916,1308.32603,1247.99309,1363.31385,815.38932,1176.00000,1636.00000,8.00000,2866.91602,1176.00000,1074.00000,1253.00000
1984,Berlin,West,211,1344.26021,1232.55509,1447.27928,818.00000,1125.00000,1790.00000,307.00000,3248.00000,1125.00000,970.72500,1227.00000
1985,Schleswig-Holstein,West,170,1274.38977,1092.77259,1439.22970,716.00000,1023.00000,1483.00000,0.00000,2633.50000,1023.00000,819.00000,1024.30000
1985,Hamburg,West,152,1150.09548,1056.62141,1248.71258,716.00000,1023.00000,1534.00000,0.00000,2761.00000,1023.00000,870.00000,1126.00000
1985,Lower Saxony,West,504,1274.11554,1218.67363,1344.64760,741.00000,1125.00000,1600.81521,230.00000,2890.53801,1125.00000,1042.50000,1227.00000
1985,Bremen,West,59,892.51525,786.01124,998.07021,574.30641,843.51948,1023.00000,102.00000,1696.04039,857.00000,794.00000,999.27500
1985,North Rhine-Westphalia,West,1344,1270.58194,1221.01405,1305.70606,760.48877,1099.00000,1636.00000,0.00000,2949.26685,1099.00000,1047.35000,1175.00000
1985,Hesse,West,514,1305.32935,1230.05892,1373.78989,767.00000,1125.00000,1636.00000,153.00000,2939.50000,1125.00000,972.00000,1176.00000
1985,"Rhineland-Palatinate, Saarland",West,332,1214.54658,1129.42520,1290.60716,741.00000,1071.50300,1534.00000,102.00000,2723.50000,1074.00000,1022.55000,1177.00000
1985,Baden-Wuerttemberg,West,893,1318.56758,1258.32081,1372.10897,767.00000,1176.00000,1687.00000,87.00000,3067.00000,1176.00000,1074.00000,1227.00000
1985,Bavaria,West,808,1365.26192,1278.56968,1443.27810,818.00000,1227.00000,1713.30805,0.00000,3056.27012,1227.00000,1176.00000,1329.00000
1985,Berlin,West,193,1368.55685,1264.64436,1493.69134,818.00000,1125.00000,1790.00000,324.00000,3248.00000,1125.00000,1023.00000,1227.00000
1986,Schleswig-Holstein,West,152,1281.97606,1169.24402,1384.62931,794.73960,1121.76198,1534.00000,256.00000,2642.89060,1125.00000,972.00000,1227.00000
1986,Hamburg,West,141,1170.72935,1067.58181,1266.60098,716.00000,1023.00000,1526.76467,189.00000,2742.91167,1023.00000,971.37500,1126.00000
1986,Lower Saxony,West,487,1310.93484,1251.87437,1368.04019,774.26775,1125.00000,1687.00000,0.00000,3056.09838,1125.00000,1023.00000,1227.00000
1986,Bremen,West,56,1008.62637,862.85759,1119.81229,629.64537,880.78216,1290.45411,358.00000,2281.66722,879.00000,735.00000,1043.27500
1986,North Rhine-Westphalia,West,1277,1354.40206,1239.57618,1439.37533,767.00000,1125.00000,1687.00000,0.00000,3067.00000,1125.00000,1074.00000,1176.00000
1986,Hesse,West,484,1373.25648,1295.63288,1445.16358,844.00000,1269.74224,1826.29874,68.00000,3299.74684,1278.00000,1227.00000,1431.00000
1986,"Rhineland-Palatinate, Saarland",West,338,1331.04826,1223.43783,1430.64525,818.00000,1125.00000,1667.68367,205.00000,2942.20918,1125.00000,1023.00000,1227.00000
1986,Baden-Wuerttemberg,West,866,1494.79897,1309.88297,1613.14209,869.00000,1278.00000,1790.00000,0.00000,3171.50000,1278.00000,1181.00000,1329.00000
1986,Bavaria,West,784,1367.59529,1280.09211,1432.35729,818.00000,1227.00000,1738.00000,153.00000,3118.00000,1227.00000,1175.85000,1278.30000
1986,Berlin,West,191,1345.44073,1244.80382,1434.98107,869.00000,1176.28186,1790.00000,205.00000,3171.50000,1176.00000,1074.00000,1278.00000
1987,Schleswig-Holstein,West,154,1316.38988,1230.24111,1442.91826,800.09626,1278.00000,1636.00000,102.00000,2889.85561,1278.00000,1176.00000,1533.00000
1987,Hamburg,West,123,1258.33931,1129.73912,1379.77389,767.00000,1023.00000,1534.00000,256.00000,2684.50000,1023.00000,854.10000,1126.00000
1987,Lower Saxony,West,486,1402.42692,1313.45225,1493.58228,818.00000,1176.00000,1790.00000,179.00000,3248.00000,1176.00000,1074.00000,1227.65000
1987,Bremen,West,55,1314.47181,526.40807,1730.57792,665.00000,926.61047,1262.26594,371.00000,2158.16485,931.00000,839.00000,1095.45000
1987,North Rhine-Westphalia,West,1277,1333.94571,1284.51326,1379.96963,773.69718,1176.00000,1738.00000,0.00000,3184.45422,1176.00000,1074.00000,1227.00000
1987,Hesse,West,477,1457.47755,1352.68786,1544.61863,856.51770,1278.00000,1841.55979,0.00000,3319.12292,1278.00000,1225.85000,1380.00000
1987,"Rhineland-Palatinate, Saarland",West,338,1287.20939,1201.84629,1364.31087,772.18629,1125.00000,1585.00000,307.00000,2804.22057,1125.00000,972.00000,1227.00000
1987,Baden-Wuerttemberg,West,855,1471.04809,1398.95095,1546.78259,902.18891,1321.96189,1841.00000,89.00000,3249.21664,1329.00000,1278.00000,1431.00000
