year,bula_h,quintil_oecd_hh,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,1st Quintile,,,,,,,,,,,,
1984,Schleswig-Holstein,2nd Quintile,41,970.77025,868.23540,1073.30510,694.22576,900.89964,1227.00000,562.00000,1866.00000,895.00000,754.00000,1023.00000
1984,Schleswig-Holstein,3rd Quintile,40,1160.88153,1016.96288,1304.80018,792.10372,1111.53535,1281.17968,614.00000,2014.79361,1125.00000,920.00000,1232.00000
1984,Schleswig-Holstein,4th Quintile,39,1315.15378,1152.00163,1478.30592,953.92292,1184.47532,1495.04016,665.00000,2306.71603,1227.00000,1023.00000,1294.00000
1984,Schleswig-Holstein,5th Quintile,40,1746.00654,1537.11559,1954.89748,1236.08877,1730.33068,2210.37423,562.00000,3323.00000,1699.00000,1432.00000,1943.00000
1984,Hamburg,1st Quintile,,,,,,,,,,,,
1984,Hamburg,2nd Quintile,34,832.47657,723.84903,941.10410,615.98699,686.53913,1023.00000,409.00000,1633.51952,675.00000,639.00000,971.00000
1984,Hamburg,3rd Quintile,34,1031.73377,890.63101,1172.83654,737.18245,1023.00000,1217.88723,511.00000,1938.94439,1023.00000,767.00000,1150.00000
1984,Hamburg,4th Quintile,33,1344.82783,1180.22449,1509.43117,924.68598,1339.92525,1534.00000,793.00000,2447.97103,1380.00000,1023.00000,1433.02500
1984,Hamburg,5th Quintile,38,1681.09058,1482.66604,1879.51511,1231.03299,1534.00000,1990.51511,869.00000,3129.73830,1534.00000,1278.00000,1739.30000
1984,Lower Saxony,1st Quintile,132,723.86456,651.47365,796.25547,460.00000,665.00000,920.00000,123.00000,1610.00000,665.00000,511.00000,735.00000
1984,Lower Saxony,2nd Quintile,104,977.30892,901.32407,1053.29378,617.66943,920.00000,1232.54433,404.00000,2096.00000,920.00000,816.00000,1023.00000
1984,Lower Saxony,3rd Quintile,101,1447.07650,1152.22262,1741.93037,914.32203,1278.00000,1588.75598,614.00000,2600.40690,1278.00000,1125.00000,1329.00000
1984,Lower Saxony,4th Quintile,118,1492.87730,1393.73143,1592.02317,1023.00000,1432.00000,1892.00000,307.00000,3068.00000,1432.00000,1328.37500,1534.00000
1984,Lower Saxony,5th Quintile,86,2366.91277,1648.18702,3085.63853,1534.00000,1943.00000,2401.12932,256.00000,3701.82330,1943.00000,1790.00000,2045.00000
1984,Bremen,1st Quintile,,,,,,,,,,,,
1984,Bremen,2nd Quintile,,,,,,,,,,,,
1984,Bremen,3rd Quintile,,,,,,,,,,,,
1984,Bremen,4th Quintile,,,,,,,,,,,,
1984,Bremen,5th Quintile,,,,,,,,,,,,
1984,North Rhine-Westphalia,1st Quintile,368,691.88711,650.18222,733.59200,409.00000,566.80185,920.00000,87.00000,1686.50000,562.00000,516.90000,665.00000
1984,North Rhine-Westphalia,2nd Quintile,306,971.48776,924.51682,1018.45870,661.71799,920.00000,1227.00000,169.00000,2074.92301,920.00000,869.00000,971.00000
1984,North Rhine-Westphalia,3rd Quintile,286,1214.04223,1161.24583,1266.83864,869.00000,1125.00000,1534.00000,501.00000,2531.50000,1125.00000,1073.92500,1202.00000
1984,North Rhine-Westphalia,4th Quintile,283,1473.05359,1372.49130,1573.61588,1023.00000,1380.00000,1748.89706,256.00000,2837.74265,1380.00000,1278.00000,1432.00000
1984,North Rhine-Westphalia,5th Quintile,255,2026.80520,1904.39535,2149.21505,1396.10463,1841.00000,2352.00000,460.00000,3785.84305,1841.00000,1764.00000,2045.00000
1984,Hesse,1st Quintile,125,612.70665,556.97203,668.44127,409.00000,511.00000,767.00000,122.00000,1304.00000,511.00000,491.00000,665.00000
1984,Hesse,2nd Quintile,110,1093.38955,790.03759,1396.74151,668.79683,920.00000,1125.00000,307.00000,1809.30475,920.00000,818.00000,972.30000
1984,Hesse,3rd Quintile,96,1256.42777,1146.34353,1366.51201,946.83540,1182.01858,1534.00000,378.00000,2414.74690,1179.00000,1063.00000,1278.00000
1984,Hesse,4th Quintile,115,1756.28345,1536.99123,1975.57568,1033.53611,1581.81842,2045.00000,588.00000,3562.19584,1585.00000,1430.70000,1790.00000
1984,Hesse,5th Quintile,116,1858.11171,1723.99788,1992.22554,1329.00000,1797.82597,2301.00000,230.00000,3759.00000,1790.00000,1636.00000,2045.00000
1984,"Rhineland-Palatinate, Saarland",1st Quintile,82,667.82258,606.65487,728.99029,433.61135,571.30002,857.62817,244.00000,1432.00000,574.00000,511.00000,716.00000
1984,"Rhineland-Palatinate, Saarland",2nd Quintile,95,892.38531,822.36212,962.40851,614.00000,858.48081,1055.44572,205.00000,1717.61429,859.00000,767.00000,920.00000
1984,"Rhineland-Palatinate, Saarland",3rd Quintile,82,1269.38646,1146.69955,1392.07336,818.00000,1246.34617,1534.00000,399.00000,2608.00000,1227.00000,1023.00000,1309.00000
1984,"Rhineland-Palatinate, Saarland",4th Quintile,70,1416.24924,1296.55599,1535.94248,1023.00000,1334.56431,1738.00000,511.00000,2810.50000,1329.00000,1278.00000,1534.00000
1984,"Rhineland-Palatinate, Saarland",5th Quintile,49,2208.96900,1911.08477,2506.85324,1464.93624,2045.00000,2621.82118,1023.00000,4357.14859,2045.00000,1633.45000,2556.00000
1984,Baden-Wuerttemberg,1st Quintile,182,724.90370,584.28276,865.52465,404.26261,511.47296,920.00000,86.00000,1693.60609,512.00000,486.00000,562.00000
1984,Baden-Wuerttemberg,2nd Quintile,204,1050.95461,995.66867,1106.24055,741.00000,1023.00000,1278.00000,215.00000,2083.50000,1023.00000,1001.62500,1074.00000
1984,Baden-Wuerttemberg,3rd Quintile,222,1217.80094,1152.06021,1283.54166,818.00000,1125.00000,1534.00000,511.00000,2608.00000,1125.00000,1023.00000,1227.00000
1984,Baden-Wuerttemberg,4th Quintile,211,1609.77990,1456.06845,1763.49135,1023.00000,1483.00000,1892.00000,358.00000,3195.50000,1483.00000,1329.00000,1534.00000
1984,Baden-Wuerttemberg,5th Quintile,177,2266.71482,1707.34641,2826.08322,1278.00000,1636.00000,2454.00000,614.00000,4218.00000,1636.00000,1534.00000,1892.00000
1984,Bavaria,1st Quintile,162,683.98321,628.22885,739.73757,416.62929,614.00000,920.00000,77.00000,1675.05607,614.00000,511.00000,716.00000
1984,Bavaria,2nd Quintile,191,1116.71797,993.82290,1239.61304,716.00000,1023.00000,1278.00000,205.00000,2121.00000,1023.00000,920.00000,1023.00000
1984,Bavaria,3rd Quintile,195,1245.99088,1182.25359,1309.72817,851.98019,1176.00000,1534.00000,511.00000,2557.02972,1176.00000,1073.35000,1278.00000
