year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,3961,1301.1832501791766,1271.683180122469,1330.6833202358844,767.0,1125.0,1636.0,0.0,2939.5,1125.0,1094.0,1140.275
1985,Rural regions,1008,1245.6384959631625,1203.3156967075026,1287.9612952188224,721.8229210899643,1125.0,1585.0,205.0,2879.7656183650533,1125.0,1073.35,1202.0
1986,Urban regions,3805,1365.3333912879102,1327.919104511979,1402.7476780638415,818.0,1176.0,1738.0,0.0,3118.0,1176.0,1125.0,1227.0
1986,Rural regions,971,1336.8080459340788,1229.1559470569664,1444.4601448111912,767.0,1138.2439963327367,1636.0,68.0,2939.5,1138.0,1049.0,1228.0
1987,Urban regions,3790,1398.2390283584316,1362.4171463831476,1434.0609103337156,818.0,1227.0,1790.0,0.0,3248.0,1227.0,1176.0,1278.0
1987,Rural regions,955,1375.6040132051119,1321.7334540377906,1429.4745723724332,793.0,1278.0,1790.0,51.0,3285.5,1278.0,1278.0,1380.0
1988,Urban regions,3658,1443.6157534563301,1405.3664883298113,1481.865018582849,869.0,1278.0,1790.0,0.0,3171.5,1278.0,1278.0,1329.0
1988,Rural regions,907,1386.3587469295117,1334.7041616477547,1438.0133322112686,818.0,1278.0,1790.0,51.0,3248.0,1278.0,1227.0,1354.0
1989,Urban regions,3576,1498.4985528673037,1465.0100930617816,1531.9870126728258,920.0,1329.0,1921.4372511554798,102.0,3423.593127888699,1329.0,1303.0,1380.0
1989,Rural regions,877,1456.3305505511507,1388.6526411482562,1524.0084599540453,849.6617108187904,1308.1321000911119,1790.0,0.0,3200.5074337718142,1307.0,1234.0,1361.5
1990,Urban regions,4249,1513.2306666033082,1479.6471917371048,1546.8141414695117,869.0,1313.578623042421,1943.0,0.0,3554.0,1314.0,1273.0,1350.0
1990,Rural regions,2232,1196.638339069102,1161.8301185688047,1231.4465595693991,665.0,1023.0,1534.0,87.0,2837.5,1023.0,1023.0,1075.0
1991,Urban regions,4176,1596.192277863981,1567.3343696724965,1625.0501860554655,920.0,1432.0,2045.0,102.0,3732.5,1432.0,1431.95,1484.125
1991,Rural regions,2157,1293.8481170173645,1261.0376640848863,1326.6585699498428,767.0,1095.787451970215,1687.0,102.0,3067.0,1099.0,1042.475,1150.4
1992,Urban regions,4206,1674.6285658456231,1645.057645771716,1704.1994859195304,1023.0,1524.0889525059888,2147.0,0.0,3833.0,1524.0,1514.0,1616.0
1992,Rural regions,2108,1411.215994197962,1375.2518944952542,1447.1800939006696,818.0,1274.0704304958172,1790.0,128.0,3248.0,1273.0,1268.0,1319.0
1993,Urban regions,4187,1779.7683313974535,1748.3334195216707,1811.2032432732362,1023.0,1534.0,2301.0,153.0,4218.0,1534.0,1483.0,1534.0
1993,Rural regions,2114,1537.2200231301176,1494.7723762660337,1579.6676699942016,895.0,1329.0,2020.0,26.0,3707.5,1329.0,1278.0,1380.0
1994,Urban regions,4136,1812.868765729912,1780.0786107527242,1845.6589207070997,1074.0,1585.0,2301.0,153.0,4141.5,1585.0,1534.0,1636.0
1994,Rural regions,2105,1601.2410411694175,1561.423989407778,1641.058092931057,971.0,1432.0,2045.0,153.0,3656.0,1432.0,1330.0,1484.0
1995,Urban regions,4218,1867.3551475933461,1831.5553953521953,1903.154899834497,1125.0,1636.0,2301.0,205.0,4065.0,1636.0,1626.0,1738.0
1995,Rural regions,2142,1754.7510314536553,1700.139813219311,1809.3622496879996,1023.0,1534.0,2147.0,72.0,3833.0,1534.0,1483.0,1534.0
1996,Urban regions,4162,1890.993388312824,1857.0637065080393,1924.9230701176086,1125.0,1656.9421285551218,2352.0,220.0,4192.5,1657.0,1590.875,1703.0
1996,Rural regions,2141,1750.2793387443733,1702.307412599317,1798.2512648894294,1023.0,1534.0,2250.0,179.0,4090.5,1534.0,1483.0,1534.0
1997,Urban regions,4146,1914.3352712310764,1881.4665314037718,1947.204011058381,1176.0,1706.2512907394569,2454.0,245.0,4371.0,1707.0,1649.35,1778.0
1997,Rural regions,2134,1755.0805554776712,1711.4606629442355,1798.7004480111068,1023.0,1534.0,2199.0,153.0,3963.0,1534.0,1432.0,1534.0
1998,Urban regions,4624,1918.203561016619,1886.7381680043839,1949.6689540288542,1176.0,1687.0,2454.0,205.0,4371.0,1687.0,1636.0,1738.0
1998,Rural regions,2373,1771.280844444603,1732.5556115669601,1810.0060773222458,1074.0,1534.0,2224.0,179.0,3949.0,1534.0,1432.0,1534.0
1999,Urban regions,4477,1985.1347478913713,1951.587372279856,2018.6821235028865,1227.0,1790.0,2556.0,233.0,4549.5,1790.0,1790.0,1842.0
1999,Rural regions,2322,1825.150807111251,1782.6326119567793,1867.6690022657226,1074.0,1636.0,2301.0,102.0,4141.5,1636.0,1534.0,1707.15
2000,Urban regions,7988,2038.0887525623866,2011.2075086714717,2064.9699964533015,1227.0,1790.0,2556.0,97.0,4549.5,1790.0,1790.0,1790.0
2000,Rural regions,4037,1831.9374698800873,1799.4948814818583,1864.3800582783163,1074.0,1636.0,2301.0,0.0,4141.5,1636.0,1610.0,1713.25
2001,Urban regions,7314,2068.6442786196303,2040.4594079586136,2096.829149280647,1278.0,1790.0,2556.0,217.0,4473.0,1790.0,1739.0,1790.0
2001,Rural regions,3709,1880.1466902666962,1845.3592042059272,1914.9341763274651,1130.2008270535348,1687.0,2352.0,28.0,4184.698759419698,1687.0,1584.0,1738.0
2002,Urban regions,7779,2116.5718821164673,2078.67500377927,2154.468760453665,1250.0,1830.0,2600.0,10.0,4625.0,1830.0,1760.0,1860.0
2002,Rural regions,3758,1899.0542546938652,1864.110462077907,1933.9980473098235,1135.0,1745.1202456473684,2500.0,160.0,4547.5,1745.0,1690.0,1790.0
2003,Urban regions,7495,2160.4918146654295,2122.585468294763,2198.398161036096,1250.0,1875.986551535491,2680.0,0.0,4825.0,1876.0,1852.0,1952.0
2003,Rural regions,3642,1943.705095833676,1907.8393671822796,1979.5708244850725,1172.6446318396095,1800.0,2500.0,194.0,4491.033052240586,1800.0,1800.0,1900.0
2004,Urban regions,7348,2175.0088679253718,2138.2542922739162,2211.7634435768273,1250.0,1900.0,2700.0,0.0,4875.0,1900.0,1899.95,1985.125
2004,Rural regions,3588,1971.4137441943028,1911.3581213743046,2031.469367014301,1197.8473135662348,1800.0,2500.0,70.0,4453.229029650648,1800.0,1800.0,1900.0
2005,Urban regions,7128,2176.8956117233406,2143.367305165114,2210.4239182815672,1300.0,1900.0,2700.0,150.0,4800.0,1900.0,1879.2499999999998,2000.0
2005,Rural regions,3497,1977.321170239287,1936.6913369582117,2017.9510035203625,1193.3739620623942,1764.8991159963418,2500.0,0.0,4459.939056906409,1764.0,1728.0,1828.0
2006,Urban regions,7607,2180.3136595219225,2146.4028324377687,2214.2244866060764,1258.119296619011,1889.950227120417,2700.0,0.0,4862.821055071483,1890.0,1880.0,1980.0
2006,Rural regions,3861,1949.0989853122867,1907.0326977188206,1991.1652729057528,1101.1689614142406,1700.0,2500.0,0.0,4598.24655787864,1700.0,1679.2499999999998,1800.0
2007,Urban regions,7189,2253.5862022025,2214.3396374747786,2292.832766930221,1300.0,1900.0,2800.0,0.0,5050.0,1900.0,1800.0,1950.0
2007,Rural regions,3682,1969.2561995003657,1931.0368821376587,2007.4755168630727,1130.0,1700.0,2500.0,100.0,4555.0,1700.0,1600.0,1750.0
2008,Urban regions,6763,2276.1619552690677,2238.072931740717,2314.250978797418,1300.0,1935.129584517471,2900.0,100.0,5300.0,1930.0,1860.0,1960.0
2008,Rural regions,3470,2027.5220161219715,1960.6656378752862,2094.378394368657,1137.4605182056466,1800.0,2600.0,0.0,4793.8092226915305,1800.0,1798.9999999999998,1900.0
2009,Urban regions,6349,2326.736283767976,2287.922545820999,2365.5500217149533,1300.0,2000.0,3000.0,154.0,5550.0,2000.0,2000.0,2050.0
2009,Rural regions,3335,2062.152400306787,2020.9785127317828,2103.3262878817914,1200.0,1800.0,2600.0,0.0,4700.0,1800.0,1700.0,1814.0
2010,Urban regions,8531,2404.771261446803,2368.731764420718,2440.8107584728878,1348.5748346295286,2000.0,3000.0,0.0,5477.137748055708,2000.0,2000.0,2000.0
2010,Rural regions,4464,2129.683466218567,2091.559459288806,2167.807473148328,1200.0,1866.0604917458827,2778.0463704336494,0.0,5145.115926084123,1865.0,1770.0,1930.0
2011,Urban regions,10213,2441.497592941929,2407.101118708499,2475.8940671753585,1304.8491056123748,2000.0,3000.0,40.0,5542.726341581438,2000.0,2000.0,2000.0
2011,Rural regions,5646,2161.524559588591,2125.979744981396,2197.0693741957857,1200.0,1900.0,2800.0,80.0,5200.0,1900.0,1800.0,2000.0
2012,Urban regions,9924,2508.5137766058097,2467.216835713733,2549.8107174978863,1400.0,2045.7184633510522,3157.4526960213593,0.0,5793.631740053399,2045.0,1990.0,2090.0
2012,Rural regions,5654,2218.1139211799405,2181.3742145180377,2254.8536278418433,1300.0,2000.0,2853.260714512294,100.0,5183.151786280734,2000.0,2000.0,2125.125
2013,Urban regions,11244,2551.1670119894147,2514.7893903476406,2587.544633631189,1400.0,2100.0,3200.0,0.0,5900.0,2100.0,2009.75,2190.225
2013,Rural regions,5782,2240.985317428386,2205.4385668187597,2276.5320680380128,1300.0,2000.0,2923.9476315401193,200.0,5359.869078850299,2000.0,2000.0,2055.125
2014,Urban regions,9910,2641.871726439519,2602.2123278211216,2681.5311250579166,1440.0,2200.0,3400.0,158.0,6340.0,2200.0,2159.95,2252.45
2014,Rural regions,5243,2277.7921356346583,2239.776666839056,2315.8076044302607,1300.0,2000.0,3000.0,200.0,5550.0,2000.0,2000.0,2100.0
