year,quintil_oecd_hh,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1993,4th Quintile,West,1055,1927.12169,1881.19845,1973.04494,1329.00000,1790.00000,2352.00000,358.00000,3886.50000,,,
1993,4th Quintile,East,194,1999.67787,1911.28688,2088.06886,1534.00000,1943.00000,2402.97559,460.00000,3706.43897,,,
1993,5th Quintile,West,984,2790.69041,2714.95040,2866.43043,2045.00000,2556.00000,3323.00000,435.00000,5240.00000,,,
1993,5th Quintile,East,63,2806.21410,2468.44855,3143.97966,1952.27675,2556.00000,3479.10205,389.00000,5769.33999,,,
1994,1st Quintile,West,756,912.47260,879.51069,945.43451,566.00598,799.02059,1130.00000,153.00000,1975.99103,,,
1994,1st Quintile,East,498,906.98504,873.05212,940.91796,614.00000,817.82168,1176.00000,153.00000,2019.00000,,,
1994,2nd Quintile,West,810,1367.34297,1330.43929,1404.24665,971.00000,1278.00000,1687.00000,317.00000,2761.00000,,,
1994,2nd Quintile,East,566,1316.01989,1278.77975,1353.26004,971.00000,1304.00000,1534.00000,295.00000,2378.50000,,,
1994,3rd Quintile,West,921,1628.32548,1583.73124,1672.91972,1074.00000,1534.00000,2045.00000,409.00000,3501.50000,,,
1994,3rd Quintile,East,401,1740.10892,1683.73317,1796.48468,1278.00000,1738.00000,2045.00000,358.00000,3195.50000,,,
1994,4th Quintile,West,973,1958.13528,1911.81818,2004.45238,1380.00000,1892.00000,2403.00000,153.00000,3937.50000,,,
1994,4th Quintile,East,228,1971.28063,1880.42187,2062.13939,1329.00000,2045.00000,2546.19999,447.00000,4346.00000,,,
1994,5th Quintile,West,974,2856.54918,2770.59761,2942.50075,2045.00000,2556.00000,3428.67490,256.00000,5504.18724,,,
1994,5th Quintile,East,110,2727.72888,2519.84525,2935.61252,2045.00000,2556.00000,3068.00000,920.00000,4602.50000,,,
1995,1st Quintile,West,879,1023.79964,987.78407,1059.81522,614.00000,920.00000,1278.00000,205.00000,2274.00000,,,
1995,1st Quintile,East,431,936.82772,896.92100,976.73443,639.00000,818.00000,1183.61927,72.00000,2000.54817,,,
1995,2nd Quintile,West,880,1403.90406,1362.93548,1444.87264,971.00000,1278.00000,1743.09303,319.00000,2901.23258,,,
1995,2nd Quintile,East,524,1328.77815,1289.94033,1367.61598,971.00000,1296.97940,1592.94013,205.00000,2525.85032,,,
1995,3rd Quintile,West,944,1826.57033,1727.67554,1925.46512,1151.27655,1545.63481,2045.00000,358.00000,3385.58518,,,
1995,3rd Quintile,East,407,1697.61986,1645.26162,1749.97809,1278.00000,1676.12818,2045.00000,460.00000,3195.50000,,,
1995,4th Quintile,West,946,2024.64674,1975.53085,2073.76263,1432.00000,1994.00000,2556.00000,511.00000,4242.00000,,,
1995,4th Quintile,East,276,2035.72766,1958.49769,2112.95764,1534.00000,2045.00000,2454.00000,460.00000,3834.00000,,,
1995,5th Quintile,West,945,2944.39639,2851.86991,3036.92287,2045.00000,2608.00000,3436.40264,511.00000,5523.50661,,,
1995,5th Quintile,East,125,2939.05088,2664.42003,3213.68172,2045.00000,2556.00000,3323.00000,256.00000,5240.00000,,,
1996,1st Quintile,West,910,1076.06451,1038.14003,1113.98898,639.00000,925.99394,1380.00000,179.00000,2491.50000,,,
1996,1st Quintile,East,424,978.73031,937.41654,1020.04408,675.36315,825.19785,1253.00000,205.00000,2119.45527,,,
1996,2nd Quintile,West,844,1458.98443,1400.75871,1517.21016,979.80067,1278.00000,1790.00000,307.00000,3005.29900,,,
1996,2nd Quintile,East,485,1435.29152,1393.85271,1476.73033,1060.24244,1432.00000,1687.00000,440.00000,2627.13634,,,
1996,3rd Quintile,West,909,1711.35548,1668.04616,1754.66479,1176.00000,1610.36070,2045.00000,417.00000,3348.50000,,,
1996,3rd Quintile,East,432,1690.65684,1635.13949,1746.17420,1227.00000,1636.00000,2045.00000,486.00000,3272.00000,,,
1996,4th Quintile,West,959,2074.27192,2020.78807,2127.75577,1432.00000,2045.00000,2556.00000,256.00000,4242.00000,,,
1996,4th Quintile,East,282,2060.54242,1988.54030,2132.54455,1534.00000,2045.00000,2556.00000,639.00000,4089.00000,,,
1996,5th Quintile,West,899,2970.88279,2870.16890,3071.59668,2045.00000,2608.00000,3579.00000,307.00000,5880.00000,,,
1996,5th Quintile,East,157,2755.68817,2591.17009,2920.20626,2045.00000,2556.00000,3112.14668,444.27999,4712.86669,,,
1997,1st Quintile,West,868,1078.38949,1040.83608,1115.94291,665.00000,920.00000,1412.63159,153.00000,2534.07898,,,
1997,1st Quintile,East,401,1006.61881,960.67774,1052.55989,680.78871,889.55052,1278.00000,256.00000,2173.81694,,,
1997,2nd Quintile,West,865,1493.76708,1443.26974,1544.26441,1023.00000,1329.00000,1790.00000,486.00000,2940.50000,,,
1997,2nd Quintile,East,490,1419.45574,1377.18115,1461.73032,1023.00000,1432.00000,1731.07044,409.00000,2793.17611,,,
1997,3rd Quintile,West,917,1759.85166,1715.48537,1804.21794,1227.00000,1636.00000,2133.86733,511.00000,3494.16832,,,
1997,3rd Quintile,East,426,1701.32147,1648.57910,1754.06385,1273.40874,1636.00000,2045.00000,511.00000,3202.38689,,,
1997,4th Quintile,West,958,2078.52761,2028.74807,2128.30715,1484.65563,2045.00000,2556.00000,409.00000,4163.01656,,,
1997,4th Quintile,East,304,2084.15288,2009.48864,2158.81712,1534.00000,2045.00000,2556.00000,501.00000,4089.00000,,,
1997,5th Quintile,West,904,2975.27722,2888.55074,3062.00371,2075.44044,2761.00000,3579.00000,716.00000,5834.33934,,,
1997,5th Quintile,East,147,2922.31569,2639.26543,3205.36594,2045.00000,2576.93580,3232.23370,971.00000,5013.08425,,,
1998,1st Quintile,West,1000,1100.62329,1064.79403,1136.45254,665.00000,931.00000,1432.00000,179.00000,2582.50000,,,
1998,1st Quintile,East,406,984.10383,939.33605,1028.87162,643.62625,869.00000,1278.00000,230.00000,2229.56062,,,
1998,2nd Quintile,West,1005,1511.20640,1473.56233,1548.85047,1023.00000,1395.31562,1841.00000,281.00000,3068.00000,,,
1998,2nd Quintile,East,487,1418.45607,1376.70973,1460.20241,1023.00000,1380.00000,1687.00000,491.00000,2683.00000,,,
1998,3rd Quintile,West,984,1754.42672,1710.99709,1797.85634,1227.00000,1636.00000,2073.34559,307.00000,3342.86399,,,
1998,3rd Quintile,East,473,1666.91664,1618.55371,1715.27958,1278.00000,1636.00000,1994.00000,261.00000,3068.00000,,,
1998,4th Quintile,West,1072,2057.17321,2010.94846,2103.39796,1483.00000,2045.00000,2531.00360,307.00000,4103.00901,,,
1998,4th Quintile,East,346,2067.95473,1991.54932,2144.36013,1534.00000,2045.00000,2556.00000,614.00000,4089.00000,,,
1998,5th Quintile,West,1054,3018.77804,2939.15628,3098.39980,2144.65491,2812.00000,3579.00000,588.00000,5730.51763,,,
1998,5th Quintile,East,168,2854.91162,2610.99265,3098.83059,2045.00000,2556.00000,3323.00000,731.00000,5240.00000,,,
1999,1st Quintile,West,959,1096.36148,1061.90216,1130.82081,665.74765,971.00000,1432.00000,102.00000,2581.37853,,,
1999,1st Quintile,East,456,1040.53232,998.20055,1082.86408,690.07725,920.00000,1329.00000,302.00000,2287.38413,,,
1999,2nd Quintile,West,940,1524.40650,1484.49982,1564.31319,1023.00000,1401.34670,1917.00000,256.00000,3258.00000,,,
1999,2nd Quintile,East,516,1441.93167,1399.13669,1484.72665,1023.00000,1432.00000,1767.84817,409.00000,2885.12043,,,
1999,3rd Quintile,West,973,1818.53369,1774.05205,1863.01533,1278.00000,1790.00000,2199.00000,460.00000,3580.50000,,,
1999,3rd Quintile,East,452,1800.13155,1709.45902,1890.80409,1278.00000,1790.00000,2045.00000,409.00000,3195.50000,,,
1999,4th Quintile,West,1046,2183.30581,2135.60908,2231.00255,1534.00000,2045.00000,2556.00000,409.00000,4089.00000,,,
1999,4th Quintile,East,285,2193.18768,2110.72879,2275.64657,1687.00000,2147.00000,2556.00000,511.00000,3859.50000,,,
1999,5th Quintile,West,1023,3090.51399,3003.15081,3177.87716,2067.23637,2849.57135,3579.00000,614.00000,5846.64545,,,
1999,5th Quintile,East,149,2974.91533,2687.07580,3262.75486,2008.59319,2556.00000,3579.00000,920.00000,5934.61022,,,
2000,1st Quintile,West,1639,1104.21850,1073.30936,1135.12764,683.92258,920.00000,1380.00000,146.00000,2424.11613,,,
2000,1st Quintile,East,708,1011.90875,971.47390,1052.34361,714.60576,890.58704,1259.90686,0.00000,2077.85851,,,
2000,2nd Quintile,West,1747,1572.88992,1538.56321,1607.21664,1023.00000,1483.00000,1943.00000,97.00000,3323.00000,,,
2000,2nd Quintile,East,800,1434.90927,1400.55199,1469.26655,1023.00000,1380.00000,1738.00000,327.00000,2810.50000,,,
2000,3rd Quintile,West,1771,1861.75086,1825.67235,1897.82937,1329.00000,1790.00000,2301.00000,307.00000,3759.00000,,,
2000,3rd Quintile,East,709,1766.21621,1722.84038,1809.59204,1318.56636,1751.10521,2045.00000,358.00000,3134.65047,,,
2000,4th Quintile,West,1981,2247.01867,2208.32179,2285.71556,1571.90662,2147.00000,2622.29381,307.00000,4197.87458,,,
2000,4th Quintile,East,454,2191.64822,2122.07210,2261.22434,1636.00000,2147.00000,2556.00000,460.00000,3936.00000,,,
2000,5th Quintile,West,1971,3205.17480,3137.68578,3272.66382,2228.59840,2978.12424,3835.00000,481.00000,6244.60241,,,
2000,5th Quintile,East,240,3044.70677,2861.51039,3227.90314,2045.00000,3013.63895,3732.00000,409.00000,6262.50000,,,
2001,1st Quintile,West,1455,1110.89143,1080.96274,1140.82013,716.00000,971.00000,1380.00000,256.00000,2376.00000,,,
2001,1st Quintile,East,658,1025.34589,991.56584,1059.12594,716.00000,920.00000,1278.00000,28.00000,2121.00000,,,
2001,2nd Quintile,West,1583,1610.09861,1575.72162,1644.47560,1125.00000,1508.00000,2045.00000,217.00000,3425.00000,,,
2001,2nd Quintile,East,766,1491.18361,1454.89494,1527.47227,1124.42167,1432.00000,1790.00000,435.00000,2788.36750,,,
2001,3rd Quintile,West,1658,1913.64823,1878.76866,1948.52780,1364.02046,1790.00000,2301.00000,307.00000,3706.46930,,,
2001,3rd Quintile,East,658,1793.44052,1748.78704,1838.09400,1329.00000,1790.00000,2096.00000,511.00000,3246.50000,,,
2001,4th Quintile,West,1779,2294.08936,2254.35402,2333.82470,1636.00000,2199.00000,2761.00000,307.00000,4448.50000,,,
2001,4th Quintile,East,436,2256.57005,2184.42187,2328.71823,1738.00000,2250.00000,2724.51729,511.00000,4204.29323,,,
2001,5th Quintile,West,1795,3239.56874,3167.01013,3312.12735,2301.00000,3017.00000,3835.00000,614.00000,6136.00000,,,
2001,5th Quintile,East,234,3217.02941,2964.86762,3469.19120,2045.00000,3068.00000,3729.80602,339.00000,6257.01506,,,
2002,1st Quintile,West,1341,1117.59368,1087.15392,1148.03344,702.80748,991.25000,1400.00000,230.00000,2445.78878,,,
2002,1st Quintile,East,636,1057.85759,1018.22848,1097.48671,691.24185,923.00000,1350.00000,160.00000,2338.13723,,,
2002,2nd Quintile,West,1457,1628.13950,1594.80478,1661.47422,1100.00000,1500.00000,2000.00000,250.00000,3350.00000,,,
2002,2nd Quintile,East,681,1494.46496,1454.39166,1534.53826,1100.00000,1450.73942,1800.00000,460.00000,2850.00000,,,
2002,3rd Quintile,West,1563,1950.55572,1914.81665,1986.29480,1400.00000,1900.00000,2400.00000,302.00000,3900.00000,,,
2002,3rd Quintile,East,596,1840.89590,1787.48946,1894.30235,1310.35733,1841.85684,2200.00000,200.00000,3534.46401,,,
2002,4th Quintile,West,1738,2270.84490,2207.64699,2334.04281,1600.00000,2200.00000,2800.00000,260.00000,4600.00000,,,
2002,4th Quintile,East,489,2167.55688,2098.70799,2236.40577,1500.00000,2147.00000,2570.69820,500.00000,4176.74550,,,
2002,5th Quintile,West,2693,3450.47158,3353.24133,3547.70182,2245.77066,3000.00000,3748.07055,10.00000,6001.52039,,,
2002,5th Quintile,East,339,3218.55530,3042.34187,3394.76873,2222.19946,3000.00000,3636.04310,200.00000,5756.80856,,,
2003,1st Quintile,West,1321,1113.28882,1079.87695,1146.70070,714.06497,970.00000,1360.09627,177.00000,2329.14322,,,
2003,1st Quintile,East,605,1006.97664,969.60065,1044.35262,663.88566,897.15638,1299.99748,194.00000,2254.16522,,,
2003,2nd Quintile,West,1393,1626.54193,1590.96421,1662.11965,1100.00000,1500.00000,2000.00000,0.00000,3350.00000,,,
2003,2nd Quintile,East,712,1491.20205,1450.48006,1531.92403,1096.70572,1400.00000,1800.00000,200.00000,2854.94142,,,
2003,3rd Quintile,West,1498,1992.90841,1953.87202,2031.94481,1399.70232,1950.00000,2500.00000,300.00000,4150.44653,,,
2003,3rd Quintile,East,613,1855.87016,1805.61230,1906.12802,1400.00000,1812.60319,2200.00000,200.00000,3400.00000,,,
2003,4th Quintile,West,1693,2337.86473,2296.15771,2379.57174,1650.00000,2269.27752,2900.00000,300.00000,4775.00000,,,
2003,4th Quintile,East,450,2295.46006,2225.99460,2364.92553,1704.20601,2200.00000,2800.00000,800.00000,4443.69099,,,
2003,5th Quintile,West,2508,3539.05443,3438.50664,3639.60222,2349.11248,3000.00000,4000.00000,0.00000,6476.33129,,,
2003,5th Quintile,East,343,3251.21201,3076.88138,3425.54265,2100.00000,3000.00000,4000.00000,600.00000,6850.00000,,,
2004,1st Quintile,West,1257,1110.18501,1076.03994,1144.33008,700.00000,980.00000,1380.00000,0.00000,2400.00000,,,
2004,1st Quintile,East,588,1029.90906,991.06630,1068.75182,693.84090,910.00000,1300.00000,0.00000,2209.23865,,,
2004,2nd Quintile,West,1373,1642.33263,1607.68258,1676.98268,1103.46951,1500.00000,2005.02114,180.00000,3357.34859,,,
2004,2nd Quintile,East,690,1469.80696,1431.97588,1507.63804,1100.00000,1400.00000,1800.00000,50.00000,2850.00000,,,
2004,3rd Quintile,West,1502,1969.50024,1930.64504,2008.35545,1400.00000,1900.00000,2483.53625,0.00000,4108.84063,,,
2004,3rd Quintile,East,591,1862.11229,1811.79830,1912.42628,1400.00000,1850.00000,2200.00000,300.00000,3400.00000,,,
2004,4th Quintile,West,1679,2357.32561,2316.34205,2398.30916,1700.00000,2251.17220,2900.00000,450.00000,4700.00000,,,
2004,4th Quintile,East,474,2373.72612,2307.74291,2439.70932,1850.00000,2300.00000,2810.71321,600.00000,4251.78303,,,
2004,5th Quintile,West,2458,3626.50123,3505.66972,3747.33273,2332.43264,3049.46073,4000.00000,400.00000,6501.35103,,,
2004,5th Quintile,East,323,3179.22889,3011.37740,3347.08037,2007.56427,3000.00000,3800.00000,600.00000,6488.65360,,,
2005,1st Quintile,West,1250,1157.23273,1121.47625,1192.98922,724.25129,1000.00000,1450.00000,150.00000,2538.62306,,,
2005,1st Quintile,East,617,999.45754,965.23634,1033.67875,675.29723,900.00000,1300.00000,211.00000,2237.05416,,,
2005,2nd Quintile,West,1317,1635.06446,1599.43044,1670.69848,1100.00000,1500.00000,2000.00000,200.00000,3350.00000,,,
2005,2nd Quintile,East,661,1482.85136,1442.34510,1523.35762,1100.00000,1400.00000,1800.00000,50.00000,2850.00000,,,
2005,3rd Quintile,West,1438,1977.16927,1938.27210,2016.06643,1400.00000,1900.00000,2500.00000,373.00000,4150.00000,,,
2005,3rd Quintile,East,567,1827.82013,1779.95092,1875.68934,1399.16703,1800.00000,2130.82737,331.00000,3228.31789,,,
2005,4th Quintile,West,1647,2391.25041,2347.85695,2434.64386,1700.00000,2300.00000,3000.00000,340.00000,4950.00000,,,
2005,4th Quintile,East,450,2485.29056,2364.56413,2606.01698,1800.00000,2300.00000,3000.00000,720.00000,4800.00000,,,
2005,5th Quintile,West,2368,3561.36458,3479.01492,3643.71424,2400.00000,3100.00000,4000.00000,0.00000,6400.00000,,,
2005,5th Quintile,East,307,3309.47279,3149.40819,3469.53739,2300.00000,3000.00000,4000.00000,500.00000,6550.00000,,,
2006,1st Quintile,West,1322,1126.15031,1091.81508,1160.48553,710.00000,1000.00000,1400.00000,0.00000,2435.00000,,,
2006,1st Quintile,East,636,991.70269,949.89582,1033.50957,650.00000,863.20126,1237.00000,100.00000,2117.50000,,,
2006,2nd Quintile,West,1396,1573.48813,1537.38111,1609.59516,1086.41082,1499.14752,2000.00000,345.00000,3370.38377,,,
2006,2nd Quintile,East,690,1429.80961,1391.54237,1468.07684,1050.00000,1350.00000,1750.00000,0.00000,2800.00000,,,
2006,3rd Quintile,West,1583,1941.58637,1905.57982,1977.59292,1400.00000,1800.00000,2400.99891,153.00000,3902.49728,,,
2006,3rd Quintile,East,644,1865.95790,1818.90560,1913.01019,1400.00000,1800.00000,2200.00000,500.00000,3400.00000,,,
2006,4th Quintile,West,1861,2369.54231,2329.17458,2409.91005,1680.00000,2200.00000,2979.10194,400.00000,4927.75486,,,
2006,4th Quintile,East,488,2304.91703,2231.92194,2377.91212,1650.00000,2200.00000,2800.00000,500.00000,4525.00000,,,
2006,5th Quintile,West,2515,3688.46190,3600.44456,3776.47925,2400.00000,3200.00000,4300.00000,300.00000,7150.00000,,,
2006,5th Quintile,East,331,3206.21795,3053.26976,3359.16615,2200.00000,3000.00000,3700.00000,600.00000,5950.00000,,,
2007,1st Quintile,West,1261,1117.70178,1086.37948,1149.02408,710.00000,990.00000,1400.00000,0.00000,2435.00000,,,
2007,1st Quintile,East,594,986.77964,949.98864,1023.57065,660.00000,853.61308,1248.76999,100.00000,2131.92498,,,
2007,2nd Quintile,West,1390,1646.40424,1609.40822,1683.40026,1130.00000,1500.00000,2000.00000,300.00000,3305.00000,,,
2007,2nd Quintile,East,617,1514.49642,1467.13318,1561.85966,1100.00000,1480.00000,1800.00000,300.00000,2850.00000,,,
2007,3rd Quintile,West,1465,1995.09613,1955.30166,2034.89060,1400.00000,1900.00000,2500.00000,335.00000,4150.00000,,,
2007,3rd Quintile,East,631,1866.59767,1809.68625,1923.50909,1332.46012,1800.00000,2200.00000,400.00000,3501.30982,,,
2007,4th Quintile,West,1736,2420.31194,2376.77559,2463.84830,1700.00000,2300.00000,3000.00000,390.00000,4950.00000,,,
2007,4th Quintile,East,496,2250.47267,2179.64859,2321.29675,1600.00000,2104.11939,2750.00000,639.00000,4475.00000,,,
2007,5th Quintile,West,2344,3812.63106,3711.60418,3913.65795,2500.00000,3300.00000,4500.00000,500.00000,7500.00000,,,
2007,5th Quintile,East,335,3253.29800,3085.20217,3421.39383,2200.00000,3000.00000,4000.00000,500.00000,6700.00000,,,
2008,1st Quintile,West,1194,1150.47511,1115.38525,1185.56496,733.89136,1000.00000,1400.00000,100.00000,2399.16296,,,
2008,1st Quintile,East,565,1009.34130,971.40808,1047.27453,680.84405,901.37950,1299.73202,154.00000,2228.06398,,,
2008,2nd Quintile,West,1271,1645.64451,1608.72879,1682.56024,1141.67801,1500.00000,2000.00000,250.00000,3287.48299,,,
2008,2nd Quintile,East,596,1483.30240,1438.98518,1527.61963,1069.60999,1400.00000,1800.00000,300.00000,2895.58502,,,
2008,3rd Quintile,West,1406,2026.59168,1984.72132,2068.46204,1400.00000,1900.00000,2500.00000,300.00000,4150.00000,,,
2008,3rd Quintile,East,642,1879.85989,1828.08425,1931.63554,1400.00000,1800.00000,2227.93623,500.00000,3469.84056,,,
2008,4th Quintile,West,1597,2470.04420,2423.44908,2516.63932,1768.72297,2400.00000,3000.00000,300.00000,4846.91554,,,
2008,4th Quintile,East,420,2355.10872,2268.98959,2441.22784,1700.00000,2353.31994,3000.00000,0.00000,4950.00000,,,
2008,5th Quintile,West,2212,3873.99654,3746.37507,4001.61800,2500.00000,3400.00000,4500.00000,500.00000,7500.00000,,,
2008,5th Quintile,East,329,3252.07582,3094.88831,3409.26334,2100.00000,3081.70821,3992.67562,1000.00000,6831.68906,,,
2009,1st Quintile,West,1131,1163.03504,1127.22679,1198.84329,760.00000,1000.00000,1478.65915,187.00000,2556.64787,,,
2009,1st Quintile,East,568,1051.22119,1006.48734,1095.95505,700.00000,964.69369,1300.00000,0.00000,2200.00000,,,
2009,2nd Quintile,West,1195,1688.56964,1648.43226,1728.70703,1167.79850,1522.33514,2000.00000,350.00000,3248.30225,,,
2009,2nd Quintile,East,601,1499.71160,1457.78020,1541.64299,1143.96123,1400.00000,1800.00000,350.00000,2784.05816,,,
