year,hhtyp,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1990,Single-person household,West,953,1002.75818,966.47604,1039.04033,665.00000,920.00000,1204.11621,0.00000,2012.79052,920.00000,869.00000,920.00000
1990,Single-person household,East,318,343.14929,325.99022,360.30835,240.00000,270.95403,435.74667,153.00000,729.36669,271.00000,258.97500,297.00000
1990,Couple without children,West,1135,1695.70774,1649.67981,1741.73566,1176.00000,1534.00000,2045.00000,153.00000,3348.50000,1534.00000,1534.00000,1585.00000
1990,Couple without children,East,473,751.72727,728.90981,774.54474,551.73642,716.00000,920.00000,184.00000,1472.39537,716.00000,699.75000,767.00000
1990,Single parent,West,250,1429.24490,1331.12557,1527.36423,905.75127,1278.00000,1790.00000,230.00000,3116.37310,1278.00000,1176.00000,1368.00000
1990,Single parent,East,125,625.27042,581.20666,669.33418,460.00000,587.28049,748.91638,205.00000,1182.29096,588.00000,511.00000,639.00000
1990,Couple with children,West,1871,2116.97633,2061.07626,2172.87639,1533.02424,1928.94596,2505.00000,75.06059,3962.96365,1920.00000,1866.00000,1994.00000
1990,Couple with children,East,1103,1055.09103,1036.83589,1073.34616,844.00000,1023.00000,1227.00000,332.00000,1801.50000,1023.00000,1023.00000,1023.00000
1990,Multi-generational household,West,106,2636.68471,1933.33827,3340.03115,1757.50718,2194.47484,2844.40508,496.00000,4474.75192,2166.00000,2045.00000,2557.30000
1990,Multi-generational household,East,56,1140.89356,1023.29338,1258.49374,869.00000,1177.70687,1432.00000,358.00000,2045.00000,1176.00000,1023.00000,1279.27500
1990,Other Combinations,West,83,1786.36349,1477.10329,2095.62370,1045.90778,1512.04030,2211.51324,409.00000,3959.92144,1534.00000,1278.00000,1738.00000
1990,Other Combinations,East,52,894.33144,791.16899,997.49388,614.00000,792.87222,1167.77138,189.00000,1687.00000,776.00000,716.00000,1023.00000
1991,Single-person household,West,954,1059.66381,1021.94721,1097.38040,691.31766,920.00000,1278.00000,182.00000,2158.02350,920.00000,920.00000,971.00000
1991,Single-person household,East,277,438.78001,416.10447,461.45555,332.77951,409.00000,497.72386,128.00000,745.14038,409.00000,393.90000,409.00000
1991,Couple without children,West,1143,1822.42243,1772.54814,1872.29673,1278.00000,1687.00000,2199.00000,332.00000,3580.50000,1687.00000,1585.00000,1784.15000
1991,Couple without children,East,442,890.31923,863.12445,917.51401,741.00000,844.00000,1023.00000,318.00000,1446.00000,844.00000,818.00000,869.00000
1991,Single parent,West,262,1466.73759,1370.02096,1563.45423,874.16321,1329.00000,1841.00000,322.00000,3291.25518,1329.00000,1249.42500,1432.00000
1991,Single parent,East,111,767.11564,706.19703,828.03425,562.00000,716.00000,956.52397,256.00000,1548.30994,716.00000,639.00000,767.00000
1991,Couple with children,West,1871,2179.92318,2136.88779,2222.95858,1534.00000,2045.00000,2556.00000,256.00000,4089.00000,2045.00000,1943.00000,2045.00000
1991,Couple with children,East,1032,1263.38519,1236.26110,1290.50928,971.00000,1227.00000,1534.00000,126.50000,2378.50000,1227.00000,1176.00000,1227.00000
1991,Multi-generational household,West,103,2442.23891,2249.52430,2634.95351,1835.06652,2352.00000,3036.89544,562.00000,4839.63880,2352.00000,2045.00000,2556.00000
1991,Multi-generational household,East,42,1292.10627,1130.75967,1453.45287,920.00000,1278.00000,1534.00000,562.00000,2455.00000,1278.00000,1023.00000,1432.00000
1991,Other Combinations,West,90,1609.49584,1450.68717,1768.30450,1023.00000,1534.00000,2045.34697,409.00000,3578.86742,1534.00000,1278.00000,1790.00000
1991,Other Combinations,East,52,1060.17576,936.33428,1184.01725,764.17170,946.00000,1294.65774,291.00000,2090.38681,946.00000,818.00000,1074.00000
1992,Single-person household,West,959,1119.66086,1073.07245,1166.24928,716.00000,1022.24227,1278.00000,0.00000,2121.00000,1022.00000,970.97500,1023.00000
1992,Single-person household,East,289,593.39705,566.21078,620.58333,460.00000,562.00000,679.16381,199.00000,1007.90954,562.00000,537.00000,584.00000
1992,Couple without children,West,1188,1861.96417,1812.30827,1911.62008,1278.00000,1698.16866,2301.00000,256.00000,3835.50000,1697.00000,1636.00000,1790.00000
1992,Couple without children,East,455,1087.20659,1053.12483,1121.28835,869.00000,1023.00000,1278.00000,255.50000,1891.50000,1023.00000,1023.00000,1023.00000
1992,Single parent,West,259,1492.96333,1399.66427,1586.26239,920.00000,1329.00000,1892.00000,205.00000,3350.00000,1329.00000,1278.00000,1534.00000
1992,Single parent,East,122,874.93907,811.86330,938.01484,614.00000,844.00000,1023.00000,307.00000,1636.50000,844.00000,775.00000,920.00000
1992,Couple with children,West,1865,2267.82492,2224.93885,2310.71100,1636.00000,2045.00000,2659.00000,383.00000,4193.50000,2045.00000,2045.00000,2096.00000
1992,Couple with children,East,939,1520.86719,1487.54906,1554.18533,1150.00000,1475.25094,1790.00000,307.00000,2750.00000,1473.00000,1432.00000,1534.00000
1992,Multi-generational household,West,100,2811.32372,2518.91440,3103.73304,1986.92011,2454.00000,3323.00000,256.00000,5327.11984,2454.00000,2275.00000,2659.00000
1992,Multi-generational household,East,35,1590.36801,1366.58200,1814.15402,1023.00000,1488.71458,1950.53399,368.00000,3341.83496,1483.00000,1023.00000,1841.00000
1992,Other Combinations,West,100,1802.03745,1660.88691,1943.18799,1278.00000,1705.50013,2515.55554,307.00000,4371.88884,1738.00000,1534.00000,1943.00000
1992,Other Combinations,East,61,1264.41311,1127.43928,1401.38693,767.00000,1273.70162,1572.33269,268.00000,2608.00000,1278.00000,1023.00000,1484.27500
1993,Single-person household,West,1001,1171.17414,1128.63536,1213.71293,767.00000,1023.00000,1355.00000,26.00000,2237.00000,1023.00000,1023.00000,1054.00000
1993,Single-person household,East,288,683.99904,646.12813,721.86995,511.00000,618.92721,770.46578,184.00000,1159.66446,624.00000,601.00000,665.00000
1993,Couple without children,West,1194,2003.39817,1944.61373,2062.18261,1329.00000,1841.00000,2505.00000,358.00000,4269.00000,1841.00000,1790.00000,1943.00000
1993,Couple without children,East,465,1319.63284,1270.93349,1368.33220,1023.00000,1227.00000,1534.00000,409.00000,2300.50000,1227.00000,1196.00000,1278.00000
1993,Single parent,West,241,1516.77340,1420.24037,1613.30644,1023.00000,1380.00000,1877.15208,174.00000,3158.38021,1380.00000,1278.00000,1485.85000
1993,Single parent,East,120,1040.46031,963.34841,1117.57221,767.00000,1023.00000,1278.00000,253.00000,2044.50000,1023.00000,869.00000,1125.00000
1993,Couple with children,West,1826,2411.80328,2360.38764,2463.21892,1738.00000,2199.00000,2812.00000,256.00000,4423.00000,2199.00000,2146.52500,2301.00000
1993,Couple with children,East,875,1770.75636,1725.39291,1816.11982,1329.00000,1728.97944,2045.00000,255.00000,3119.00000,1738.00000,1636.00000,1790.00000
1993,Multi-generational household,West,103,2450.49573,2251.12043,2649.87103,1871.51157,2310.23485,3068.00000,614.00000,4862.73264,2301.00000,2199.00000,2559.85000
1993,Multi-generational household,East,34,1954.98203,1690.14875,2219.81531,1277.89413,1794.93755,2571.70782,307.00000,3068.00000,1795.00000,1329.00000,2556.00000
1993,Other Combinations,West,102,1791.91919,1629.33918,1954.49920,1231.56268,1738.00000,2301.00000,153.00000,3905.15598,1738.00000,1534.00000,1893.27500
1993,Other Combinations,East,52,1440.71732,1246.03946,1635.39518,964.78603,1509.04176,1790.00000,235.00000,3027.82095,1534.00000,1125.00000,1636.00000
1994,Single-person household,West,995,1186.83291,1141.52892,1232.13690,767.00000,1023.00000,1380.00000,153.00000,2299.50000,1023.00000,1023.00000,1074.00000
1994,Single-person household,East,304,811.94681,771.94004,851.95358,614.00000,767.00000,962.69773,153.00000,1485.74432,767.00000,716.00000,818.00000
1994,Couple without children,West,1220,2049.17826,1994.68863,2103.66789,1391.90688,1943.00000,2505.00000,153.00000,4174.63969,1943.00000,1840.15000,2045.00000
1994,Couple without children,East,473,1473.18787,1423.07917,1523.29656,1150.00000,1380.00000,1687.00000,358.00000,2492.50000,1380.00000,1329.00000,1432.00000
1994,Single parent,West,237,1535.86729,1428.11521,1643.61937,971.00000,1406.64616,1891.02677,179.00000,3271.06694,1380.00000,1252.35000,1534.00000
1994,Single parent,East,106,1129.57503,1036.57136,1222.57869,767.00000,1125.00000,1417.24940,307.00000,2392.62349,1125.00000,1023.00000,1278.00000
1994,Couple with children,West,1784,2414.63048,2360.81245,2468.44852,1687.16523,2250.00000,2812.00000,409.00000,4499.25215,2250.00000,2122.32500,2301.00000
1994,Couple with children,East,833,1897.19448,1849.45738,1944.93158,1451.72740,1790.00000,2301.00000,409.00000,3574.90890,1790.00000,1790.00000,1841.00000
1994,Multi-generational household,West,95,2457.21785,2239.52997,2674.90574,1770.85293,2352.00000,3068.00000,818.00000,5013.72061,2352.00000,2199.00000,2556.00000
1994,Multi-generational household,East,33,2359.37542,1984.34612,2734.40473,1501.98372,2270.58427,3068.00000,920.00000,4602.00000,2280.00000,1534.00000,3068.00000
1994,Other Combinations,West,107,2049.78321,1854.96004,2244.60638,1388.66805,1943.00000,2346.84852,174.00000,3784.11922,1943.00000,1687.00000,2045.00000
1994,Other Combinations,East,54,1745.99411,1545.41656,1946.57165,1160.05201,1552.70177,2080.85994,511.00000,3462.07184,1554.00000,1534.00000,1994.00000
1995,Single-person household,West,999,1245.70422,1190.12594,1301.28250,818.00000,1074.00000,1432.00000,205.00000,2353.00000,1074.00000,1042.50000,1125.00000
1995,Single-person household,East,314,845.92994,812.73391,879.12596,643.00000,818.00000,1023.00000,73.00000,1593.00000,818.00000,767.00000,869.00000
1995,Couple without children,West,1258,2192.27593,2113.27792,2271.27394,1534.00000,1994.00000,2556.00000,245.00000,4089.00000,1994.00000,1845.87500,2045.00000
1995,Couple without children,East,481,1634.72708,1566.39666,1703.05749,1278.00000,1534.00000,1841.00000,433.50000,2685.50000,1534.00000,1466.00000,1534.00000
1995,Single parent,West,244,1631.87738,1425.09638,1838.65839,920.00000,1333.92092,1943.00000,307.00000,3477.50000,1329.00000,1278.00000,1534.00000
1995,Single parent,East,108,1377.61995,1178.82588,1576.41403,920.00000,1304.51074,1534.00000,409.00000,2455.00000,1278.00000,1074.00000,1380.00000
1995,Couple with children,West,1882,2459.36699,2409.33982,2509.39417,1790.00000,2249.63839,2965.00000,332.00000,4727.50000,2250.00000,2147.00000,2301.00000
1995,Couple with children,East,778,1966.88456,1916.97518,2016.79394,1534.00000,1881.99783,2352.00000,358.00000,3579.00000,1892.00000,1790.00000,1943.00000
1995,Multi-generational household,West,103,2578.36666,2383.74396,2772.98936,1862.06796,2556.00000,3068.00000,603.00000,4876.89806,2556.00000,2298.45000,2812.00000
1995,Multi-generational household,East,,,,,,,,,,,,
1995,Other Combinations,West,111,2175.47449,1965.35839,2385.59059,1329.00000,1850.42952,2812.00000,767.00000,5036.50000,1825.00000,1534.00000,2301.00000
1995,Other Combinations,East,55,1907.69759,1702.16169,2113.23349,1432.00000,1760.48567,2301.00000,869.00000,3604.50000,1738.00000,1534.00000,2045.00000
1996,Single-person household,West,1009,1242.02119,1197.32579,1286.71659,818.00000,1099.00000,1452.80385,179.00000,2405.00963,1099.00000,1063.00000,1125.00000
1996,Single-person household,East,330,920.55082,878.47567,962.62598,677.88161,869.00000,1094.32643,205.00000,1718.99366,869.00000,818.00000,920.00000
1996,Couple without children,West,1247,2147.94610,2083.21328,2212.67891,1483.00000,2019.31879,2556.00000,307.00000,4165.50000,2020.00000,1889.00000,2045.00000
1996,Couple without children,East,517,1672.19108,1620.72825,1723.65390,1307.27081,1534.00000,1850.17364,492.91656,2664.52789,1534.00000,1534.00000,1605.00000
1996,Single parent,West,258,1614.69677,1513.65701,1715.73654,1023.00000,1483.00000,2045.00000,409.00000,3578.00000,1483.00000,1329.00000,1585.17500
1996,Single parent,East,107,1353.31784,1252.00553,1454.63015,1015.48116,1278.00000,1534.00000,307.00000,2311.77827,1278.00000,1176.00000,1355.00000
1996,Couple with children,West,1822,2544.23466,2485.74189,2602.72743,1790.00000,2301.00000,3068.00000,267.00000,4985.00000,2301.00000,2250.00000,2352.00000
1996,Couple with children,East,743,2086.26108,2032.39652,2140.12563,1534.00000,2045.00000,2505.00000,256.00000,3961.50000,2045.00000,1994.00000,2045.00000
1996,Multi-generational household,West,86,2735.59716,2491.68730,2979.50702,1998.24567,2556.00000,3323.00000,665.00000,5310.13149,2556.00000,2045.00000,3068.00000
1996,Multi-generational household,East,,,,,,,,,,,,
1996,Other Combinations,West,101,2265.53600,2044.92936,2486.14265,1534.00000,2045.00000,2946.29915,429.00000,5064.74786,2045.00000,1653.55000,2556.00000
1996,Other Combinations,East,55,1792.16366,1609.29808,1975.02923,1303.73384,1767.13997,2156.66272,767.00000,3436.05604,1738.00000,1534.00000,1791.27500
1997,Single-person household,West,992,1265.81190,1219.03919,1312.58460,869.00000,1125.00000,1527.71648,153.00000,2515.79120,1125.00000,1074.00000,1176.00000
1997,Single-person household,East,332,933.47862,895.32421,971.63302,716.00000,920.00000,1125.00000,256.00000,1738.50000,920.00000,869.00000,971.00000
1997,Couple without children,West,1278,2197.85117,2142.69216,2253.01018,1534.00000,2045.00000,2556.00000,332.00000,4089.00000,2045.00000,1994.00000,2045.00000
1997,Couple without children,East,539,1694.67482,1642.93329,1746.41635,1278.00000,1574.46060,1943.00000,501.00000,2940.50000,1585.00000,1534.00000,1636.00000
1997,Single parent,West,268,1639.16807,1542.82226,1735.51388,1023.00000,1432.00000,2045.00000,409.00000,3578.00000,1432.00000,1339.72500,1636.00000
1997,Single parent,East,112,1311.51217,1202.91446,1420.10989,920.00000,1200.79599,1534.00000,409.00000,2455.00000,1202.00000,1140.00000,1278.00000
1997,Couple with children,West,1785,2541.63243,2488.79006,2594.47479,1795.36406,2352.00000,3068.00000,542.00000,4976.95390,2352.00000,2250.00000,2454.00000
1997,Couple with children,East,706,2163.38580,2084.75413,2242.01746,1636.00000,2045.00000,2556.00000,481.00000,3936.00000,2045.00000,2045.00000,2045.00000
1997,Multi-generational household,West,88,2594.17202,2386.48032,2801.86371,2045.00000,2535.97209,3101.81465,562.00000,4687.03662,2531.00000,2147.00000,2812.00000
1997,Multi-generational household,East,,,,,,,,,,,,
1997,Other Combinations,West,102,2265.49802,2052.99597,2478.00007,1534.00000,2005.37333,2812.00000,532.00000,4729.00000,2004.00000,1687.00000,2556.00000
1997,Other Combinations,East,56,1980.67674,1822.56321,2138.79026,1534.00000,1841.00000,2301.00000,920.00000,3451.50000,1841.00000,1738.00000,2045.00000
1998,Single-person household,West,1201,1258.00793,1219.03636,1296.97950,854.36702,1125.00000,1522.41120,179.00000,2524.47748,1125.00000,1074.00000,1176.00000
1998,Single-person household,East,387,971.35993,930.95001,1011.76985,690.57459,971.00000,1173.99280,230.00000,1899.12012,971.00000,919.82500,1023.00000
1998,Couple without children,West,1491,2208.70868,2157.04120,2260.37617,1534.00000,2045.00000,2575.02366,358.00000,4136.55915,2045.00000,2045.00000,2045.00000
1998,Couple without children,East,577,1718.96971,1672.80037,1765.13905,1329.00000,1636.00000,1994.00000,332.00000,2991.50000,1636.00000,1585.00000,1726.30000
1998,Single parent,West,304,1609.26393,1522.16060,1696.36727,1125.00000,1534.00000,1866.00000,343.00000,2977.50000,1534.00000,1380.00000,1534.12500
1998,Single parent,East,119,1348.36051,1248.03784,1448.68318,1023.00000,1291.86549,1534.00000,562.00000,2300.50000,1309.00000,1212.00000,1483.00000
1998,Couple with children,West,1944,2546.88781,2496.99452,2596.78109,1790.00000,2301.00000,3068.00000,511.00000,4985.00000,2301.00000,2301.00000,2403.00000
1998,Couple with children,East,722,2201.88529,2125.04649,2278.72410,1607.12158,2045.00000,2556.00000,419.00000,3979.31763,2045.00000,2044.50000,2097.00000
1998,Multi-generational household,West,76,2884.62559,2643.03825,3126.21294,2147.00000,2818.86174,3567.16771,1125.00000,5697.41928,2914.00000,2556.00000,3068.00000
1998,Multi-generational household,East,,,,,,,,,,,,
1998,Other Combinations,West,101,2370.54029,2153.32499,2587.75559,1534.00000,2045.00000,3068.00000,511.00000,5369.00000,2045.00000,1790.00000,2556.00000
1998,Other Combinations,East,53,1944.20888,1742.54464,2145.87311,1366.69934,1663.83017,2345.42620,1015.00000,3813.51649,1670.00000,1432.00000,2047.55000
1999,Single-person household,West,1150,1293.62588,1255.55286,1331.69889,913.71714,1172.82388,1534.00000,102.00000,2464.42430,1171.00000,1110.00000,1227.00000
1999,Single-person household,East,402,1036.17961,957.01930,1115.33992,716.00000,970.28876,1176.00000,302.00000,1866.00000,970.00000,920.00000,971.00000
1999,Couple without children,West,1479,2267.63922,2216.39116,2318.88729,1565.12275,2045.00000,2709.00780,256.00000,4424.83538,2045.00000,2045.00000,2147.00000
1999,Couple without children,East,580,1770.08628,1720.50982,1819.66275,1432.00000,1738.00000,2045.00000,512.50000,2964.50000,1738.00000,1636.00000,1790.00000
1999,Single parent,West,290,1627.16877,1536.75376,1717.58378,1125.00000,1534.00000,1917.00000,256.00000,3105.00000,1534.00000,1432.00000,1559.65000
1999,Single parent,East,133,1361.81911,1278.43988,1445.19835,1023.00000,1329.00000,1545.04076,399.00000,2328.10189,1329.00000,1227.00000,1442.00000
1999,Couple with children,West,1905,2675.10441,2618.06175,2732.14707,1892.00000,2352.00000,3068.00000,382.00000,4832.00000,2352.00000,2301.00000,2454.00000
1999,Couple with children,East,701,2283.34552,2202.96232,2363.72871,1693.52675,2096.00000,2556.00000,435.00000,3849.70988,2096.00000,2045.00000,2199.00000
1999,Multi-generational household,West,71,2807.55852,2548.32949,3066.78755,2145.11301,2761.00000,3579.00000,920.00000,5729.83049,2761.00000,2301.00000,3170.00000
1999,Multi-generational household,East,,,,,,,,,,,,
1999,Other Combinations,West,46,2612.27323,2302.28415,2922.26231,1841.00000,2556.00000,3260.95595,614.00000,5113.00000,2556.00000,2301.00000,3068.00000
1999,Other Combinations,East,,,,,,,,,,,,
2000,Single-person household,West,2325,1354.65719,1322.17179,1387.14259,920.00000,1207.00000,1534.00000,97.00000,2455.00000,1207.00000,1176.00000,1227.00000
2000,Single-person household,East,726,1011.30007,980.75248,1041.84766,741.00000,971.00000,1195.63005,59.05493,1877.57512,971.00000,920.00000,1023.00000
2000,Couple without children,West,2753,2354.84285,2306.85269,2402.83301,1534.00000,2096.00000,2812.00000,358.00000,4729.00000,2096.00000,2045.00000,2147.00000
2000,Couple without children,East,923,1819.48322,1770.23642,1868.73002,1409.02407,1675.88011,2045.00000,460.00000,2998.96390,1672.00000,1636.00000,1764.65000
2000,Single parent,West,517,1693.38608,1618.95635,1767.81581,1136.23743,1534.00000,2045.00000,322.00000,3408.14385,1534.00000,1498.00000,1636.00000
2000,Single parent,East,190,1358.45024,1280.97406,1435.92641,971.00000,1278.00000,1738.00000,409.00000,2888.50000,1278.00000,1176.00000,1380.00000
2000,Couple with children,West,3283,2711.67795,2670.97360,2752.38230,1979.00000,2505.00000,3138.16370,256.00000,4876.90926,2505.00000,2454.00000,2556.00000
2000,Couple with children,East,1007,2311.45525,2251.72741,2371.18309,1687.00000,2147.00000,2659.00000,614.00000,4117.00000,2147.00000,2045.00000,2199.00000
2000,Multi-generational household,West,126,2792.69042,2565.53156,3019.84928,1943.00000,2556.00000,3368.75773,690.00000,5507.39432,2556.00000,2301.00000,2659.00000
2000,Multi-generational household,East,30,2731.20834,2282.57370,3179.84297,1493.25729,2844.69349,3579.00000,971.00000,5880.00000,2825.00000,1841.00000,3579.00000
2000,Other Combinations,West,109,2184.62941,1997.73086,2371.52796,1579.79739,2045.00000,2556.00000,460.00000,4020.30392,2045.00000,1892.00000,2301.00000
2000,Other Combinations,East,36,2105.81766,1812.10553,2399.52979,1534.00000,1913.41240,2660.31000,562.00000,4141.00000,1943.00000,1733.92500,2454.00000
2001,Single-person household,West,2082,1370.02892,1338.51047,1401.54738,920.00000,1250.00000,1636.00000,217.00000,2710.00000,1250.00000,1227.00000,1278.00000
2001,Single-person household,East,679,1043.73684,1013.24229,1074.23139,767.00000,1023.00000,1278.00000,28.00000,2044.50000,1023.00000,966.00000,1023.00000
2001,Couple without children,West,2484,2399.76040,2351.62409,2447.89671,1585.00000,2147.00000,2899.63633,307.00000,4871.59083,2147.00000,2045.00000,2252.57500
2001,Couple without children,East,899,1852.53571,1808.52327,1896.54816,1432.00000,1790.00000,2063.04017,485.43975,3009.60042,1790.00000,1736.72500,1790.00000
2001,Single parent,West,489,1675.42564,1597.93419,1752.91709,1074.00000,1534.00000,2045.00000,281.00000,3501.50000,1534.00000,1432.00000,1586.27500
2001,Single parent,East,182,1446.91450,1365.68478,1528.14422,1023.00000,1397.23264,1738.00000,447.00000,2810.50000,1406.00000,1278.00000,1484.27500
2001,Couple with children,West,3004,2788.46512,2743.33998,2833.59026,2045.00000,2556.00000,3323.00000,322.00000,5240.00000,2556.00000,2556.00000,2556.00000
2001,Couple with children,East,940,2425.29103,2345.09424,2505.48783,1790.00000,2250.00000,2812.00000,511.00000,4345.00000,2250.00000,2147.00000,2301.00000
2001,Multi-generational household,West,124,2768.19104,2524.05675,3012.32532,1914.54717,2535.60988,3505.43102,460.00000,5891.75679,2556.00000,2172.35000,2812.00000
2001,Multi-generational household,East,,,,,,,,,,,,
2001,Other Combinations,West,88,2423.09858,2172.80414,2673.39302,1585.00000,2147.00000,2998.41131,409.00000,5118.52827,2147.00000,1994.00000,2556.00000
2001,Other Combinations,East,,,,,,,,,,,,
2002,Single-person household,West,2077,1447.37126,1390.93061,1503.81191,919.64589,1300.00000,1700.00000,230.00000,2870.53116,1300.00000,1250.00000,1300.00000
2002,Single-person household,East,689,1063.73898,1027.84964,1099.62832,749.51030,1000.00000,1250.00000,160.00000,2000.73456,1000.00000,1000.00000,1045.00000
2002,Couple without children,West,2779,2466.76933,2401.03552,2532.50313,1600.00000,2200.00000,3000.00000,300.00000,5100.00000,2200.00000,2100.00000,2250.00000
2002,Couple without children,East,906,1905.87689,1853.85694,1957.89684,1471.62888,1800.00000,2173.18286,419.29790,3225.51384,1800.00000,1750.00000,1847.07500
