year,bula_h,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,Owner,93,1341.08582,1206.52130,1475.65035,920.00000,1229.33092,1763.62704,236.00000,3029.06760,1227.00000,1023.00000,1380.00000
1984,Schleswig-Holstein,Tenant,95,1098.74078,994.69163,1202.78993,754.50503,1023.00000,1278.63872,0.00000,2064.83925,1023.00000,920.00000,1074.00000
1984,Hamburg,Owner,,,,,,,,,,,,
1984,Hamburg,Tenant,142,1082.04522,996.62087,1167.46956,701.89164,1023.00000,1378.08887,319.00000,2392.38472,1023.00000,869.00000,1074.00000
1984,Lower Saxony,Owner,229,1607.45846,1335.30731,1879.60962,1002.04500,1380.00000,1943.00000,207.00000,3354.43250,1380.00000,1278.00000,1534.00000
1984,Lower Saxony,Tenant,315,1100.86337,985.04087,1216.68586,614.00000,920.00000,1321.60614,123.00000,2383.01535,920.00000,877.77500,1023.00000
1984,Bremen,Owner,,,,,,,,,,,,
1984,Bremen,Tenant,53,778.22557,683.46651,872.98463,549.54031,767.00000,937.77139,179.00000,1520.11801,767.00000,614.00000,857.00000
1984,North Rhine-Westphalia,Owner,402,1608.28707,1503.79065,1712.78350,971.00000,1483.00000,2045.00000,239.00000,3656.00000,1483.00000,1355.00000,1534.00000
1984,North Rhine-Westphalia,Tenant,1101,1082.80559,1048.15215,1117.45903,665.00000,1023.00000,1380.00000,87.00000,2452.50000,1023.00000,920.00000,1023.00000
1984,Hesse,Owner,160,1453.38141,1332.57630,1574.18651,920.00000,1278.00000,1824.02915,220.00000,3180.07288,1278.00000,1176.00000,1528.15000
1984,Hesse,Tenant,405,1267.61652,1146.78162,1388.45143,716.00000,1023.00000,1534.00000,122.00000,2761.00000,1023.00000,946.00000,1125.00000
1984,"Rhineland-Palatinate, Saarland",Owner,186,1352.43162,1228.76269,1476.10055,807.71500,1125.00000,1738.00000,205.00000,3133.42751,1125.00000,1023.00000,1278.00000
1984,"Rhineland-Palatinate, Saarland",Tenant,192,976.37061,912.76365,1039.97758,614.00000,869.00000,1278.00000,307.00000,2274.00000,869.00000,818.00000,1023.00000
1984,Baden-Wuerttemberg,Owner,353,1606.33401,1336.62272,1876.04530,937.83389,1278.00000,1795.17665,86.00000,3081.19078,1278.00000,1262.00000,1381.30000
1984,Baden-Wuerttemberg,Tenant,644,1181.30407,1111.10824,1251.49990,716.00000,1023.00000,1483.00000,26.00000,2633.50000,1023.00000,971.00000,1053.00000
1984,Bavaria,Owner,364,1499.00754,1410.64932,1587.36576,971.00000,1432.00000,1814.22829,102.00000,3079.07074,1432.00000,1278.00000,1534.00000
1984,Bavaria,Tenant,552,1152.21370,1090.58761,1213.83979,716.00000,1023.00000,1534.00000,8.00000,2761.00000,1023.00000,971.00000,1099.65000
1984,Berlin,Owner,,,,,,,,,,,,
1984,Berlin,Tenant,194,1295.71874,1199.65014,1391.78735,818.00000,1077.43112,1790.00000,307.00000,3248.00000,1074.00000,1023.00000,1227.65000
1985,Schleswig-Holstein,Owner,84,1540.74395,1241.02749,1840.46040,920.00000,1248.69612,1942.32110,205.00000,3475.80276,1278.00000,1125.00000,1483.00000
1985,Schleswig-Holstein,Tenant,86,1021.36790,920.15878,1122.57702,665.00000,983.48535,1278.00000,0.00000,2197.50000,989.00000,817.37500,1023.00000
1985,Hamburg,Owner,,,,,,,,,,,,
1985,Hamburg,Tenant,134,1067.74473,980.12788,1155.36159,665.00000,971.00000,1432.00000,0.00000,2556.00000,971.00000,914.87500,1176.00000
1985,Lower Saxony,Owner,225,1546.87749,1432.39435,1661.36063,971.00000,1469.25309,1947.81981,256.00000,3413.04952,1483.00000,1278.00000,1534.00000
1985,Lower Saxony,Tenant,279,1042.85574,973.36082,1112.35066,634.18076,920.00000,1296.61970,230.00000,2290.27811,920.00000,868.50000,1023.00000
1985,Bremen,Owner,,,,,,,,,,,,
1985,Bremen,Tenant,43,762.59563,643.82459,881.36667,535.48708,665.00000,920.00000,102.00000,1496.76938,665.00000,552.00000,869.00000
1985,North Rhine-Westphalia,Owner,373,1668.05950,1570.27971,1765.83929,1023.00000,1534.00000,2045.00000,189.00000,3578.00000,1534.00000,1430.70000,1636.00000
1985,North Rhine-Westphalia,Tenant,971,1090.83323,1047.08635,1134.58011,665.95860,1012.98752,1380.00000,0.00000,2451.06210,1011.00000,920.00000,1023.00000
1985,Hesse,Owner,154,1474.82756,1333.86876,1615.78637,857.05523,1278.00000,1878.03540,307.00000,3409.50567,1278.00000,1215.97500,1534.00000
1985,Hesse,Tenant,360,1188.77366,1121.98678,1255.56053,725.73149,1023.00000,1534.00000,153.00000,2746.40277,1023.00000,1023.00000,1125.00000
1985,"Rhineland-Palatinate, Saarland",Owner,170,1395.28054,1278.97852,1511.58255,914.38971,1278.00000,1687.00000,102.00000,2845.91543,1278.00000,1125.00000,1381.30000
1985,"Rhineland-Palatinate, Saarland",Tenant,162,999.60690,921.13891,1078.07489,623.65456,869.00000,1278.00000,256.00000,2259.51816,869.00000,818.00000,971.00000
1985,Baden-Wuerttemberg,Owner,334,1465.93327,1384.37662,1547.48991,951.91582,1380.00000,1875.10048,87.00000,3259.87748,1380.00000,1277.37500,1534.00000
1985,Baden-Wuerttemberg,Tenant,559,1181.25215,1124.79733,1237.70697,716.00000,1023.00000,1534.00000,194.00000,2761.00000,1023.00000,971.97500,1125.00000
1985,Bavaria,Owner,343,1625.73218,1442.13459,1809.32977,1023.00000,1465.73475,1952.27903,0.00000,3346.19757,1465.00000,1378.72500,1534.00000
1985,Bavaria,Tenant,465,1147.20972,1087.54717,1206.87226,690.00000,1023.00000,1534.00000,49.00000,2800.00000,1023.00000,920.00000,1126.27500
1985,Berlin,Owner,,,,,,,,,,,,
1985,Berlin,Tenant,176,1322.55315,1220.98857,1424.11773,818.00000,1125.00000,1738.00000,324.00000,3118.00000,1125.00000,1023.00000,1227.00000
1986,Schleswig-Holstein,Owner,76,1366.04019,1181.09835,1550.98202,905.52204,1222.95264,1636.00000,327.00000,2731.71694,1176.00000,1023.00000,1380.00000
1986,Schleswig-Holstein,Tenant,76,1198.94686,1076.36636,1321.52737,767.00000,1045.78908,1450.35590,256.00000,2475.38975,1048.00000,905.00000,1278.00000
1986,Hamburg,Owner,,,,,,,,,,,,
1986,Hamburg,Tenant,122,1084.83446,993.12637,1176.54256,707.76040,1020.89263,1405.38961,189.00000,2451.83343,1023.00000,913.00000,1074.00000
1986,Lower Saxony,Owner,227,1594.94953,1481.45495,1708.44410,1023.00000,1453.28549,2045.00000,213.00000,3578.00000,1432.00000,1327.72500,1534.00000
1986,Lower Saxony,Tenant,260,1060.68675,995.75834,1125.61516,711.47916,920.00000,1329.00000,0.00000,2255.28127,920.00000,869.00000,1023.00000
1986,Bremen,Owner,,,,,,,,,,,,
1986,Bremen,Tenant,43,858.54566,743.88272,973.20859,585.56690,755.60984,1068.16572,358.00000,1792.06394,767.00000,634.00000,920.00000
1986,North Rhine-Westphalia,Owner,376,1826.60346,1565.31087,2087.89605,1023.00000,1534.00000,2096.00000,317.00000,3705.50000,1534.00000,1431.35000,1636.00000
1986,North Rhine-Westphalia,Tenant,901,1136.45606,1095.80882,1177.10330,716.00000,1023.00000,1486.27977,0.00000,2641.69943,1023.00000,997.00000,1074.00000
1986,Hesse,Owner,150,1599.62956,1457.36924,1741.88988,1018.32824,1483.00000,2045.00000,373.00000,3585.00763,1483.00000,1319.00000,1662.00000
